"Journal Data Filtered By:  Selected Categories: ENVIRONMENTAL SCIENCES;ENVIRONMENTAL STUDIES;ERGONOMICS;ETHICS Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"REVIEWS IN ENVIRONMENTAL SCIENCE AND BIO-TECHNOLOGY","REV ENVIRON SCI BIO","1569-1705","1572-9826","ENVIRONMENTAL SCIENCES - SCIE","5,188","14.4","Q1","1.02","16.81"%,
"JOURNAL OF HAZARDOUS MATERIALS","J HAZARD MATER","0304-3894","1873-3336","ENVIRONMENTAL SCIENCES - SCIE","208,425","13.6","Q1","1.93","6.97"%,
"REMOTE SENSING OF ENVIRONMENT","REMOTE SENS ENVIRON","0034-4257","1879-0704","ENVIRONMENTAL SCIENCES - SCIE","89,316","13.5","Q1","2.45","47.11"%,
"AMERICAN JOURNAL OF BIOETHICS","AM J BIOETHICS","1526-5161","1536-0075","ETHICS - SSCI","3,325","13.4","Q1","3.6","21.51"%,
"Business Strategy and the Environment","BUS STRATEG ENVIRON","0964-4733","1099-0836","ENVIRONMENTAL STUDIES - SSCI","19,033","13.4","Q1","2.52","26.49"%,
"RESOURCES CONSERVATION AND RECYCLING","RESOUR CONSERV RECY","0921-3449","1879-0658","ENVIRONMENTAL SCIENCES - SCIE","44,781","13.2","Q1","1.66","22.03"%,
"WATER RESEARCH","WATER RES","0043-1354","1879-2448","ENVIRONMENTAL SCIENCES - SCIE","144,182","12.8","Q1","2.15","17.38"%,
"Tourism Management","TOURISM MANAGE","0261-5177","1879-3193","ENVIRONMENTAL STUDIES - SSCI","36,171","12.7","Q1","3.05","9.16"%,
"Biochar","BIOCHAR","2524-7972","2524-7867","ENVIRONMENTAL SCIENCES - SCIE","1,899","12.7","Q1","1.58","61.78"%,
"Environmental Science and Ecotechnology","ENVIRON SCI ECOTECH","2666-4984","2666-4984","ENVIRONMENTAL SCIENCES - SCIE","1,071","12.6","Q1","1.64","95.73"%,
"CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY","CRIT REV ENV SCI TEC","1064-3389","1547-6537","ENVIRONMENTAL SCIENCES - SCIE","11,639","12.6","Q1","0.77","8.72"%,
"Sustainable Production and Consumption","SUSTAIN PROD CONSUMP","2352-5509","2352-5509","ENVIRONMENTAL STUDIES - SSCI","9,602","12.1","Q1","2.35","17.79"%,
"ENVIRONMENT INTERNATIONAL","ENVIRON INT","0160-4120","1873-6750","ENVIRONMENTAL SCIENCES - SCIE","64,071","11.8","Q1","1.94","95.91"%,
"GLOBAL CHANGE BIOLOGY","GLOBAL CHANGE BIOL","1354-1013","1365-2486","ENVIRONMENTAL SCIENCES - SCIE","67,135","11.6","Q1","2.44","29.99"%,
"npj Clean Water","NPJ CLEAN WATER","2059-7037","2059-7037","ENVIRONMENTAL SCIENCES - SCIE","1,884","11.4","Q1","1.76","99.33"%,
"ENVIRONMENTAL SCIENCE & TECHNOLOGY","ENVIRON SCI TECHNOL","0013-936X","1520-5851","ENVIRONMENTAL SCIENCES - SCIE","249,799","11.4","Q1","1.44","9"%,
"Trends in Environmental Analytical Chemistry","TRENDS ENVIRON ANAL","2214-1588","2214-1588","ENVIRONMENTAL SCIENCES - SCIE","1,486","11.2","Q1","1.3","12.28"%,
"Journal of Cleaner Production","J CLEAN PROD","0959-6526","1879-1786","ENVIRONMENTAL SCIENCES - SCIE","295,285","11.1","Q1","1.53","10.15"%,
"Environmental Science & Technology Letters","ENVIRON SCI TECH LET","2328-8930","N/A","ENVIRONMENTAL SCIENCES - SCIE","9,320","10.9","Q1","1.42","11.65"%,
"ENVIRONMENTAL HEALTH PERSPECTIVES","ENVIRON HEALTH PERSP","0091-6765","1552-9924","ENVIRONMENTAL SCIENCES - SCIE","44,887","10.5","Q1","2.32","94.31"%,
"FRONTIERS IN ECOLOGY AND THE ENVIRONMENT","FRONT ECOL ENVIRON","1540-9295","1540-9309","ENVIRONMENTAL SCIENCES - SCIE","13,393","10.3","Q1","1.84","47.67"%,
"Resources Policy","RESOUR POLICY","0301-4207","1873-7641","ENVIRONMENTAL STUDIES - SSCI","18,092","10.2","Q1","2.08","7.25"%,
"Corporate Social Responsibility and Environmental Management","CORP SOC RESP ENV MA","1535-3958","1535-3966","ENVIRONMENTAL STUDIES - SSCI","10,351","9.8","Q1","1.91","14.84"%,
"Science of The Total Environment","SCI TOTAL ENVIRON","0048-9697","1879-1026","ENVIRONMENTAL SCIENCES - SCIE","372,205","9.8","Q1","1.68","16.32"%,
"Wiley Interdisciplinary Reviews-Climate Change","WIRES CLIM CHANGE","1757-7780","1757-7799","ENVIRONMENTAL STUDIES - SSCI","6,341","9.2","Q1","1.28","44.89"%,
"LANDSCAPE AND URBAN PLANNING","LANDSCAPE URBAN PLAN","0169-2046","1872-6062","ENVIRONMENTAL STUDIES - SSCI","28,597","9.1","Q1","2.28","36.39"%,
"Energy Policy","ENERG POLICY","0301-4215","1873-6777","ENVIRONMENTAL SCIENCES - SCIE","71,939","9","Q1","1.84","23.76"%,
"Energy Policy","ENERG POLICY","0301-4215","1873-6777","ENVIRONMENTAL STUDIES - SSCI","71,939","9","Q1","1.84","23.76"%,
"GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS","GLOBAL ENVIRON CHANG","0959-3780","1872-9495","ENVIRONMENTAL SCIENCES - SCIE","24,808","8.9","Q1","2.4","46.84"%,
"GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS","GLOBAL ENVIRON CHANG","0959-3780","1872-9495","ENVIRONMENTAL STUDIES - SSCI","24,808","8.9","Q1","2.4","46.84"%,
"ENVIRONMENTAL POLLUTION","ENVIRON POLLUT","0269-7491","1873-6424","ENVIRONMENTAL SCIENCES - SCIE","126,607","8.9","Q1","1.57","11.61"%,
"Chemosphere","CHEMOSPHERE","0045-6535","1879-1298","ENVIRONMENTAL SCIENCES - SCIE","190,885","8.8","Q1","1.55","9.04"%,
"Journal of Environmental Management","J ENVIRON MANAGE","0301-4797","1095-8630","ENVIRONMENTAL SCIENCES - SCIE","99,689","8.7","Q1","1.46","12.85"%,
"Sustainability-Science Practice and Policy","SUSTAINABILITY-SCI P","N/A","1548-7733","ENVIRONMENTAL STUDIES - ESCI","824","8.5","N/A","1.36","97.46"%,
"ENVIRONMENTAL RESEARCH","ENVIRON RES","0013-9351","1096-0953","ENVIRONMENTAL SCIENCES - SCIE","58,235","8.3","Q1","1.82","13.48"%,
"Earths Future","EARTHS FUTURE","N/A","2328-4277","ENVIRONMENTAL SCIENCES - SCIE","6,849","8.2","Q1","1.71","71.43"%,
"Wiley Interdisciplinary Reviews-Water","WIRES WATER","2049-1948","2049-1948","ENVIRONMENTAL SCIENCES - SCIE","3,814","8.2","Q1","1.13","35.44"%,
"Current Opinion in Environmental Science & Health","CURR OPIN ENV SCI HL","2468-5844","2468-5844","ENVIRONMENTAL SCIENCES - ESCI","2,677","8.1","N/A","1.33","16.88"%,
"Waste Management","WASTE MANAGE","0956-053X","1879-2456","ENVIRONMENTAL SCIENCES - SCIE","51,084","8.1","Q1","1.15","13.71"%,
"Communications Earth & Environment","COMMUN EARTH ENVIRON","N/A","2662-4435","ENVIRONMENTAL SCIENCES - SCIE","2,737","7.9","Q1","1.67","99.66"%,
"Environmental Impact Assessment Review","ENVIRON IMPACT ASSES","0195-9255","1873-6432","ENVIRONMENTAL STUDIES - SSCI","7,669","7.9","Q1","1.63","11.86"%,
"TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT","TRANSPORT RES D-TR E","1361-9209","1879-2340","ENVIRONMENTAL STUDIES - SSCI","18,796","7.6","Q1","1.6","24.93"%,
"Ecosystem Services","ECOSYST SERV","2212-0416","2212-0416","ENVIRONMENTAL SCIENCES - SCIE","11,024","7.6","Q1","1.38","37.24"%,
"Ecosystem Services","ECOSYST SERV","2212-0416","2212-0416","ENVIRONMENTAL STUDIES - SSCI","11,024","7.6","Q1","1.38","37.24"%,
"Water Research X","WATER RES X","N/A","2589-9147","ENVIRONMENTAL SCIENCES - SCIE","900","7.5","Q1","1.4","93.68"%,
"Advances in Climate Change Research","ADV CLIM CHANG RES","1674-9278","1674-9278","ENVIRONMENTAL SCIENCES - SCIE","2,302","7.4","Q1","1.16","92.75"%,
"Current Pollution Reports","CURR POLLUT REP","2198-6592","2198-6592","ENVIRONMENTAL SCIENCES - SCIE","1,943","7.3","Q1","1.22","17.12"%,
"Environmental Science-Nano","ENVIRON SCI-NANO","2051-8153","2051-8161","ENVIRONMENTAL SCIENCES - SCIE","12,512","7.3","Q1","1.13","10.82"%,
"Environmental Innovation and Societal Transitions","ENVIRON INNOV SOC TR","2210-4224","2210-4232","ENVIRONMENTAL SCIENCES - SCIE","4,763","7.2","Q1","1.44","52.82"%,
"Environmental Innovation and Societal Transitions","ENVIRON INNOV SOC TR","2210-4224","2210-4232","ENVIRONMENTAL STUDIES - SSCI","4,763","7.2","Q1","1.44","52.82"%,
"Earth Systems and Environment","EARTH SYST ENVIRON","2509-9426","2509-9434","ENVIRONMENTAL SCIENCES - ESCI","1,568","7.2","N/A","1.39","29"%,
"JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS","J TOXICOL ENV HEAL B","1093-7404","1521-6950","ENVIRONMENTAL SCIENCES - SCIE","2,313","7.2","Q1","0.84","26.67"%,
"Current Opinion in Environmental Sustainability","CURR OPIN ENV SUST","1877-3435","1877-3443","ENVIRONMENTAL SCIENCES - SCIE","7,952","7.2","Q1","0.8","40.95"%,
"CLIMATE POLICY","CLIM POLICY","1469-3062","1752-7457","ENVIRONMENTAL STUDIES - SSCI","4,855","7.1","Q1","1.76","37.65"%,
"LAND USE POLICY","LAND USE POLICY","0264-8377","1873-5754","ENVIRONMENTAL STUDIES - SSCI","33,449","7.1","Q1","1.46","18.98"%,
"Environmental Technology & Innovation","ENVIRON TECHNOL INNO","2352-1864","2352-1864","ENVIRONMENTAL SCIENCES - SCIE","12,879","7.1","Q1","1.15","34.22"%,
"ECOLOGICAL ECONOMICS","ECOL ECON","0921-8009","1873-6106","ENVIRONMENTAL SCIENCES - SCIE","36,381","7","Q1","1.57","34.99"%,
"ECOLOGICAL ECONOMICS","ECOL ECON","0921-8009","1873-6106","ENVIRONMENTAL STUDIES - SSCI","36,381","7","Q1","1.57","34.99"%,
"Journal of Environmental Informatics","J ENVIRON INFORM","1726-2135","1684-8799","ENVIRONMENTAL SCIENCES - SCIE","868","7","Q1","1.24","0"%,
"JOURNAL OF ENVIRONMENTAL PSYCHOLOGY","J ENVIRON PSYCHOL","0272-4944","1522-9610","ENVIRONMENTAL STUDIES - SSCI","17,448","6.9","Q1","1.74","29.24"%,
"Ecological Indicators","ECOL INDIC","1470-160X","1872-7034","ENVIRONMENTAL SCIENCES - SCIE","52,232","6.9","Q1","1.49","85.85"%,
"Journal of Environmental Sciences","J ENVIRON SCI","1001-0742","1878-7320","ENVIRONMENTAL SCIENCES - SCIE","21,627","6.9","Q1","1.25","4.86"%,
"ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY","ECOTOX ENVIRON SAFE","0147-6513","1090-2414","ENVIRONMENTAL SCIENCES - SCIE","60,090","6.8","Q1","1.51","72.37"%,
"HABITAT INTERNATIONAL","HABITAT INT","0197-3975","1873-5428","ENVIRONMENTAL STUDIES - SSCI","10,942","6.8","Q1","1.51","10.86"%,
"COMPUTERS ENVIRONMENT AND URBAN SYSTEMS","COMPUT ENVIRON URBAN","0198-9715","1873-7587","ENVIRONMENTAL STUDIES - SSCI","6,901","6.8","Q1","1.46","30.09"%,
"Energy Research & Social Science","ENERGY RES SOC SCI","2214-6296","2214-6326","ENVIRONMENTAL STUDIES - SSCI","15,268","6.7","Q1","1.45","35.91"%,
"Environmental Research Letters","ENVIRON RES LETT","1748-9326","1748-9326","ENVIRONMENTAL SCIENCES - SCIE","41,950","6.7","Q1","1.21","98.79"%,
"Frontiers of Environmental Science & Engineering","FRONT ENV SCI ENG","2095-2201","2095-221X","ENVIRONMENTAL SCIENCES - SCIE","5,083","6.7","Q1","0.84","8.22"%,
"AGRICULTURE ECOSYSTEMS & ENVIRONMENT","AGR ECOSYST ENVIRON","0167-8809","1873-2305","ENVIRONMENTAL SCIENCES - SCIE","33,665","6.6","Q1","1.71","22.94"%,
"AMBIO","AMBIO","0044-7447","1654-7209","ENVIRONMENTAL SCIENCES - SCIE","12,500","6.5","Q1","0.81","58.3"%,
"URBAN FORESTRY & URBAN GREENING","URBAN FOR URBAN GREE","1618-8667","1610-8167","ENVIRONMENTAL STUDIES - SSCI","14,791","6.4","Q1","1.71","17.94"%,
"PROGRESS IN PLANNING","PROG PLANN","0305-9006","1873-4510","ENVIRONMENTAL STUDIES - SSCI","1,289","6.4","Q1","1.63","15.15"%,
"International Soil and Water Conservation Research","INT SOIL WATER CONSE","2095-6339","2589-059X","ENVIRONMENTAL SCIENCES - SCIE","2,554","6.4","Q1","1.36","85.81"%,
"Urban Climate","URBAN CLIM","2212-0955","2212-0955","ENVIRONMENTAL SCIENCES - SCIE","6,801","6.4","Q1","1.27","14.85"%,
"CONSERVATION BIOLOGY","CONSERV BIOL","0888-8892","1523-1739","ENVIRONMENTAL SCIENCES - SCIE","23,293","6.3","Q1","1.45","36.25"%,
"ATMOSPHERIC CHEMISTRY AND PHYSICS","ATMOS CHEM PHYS","1680-7316","1680-7324","ENVIRONMENTAL SCIENCES - SCIE","70,858","6.3","Q1","1.32","98.85"%,
"Progress in Disaster Science","PROG DISASTER SCI","2590-0617","2590-0617","ENVIRONMENTAL SCIENCES - ESCI","1,150","6.3","N/A","1.28","93.5"%,
"Progress in Disaster Science","PROG DISASTER SCI","2590-0617","2590-0617","ENVIRONMENTAL STUDIES - ESCI","1,150","6.3","N/A","1.28","93.5"%,
"Research Integrity and Peer Review","RES INTEGR PEER REV","N/A","2058-8615","ETHICS - ESCI","691","6.1","N/A","2.5","100"%,
"JOURNAL OF BUSINESS ETHICS","J BUS ETHICS","0167-4544","1573-0697","ETHICS - SSCI","50,999","6.1","Q1","1.82","27.46"%,
"Environmental Health","ENVIRON HEALTH-GLOB","N/A","1476-069X","ENVIRONMENTAL SCIENCES - SCIE","8,741","6","Q1","1.2","100"%,
"ENVIRONMENTAL SCIENCE & POLICY","ENVIRON SCI POLICY","1462-9011","1873-6416","ENVIRONMENTAL SCIENCES - SCIE","15,149","6","Q1","1.04","37.03"%,
"Sustainability Science","SUSTAIN SCI","1862-4065","1862-4057","ENVIRONMENTAL SCIENCES - SCIE","6,554","6","Q1","0.99","59.31"%,
"Emerging Contaminants","EMERG CONTAM","2405-6650","2405-6642","ENVIRONMENTAL SCIENCES - ESCI","1,147","6","N/A","0.98","95.1"%,
"Sustainable Chemistry and Pharmacy","SUSTAIN CHEM PHARM","N/A","2352-5541","ENVIRONMENTAL SCIENCES - SCIE","3,232","6","Q1","0.86","5.01"%,
"Reviews of Environmental Contamination and Toxicology","REV ENVIRON CONTAM T","0179-5953","2197-6554","ENVIRONMENTAL SCIENCES - SCIE","3,028","6","Q1","0.7","12.2"%,
"ACCIDENT ANALYSIS AND PREVENTION","ACCIDENT ANAL PREV","0001-4575","1879-2057","ERGONOMICS - SSCI","29,330","5.9","Q1","2","11.02"%,
"BIOLOGICAL CONSERVATION","BIOL CONSERV","0006-3207","1873-2917","ENVIRONMENTAL SCIENCES - SCIE","39,641","5.9","Q1","1.43","30.35"%,
"ENVIRONMENTAL & RESOURCE ECONOMICS","ENVIRON RESOUR ECON","0924-6460","1573-1502","ENVIRONMENTAL STUDIES - SSCI","7,292","5.9","Q1","1.23","42.73"%,
"Groundwater for Sustainable Development","GROUNDWATER SUST DEV","2352-801X","2352-801X","ENVIRONMENTAL SCIENCES - ESCI","4,235","5.9","N/A","1.07","6.91"%,
"JOURNAL OF INDUSTRIAL ECOLOGY","J IND ECOL","1088-1980","1530-9290","ENVIRONMENTAL SCIENCES - SCIE","9,153","5.9","Q1","0.94","40.7"%,
"Environmental Sciences Europe","ENVIRON SCI EUR","2190-4707","2190-4715","ENVIRONMENTAL SCIENCES - SCIE","3,946","5.9","Q1","0.92","100"%,
"Annual Review of Resource Economics","ANNU REV RESOUR ECON","1941-1340","1941-1359","ENVIRONMENTAL STUDIES - SSCI","1,665","5.8","Q1","1.69","9.09"%,
"Marine Pollution Bulletin","MAR POLLUT BULL","0025-326X","1879-3363","ENVIRONMENTAL SCIENCES - SCIE","61,210","5.8","Q1","1.51","15.15"%,
"NEW TECHNOLOGY WORK AND EMPLOYMENT","NEW TECH WORK EMPLOY","0268-1072","1468-005X","ERGONOMICS - SSCI","1,721","5.8","Q1","1.05","40.48"%,
"ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH","ENVIRON SCI POLLUT R","0944-1344","1614-7499","ENVIRONMENTAL SCIENCES - SCIE","144,869","5.8","Q1","0.91","5.42"%,
"ENVIRONMENT AND BEHAVIOR","ENVIRON BEHAV","0013-9165","1552-390X","ENVIRONMENTAL STUDIES - SSCI","8,821","5.7","Q1","1.57","12.61"%,
"ENVIRONMENTAL AND EXPERIMENTAL BOTANY","ENVIRON EXP BOT","0098-8472","1873-7307","ENVIRONMENTAL SCIENCES - SCIE","18,946","5.7","Q2","1.25","9.31"%,
"Earth System Governance","EARTH SYST GOV-NETH","2589-8116","2589-8116","ENVIRONMENTAL STUDIES - ESCI","500","5.6","N/A","2.52","96.47"%,
"ENVIRONMENTAL REVIEWS","ENVIRON REV","1208-6053","1181-8700","ENVIRONMENTAL SCIENCES - SCIE","3,233","5.6","Q2","0.39","25.41"%,
"ENVIRONMENTAL POLITICS","ENVIRON POLIT","0964-4016","1743-8934","ENVIRONMENTAL STUDIES - SSCI","4,437","5.5","Q1","1.67","37.07"%,
"Environmental Science-Processes & Impacts","ENVIRON SCI-PROC IMP","2050-7887","2050-7895","ENVIRONMENTAL SCIENCES - SCIE","7,212","5.5","Q2","0.86","25.2"%,
"APPLIED CATALYSIS A-GENERAL","APPL CATAL A-GEN","0926-860X","1873-3875","ENVIRONMENTAL SCIENCES - SCIE","38,908","5.5","Q2","0.85","12.87"%,
"Global Sustainability","GLOB SUSTAIN","N/A","2059-4798","ENVIRONMENTAL SCIENCES - ESCI","690","5.5","N/A","0.77","100"%,
"Global Sustainability","GLOB SUSTAIN","N/A","2059-4798","ENVIRONMENTAL STUDIES - ESCI","690","5.5","N/A","0.77","100"%,
"Sustainable Futures","SUSTAIN FUTURES","2666-1888","2666-1888","ENVIRONMENTAL SCIENCES - ESCI","288","5.5","N/A","0.63","98.78"%,
"Review of Environmental Economics and Policy","REV ENV ECON POLICY","1750-6816","1750-6824","ENVIRONMENTAL STUDIES - SSCI","2,159","5.4","Q1","1.62","10"%,
"INTERNATIONAL JOURNAL OF HUMAN-COMPUTER STUDIES","INT J HUM-COMPUT ST","1071-5819","1095-9300","ERGONOMICS - SSCI","7,303","5.4","Q1","1.32","28.14"%,
"WATER RESOURCES RESEARCH","WATER RESOUR RES","0043-1397","1944-7973","ENVIRONMENTAL SCIENCES - SCIE","68,892","5.4","Q2","1.29","24.26"%,
"Environmental Development","ENVIRON DEV","2211-4645","2211-4653","ENVIRONMENTAL SCIENCES - SCIE","2,663","5.4","Q2","0.79","18.1"%,
"ORGANIZATION & ENVIRONMENT","ORGAN ENVIRON","1086-0266","1552-7417","ENVIRONMENTAL STUDIES - SSCI","2,883","5.3","Q1","1.16","25.56"%,
"ACS ES&T Water","ACS EST WATER","N/A","2690-0637","ENVIRONMENTAL SCIENCES - ESCI","1,684","5.3","N/A","1.12","7.04"%,
"Management of Environmental Quality","MANAG ENVIRON QUAL","1477-7835","1758-6119","ENVIRONMENTAL STUDIES - ESCI","2,514","5.3","N/A","1.01","0.72"%,
"Ecosystems and People","ECOSYST PEOPLE","N/A","2639-5916","ENVIRONMENTAL SCIENCES - ESCI","510","5.3","N/A","0.97","98.25"%,
"Ecosystems and People","ECOSYST PEOPLE","N/A","2639-5916","ENVIRONMENTAL STUDIES - ESCI","510","5.3","N/A","0.97","98.25"%,
"GLOBAL BIOGEOCHEMICAL CYCLES","GLOBAL BIOGEOCHEM CY","0886-6236","1944-9224","ENVIRONMENTAL SCIENCES - SCIE","17,494","5.2","Q2","1.25","31.77"%,
"AEROSOL SCIENCE AND TECHNOLOGY","AEROSOL SCI TECH","0278-6826","1521-7388","ENVIRONMENTAL SCIENCES - SCIE","8,417","5.2","Q2","0.79","20.52"%,
"Air Quality Atmosphere and Health","AIR QUAL ATMOS HLTH","1873-9318","1873-9326","ENVIRONMENTAL SCIENCES - SCIE","4,190","5.1","Q2","0.84","13"%,
"ECOLOGICAL APPLICATIONS","ECOL APPL","1051-0761","1939-5582","ENVIRONMENTAL SCIENCES - SCIE","22,932","5","Q2","1.13","25.15"%,
"ATMOSPHERIC ENVIRONMENT","ATMOS ENVIRON","1352-2310","1873-2844","ENVIRONMENTAL SCIENCES - SCIE","68,155","5","Q2","1.07","20.98"%,
"Remote Sensing","REMOTE SENS-BASEL","N/A","2072-4292","ENVIRONMENTAL SCIENCES - SCIE","112,665","5","Q2","1.02","99.43"%,
"Environmental Science-Water Research & Technology","ENVIRON SCI-WAT RES","2053-1400","2053-1419","ENVIRONMENTAL SCIENCES - SCIE","5,866","5","Q2","0.8","14.94"%,
"Cleaner Environmental Systems","CLEAN ENVIRON SYST","2666-7894","2666-7894","ENVIRONMENTAL SCIENCES - ESCI","351","5","N/A","0.78","89.69"%,
"Cleaner Environmental Systems","CLEAN ENVIRON SYST","2666-7894","2666-7894","ENVIRONMENTAL STUDIES - ESCI","351","5","N/A","0.78","89.69"%,
"ENVIRONMENTAL MODELLING & SOFTWARE","ENVIRON MODELL SOFTW","1364-8152","1873-6726","ENVIRONMENTAL SCIENCES - SCIE","18,467","4.9","Q2","0.94","40.49"%,
"Ecosystem Health and Sustainability","ECOSYST HEALTH SUST","2096-4129","2332-8878","ENVIRONMENTAL SCIENCES - SCIE","1,125","4.9","Q2","0.79","94.74"%,
"ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY","ENVIRON DEV SUSTAIN","1387-585X","1573-2975","ENVIRONMENTAL SCIENCES - SCIE","13,157","4.9","Q2","0.72","8"%,
"NanoImpact","NANOIMPACT","2452-0748","2452-0748","ENVIRONMENTAL SCIENCES - SCIE","1,845","4.9","Q2","0.69","35.15"%,
"Sustainable Environment Research","SUSTAIN ENVIRON RES","2468-2039","2468-2039","ENVIRONMENTAL SCIENCES - SCIE","1,748","4.9","Q2","0.58","100"%,
"Global Environmental Politics","GLOBAL ENVIRON POLIT","1526-3800","1536-0091","ENVIRONMENTAL STUDIES - SSCI","2,072","4.8","Q2","1.76","13.98"%,
"Business Ethics-A European Review","BUS ETHICS","0962-8770","1467-8608","ETHICS - SSCI","2,058","4.8","Q1","1.36","6.78"%,
"GeoHealth","GEOHEALTH","2471-1403","2471-1403","ENVIRONMENTAL SCIENCES - SCIE","1,119","4.8","Q2","1.07","65.69"%,
"CLIMATIC CHANGE","CLIMATIC CHANGE","0165-0009","1573-1480","ENVIRONMENTAL SCIENCES - SCIE","25,615","4.8","Q2","0.93","37.75"%,
"INTERNATIONAL BIODETERIORATION & BIODEGRADATION","INT BIODETER BIODEGR","0964-8305","1879-0208","ENVIRONMENTAL SCIENCES - SCIE","14,058","4.8","Q2","0.93","12.07"%,
"Ecological Processes","ECOL PROCESS","N/A","2192-1709","ENVIRONMENTAL SCIENCES - SCIE","1,882","4.8","Q2","0.84","99.5"%,
"Geoenvironmental Disasters","GEOENVIRONMENTAL DIS","N/A","2197-8670","ENVIRONMENTAL SCIENCES - ESCI","844","4.8","N/A","0.84","100"%,
"INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT","INT J LIFE CYCLE ASS","0948-3349","1614-7502","ENVIRONMENTAL SCIENCES - SCIE","11,053","4.8","Q2","0.62","39.36"%,
"URBAN STUDIES","URBAN STUD","0042-0980","1360-063X","ENVIRONMENTAL STUDIES - SSCI","16,650","4.7","Q2","1.21","27.6"%,
"LAND DEGRADATION & DEVELOPMENT","LAND DEGRAD DEV","1085-3278","1099-145X","ENVIRONMENTAL SCIENCES - SCIE","11,512","4.7","Q2","0.86","4.86"%,
"Remote Sensing Applications-Society and Environment","REMOTE SENS APPL","2352-9385","2352-9385","ENVIRONMENTAL SCIENCES - ESCI","3,120","4.7","N/A","0.83","14.64"%,
"INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION","INT J HUM-COMPUT INT","1044-7318","1532-7590","ERGONOMICS - SSCI","5,801","4.7","Q1","0.82","12.11"%,
"JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT","J ENVIRON ECON MANAG","0095-0696","1096-0449","ENVIRONMENTAL STUDIES - SSCI","10,603","4.6","Q2","1.36","29.26"%,
"REGIONAL STUDIES","REG STUD","0034-3404","1360-0591","ENVIRONMENTAL STUDIES - SSCI","11,076","4.6","Q2","1.24","29.42"%,
"Atmospheric Environment-X","ATMOS ENVIRON-X","N/A","2590-1621","ENVIRONMENTAL SCIENCES - ESCI","722","4.6","N/A","0.86","93.57"%,
