"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"PHYSIOLOGY","PHYSIOLOGY","1548-9213","1548-9221","PHYSIOLOGY - SCIE","4,977","8.4","Q1","1.17","2.22"%,
"Progress of Theoretical and Experimental Physics","PROG THEOR EXP PHYS","2050-3911","N/A","PHYSICS, MULTIDISCIPLINARY - SCIE","5,313","8.3","Q1","1.03","92.97"%,
"Progress of Theoretical and Experimental Physics","PROG THEOR EXP PHYS","2050-3911","N/A","PHYSICS, PARTICLES & FIELDS - SCIE","5,313","8.3","Q1","1.03","92.97"%,
"CHAOS SOLITONS & FRACTALS","CHAOS SOLITON FRACT","0960-0779","1873-2887","PHYSICS, MATHEMATICAL - SCIE","30,667","7.8","Q1","2.52","3.64"%,
"CHAOS SOLITONS & FRACTALS","CHAOS SOLITON FRACT","0960-0779","1873-2887","PHYSICS, MULTIDISCIPLINARY - SCIE","30,667","7.8","Q1","2.52","3.64"%,
"npj Quantum Information","NPJ QUANTUM INFORM","N/A","2056-6387","PHYSICS, CONDENSED MATTER - SCIE","5,223","7.6","Q1","2.08","99.03"%,
"Frontiers of Physics","FRONT PHYS-BEIJING","2095-0462","2095-0470","PHYSICS, MULTIDISCIPLINARY - SCIE","3,121","7.5","Q1","1.08","1.62"%,
"ACS Photonics","ACS PHOTONICS","2330-4022","N/A","PHYSICS, CONDENSED MATTER - SCIE","21,950","7","Q1","1.42","12.39"%,
"Quantum Science and Technology","QUANTUM SCI TECHNOL","2058-9565","2058-9565","PHYSICS, MULTIDISCIPLINARY - SCIE","3,219","6.7","Q1","1.87","35.13"%,
"APPLIED SURFACE SCIENCE","APPL SURF SCI","0169-4332","1873-5584","PHYSICS, CONDENSED MATTER - SCIE","173,457","6.7","Q1","1.3","6.67"%,
"Quantum","QUANTUM-AUSTRIA","2521-327X","2521-327X","PHYSICS, MULTIDISCIPLINARY - SCIE","5,074","6.4","Q1","1.66","69.49"%,
"Acta Physiologica","ACTA PHYSIOL","1748-1708","1748-1716","PHYSIOLOGY - SCIE","6,400","6.4","Q1","1.43","27.34"%,
"Science China-Physics Mechanics & Astronomy","SCI CHINA PHYS MECH","1674-7348","1869-1927","PHYSICS, MULTIDISCIPLINARY - SCIE","5,081","6.4","Q1","1.38","1.53"%,
"PROGRESS IN SURFACE SCIENCE","PROG SURF SCI","0079-6816","1878-4240","PHYSICS, CONDENSED MATTER - SCIE","1,906","6.4","Q1","0.37","22.22"%,
"Journal of Cosmology and Astroparticle Physics","J COSMOL ASTROPART P","1475-7516","1475-7516","PHYSICS, PARTICLES & FIELDS - SCIE","36,232","6.3","Q1","1.49","9.14"%,
"COMPUTER PHYSICS COMMUNICATIONS","COMPUT PHYS COMMUN","0010-4655","1879-2944","PHYSICS, MATHEMATICAL - SCIE","28,558","6.2","Q1","1.66","32.28"%,
"Function","FUNCTION","N/A","2633-8823","PHYSIOLOGY - ESCI","382","6.2","N/A","1.28","98.78"%,
"Surfaces and Interfaces","SURF INTERFACES","2468-0230","2468-0230","PHYSICS, CONDENSED MATTER - SCIE","10,049","6.2","Q2","1.14","3.59"%,
"Applied Surface Science Advances","APPL SURF SCI ADV","2666-5239","2666-5239","PHYSICS, CONDENSED MATTER - ESCI","1,174","6.2","N/A","0.88","92.93"%,
"Advances in Physics-X","ADV PHYS-X","2374-6149","2374-6149","PHYSICS, MULTIDISCIPLINARY - SCIE","1,755","6","Q1","0.63","100"%,
"Comprehensive Physiology","COMPR PHYSIOL","2040-4603","2040-4603","PHYSIOLOGY - SCIE","8,176","5.8","Q1","2.3","0.74"%,
"npj Quantum Materials","NPJ QUANTUM MATER","N/A","2397-4648","PHYSICS, CONDENSED MATTER - SCIE","2,785","5.7","Q2","1.27","100"%,
"EXERCISE AND SPORT SCIENCES REVIEWS","EXERC SPORT SCI REV","0091-6331","1538-3008","PHYSIOLOGY - SCIE","3,886","5.7","Q1","0.94","15.19"%,
"JOURNAL OF CELLULAR PHYSIOLOGY","J CELL PHYSIOL","0021-9541","1097-4652","PHYSIOLOGY - SCIE","42,434","5.6","Q1","1.12","5.75"%,
"SciPost Physics","SCIPOST PHYS","2542-4653","2542-4653","PHYSICS, MULTIDISCIPLINARY - SCIE","5,099","5.5","Q1","1.6","99.36"%,
"Communications Physics","COMMUN PHYS-UK","2399-3650","2399-3650","PHYSICS, MULTIDISCIPLINARY - SCIE","4,852","5.5","Q1","1.41","99.75"%,
"JOURNAL OF PHYSIOLOGY-LONDON","J PHYSIOL-LONDON","0022-3751","1469-7793","PHYSIOLOGY - SCIE","52,341","5.5","Q1","1.34","32.82"%,
"AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY","AM J PHYSIOL-CELL PH","0363-6143","1522-1563","PHYSIOLOGY - SCIE","18,242","5.5","Q1","1.12","5.2"%,
"JOURNAL OF HIGH ENERGY PHYSICS","J HIGH ENERGY PHYS","1029-8479","1029-8479","PHYSICS, PARTICLES & FIELDS - SCIE","113,389","5.4","Q1","1.4","98.78"%,
"Results in Physics","RESULTS PHYS","2211-3797","2211-3797","PHYSICS, MULTIDISCIPLINARY - SCIE","22,361","5.3","Q1","1.12","95.96"%,
"JOURNAL OF THE MECHANICS AND PHYSICS OF SOLIDS","J MECH PHYS SOLIDS","0022-5096","1873-4782","PHYSICS, CONDENSED MATTER - SCIE","27,022","5.3","Q2","1.09","33.18"%,
"AMERICAN JOURNAL OF PHYSIOLOGY-ENDOCRINOLOGY AND METABOLISM","AM J PHYSIOL-ENDOC M","0193-1849","1522-1555","PHYSIOLOGY - SCIE","20,518","5.1","Q1","1.39","7.93"%,
"Matter and Radiation at Extremes","MATTER RADIAT EXTREM","2468-2047","2468-080X","PHYSICS, MULTIDISCIPLINARY - SCIE","958","5.1","Q1","0.94","91.18"%,
"Journal of Semiconductors","J SEMICOND","1674-4926","1674-4926","PHYSICS, CONDENSED MATTER - ESCI","3,344","5.1","N/A","0.52","0"%,
"PHYSICAL REVIEW D","PHYS REV D","2470-0010","2470-0029","PHYSICS, PARTICLES & FIELDS - SCIE","219,627","5","Q1","1.18","57.92"%,
"CHINESE JOURNAL OF PHYSICS","CHINESE J PHYS","0577-9073","0577-9073","PHYSICS, MULTIDISCIPLINARY - SCIE","6,771","5","Q1","1.15","1.28"%,
"AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY","AM J PHYSIOL-LUNG C","1040-0605","1522-1504","PHYSIOLOGY - SCIE","15,532","4.9","Q1","1.35","6.82"%,
"AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY","AM J PHYSIOL-HEART C","0363-6135","1522-1539","PHYSIOLOGY - SCIE","29,226","4.8","Q1","1.21","5.23"%,
"Pesticide Biochemistry and Physiology","PESTIC BIOCHEM PHYS","0048-3575","1095-9939","PHYSIOLOGY - SCIE","9,292","4.7","Q1","1.53","8.41"%,
"PHYSICS OF FLUIDS","PHYS FLUIDS","1070-6631","1089-7666","PHYSICS, FLUIDS & PLASMAS - SCIE","58,543","4.6","Q1","1.34","10.25"%,
"PHYSIOLOGICAL GENOMICS","PHYSIOL GENOMICS","1094-8341","1531-2267","PHYSIOLOGY - SCIE","5,086","4.6","Q1","0.7","7.8"%,
"AMERICAN JOURNAL OF PHYSIOLOGY-GASTROINTESTINAL AND LIVER PHYSIOLOGY","AM J PHYSIOL-GASTR L","0193-1857","1522-1547","PHYSIOLOGY - SCIE","16,582","4.5","Q1","1.08","4.57"%,
"PFLUGERS ARCHIV-EUROPEAN JOURNAL OF PHYSIOLOGY","PFLUG ARCH EUR J PHY","0031-6768","1432-2013","PHYSIOLOGY - SCIE","10,243","4.5","Q1","0.82","41.87"%,
"RIVISTA DEL NUOVO CIMENTO","RIV NUOVO CIMENTO","0393-697X","1826-9850","PHYSICS, MULTIDISCIPLINARY - SCIE","999","4.5","Q2","0.49","58.33"%,
"EUROPEAN PHYSICAL JOURNAL C","EUR PHYS J C","1434-6044","1434-6052","PHYSICS, PARTICLES & FIELDS - SCIE","35,618","4.4","Q2","1.06","99.44"%,
"SYNTHETIC METALS","SYNTHETIC MET","0379-6779","0379-6779","PHYSICS, CONDENSED MATTER - SCIE","13,680","4.4","Q2","0.75","4.31"%,
"PHYSICS LETTERS B","PHYS LETT B","0370-2693","1873-2445","PHYSICS, NUCLEAR - SCIE","65,449","4.3","Q1","1.43","95.02"%,
"PHYSICS LETTERS B","PHYS LETT B","0370-2693","1873-2445","PHYSICS, PARTICLES & FIELDS - SCIE","65,449","4.3","Q2","1.43","95.02"%,
"JOURNAL OF PHYSICAL AND CHEMICAL REFERENCE DATA","J PHYS CHEM REF DATA","0047-2689","1529-7845","PHYSICS, MULTIDISCIPLINARY - SCIE","8,585","4.3","Q2","0.78","21.74"%,
"AMERICAN JOURNAL OF PHYSIOLOGY-RENAL PHYSIOLOGY","AM J PHYSIOL-RENAL","1931-857X","1522-1466","PHYSIOLOGY - SCIE","17,940","4.2","Q1","1.17","3.56"%,
"Physical Review Research","PHYS REV RES","N/A","2643-1564","PHYSICS, MULTIDISCIPLINARY - ESCI","16,713","4.2","N/A","1.04","98.98"%,
"CHEMICAL SENSES","CHEM SENSES","0379-864X","1464-3553","PHYSIOLOGY - SCIE","5,169","4.2","Q1","0.98","15.09"%,
"JOURNAL OF COMPUTATIONAL PHYSICS","J COMPUT PHYS","0021-9991","1090-2716","PHYSICS, MATHEMATICAL - SCIE","66,635","4.1","Q1","1.23","34.79"%,
"MATERIALS SCIENCE IN SEMICONDUCTOR PROCESSING","MAT SCI SEMICON PROC","1369-8001","1873-4081","PHYSICS, CONDENSED MATTER - SCIE","15,385","4.1","Q2","0.91","3.59"%,
"DIAMOND AND RELATED MATERIALS","DIAM RELAT MATER","0925-9635","1879-0062","PHYSICS, CONDENSED MATTER - SCIE","13,294","4.1","Q2","0.75","3.66"%,
"PHYSICA D-NONLINEAR PHENOMENA","PHYSICA D","0167-2789","1872-8022","PHYSICS, FLUIDS & PLASMAS - SCIE","14,104","4","Q1","1.33","24.73"%,
"PHYSICA D-NONLINEAR PHENOMENA","PHYSICA D","0167-2789","1872-8022","PHYSICS, MATHEMATICAL - SCIE","14,104","4","Q1","1.33","24.73"%,
"PHYSICA D-NONLINEAR PHENOMENA","PHYSICA D","0167-2789","1872-8022","PHYSICS, MULTIDISCIPLINARY - SCIE","14,104","4","Q2","1.33","24.73"%,
"Frontiers in Physiology","FRONT PHYSIOL","N/A","1664-042X","PHYSIOLOGY - SCIE","53,422","4","Q2","1","99.49"%,
"JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS","J PHYS CHEM SOLIDS","0022-3697","1879-2553","PHYSICS, CONDENSED MATTER - SCIE","22,201","4","Q2","0.8","3.9"%,
"Communications in Nonlinear Science and Numerical Simulation","COMMUN NONLINEAR SCI","1007-5704","1878-7274","PHYSICS, FLUIDS & PLASMAS - SCIE","15,717","3.9","Q1","1.55","10.55"%,
"Communications in Nonlinear Science and Numerical Simulation","COMMUN NONLINEAR SCI","1007-5704","1878-7274","PHYSICS, MATHEMATICAL - SCIE","15,717","3.9","Q1","1.55","10.55"%,
"FORTSCHRITTE DER PHYSIK-PROGRESS OF PHYSICS","FORTSCHR PHYS","0015-8208","1521-3978","PHYSICS, MULTIDISCIPLINARY - SCIE","2,533","3.9","Q2","1.31","17.61"%,
"JOURNAL OF GENERAL PHYSIOLOGY","J GEN PHYSIOL","0022-1295","1540-7748","PHYSIOLOGY - SCIE","7,779","3.8","Q2","1.3","99.08"%,
"PLASMA SOURCES SCIENCE & TECHNOLOGY","PLASMA SOURCES SCI T","0963-0252","1361-6595","PHYSICS, FLUIDS & PLASMAS - SCIE","11,592","3.8","Q1","1.21","19.66"%,
"NUCLEAR DATA SHEETS","NUCL DATA SHEETS","0090-3752","1095-9904","PHYSICS, NUCLEAR - SCIE","2,866","3.7","Q1","2.09","41.18"%,
"JOURNAL OF FLUID MECHANICS","J FLUID MECH","0022-1120","1469-7645","PHYSICS, FLUIDS & PLASMAS - SCIE","82,533","3.7","Q1","1.15","36.18"%,
"PSYCHOPHYSIOLOGY","PSYCHOPHYSIOLOGY","0048-5772","1469-8986","PHYSIOLOGY - SCIE","16,515","3.7","Q2","0.99","25.99"%,
"Communications in Computational Physics","COMMUN COMPUT PHYS","1815-2406","1991-7120","PHYSICS, MATHEMATICAL - SCIE","3,923","3.7","Q1","0.84","0"%,
"PHYSICAL REVIEW B","PHYS REV B","2469-9950","2469-9969","PHYSICS, CONDENSED MATTER - SCIE","399,823","3.7","Q2","0.73","7.27"%,
"Chinese Physics C","CHINESE PHYS C","1674-1137","2058-6132","PHYSICS, NUCLEAR - SCIE","4,611","3.6","Q2","1.15","39.77"%,
"Chinese Physics C","CHINESE PHYS C","1674-1137","2058-6132","PHYSICS, PARTICLES & FIELDS - SCIE","4,611","3.6","Q2","1.15","39.77"%,
"SciPost Physics Core","SCIPOST PHYSICS CORE","N/A","2666-9366","PHYSICS, MULTIDISCIPLINARY - ESCI","285","3.6","N/A","0.83","99.12"%,
"PLASMA CHEMISTRY AND PLASMA PROCESSING","PLASMA CHEM PLASMA P","0272-4324","1572-8986","PHYSICS, FLUIDS & PLASMAS - SCIE","3,845","3.6","Q1","0.72","9.35"%,
"Materials Science and Engineering B-Advanced Functional Solid-State Materials","MATER SCI ENG B-ADV","0921-5107","1873-4944","PHYSICS, CONDENSED MATTER - SCIE","13,722","3.6","Q2","0.63","4.28"%,
"SUPERCONDUCTOR SCIENCE & TECHNOLOGY","SUPERCOND SCI TECH","0953-2048","1361-6668","PHYSICS, CONDENSED MATTER - SCIE","9,782","3.6","Q2","0.62","21.12"%,
"JOURNAL OF PHYSICS G-NUCLEAR AND PARTICLE PHYSICS","J PHYS G NUCL PARTIC","0954-3899","1361-6471","PHYSICS, NUCLEAR - SCIE","7,260","3.5","Q2","1.1","13.76"%,
"JOURNAL OF PHYSICS G-NUCLEAR AND PARTICLE PHYSICS","J PHYS G NUCL PARTIC","0954-3899","1361-6471","PHYSICS, PARTICLES & FIELDS - SCIE","7,260","3.5","Q2","1.1","13.76"%,
"CLASSICAL AND QUANTUM GRAVITY","CLASSICAL QUANT GRAV","0264-9381","1361-6382","PHYSICS, MULTIDISCIPLINARY - SCIE","25,133","3.5","Q2","0.92","17.75"%,
"CLASSICAL AND QUANTUM GRAVITY","CLASSICAL QUANT GRAV","0264-9381","1361-6382","PHYSICS, PARTICLES & FIELDS - SCIE","25,133","3.5","Q2","0.92","17.75"%,
"JOURNAL OF BIOLOGICAL RHYTHMS","J BIOL RHYTHM","0748-7304","1552-4531","PHYSIOLOGY - SCIE","4,083","3.5","Q2","0.9","30.87"%,
"ASTROPARTICLE PHYSICS","ASTROPART PHYS","0927-6505","1873-2852","PHYSICS, PARTICLES & FIELDS - SCIE","3,596","3.5","Q2","0.82","25.93"%,
"CHINESE PHYSICS LETTERS","CHINESE PHYS LETT","0256-307X","1741-3540","PHYSICS, MULTIDISCIPLINARY - SCIE","7,211","3.5","Q2","0.77","0"%,
"SOLID STATE SCIENCES","SOLID STATE SCI","1293-2558","1873-3085","PHYSICS, CONDENSED MATTER - SCIE","8,297","3.5","Q2","0.77","5.11"%,
"Plasma Processes and Polymers","PLASMA PROCESS POLYM","1612-8850","1612-8869","PHYSICS, CONDENSED MATTER - SCIE","5,024","3.5","Q2","0.74","19.85"%,
"Plasma Processes and Polymers","PLASMA PROCESS POLYM","1612-8850","1612-8869","PHYSICS, FLUIDS & PLASMAS - SCIE","5,024","3.5","Q1","0.74","19.85"%,
"PHYSICS TODAY","PHYS TODAY","0031-9228","1945-0699","PHYSICS, MULTIDISCIPLINARY - SCIE","5,529","3.5","Q2","0.55","10.34"%,
"JOURNAL OF PHYSIOLOGY AND BIOCHEMISTRY","J PHYSIOL BIOCHEM","1138-7548","1877-8755","PHYSIOLOGY - SCIE","2,601","3.4","Q2","0.9","12.44"%,
"European Physical Journal Plus","EUR PHYS J PLUS","2190-5444","2190-5444","PHYSICS, MULTIDISCIPLINARY - SCIE","15,460","3.4","Q2","0.89","9.25"%,
"Applied Physiology Nutrition and Metabolism","APPL PHYSIOL NUTR ME","1715-5312","1715-5320","PHYSIOLOGY - SCIE","7,850","3.4","Q2","0.86","12.17"%,
"THEORETICAL AND COMPUTATIONAL FLUID DYNAMICS","THEOR COMP FLUID DYN","0935-4964","1432-2250","PHYSICS, FLUIDS & PLASMAS - SCIE","1,787","3.4","Q2","0.78","13.82"%,
"Soft Matter","SOFT MATTER","1744-683X","1744-6848","PHYSICS, MULTIDISCIPLINARY - SCIE","42,366","3.4","Q2","0.68","20.49"%,
"Materials","MATERIALS","N/A","1996-1944","PHYSICS, CONDENSED MATTER - SCIE","104,643","3.4","Q2","0.59","99.44"%,
"International Journal of Sports Physiology and Performance","INT J SPORT PHYSIOL","1555-0265","1555-0273","PHYSIOLOGY - SCIE","9,072","3.3","Q2","1.27","0.6"%,
"NUCLEAR FUSION","NUCL FUSION","0029-5515","1741-4326","PHYSICS, FLUIDS & PLASMAS - SCIE","17,634","3.3","Q2","1.24","19.35"%,
"JOURNAL OF APPLIED PHYSIOLOGY","J APPL PHYSIOL","8750-7587","1522-1601","PHYSIOLOGY - SCIE","43,883","3.3","Q2","1.12","6.93"%,
"PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS","PHYSICA A","0378-4371","1873-2119","PHYSICS, MULTIDISCIPLINARY - SCIE","38,205","3.3","Q2","0.9","5.84"%,
"NEW JOURNAL OF PHYSICS","NEW J PHYS","1367-2630","1367-2630","PHYSICS, MULTIDISCIPLINARY - SCIE","34,110","3.3","Q2","0.87","98.85"%,
"PHYSICA E-LOW-DIMENSIONAL SYSTEMS & NANOSTRUCTURES","PHYSICA E","1386-9477","1873-1759","PHYSICS, CONDENSED MATTER - SCIE","11,380","3.3","Q2","0.55","2.91"%,
"EXPERIMENTAL THERMAL AND FLUID SCIENCE","EXP THERM FLUID SCI","0894-1777","1879-2286","PHYSICS, FLUIDS & PLASMAS - SCIE","15,278","3.2","Q2","0.9","9.79"%,
"PHYSIOLOGICAL MEASUREMENT","PHYSIOL MEAS","0967-3334","1361-6579","PHYSIOLOGY - SCIE","7,647","3.2","Q2","0.79","20.13"%,
"INTERNATIONAL JOURNAL OF BIOMETEOROLOGY","INT J BIOMETEOROL","0020-7128","1432-1254","PHYSIOLOGY - SCIE","9,515","3.2","Q2","0.76","19.36"%,
"Biomicrofluidics","BIOMICROFLUIDICS","N/A","1932-1058","PHYSICS, FLUIDS & PLASMAS - SCIE","4,447","3.2","Q2","0.65","24.8"%,
"SOLID STATE NUCLEAR MAGNETIC RESONANCE","SOLID STATE NUCL MAG","0926-2040","1527-3326","PHYSICS, CONDENSED MATTER - SCIE","1,459","3.2","Q2","0.64","22.5"%,
"SOLID STATE IONICS","SOLID STATE IONICS","0167-2738","1872-7689","PHYSICS, CONDENSED MATTER - SCIE","23,484","3.2","Q2","0.53","8.81"%,
"JOURNAL OF BIOLOGICAL REGULATORS AND HOMEOSTATIC AGENTS","J BIOL REG HOMEOS AG","0393-974X","1724-6083","PHYSIOLOGY - SCIE","4,089","3.2","Q2","0.24","0"%,
"PHYSICAL REVIEW C","PHYS REV C","2469-9985","2469-9993","PHYSICS, NUCLEAR - SCIE","51,133","3.1","Q2","1.39","15.56"%,
"COMMUNICATIONS IN THEORETICAL PHYSICS","COMMUN THEOR PHYS","0253-6102","1572-9494","PHYSICS, MULTIDISCIPLINARY - SCIE","4,130","3.1","Q2","0.73","0"%,
"Journal of Physiological Anthropology","J PHYSIOL ANTHROPOL","1880-6805","1880-6805","PHYSIOLOGY - SCIE","1,276","3.1","Q2","0.65","97.03"%,
"Frontiers in Physics","FRONT PHYS-LAUSANNE","2296-424X","2296-424X","PHYSICS, MULTIDISCIPLINARY - SCIE","7,259","3.1","Q2","0.63","99.52"%,
"SUPERLATTICES AND MICROSTRUCTURES","SUPERLATTICE MICROST","0749-6036","1096-3677","PHYSICS, CONDENSED MATTER - SCIE","9,731","3.1","Q2","0.53","2.32"%,
"JOURNAL OF NONLINEAR SCIENCE","J NONLINEAR SCI","0938-8974","1432-1467","PHYSICS, MATHEMATICAL - SCIE","2,672","3","Q1","1.16","29.05"%,
"EUROPEAN JOURNAL OF APPLIED PHYSIOLOGY","EUR J APPL PHYSIOL","1439-6319","1439-6327","PHYSIOLOGY - SCIE","19,194","3","Q2","0.94","32.99"%,
"INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY","INT J PSYCHOPHYSIOL","0167-8760","1872-7697","PHYSIOLOGY - SCIE","10,253","3","Q2","0.79","19.25"%,
"Annals of Physics","ANN PHYS-NEW YORK","0003-4916","1096-035X","PHYSICS, MULTIDISCIPLINARY - SCIE","15,899","3","Q2","0.78","14.06"%,
"NEUROPHYSIOLOGIE CLINIQUE-CLINICAL NEUROPHYSIOLOGY","NEUROPHYSIOL CLIN","0987-7053","1769-7131","PHYSIOLOGY - SCIE","1,943","3","Q2","0.71","28.57"%,
"ARCHIVES OF PHYSIOLOGY AND BIOCHEMISTRY","ARCH PHYSIOL BIOCHEM","1381-3455","1744-4160","PHYSIOLOGY - SCIE","2,626","3","Q2","0.65","0.59"%,
"CHAOS","CHAOS","1054-1500","1089-7682","PHYSICS, MATHEMATICAL - SCIE","13,096","2.9","Q1","1.47","14.14"%,
"PHYSICA SCRIPTA","PHYS SCRIPTA","0031-8949","1402-4896","PHYSICS, MULTIDISCIPLINARY - SCIE","15,791","2.9","Q2","0.79","2.68"%,
"FISH PHYSIOLOGY AND BIOCHEMISTRY","FISH PHYSIOL BIOCHEM","0920-1742","1573-5168","PHYSIOLOGY - SCIE","6,353","2.9","Q2","0.78","5.56"%,
