"Journal Data Filtered By:  Selected Categories: CELL BIOLOGY;CHEMISTRY, ANALYTICAL;CHEMISTRY, APPLIED;CHEMISTRY, INORGANIC & NUCLEAR Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"Annual Review of Chemical and Biomolecular Engineering","ANNU REV CHEM BIOMOL","1947-5438","1947-5446","CHEMISTRY, APPLIED - SCIE","2,661","8.4","Q1","0.6","0"%,
"CELLULAR & MOLECULAR BIOLOGY LETTERS","CELL MOL BIOL LETT","1425-8153","1689-1392","CELL BIOLOGY - SCIE","3,275","8.3","Q1","1.11","99.49"%,
"International Journal of Biological Macromolecules","INT J BIOL MACROMOL","0141-8130","1879-0003","CHEMISTRY, APPLIED - SCIE","131,764","8.2","Q1","1.44","4.52"%,
"Annual Review of Analytical Chemistry","ANNU REV ANAL CHEM","1936-1327","1936-1335","CHEMISTRY, ANALYTICAL - SCIE","2,715","8","Q1","3.01","1.79"%,
"ONCOGENE","ONCOGENE","0950-9232","1476-5594","CELL BIOLOGY - SCIE","74,751","8","Q1","1.56","34.41"%,
"CELLULAR AND MOLECULAR LIFE SCIENCES","CELL MOL LIFE SCI","1420-682X","1420-9071","CELL BIOLOGY - SCIE","37,643","8","Q1","0.91","43.89"%,
"HLA","HLA","2059-2302","2059-2310","CELL BIOLOGY - SCIE","1,550","8","Q1","0.72","22.16"%,
"AGING CELL","AGING CELL","1474-9718","1474-9726","CELL BIOLOGY - SCIE","16,286","7.8","Q1","1.53","67.3"%,
"JOURNAL OF CELL BIOLOGY","J CELL BIOL","0021-9525","1540-8140","CELL BIOLOGY - SCIE","67,244","7.8","Q1","1.13","98.56"%,
"EMBO REPORTS","EMBO REP","1469-221X","1469-3178","CELL BIOLOGY - SCIE","20,656","7.7","Q1","1.14","49.86"%,
"Stem Cell Research & Therapy","STEM CELL RES THER","N/A","1757-6512","CELL BIOLOGY - SCIE","21,944","7.5","Q1","1.36","99.68"%,
"FUEL PROCESSING TECHNOLOGY","FUEL PROCESS TECHNOL","0378-3820","1873-7188","CHEMISTRY, APPLIED - SCIE","26,908","7.5","Q1","1.14","12.19"%,
"CURRENT OPINION IN CELL BIOLOGY","CURR OPIN CELL BIOL","0955-0674","1879-0410","CELL BIOLOGY - SCIE","14,082","7.5","Q1","0.8","37.72"%,
"ANALYTICAL CHEMISTRY","ANAL CHEM","0003-2700","1520-6882","CHEMISTRY, ANALYTICAL - SCIE","159,527","7.4","Q1","1.71","6.33"%,
"Science Signaling","SCI SIGNAL","1945-0877","1937-9145","CELL BIOLOGY - SCIE","15,716","7.3","Q1","1.33","1.5"%,
"SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY","SEMIN CELL DEV BIOL","1084-9521","1096-3634","CELL BIOLOGY - SCIE","15,386","7.3","Q1","0.88","29.95"%,
"Wiley Interdisciplinary Reviews-RNA","WIRES RNA","1757-7004","1757-7012","CELL BIOLOGY - SCIE","4,187","7.3","Q1","0.77","24.73"%,
"Cold Spring Harbor Perspectives in Biology","CSH PERSPECT BIOL","1943-0264","1943-0264","CELL BIOLOGY - SCIE","24,337","7.2","Q1","1.35","0"%,
"APOPTOSIS","APOPTOSIS","1360-8185","1573-675X","CELL BIOLOGY - SCIE","7,038","7.2","Q1","0.87","20.98"%,
"Inorganic Chemistry Frontiers","INORG CHEM FRONT","2052-1553","2052-1553","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","14,977","7","Q1","1.96","4.45"%,
"Cell Death Discovery","CELL DEATH DISCOV","N/A","2058-7716","CELL BIOLOGY - SCIE","6,501","7","Q2","0.93","99.8"%,
"MATRIX BIOLOGY","MATRIX BIOL","0945-053X","1569-1802","CELL BIOLOGY - SCIE","8,644","6.9","Q2","1.38","41.54"%,
"CURRENT OPINION IN STRUCTURAL BIOLOGY","CURR OPIN STRUC BIOL","0959-440X","1879-033X","CELL BIOLOGY - SCIE","12,242","6.8","Q2","1.11","38.55"%,
"INFLAMMATION RESEARCH","INFLAMM RES","1023-3830","1420-908X","CELL BIOLOGY - SCIE","6,644","6.7","Q2","0.78","10.73"%,
"CELLULAR ONCOLOGY","CELL ONCOL","2211-3428","2211-3436","CELL BIOLOGY - SCIE","3,107","6.6","Q2","1.25","27.7"%,
"PROGRESS IN ORGANIC COATINGS","PROG ORG COAT","0300-9440","1873-331X","CHEMISTRY, APPLIED - SCIE","22,473","6.6","Q1","1.13","6.19"%,
"EUROPEAN JOURNAL OF CELL BIOLOGY","EUR J CELL BIOL","0171-9335","1618-1298","CELL BIOLOGY - SCIE","4,087","6.6","Q2","0.61","75.74"%,
"AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY","AM J RESP CELL MOL","1044-1549","1535-4989","CELL BIOLOGY - SCIE","14,397","6.4","Q2","1.24","7.27"%,
"HISTOPATHOLOGY","HISTOPATHOLOGY","0309-0167","1365-2559","CELL BIOLOGY - SCIE","12,987","6.4","Q2","1.12","15.25"%,
"Tissue Engineering Part B-Reviews","TISSUE ENG PART B-RE","1937-3368","1937-3376","CELL BIOLOGY - SCIE","4,846","6.4","Q2","1.03","9.82"%,
"Cell Stress","CELL STRESS","N/A","2523-0204","CELL BIOLOGY - ESCI","673","6.4","N/A","0.55","96.36"%,
"Analytica Chimica Acta","ANAL CHIM ACTA","0003-2670","1873-4324","CHEMISTRY, ANALYTICAL - SCIE","58,142","6.2","Q1","1.4","10.08"%,
"Function","FUNCTION","N/A","2633-8823","CELL BIOLOGY - ESCI","382","6.2","N/A","1.28","98.78"%,
"TALANTA","TALANTA","0039-9140","1873-3573","CHEMISTRY, ANALYTICAL - SCIE","58,681","6.1","Q1","1.48","9.1"%,
"JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY","J AGR FOOD CHEM","0021-8561","1520-5118","CHEMISTRY, APPLIED - SCIE","151,538","6.1","Q1","1.39","3.75"%,
"LAB ON A CHIP","LAB CHIP","1473-0197","1473-0189","CHEMISTRY, ANALYTICAL - SCIE","36,033","6.1","Q1","1.25","22.09"%,
"Food Chemistry-X","FOOD CHEM X","2590-1575","2590-1575","CHEMISTRY, APPLIED - SCIE","1,352","6.1","Q1","1.13","88.66"%,
"CELL BIOLOGY AND TOXICOLOGY","CELL BIOL TOXICOL","0742-2091","1573-6822","CELL BIOLOGY - SCIE","2,915","6.1","Q2","1.1","24"%,
"Neural Regeneration Research","NEURAL REGEN RES","1673-5374","1876-7958","CELL BIOLOGY - SCIE","10,983","6.1","Q2","0.86","96"%,
"JOURNAL OF ANALYTICAL AND APPLIED PYROLYSIS","J ANAL APPL PYROL","0165-2370","1873-250X","CHEMISTRY, ANALYTICAL - SCIE","20,306","6","Q1","1.07","9.73"%,
"Cells","CELLS-BASEL","N/A","2073-4409","CELL BIOLOGY - SCIE","60,246","6","Q2","0.7","99.43"%,
"Stem Cell Reports","STEM CELL REP","2213-6711","2213-6711","CELL BIOLOGY - SCIE","11,404","5.9","Q2","1.24","95.17"%,
"Cancer & Metabolism","CANCER METAB","N/A","2049-3002","CELL BIOLOGY - SCIE","1,436","5.9","Q2","0.98","100"%,
"Sensors and Actuators Reports","SENSOR ACTUATOR REP","2666-0539","2666-0539","CHEMISTRY, ANALYTICAL - ESCI","515","5.9","N/A","0.83","100"%,
"MICROCHIMICA ACTA","MICROCHIM ACTA","0026-3672","1436-5073","CHEMISTRY, ANALYTICAL - SCIE","23,344","5.7","Q1","1.3","4.02"%,
"STRUCTURE","STRUCTURE","0969-2126","1878-4186","CELL BIOLOGY - SCIE","15,623","5.7","Q2","1.08","53.54"%,
"MOLECULAR MEDICINE","MOL MED","1076-1551","1528-3658","CELL BIOLOGY - SCIE","7,013","5.7","Q2","0.95","99.53"%,
"JOURNAL OF CELLULAR PHYSIOLOGY","J CELL PHYSIOL","0021-9541","1097-4652","CELL BIOLOGY - SCIE","42,434","5.6","Q2","1.12","5.75"%,
"AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY","AM J PHYSIOL-CELL PH","0363-6143","1522-1563","CELL BIOLOGY - SCIE","18,242","5.5","Q2","1.12","5.2"%,
"Frontiers in Cell and Developmental Biology","FRONT CELL DEV BIOL","2296-634X","2296-634X","CELL BIOLOGY - SCIE","39,252","5.5","Q2","0.87","98.93"%,
"Environmental Science-Processes & Impacts","ENVIRON SCI-PROC IMP","2050-7887","2050-7895","CHEMISTRY, ANALYTICAL - SCIE","7,212","5.5","Q1","0.86","25.2"%,
"Carbohydrate Polymer Technologies and Applications","CARBOHYDR POLYM TECH","2666-8939","2666-8939","CHEMISTRY, APPLIED - ESCI","1,052","5.5","N/A","0.76","92.64"%,
"JOURNAL OF LEUKOCYTE BIOLOGY","J LEUKOCYTE BIOL","0741-5400","1938-3673","CELL BIOLOGY - SCIE","20,982","5.5","Q2","0.75","15.18"%,
"Journal of Molecular Cell Biology","J MOL CELL BIOL","1674-2788","1759-4685","CELL BIOLOGY - SCIE","3,711","5.5","Q2","0.74","95.16"%,
"COMMENTS ON INORGANIC CHEMISTRY","COMMENT INORG CHEM","0260-3594","1548-9574","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","577","5.4","Q1","1.16","4.17"%,
"ADVANCED SYNTHESIS & CATALYSIS","ADV SYNTH CATAL","1615-4150","1615-4169","CHEMISTRY, APPLIED - SCIE","25,535","5.4","Q1","1.04","9.49"%,
"SEPARATION AND PURIFICATION REVIEWS","SEP PURIF REV","1542-2119","1542-2127","CHEMISTRY, ANALYTICAL - SCIE","1,456","5.4","Q1","0.8","3.26"%,
"SEPARATION AND PURIFICATION REVIEWS","SEP PURIF REV","1542-2119","1542-2127","CHEMISTRY, APPLIED - SCIE","1,456","5.4","Q1","0.8","3.26"%,
"Biosensors-Basel","BIOSENSORS-BASEL","N/A","2079-6374","CHEMISTRY, ANALYTICAL - SCIE","8,041","5.4","Q1","0.78","99.84"%,
"MECHANISMS OF AGEING AND DEVELOPMENT","MECH AGEING DEV","0047-6374","1872-6216","CELL BIOLOGY - SCIE","7,649","5.3","Q2","1.02","26.89"%,
"CATALYSIS TODAY","CATAL TODAY","0920-5861","1873-4308","CHEMISTRY, APPLIED - SCIE","42,067","5.3","Q1","1","11.27"%,
"Sensing and Bio-Sensing Research","SENS BIO-SENS RES","N/A","2214-1804","CHEMISTRY, ANALYTICAL - ESCI","1,926","5.3","N/A","1","97.38"%,
"JOURNAL OF CELLULAR AND MOLECULAR MEDICINE","J CELL MOL MED","1582-1838","1582-4934","CELL BIOLOGY - SCIE","30,560","5.3","Q2","0.91","75.18"%,
"MOLECULAR AND CELLULAR BIOLOGY","MOL CELL BIOL","0270-7306","1098-5549","CELL BIOLOGY - SCIE","48,740","5.3","Q2","0.71","14.04"%,
"STEM CELLS","STEM CELLS","1066-5099","1549-4918","CELL BIOLOGY - SCIE","18,981","5.2","Q2","0.98","34.79"%,
"Aging-US","AGING-US","1945-4589","N/A","CELL BIOLOGY - SCIE","28,970","5.2","Q2","0.97","95.73"%,
"MOLECULAR CANCER RESEARCH","MOL CANCER RES","1541-7786","1557-3125","CELL BIOLOGY - SCIE","11,324","5.2","Q2","0.94","12.82"%,
"Microporous and Mesoporous Materials","MICROPOR MESOPOR MAT","1387-1811","1873-3093","CHEMISTRY, APPLIED - SCIE","34,531","5.2","Q1","0.87","9.27"%,
"REACTIVE & FUNCTIONAL POLYMERS","REACT FUNCT POLYM","1381-5148","1873-166X","CHEMISTRY, APPLIED - SCIE","9,255","5.1","Q1","0.82","6.03"%,
"BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR CELL RESEARCH","BBA-MOL CELL RES","0167-4889","1879-2596","CELL BIOLOGY - SCIE","19,579","5.1","Q2","0.76","56.17"%,
"INFLAMMATION","INFLAMMATION","0360-3997","1573-2576","CELL BIOLOGY - SCIE","9,132","5.1","Q2","0.7","9.64"%,
"PATHOBIOLOGY","PATHOBIOLOGY","1015-2008","1423-0291","CELL BIOLOGY - SCIE","1,932","5","Q2","1.22","20.29"%,
"JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY","J MOL CELL CARDIOL","0022-2828","1095-8584","CELL BIOLOGY - SCIE","16,125","5","Q2","0.96","28.7"%,
"CRITICAL REVIEWS IN ANALYTICAL CHEMISTRY","CRIT REV ANAL CHEM","1040-8347","1547-6510","CHEMISTRY, ANALYTICAL - SCIE","3,544","5","Q1","0.44","1.59"%,
"PLANT AND CELL PHYSIOLOGY","PLANT CELL PHYSIOL","0032-0781","1471-9053","CELL BIOLOGY - SCIE","23,467","4.9","Q2","0.92","17.33"%,
"JOURNAL OF RARE EARTHS","J RARE EARTH","1002-0721","1002-0721","CHEMISTRY, APPLIED - SCIE","8,040","4.9","Q1","0.77","2.99"%,
"Skeletal Muscle","SKELET MUSCLE","2044-5040","2044-5040","CELL BIOLOGY - SCIE","1,698","4.9","Q2","0.66","100"%,
"MICROCHEMICAL JOURNAL","MICROCHEM J","0026-265X","1095-9149","CHEMISTRY, ANALYTICAL - SCIE","25,481","4.8","Q1","1.17","5.46"%,
"Stem Cell Reviews and Reports","STEM CELL REV REP","2629-3269","2629-3277","CELL BIOLOGY - SCIE","4,213","4.8","Q2","0.97","27.58"%,
"FASEB JOURNAL","FASEB J","0892-6638","1530-6860","CELL BIOLOGY - SCIE","54,965","4.8","Q2","0.93","25.73"%,
"BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR AND CELL BIOLOGY OF LIPIDS","BBA-MOL CELL BIOL L","1388-1981","1879-2618","CELL BIOLOGY - SCIE","12,234","4.8","Q2","0.79","26.19"%,
"CELLULAR SIGNALLING","CELL SIGNAL","0898-6568","1873-3913","CELL BIOLOGY - SCIE","14,522","4.8","Q2","0.66","15.99"%,
"Journal of Analysis and Testing","J ANAL TEST","2096-241X","2509-4696","CHEMISTRY, ANALYTICAL - ESCI","830","4.7","N/A","0.73","0.84"%,
"INORGANIC CHEMISTRY","INORG CHEM","0020-1669","1520-510X","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","100,583","4.6","Q1","1.58","4.82"%,
"EJNMMI Radiopharmacy and Chemistry","EJNMMI RADIOPHARM CH","N/A","2365-421X","CHEMISTRY, INORGANIC & NUCLEAR - ESCI","595","4.6","N/A","1.21","100"%,
"PHYSIOLOGICAL GENOMICS","PHYSIOL GENOMICS","1094-8341","1531-2267","CELL BIOLOGY - SCIE","5,086","4.6","Q2","0.7","7.8"%,
"IUBMB LIFE","IUBMB LIFE","1521-6543","1521-6551","CELL BIOLOGY - SCIE","8,313","4.6","Q2","0.6","11.42"%,
"MEDIATORS OF INFLAMMATION","MEDIAT INFLAMM","0962-9351","1466-1861","CELL BIOLOGY - SCIE","18,030","4.6","Q2","0.57","98.83"%,
"Microbial Cell","MICROB CELL","2311-2638","2311-2638","CELL BIOLOGY - SCIE","1,094","4.6","Q2","0.54","96.97"%,
"DYES AND PIGMENTS","DYES PIGMENTS","0143-7208","1873-3743","CHEMISTRY, APPLIED - SCIE","26,267","4.5","Q1","1.08","5.12"%,
"CYTOTHERAPY","CYTOTHERAPY","1465-3249","1477-2566","CELL BIOLOGY - SCIE","7,303","4.5","Q2","0.91","25.63"%,
"Journal of Electroanalytical Chemistry","J ELECTROANAL CHEM","1572-6657","1873-2569","CHEMISTRY, ANALYTICAL - SCIE","37,373","4.5","Q1","0.86","6.83"%,
"TRAFFIC","TRAFFIC","1398-9219","1600-0854","CELL BIOLOGY - SCIE","6,620","4.5","Q2","0.55","24.17"%,
"JOURNAL OF THERMAL ANALYSIS AND CALORIMETRY","J THERM ANAL CALORIM","1388-6150","1588-2926","CHEMISTRY, ANALYTICAL - SCIE","32,518","4.4","Q1","0.9","7.76"%,
"MITOCHONDRION","MITOCHONDRION","1567-7249","1872-8278","CELL BIOLOGY - SCIE","5,395","4.4","Q2","0.74","17.95"%,
"Disease Models & Mechanisms","DIS MODEL MECH","1754-8403","1754-8411","CELL BIOLOGY - SCIE","8,168","4.3","Q2","1.02","99.04"%,
"ANALYTICAL AND BIOANALYTICAL CHEMISTRY","ANAL BIOANAL CHEM","1618-2642","1618-2650","CHEMISTRY, ANALYTICAL - SCIE","35,928","4.3","Q1","0.93","22.62"%,
"Pigment Cell & Melanoma Research","PIGM CELL MELANOMA R","1755-1471","1755-148X","CELL BIOLOGY - SCIE","5,153","4.3","Q2","0.86","19.58"%,
"JOURNAL OF FOOD COMPOSITION AND ANALYSIS","J FOOD COMPOS ANAL","0889-1575","1096-0481","CHEMISTRY, APPLIED - SCIE","13,696","4.3","Q2","0.85","11.9"%,
"BioChip Journal","BIOCHIP J","1976-0280","2092-7843","CHEMISTRY, ANALYTICAL - SCIE","1,005","4.3","Q1","0.63","3.79"%,
"CELLULAR IMMUNOLOGY","CELL IMMUNOL","0008-8749","1090-2163","CELL BIOLOGY - SCIE","7,003","4.3","Q2","0.6","17.94"%,
"CELL CALCIUM","CELL CALCIUM","0143-4160","1532-1991","CELL BIOLOGY - SCIE","6,173","4.3","Q2","0.59","28.41"%,
"CELL CYCLE","CELL CYCLE","1538-4101","1551-4005","CELL BIOLOGY - SCIE","19,080","4.3","Q2","0.59","12.89"%,
"Human Cell","HUM CELL","0914-7470","1749-0774","CELL BIOLOGY - SCIE","2,336","4.3","Q2","0.57","12.25"%,
"MOLECULAR AND CELLULAR BIOCHEMISTRY","MOL CELL BIOCHEM","0300-8177","1573-4919","CELL BIOLOGY - SCIE","15,087","4.3","Q2","0.56","9.1"%,
"REVIEWS IN ANALYTICAL CHEMISTRY","REV ANAL CHEM","0793-0135","2191-0189","CHEMISTRY, ANALYTICAL - SCIE","593","4.3","Q1","0.42","98.44"%,
"ANALYST","ANALYST","0003-2654","1364-5528","CHEMISTRY, ANALYTICAL - SCIE","35,495","4.2","Q2","0.96","8.58"%,
"Chemosensors","CHEMOSENSORS","N/A","2227-9040","CHEMISTRY, ANALYTICAL - SCIE","3,399","4.2","Q2","0.72","99.32"%,
"JOURNAL OF CHROMATOGRAPHY A","J CHROMATOGR A","0021-9673","1873-3778","CHEMISTRY, ANALYTICAL - SCIE","55,926","4.1","Q2","1.01","14.58"%,
"JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE","J SCI FOOD AGR","0022-5142","1097-0010","CHEMISTRY, APPLIED - SCIE","38,617","4.1","Q2","0.9","4.57"%,
"MOLECULAR AND CELLULAR ENDOCRINOLOGY","MOL CELL ENDOCRINOL","0303-7207","1872-8057","CELL BIOLOGY - SCIE","18,056","4.1","Q3","0.75","22.02"%,
"Tissue Engineering Part A","TISSUE ENG PT A","1937-3341","1937-335X","CELL BIOLOGY - SCIE","9,569","4.1","Q3","0.71","4.47"%,
"Journal of Cell Communication and Signaling","J CELL COMMUN SIGNAL","1873-9601","1873-961X","CELL BIOLOGY - SCIE","1,951","4.1","Q3","0.55","15.29"%,
"World Journal of Stem Cells","WORLD J STEM CELLS","1948-0210","1948-0210","CELL BIOLOGY - SCIE","2,466","4.1","Q3","0.53","98.51"%,
"REVIEWS IN INORGANIC CHEMISTRY","REV INORG CHEM","0193-4929","2191-0227","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","411","4.1","Q1","0.38","1.79"%,
"DALTON TRANSACTIONS","DALTON T","1477-9226","1477-9234","CHEMISTRY, INORGANIC & NUCLEAR - SCIE","77,658","4","Q1","1.23","10.17"%,
"PLANT FOODS FOR HUMAN NUTRITION","PLANT FOOD HUM NUTR","0921-9668","1573-9104","CHEMISTRY, APPLIED - SCIE","4,945","4","Q2","0.75","9.51"%,
"INTERNATIONAL JOURNAL OF BIOCHEMISTRY & CELL BIOLOGY","INT J BIOCHEM CELL B","1357-2725","1878-5875","CELL BIOLOGY - SCIE","17,221","4","Q3","0.74","16.98"%,
