"Journal Data Filtered By:  Selected Categories: HISTORY Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"WOMENS HISTORY REVIEW","WOMEN HIST REV","0961-2025","1747-583X","HISTORY - AHCI","705","0.7","N/A","1.59","26.76"%,
"INDIAN ECONOMIC AND SOCIAL HISTORY REVIEW","INDIAN ECON SOC HIST","0019-4646","0973-0893","HISTORY - AHCI","514","0.7","N/A","1.57","11.54"%,
"INDIAN ECONOMIC AND SOCIAL HISTORY REVIEW","INDIAN ECON SOC HIST","0019-4646","0973-0893","HISTORY - SSCI","514","0.7","Q2","1.57","11.54"%,
"History and Anthropology","HIST ANTHROPOL","0275-7206","1477-2612","HISTORY - AHCI","540","0.7","N/A","1.56","27.39"%,
"History and Anthropology","HIST ANTHROPOL","0275-7206","1477-2612","HISTORY - SSCI","540","0.7","Q2","1.56","27.39"%,
"JOURNAL OF IMPERIAL AND COMMONWEALTH HISTORY","J IMP COMMONW HIST","0308-6534","1743-9329","HISTORY - AHCI","717","0.7","N/A","1.55","19.57"%,
"PUBLIC HISTORIAN","PUBL HISTORIAN","0272-3433","N/A","HISTORY - AHCI","304","0.7","N/A","1.53","0"%,
"Journal of Global Slavery","J GLOBAL SLAVERY","2405-8351","2405-836X","HISTORY - ESCI","41","0.7","N/A","1.41","24.32"%,
"COMPARATIVE STUDIES IN SOCIETY AND HISTORY","COMP STUD SOC HIST","0010-4175","1475-2999","HISTORY - AHCI","2,079","0.7","N/A","1.36","49.06"%,
"COMPARATIVE STUDIES IN SOCIETY AND HISTORY","COMP STUD SOC HIST","0010-4175","1475-2999","HISTORY - SSCI","2,079","0.7","Q2","1.36","49.06"%,
"ENVIRONMENTAL HISTORY","ENVIRON HIST-US","1084-5453","1930-8892","HISTORY - AHCI","742","0.7","N/A","1.3","6.67"%,
"ENVIRONMENTAL HISTORY","ENVIRON HIST-US","1084-5453","1930-8892","HISTORY - SSCI","742","0.7","Q2","1.3","6.67"%,
"Journal of Transport History","J TRANSP HIST","0022-5266","1759-3999","HISTORY - ESCI","199","0.7","N/A","1.21","21.54"%,
"Historia Agraria","HIST AGRAR","1139-1472","2340-3659","HISTORY - AHCI","236","0.7","N/A","1.14","100"%,
"Historia Agraria","HIST AGRAR","1139-1472","2340-3659","HISTORY - SSCI","236","0.7","Q2","1.14","100"%,
"Interventions-International Journal of Postcolonial Studies","INTERVENTIONS-UK","1369-801X","1469-929X","HISTORY - AHCI","556","0.7","N/A","1.04","13.92"%,
"Interventions-International Journal of Postcolonial Studies","INTERVENTIONS-UK","1369-801X","1469-929X","HISTORY - SSCI","556","0.7","Q2","1.04","13.92"%,
"Journal of Egyptian History","J EGYPT HIST","1874-1657","1874-1665","HISTORY - ESCI","41","0.7","N/A","0.93","0"%,
"LABOR HISTORY","LABOR HIST-UK","0023-656X","1469-9702","HISTORY - AHCI","420","0.7","N/A","0.87","12.5"%,
"Investigaciones de Historia Economica","INVESTIG HIST ECON","1698-6989","2340-3373","HISTORY - ESCI","204","0.7","N/A","0.79","90.63"%,
"RETHINKING HISTORY","RETHINK HIST","1364-2529","1470-1154","HISTORY - AHCI","435","0.6","N/A","2.49","17.72"%,
"RETHINKING HISTORY","RETHINK HIST","1364-2529","1470-1154","HISTORY - SSCI","435","0.6","Q2","2.49","17.72"%,
"AUSTRALIAN HISTORICAL STUDIES","AUST HISTORICAL STUD","1031-461X","1940-5049","HISTORY - AHCI","397","0.6","N/A","2.31","1.09"%,
"Urban History","URBAN HIST","0963-9268","1469-8706","HISTORY - AHCI","409","0.6","N/A","2.02","39.33"%,
"Bylye Gody","BYLYE GODY","2073-9745","2310-0028","HISTORY - ESCI","467","0.6","N/A","1.99","96.5"%,
"Cultural & Social History","CULT SOC HIST","1478-0038","1478-0046","HISTORY - AHCI","321","0.6","N/A","1.93","42.59"%,
"AGRICULTURAL HISTORY REVIEW","AGR HIST REV","0002-1490","0002-1490","HISTORY - AHCI","204","0.6","N/A","1.87","0"%,
"Irish Economic and Social History","IR ECON SOC HIST","0332-4893","2050-4918","HISTORY - ESCI","71","0.6","N/A","1.87","4.76"%,
"Cold War History","COLD WAR HIST","1468-2745","1743-7962","HISTORY - AHCI","382","0.6","N/A","1.84","11.83"%,
"Cold War History","COLD WAR HIST","1468-2745","1743-7962","HISTORY - SSCI","382","0.6","Q2","1.84","11.83"%,
"INTERNATIONAL HISTORY REVIEW","INT HIST REV","0707-5332","1949-6540","HISTORY - AHCI","704","0.6","N/A","1.66","22.4"%,
"Management & Organizational History","MANAG ORGAN HIST","1744-9359","1744-9367","HISTORY - SSCI","282","0.6","Q2","1.63","23.26"%,
"Soviet and Post Soviet Review","SOV POST SOV REV","1075-1262","1876-3324","HISTORY - ESCI","67","0.6","N/A","1.53","2.7"%,
"Sport History Review","SPORT HIST REV","1087-1659","1543-2947","HISTORY - AHCI","64","0.6","N/A","1.35","0"%,
"German History","GER HIST","0266-3554","1477-089X","HISTORY - AHCI","248","0.6","N/A","1.18","14.67"%,
"German History","GER HIST","0266-3554","1477-089X","HISTORY - SSCI","248","0.6","Q2","1.18","14.67"%,
"Journal for the Study of Judaism","J STUDY JUD","0047-2212","1570-0631","HISTORY - AHCI","304","0.6","N/A","1.14","13.21"%,
"Palestine Exploration Quarterly","PALEST EXPLOR Q","0031-0328","1743-1301","HISTORY - AHCI","189","0.6","N/A","1.04","8.45"%,
"Twentieth-Century China","TWENT-CENTURY CHINA","1521-5385","1940-5065","HISTORY - ESCI","104","0.6","N/A","1","0"%,
"International Journal of the History of Sport","INT J HIST SPORT","0952-3367","1743-9035","HISTORY - AHCI","1,241","0.6","N/A","0.95","8.18"%,
"International Journal of the History of Sport","INT J HIST SPORT","0952-3367","1743-9035","HISTORY - SSCI","1,241","0.6","Q2","0.95","8.18"%,
"AGRICULTURAL HISTORY","AGR HIST","0002-1482","1533-8290","HISTORY - AHCI","500","0.6","N/A","0.9","0"%,
"AGRICULTURAL HISTORY","AGR HIST","0002-1482","1533-8290","HISTORY - SSCI","500","0.6","Q2","0.9","0"%,
"JOURNAL OF THE HISTORY OF SEXUALITY","J HIST SEXUALITY","1043-4070","1535-3605","HISTORY - AHCI","459","0.6","N/A","0.77","0"%,
"JOURNAL OF THE HISTORY OF SEXUALITY","J HIST SEXUALITY","1043-4070","1535-3605","HISTORY - SSCI","459","0.6","Q2","0.77","0"%,
"Information & Culture","INFORM CULT","2164-8034","2166-3033","HISTORY - AHCI","106","0.6","N/A","0.61","0"%,
"JOURNAL OF FAMILY HISTORY","J FAM HIST","0363-1990","1552-5473","HISTORY - SSCI","425","0.6","Q2","0.61","8.24"%,
"Labour History","LABOUR HIST-AUST","0023-6942","1839-3039","HISTORY - SSCI","184","0.6","Q2","0.57","0"%,
"Economic History of Developing Regions","ECON HIST DEV REG","2078-0389","2078-0397","HISTORY - ESCI","216","0.5","N/A","2.34","36"%,
"HAHR-Hispanic American Historical Review","HAHR-HISP AM HIST R","0018-2168","1527-1900","HISTORY - AHCI","636","0.5","N/A","2.16","0"%,
"HAHR-Hispanic American Historical Review","HAHR-HISP AM HIST R","0018-2168","1527-1900","HISTORY - SSCI","636","0.5","Q3","2.16","0"%,
"JOURNAL OF INTERDISCIPLINARY HISTORY","J INTERDISCIPL HIST","0022-1953","1530-9169","HISTORY - AHCI","700","0.5","N/A","2.12","10.42"%,
"JOURNAL OF INTERDISCIPLINARY HISTORY","J INTERDISCIPL HIST","0022-1953","1530-9169","HISTORY - SSCI","700","0.5","Q3","2.12","10.42"%,
"JOURNAL OF MODERN HISTORY","J MOD HIST","0022-2801","1537-5358","HISTORY - AHCI","856","0.5","N/A","2.12","0"%,
"JOURNAL OF MODERN HISTORY","J MOD HIST","0022-2801","1537-5358","HISTORY - SSCI","856","0.5","Q3","2.12","0"%,
"HISTORY","HISTORY-UK","0018-2648","1468-229X","HISTORY - AHCI","310","0.5","N/A","1.7","29.63"%,
"HISTORY OF POLITICAL THOUGHT","HIST POLIT THOUGHT","0143-781X","2051-2988","HISTORY - AHCI","466","0.5","N/A","1.55","0"%,
"Journal of the Civil War Era","J CIV WAR ERA","2154-4727","2159-9807","HISTORY - SSCI","114","0.5","Q3","1.53","0"%,
"SCOTTISH HISTORICAL REVIEW","SCOT HIST REV","0036-9241","1750-0222","HISTORY - AHCI","208","0.5","N/A","1.5","1.69"%,
"SCOTTISH HISTORICAL REVIEW","SCOT HIST REV","0036-9241","1750-0222","HISTORY - SSCI","208","0.5","Q3","1.5","1.69"%,
"HISTORY OF RELIGIONS","HIST RELIGIONS","0018-2710","1545-6935","HISTORY - AHCI","412","0.5","N/A","1.35","3.03"%,
"SCANDINAVIAN JOURNAL OF HISTORY","SCAND J HIST","0346-8755","1502-7716","HISTORY - AHCI","319","0.5","N/A","1.28","57.01"%,
"RADICAL HISTORY REVIEW","RADICAL HIST REV","0163-6545","N/A","HISTORY - AHCI","573","0.5","N/A","1.23","0"%,
"Modern Italy","MOD ITALY","1353-2944","1469-9877","HISTORY - AHCI","188","0.5","N/A","1.2","52.78"%,
"Modern Italy","MOD ITALY","1353-2944","1469-9877","HISTORY - SSCI","188","0.5","Q3","1.2","52.78"%,
"RIVAR-Revista Iberoamericana de Viticultura Agroindustria y Ruralidad","RIVAR-REV IBEROAM VI","0719-4994","0719-4994","HISTORY - ESCI","92","0.5","N/A","1.18","94.44"%,
"Journal of the Philosophy of History","J PHILOS HIST","1872-261X","1872-2636","HISTORY - AHCI","99","0.5","N/A","1.13","16"%,
"London Journal","LOND J","0305-8034","1749-6322","HISTORY - AHCI","164","0.5","N/A","0.98","14"%,
"London Journal","LOND J","0305-8034","1749-6322","HISTORY - SSCI","164","0.5","Q3","0.98","14"%,
"INTERNATIONAL LABOR AND WORKING-CLASS HISTORY","INT LABOR WORK-CLASS","0147-5479","1471-6445","HISTORY - AHCI","377","0.5","N/A","0.96","29.82"%,
"INTERNATIONAL LABOR AND WORKING-CLASS HISTORY","INT LABOR WORK-CLASS","0147-5479","1471-6445","HISTORY - SSCI","377","0.5","Q3","0.96","29.82"%,
"Journal of Australian Studies","J AUST STUD","1444-3058","1835-6419","HISTORY - AHCI","423","0.5","N/A","0.94","4.72"%,
"Journal of Australian Studies","J AUST STUD","1444-3058","1835-6419","HISTORY - SSCI","423","0.5","Q3","0.94","4.72"%,
"Journal of Modern European History","J MOD EUR HIST","1611-8944","2631-9764","HISTORY - AHCI","254","0.5","N/A","0.93","13.08"%,
"Journal of Modern European History","J MOD EUR HIST","1611-8944","2631-9764","HISTORY - SSCI","254","0.5","Q3","0.93","13.08"%,
"Gender and History","GEND HIST","0953-5233","1468-0424","HISTORY - AHCI","712","0.5","N/A","0.91","25.65"%,
"Gender and History","GEND HIST","0953-5233","1468-0424","HISTORY - SSCI","712","0.5","Q3","0.91","25.65"%,
"Dutch Crossing-Journal of Low Countries Studies","DUTCH CROSSING","0309-6564","1759-7854","HISTORY - AHCI","53","0.5","N/A","0.87","42.11"%,
"Dutch Crossing-Journal of Low Countries Studies","DUTCH CROSSING","0309-6564","1759-7854","HISTORY - SSCI","53","0.5","Q3","0.87","42.11"%,
"Central Europe","CENT EUR","1479-0963","1745-8218","HISTORY - AHCI","37","0.5","N/A","0.84","15.79"%,
"Philippine Studies-Historical and Ethnographic Viewpoints","PHILIP ST HIS ETH VI","2244-1093","2244-1638","HISTORY - ESCI","72","0.5","N/A","0.8","0"%,
"JOURNAL OF HISTORICAL SOCIOLOGY","J HIST SOCIOL","0952-1909","1467-6443","HISTORY - SSCI","609","0.5","Q3","0.77","15.97"%,
"Historia y Memoria","HIST MEMORIA","2027-5137","2322-777X","HISTORY - ESCI","66","0.5","N/A","0.61","98.55"%,
"Studies in History","STUD HIST","0257-6430","0973-080X","HISTORY - ESCI","190","0.5","N/A","0.6","7.14"%,
"Language & History","LANG HIST","1759-7536","1759-7544","HISTORY - AHCI","51","0.5","N/A","0.46","21.95"%,
"Anuario de Historia de la Iglesia","ANU HIST IGLESIA","1133-0104","2174-0887","HISTORY - AHCI","106","0.5","N/A","0.44","100"%,
"Historisk Tidskrift","HIST TIDSKR-SWEDEN","0345-469X","0345-469X","HISTORY - AHCI","130","0.5","N/A","0.44","0"%,
"Estudios Atacamenos","ESTUD ATACAMENOS","0718-1043","0718-1043","HISTORY - AHCI","528","0.5","N/A","0.42","95.76"%,
"Estudios Atacamenos","ESTUD ATACAMENOS","0718-1043","0718-1043","HISTORY - SSCI","528","0.5","Q3","0.42","95.76"%,
"RHETORICA-A JOURNAL OF THE HISTORY OF RHETORIC","RHETORICA","0734-8584","1533-8541","HISTORY - AHCI","181","0.5","N/A","0.3","0"%,
"BMGN-The Low Countries Historical Review","BMGN","0165-0505","2211-2898","HISTORY - AHCI","188","0.4","N/A","1.91","98.25"%,
"BMGN-The Low Countries Historical Review","BMGN","0165-0505","2211-2898","HISTORY - SSCI","188","0.4","Q3","1.91","98.25"%,
"AMERICAS","AMERICAS","0003-1615","1533-6247","HISTORY - AHCI","386","0.4","N/A","1.58","23.64"%,
"AMERICAS","AMERICAS","0003-1615","1533-6247","HISTORY - SSCI","386","0.4","Q3","1.58","23.64"%,
"DIPLOMATIC HISTORY","DIPLOMATIC HIST","0145-2096","1467-7709","HISTORY - AHCI","773","0.4","N/A","1.49","8.26"%,
"DIPLOMATIC HISTORY","DIPLOMATIC HIST","0145-2096","1467-7709","HISTORY - SSCI","773","0.4","Q3","1.49","8.26"%,
"European Review of History-Revue Europeenne d Histoire","EUR REV HIST","1350-7486","1469-8293","HISTORY - AHCI","366","0.4","N/A","1.48","27.03"%,
"LATE IMPERIAL CHINA","LATE IMP CHINA","0884-3236","1086-3257","HISTORY - AHCI","171","0.4","N/A","1.48","3.57"%,
"HISTORICAL RESEARCH","HIST RES","0950-3471","1468-2281","HISTORY - AHCI","388","0.4","N/A","1.3","31.9"%,
"JOURNAL OF MODERN ITALIAN STUDIES","J MOD ITAL STUD","1354-571X","1469-9583","HISTORY - AHCI","309","0.4","N/A","1.25","8.55"%,
"JOURNAL OF MODERN ITALIAN STUDIES","J MOD ITAL STUD","1354-571X","1469-9583","HISTORY - SSCI","309","0.4","Q3","1.25","8.55"%,
"Journal of Legal History","J LEGAL HIST","0144-0365","1744-0564","HISTORY - AHCI","114","0.4","N/A","1.14","35.14"%,
"JOURNAL OF ASIAN HISTORY","J ASIAN HIST","0021-910X","0021-910X","HISTORY - AHCI","78","0.4","N/A","1.13","0"%,
"Atlantic Studies-Global Currents","ATL STUD-GLOB CURR","1478-8810","1740-4649","HISTORY - ESCI","209","0.4","N/A","1.12","16.52"%,
"SOUTH AFRICAN HISTORICAL JOURNAL","S AFR HIST J","0258-2473","1726-1686","HISTORY - AHCI","295","0.4","N/A","1.1","9.33"%,
"SOUTH AFRICAN HISTORICAL JOURNAL","S AFR HIST J","0258-2473","1726-1686","HISTORY - SSCI","295","0.4","Q3","1.1","9.33"%,
