"Journal Data Filtered By:  Selected Categories: LANGUAGE & LINGUISTICS Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"LINGUISTIC INQUIRY","LINGUIST INQ","0024-3892","1530-9150","LANGUAGE & LINGUISTICS - AHCI","3,132","1.6","N/A","1.39","7.78"%,
"Linguistics and Education","LINGUIST EDUC","0898-5898","1873-1864","LANGUAGE & LINGUISTICS - AHCI","1,376","1.6","N/A","1.31","15.94"%,
"Translation Spaces","TRANSL SPACES","2211-3711","2211-372X","LANGUAGE & LINGUISTICS - ESCI","202","1.6","N/A","1.29","2.44"%,
"International Journal of Applied Linguistics","INT J APPL LINGUIST","0802-6106","1473-4192","LANGUAGE & LINGUISTICS - AHCI","1,017","1.6","N/A","1.17","9.09"%,
"Asia-Pacific Language Variation","ASIA-PAC LANG VAR","2215-1354","2215-1362","LANGUAGE & LINGUISTICS - ESCI","52","1.6","N/A","1.1","0"%,
"World Englishes","WORLD ENGLISH","0883-2919","1467-971X","LANGUAGE & LINGUISTICS - AHCI","1,525","1.6","N/A","1.08","28.31"%,
"International Journal of Bilingualism","INT J BILINGUAL","1367-0069","1756-6878","LANGUAGE & LINGUISTICS - AHCI","1,661","1.5","N/A","1.57","17.83"%,
"Laboratory Phonology","LAB PHONOL","1868-6346","1868-6354","LANGUAGE & LINGUISTICS - AHCI","445","1.5","N/A","1.34","96.77"%,
"Interpreter and Translator Trainer","INTERPRET TRANSL TRA","1750-399X","1757-0417","LANGUAGE & LINGUISTICS - AHCI","504","1.5","N/A","1.16","17.28"%,
"Language Learning and Development","LANG LEARN DEV","1547-5441","1547-3341","LANGUAGE & LINGUISTICS - AHCI","815","1.5","N/A","0.78","20.88"%,
"Morphology","MORPHOLOGY","1871-5621","1871-5656","LANGUAGE & LINGUISTICS - ESCI","341","1.4","N/A","2.11","49.02"%,
"Journal of Quantitative Linguistics","J QUANT LINGUIST","0929-6174","1744-5035","LANGUAGE & LINGUISTICS - AHCI","400","1.4","N/A","0.87","7.94"%,
"Linguistic Approaches to Bilingualism","LINGUIST APPROACH BI","1879-9264","1879-9272","LANGUAGE & LINGUISTICS - AHCI","701","1.3","N/A","1.74","2.94"%,
"Gender and Language","GENDER LANG","1747-6321","1747-633X","LANGUAGE & LINGUISTICS - AHCI","295","1.3","N/A","1.45","1.19"%,
"NATURAL LANGUAGE & LINGUISTIC THEORY","NAT LANG LINGUIST TH","0167-806X","1573-0859","LANGUAGE & LINGUISTICS - AHCI","1,747","1.3","N/A","1.23","38.14"%,
"Literacy","LITERACY","1741-4350","1741-4369","LANGUAGE & LINGUISTICS - AHCI","429","1.3","N/A","1.12","20.25"%,
"Journal of Language and Politics","J LANG POLIT","1569-2159","1569-9862","LANGUAGE & LINGUISTICS - AHCI","739","1.3","N/A","1.06","3.39"%,
"Perspectives-Studies in Translation Theory and Practice","PERSPECT STUD TRANSL","0907-676X","1747-6623","LANGUAGE & LINGUISTICS - AHCI","928","1.3","N/A","0.94","16.03"%,
"HUMOR-INTERNATIONAL JOURNAL OF HUMOR RESEARCH","HUMOR","0933-1719","1613-3722","LANGUAGE & LINGUISTICS - AHCI","943","1.3","N/A","0.91","14.94"%,
"Phonology","PHONOLOGY","0952-6757","1469-8188","LANGUAGE & LINGUISTICS - AHCI","752","1.3","N/A","0.89","54.76"%,
"Language Teaching for Young Learners","LANG TEACH YOUNG LEA","2589-2053","2589-207X","LANGUAGE & LINGUISTICS - ESCI","49","1.3","N/A","0.83","16.67"%,
"Language Acquisition","LANG ACQUIS","1048-9223","1532-7817","LANGUAGE & LINGUISTICS - AHCI","930","1.2","N/A","1.28","18.57"%,
"Argumentation","ARGUMENTATION","0920-427X","1572-8374","LANGUAGE & LINGUISTICS - AHCI","688","1.2","N/A","0.99","33.73"%,
"Porta Linguarum","PORTA LINGUARUM","1697-7467","N/A","LANGUAGE & LINGUISTICS - AHCI","392","1.2","N/A","0.67","67.24"%,
"Journal of Language Aggression and Conflict","J LANG AGGRESS CONFL","2213-1272","2213-1280","LANGUAGE & LINGUISTICS - ESCI","193","1.1","N/A","2.33","2.22"%,
"JOURNAL OF LINGUISTICS","J LINGUIST","0022-2267","1469-7742","LANGUAGE & LINGUISTICS - AHCI","964","1.1","N/A","1.4","42.27"%,
"Intercultural Pragmatics","INTERCULT PRAGMAT","1612-295X","1613-365X","LANGUAGE & LINGUISTICS - AHCI","564","1.1","N/A","1.25","21.88"%,
"Internet Pragmatics","INTERNET PRAGMAT","2542-3851","2542-386X","LANGUAGE & LINGUISTICS - ESCI","101","1.1","N/A","1.25","5.88"%,
"Natural Language Semantics","NAT LANG SEMANT","0925-854X","1572-865X","LANGUAGE & LINGUISTICS - AHCI","732","1.1","N/A","1.12","35"%,
"LANGUAGE SCIENCES","LANG SCI","0388-0001","1873-5746","LANGUAGE & LINGUISTICS - AHCI","1,103","1.1","N/A","1.11","20.63"%,
"LINGUISTICS AND PHILOSOPHY","LINGUIST PHILOS","0165-0157","1573-0549","LANGUAGE & LINGUISTICS - AHCI","1,753","1.1","N/A","1.06","33.96"%,
"LINGUISTICS","LINGUISTICS","0024-3949","1613-396X","LANGUAGE & LINGUISTICS - AHCI","1,713","1.1","N/A","0.99","54.73"%,
"METAPHOR AND SYMBOL","METAPHOR SYMBOL","1092-6488","1532-7868","LANGUAGE & LINGUISTICS - AHCI","775","1.1","N/A","0.98","14.29"%,
"LINGUA","LINGUA","0024-3841","1872-6135","LANGUAGE & LINGUISTICS - AHCI","2,832","1.1","N/A","0.93","11.96"%,
"Pragmatics","PRAGMATICS","1018-2101","2406-4238","LANGUAGE & LINGUISTICS - AHCI","966","1.1","N/A","0.92","1.37"%,
"International Journal of Learner Corpus Research","INT J LEARN CORPUS R","2215-1478","2215-1486","LANGUAGE & LINGUISTICS - ESCI","33","1.1","N/A","0.83","11.54"%,
"Linguistics Vanguard","LINGUIST VANGUARD","2199-174X","2199-174X","LANGUAGE & LINGUISTICS - AHCI","340","1.1","N/A","0.81","27.36"%,
"Semantics & Pragmatics","SEMANT PRAGMAT","1937-8912","1937-8912","LANGUAGE & LINGUISTICS - ESCI","534","1.1","N/A","0.81","93.75"%,
"Snippets","SNIPPETS","1590-1807","1590-1807","LANGUAGE & LINGUISTICS - ESCI","44","1.1","N/A","0.11","0"%,
"JOURNAL OF LITERARY SEMANTICS","J LITERARY SEMANTICS","0341-7638","1613-3838","LANGUAGE & LINGUISTICS - AHCI","158","1","N/A","2.7","23.33"%,
"International Journal of Corpus Linguistics","INT J CORPUS LINGUIS","1384-6655","1569-9811","LANGUAGE & LINGUISTICS - AHCI","931","1","N/A","1.15","11.86"%,
"Journal of Politeness Research-Language Behaviour Culture","J POLITENESS RES-LAN","1612-5681","1613-4877","LANGUAGE & LINGUISTICS - AHCI","499","1","N/A","1.11","4.44"%,
"English Today","ENGL TODAY","0266-0784","1474-0567","LANGUAGE & LINGUISTICS - AHCI","702","1","N/A","0.97","23.15"%,
"Language Variation and Change","LANG VAR CHANGE","0954-3945","1469-8021","LANGUAGE & LINGUISTICS - AHCI","846","1","N/A","0.96","41.03"%,
"Target-International Journal of Translation Studies","TARGET-NETH","0924-1884","1569-9986","LANGUAGE & LINGUISTICS - AHCI","657","1","N/A","0.95","8.47"%,
"Glossa-A Journal of General Linguistics","GLOSSA-UK","N/A","2397-1835","LANGUAGE & LINGUISTICS - AHCI","857","1","N/A","0.87","97.41"%,
"Arab World English Journal","ARAB WORLD ENGL J","2229-9327","2229-9327","LANGUAGE & LINGUISTICS - ESCI","908","1","N/A","0.86","97.61"%,
"English Language & Linguistics","ENGL LANG LINGUIST","1360-6743","1469-4379","LANGUAGE & LINGUISTICS - AHCI","415","1","N/A","0.81","45.79"%,
"Corpus Pragmatics","CORPUS PRAGMATICS","2509-9507","2509-9515","LANGUAGE & LINGUISTICS - ESCI","75","1","N/A","0.8","37.5"%,
"Gesture","GESTURE","1568-1475","1569-9773","LANGUAGE & LINGUISTICS - AHCI","549","1","N/A","0.76","3.85"%,
"Child Language Teaching & Therapy","CHILD LANG TEACH THE","0265-6590","1477-0865","LANGUAGE & LINGUISTICS - AHCI","668","1","N/A","0.73","24.53"%,
"Translation Studies","TRANSL STUD","1478-1700","1751-2921","LANGUAGE & LINGUISTICS - AHCI","699","1","N/A","0.73","18.03"%,
"Journal of Second Language Studies","J SECOND LANG STUD","2542-3835","2542-3843","LANGUAGE & LINGUISTICS - ESCI","66","1","N/A","0.72","2.44"%,
"Russian Journal of Linguistics","RUSS J LINGUIST","2687-0088","2686-8024","LANGUAGE & LINGUISTICS - ESCI","104","0.9","N/A","1.29","98.47"%,
"Lege Artis-Language Yesterday Today Tomorrow","LEGE ARTIS-LANG YEST","2453-8035","2453-8035","LANGUAGE & LINGUISTICS - ESCI","114","0.9","N/A","1.05","0"%,
"VIAL-Vigo International Journal of Applied Linguistics","VIAL-VIGO INT J APPL","1697-0381","N/A","LANGUAGE & LINGUISTICS - AHCI","98","0.9","N/A","0.98","0"%,
"Journal of Semantics","J SEMANT","0167-5133","1477-4593","LANGUAGE & LINGUISTICS - AHCI","814","0.9","N/A","0.82","30.51"%,
"Languages","LANGUAGES-BASEL","N/A","2226-471X","LANGUAGE & LINGUISTICS - ESCI","515","0.9","N/A","0.76","99.48"%,
"Translation and Interpreting Studies","TRANSL INTERPRET STU","1932-2798","1876-2700","LANGUAGE & LINGUISTICS - AHCI","210","0.9","N/A","0.75","6.35"%,
"PHONETICA","PHONETICA","0031-8388","1423-0321","LANGUAGE & LINGUISTICS - AHCI","837","0.9","N/A","0.64","19.15"%,
"English Teaching-Practice and Critique","ENGL TEACH-PRACT CRI","1175-8708","1175-8708","LANGUAGE & LINGUISTICS - AHCI","404","0.9","N/A","0.62","0"%,
"OCEANIC LINGUISTICS","OCEAN LINGUIST","0029-8115","1527-9421","LANGUAGE & LINGUISTICS - AHCI","413","0.9","N/A","0.54","0"%,
"STYLE","STYLE","0039-4238","2374-6629","LANGUAGE & LINGUISTICS - AHCI","426","0.8","N/A","2.86","0"%,
"Journal of the International Phonetic Association","J INT PHON ASSOC","0025-1003","1475-3502","LANGUAGE & LINGUISTICS - AHCI","654","0.8","N/A","1.05","27.78"%,
"GEMA Online Journal of Language Studies","GEMA ONLINE J LANG S","1675-8021","1675-8021","LANGUAGE & LINGUISTICS - ESCI","381","0.8","N/A","0.96","33.15"%,
"International Review of Pragmatics","INT REV PRAGMAT","1877-3095","1877-3109","LANGUAGE & LINGUISTICS - ESCI","157","0.8","N/A","0.93","11.11"%,
"Syntax-A Journal of Theoretical Experimental and Interdisciplinary Research","SYNTAX-UK","1368-0005","1467-9612","LANGUAGE & LINGUISTICS - AHCI","429","0.8","N/A","0.71","20.45"%,
"Journal of Linguistic Anthropology","J LINGUIST ANTHROPOL","1055-1360","1548-1395","LANGUAGE & LINGUISTICS - AHCI","837","0.8","N/A","0.7","11.39"%,
"Journal of Logic Language and Information","J LOGIC LANG INFORM","0925-8531","1572-9583","LANGUAGE & LINGUISTICS - AHCI","329","0.8","N/A","0.69","31.18"%,
"Names-A Journal of Onomastics","NAMES","0027-7738","1756-2279","LANGUAGE & LINGUISTICS - AHCI","261","0.8","N/A","0.66","75.93"%,
"Iberica","IBERICA","1139-7241","2340-2784","LANGUAGE & LINGUISTICS - AHCI","298","0.8","N/A","0.64","25.37"%,
"Journal of English as a Lingua Franca","J ENGL LING FR","2191-9216","2191-933X","LANGUAGE & LINGUISTICS - ESCI","211","0.8","N/A","0.63","25"%,
"JOURNAL OF ENGLISH LINGUISTICS","J ENGL LINGUIST","0075-4242","1552-5457","LANGUAGE & LINGUISTICS - AHCI","396","0.8","N/A","0.63","31.71"%,
"Pragmatics and Society","PRAGMAT SOC","1878-9714","1878-9722","LANGUAGE & LINGUISTICS - AHCI","228","0.8","N/A","0.57","3.16"%,
"Translation and Translanguaging in Multilingual Contexts","TRANSL TRANSL MULT C","2352-1805","2352-1813","LANGUAGE & LINGUISTICS - ESCI","98","0.8","N/A","0.51","2.33"%,
"Journal of Historical Pragmatics","J HIST PRAGMAT","1566-5852","1569-9854","LANGUAGE & LINGUISTICS - AHCI","133","0.8","N/A","0.49","6.9"%,
"Sign Language & Linguistics","SIGN LANG LINGUIST","1387-9316","1569-996X","LANGUAGE & LINGUISTICS - ESCI","247","0.8","N/A","0.47","2.86"%,
"Terminology","TERMINOLOGY","0929-9971","1569-9994","LANGUAGE & LINGUISTICS - AHCI","266","0.8","N/A","0.47","12.9"%,
"Korean Language in America","KOREAN LANG AM","2332-0346","2374-670X","LANGUAGE & LINGUISTICS - ESCI","69","0.8","N/A","0.41","0"%,
"Catalan Journal of Linguistics","CATALAN J LINGUIST","1695-6885","2014-9719","LANGUAGE & LINGUISTICS - ESCI","130","0.7","N/A","1.3","63.16"%,
"3L-Language Linguistics Literature-The Southeast Asian Journal of English Language Studies","3L-LANG LINGUIST LIT","0128-5157","2550-2247","LANGUAGE & LINGUISTICS - ESCI","369","0.7","N/A","0.88","32.14"%,
"Language Dynamics and Change","LANG DYN CHANG","2210-5824","2210-5832","LANGUAGE & LINGUISTICS - ESCI","125","0.7","N/A","0.88","29.17"%,
"Journal of Historical Linguistics","J HIST LINGUIST","2210-2116","2210-2124","LANGUAGE & LINGUISTICS - ESCI","65","0.7","N/A","0.84","0"%,
"NARRATIVE INQUIRY","NARRAT INQ","1387-6740","1569-9935","LANGUAGE & LINGUISTICS - AHCI","616","0.7","N/A","0.77","5.26"%,
"JOURNAL OF PIDGIN AND CREOLE LANGUAGES","J PIDGIN CREOLE LANG","0920-9034","1569-9870","LANGUAGE & LINGUISTICS - AHCI","185","0.7","N/A","0.69","2.94"%,
"Across Languages and Cultures","ACROSS LANG CULT","1585-1923","1588-2519","LANGUAGE & LINGUISTICS - AHCI","283","0.7","N/A","0.67","5.56"%,
"Diachronica","DIACHRONICA","0176-4225","1569-9714","LANGUAGE & LINGUISTICS - AHCI","233","0.7","N/A","0.66","12.5"%,
"Yearbook of Phraseology","YEARB PHRASEOL","1868-632X","1868-6338","LANGUAGE & LINGUISTICS - ESCI","37","0.7","N/A","0.58","20"%,
"Review of Cognitive Linguistics","REV COGN LINGUIST","1877-9751","1877-976X","LANGUAGE & LINGUISTICS - AHCI","151","0.7","N/A","0.54","3.23"%,
"Language and Literature","LANG LIT","0963-9470","1461-7293","LANGUAGE & LINGUISTICS - AHCI","401","0.7","N/A","0.48","25.68"%,
"Translator","TRANSLATOR","1355-6509","1757-0409","LANGUAGE & LINGUISTICS - AHCI","618","0.7","N/A","0.43","17.72"%,
"META","META","0026-0452","0026-0452","LANGUAGE & LINGUISTICS - AHCI","1,003","0.7","N/A","0.3","7.59"%,
"Word Structure","WORD STRUCT","1750-1245","1755-2036","LANGUAGE & LINGUISTICS - ESCI","116","0.6","N/A","1.12","12.2"%,
"Cognitive Studies-Etudes Cognitives","COGN STUD-POLAND","2080-7147","2392-2397","LANGUAGE & LINGUISTICS - ESCI","66","0.6","N/A","0.78","94.34"%,
"STUDIA LINGUISTICA","STUD LINGUISTICA","0039-3193","1467-9582","LANGUAGE & LINGUISTICS - AHCI","465","0.6","N/A","0.68","13.98"%,
"THEORETICAL LINGUISTICS","THEOR LINGUIST","0301-4428","1613-4060","LANGUAGE & LINGUISTICS - AHCI","424","0.6","N/A","0.64","17.14"%,
"Language Problems & Language Planning","LANG PROBL LANG PLAN","0272-2690","1569-9889","LANGUAGE & LINGUISTICS - AHCI","180","0.6","N/A","0.63","12.82"%,
"Linguistic Research","LINGUIST RES","1229-1374","1229-1374","LANGUAGE & LINGUISTICS - ESCI","138","0.6","N/A","0.63","0"%,
"RUSSIAN LINGUISTICS","RUSS LINGUIST","0304-3487","1572-8714","LANGUAGE & LINGUISTICS - AHCI","148","0.6","N/A","0.61","42.86"%,
"International Journal of English Studies","INT J ENGL STUD","1578-7044","1989-6131","LANGUAGE & LINGUISTICS - ESCI","281","0.6","N/A","0.6","95.74"%,
"Journal of Comparative Germanic Linguistics","J COMP GER LINGUIST","1383-4924","1572-8552","LANGUAGE & LINGUISTICS - AHCI","153","0.6","N/A","0.6","73.08"%,
"STUF-Language Typology and Universals","STUF-LANG TYPOL UNIV","1867-8319","2196-7148","LANGUAGE & LINGUISTICS - ESCI","181","0.6","N/A","0.59","21.67"%,
"Studia Metrica et Poetica","STUD METR POETICA","2346-6901","2346-691X","LANGUAGE & LINGUISTICS - ESCI","47","0.6","N/A","0.58","100"%,
"Texto Livre-Linguagem e Tecnologia","TEXTO LIVRE","1983-3652","1983-3652","LANGUAGE & LINGUISTICS - ESCI","102","0.6","N/A","0.57","99.39"%,
"Biolinguistics","BIOLINGUISTICS","1450-3417","1450-3417","LANGUAGE & LINGUISTICS - ESCI","129","0.6","N/A","0.54","20"%,
"Southern African Linguistics and Applied Language Studies","SO AFR LINGUIST APPL","1607-3614","1727-9461","LANGUAGE & LINGUISTICS - AHCI","286","0.6","N/A","0.53","1.2"%,
"PROBUS","PROBUS","0921-4771","1613-4079","LANGUAGE & LINGUISTICS - AHCI","279","0.6","N/A","0.52","8.51"%,
"Text & Talk","TEXT TALK","1860-7330","1860-7349","LANGUAGE & LINGUISTICS - AHCI","698","0.6","N/A","0.49","13.73"%,
"FOLIA LINGUISTICA","FOLIA LINGUIST","0165-4004","1614-7308","LANGUAGE & LINGUISTICS - AHCI","352","0.6","N/A","0.48","21.15"%,
"Journal of French Language Studies","J FR LANG STUD","0959-2695","1474-0079","LANGUAGE & LINGUISTICS - AHCI","190","0.6","N/A","0.43","40.74"%,
"European Journal of English Studies","EUR J ENGL STUD","1382-5577","1744-4233","LANGUAGE & LINGUISTICS - AHCI","181","0.5","N/A","0.95","15.87"%,
"TRANSLATION REVIEW","TRANSLATION REV","0737-4836","2164-0564","LANGUAGE & LINGUISTICS - AHCI","61","0.5","N/A","0.75","0"%,
"INTERNATIONAL JOURNAL OF LEXICOGRAPHY","INT J LEXICOGR","0950-3846","1477-4577","LANGUAGE & LINGUISTICS - AHCI","380","0.5","N/A","0.66","5.88"%,
"Tejuelo-Didactica de la Lengua y la Literatura","TEJUELO","1988-8430","1988-8430","LANGUAGE & LINGUISTICS - ESCI","93","0.5","N/A","0.64","77.46"%,
"AMERICAN SPEECH","AM SPEECH","0003-1283","1527-2133","LANGUAGE & LINGUISTICS - AHCI","636","0.5","N/A","0.6","0"%,
"Acta Linguistica Academica","ACTA LINGUIST ACAD","2559-8201","2560-1016","LANGUAGE & LINGUISTICS - AHCI","56","0.5","N/A","0.58","40.63"%,
"Functions of Language","FUNCT LANG","0929-998X","1569-9765","LANGUAGE & LINGUISTICS - AHCI","254","0.5","N/A","0.57","0"%,
"Canadian Journal of Applied Linguistics","CAN J APPL LINGUIST","1481-868X","1481-868X","LANGUAGE & LINGUISTICS - ESCI","213","0.5","N/A","0.54","0"%,
"Journal of Germanic Linguistics","J GER LINGUIST","1470-5427","1475-3014","LANGUAGE & LINGUISTICS - AHCI","99","0.5","N/A","0.54","46.88"%,
"Journal of Language and Literacy Education","J LANG LIT EDUC","1559-9035","1559-9035","LANGUAGE & LINGUISTICS - ESCI","155","0.5","N/A","0.53","0"%,
"Journal of Greek Linguistics","J GREEK LINGUIST","1566-5844","1569-9846","LANGUAGE & LINGUISTICS - ESCI","94","0.5","N/A","0.52","89.47"%,
"Language Matters","LANG MATTERS","1022-8195","1753-5395","LANGUAGE & LINGUISTICS - AHCI","168","0.5","N/A","0.51","5.45"%,
"Language & History","LANG HIST","1759-7536","1759-7544","LANGUAGE & LINGUISTICS - AHCI","51","0.5","N/A","0.46","21.95"%,
"LINGUISTIC REVIEW","LINGUIST REV","0167-6318","1613-3676","LANGUAGE & LINGUISTICS - AHCI","554","0.5","N/A","0.45","15.38"%,
"Languages in Contrast","LANG CONTRAST","1387-6759","1569-9897","LANGUAGE & LINGUISTICS - ESCI","116","0.5","N/A","0.44","9.09"%,
"Spanish in Context","SPAN CONTEXT","1571-0718","1571-0726","LANGUAGE & LINGUISTICS - AHCI","189","0.5","N/A","0.43","0"%,
"STUDIES IN LANGUAGE","STUD LANG","0378-4177","1569-9978","LANGUAGE & LINGUISTICS - AHCI","628","0.5","N/A","0.43","1.2"%,
"Nordic Journal of Linguistics","NORD J LINGUIST","0332-5865","1502-4717","LANGUAGE & LINGUISTICS - AHCI","159","0.5","N/A","0.42","60.78"%,
"Language Context and Text-The Social Semiotics Forum","LANG CONTEXT TEXT","2589-7233","2589-7241","LANGUAGE & LINGUISTICS - ESCI","85","0.5","N/A","0.39","0"%,
