"Journal Data Filtered By:  Selected Categories: HEALTH CARE SCIENCES & SERVICES;HEALTH POLICY & SERVICES;HEMATOLOGY Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"Blood Advances","BLOOD ADV","2473-9529","2473-9537","HEMATOLOGY - SCIE","16,941","7.6","Q1","1.48","93.22"%,
"THROMBOSIS RESEARCH","THROMB RES","0049-3848","1879-2472","HEMATOLOGY - SCIE","14,905","7.5","Q1","1.37","19"%,
"Lancet Regional Health-Americas","LANCET REG HEALTH-AM","2667-193X","2667-193X","HEALTH CARE SCIENCES & SERVICES - ESCI","1,153","7.4","N/A","2.31","84.15"%,
"ACADEMIC MEDICINE","ACAD MED","1040-2446","1938-808X","HEALTH CARE SCIENCES & SERVICES - SCIE","23,242","7.4","Q1","2.05","8.75"%,
"JOURNAL OF MEDICAL INTERNET RESEARCH","J MED INTERNET RES","1438-8871","N/A","HEALTH CARE SCIENCES & SERVICES - SCIE","43,923","7.4","Q1","1.73","99.54"%,
"BLOOD REVIEWS","BLOOD REV","0268-960X","1532-1681","HEMATOLOGY - SCIE","4,855","7.4","Q1","1.45","22.39"%,
"Implementation Science","IMPLEMENT SCI","1748-5908","1748-5908","HEALTH CARE SCIENCES & SERVICES - SCIE","17,539","7.2","Q1","2.08","100"%,
"Implementation Science","IMPLEMENT SCI","1748-5908","1748-5908","HEALTH POLICY & SERVICES - SSCI","17,539","7.2","Q1","2.08","100"%,
"JOURNAL OF CLINICAL EPIDEMIOLOGY","J CLIN EPIDEMIOL","0895-4356","1878-5921","HEALTH CARE SCIENCES & SERVICES - SCIE","43,090","7.2","Q1","1.82","38.08"%,
"Lancet Regional Health-Western Pacific","LANCET REG HEALTH-W","N/A","2666-6065","HEALTH CARE SCIENCES & SERVICES - SCIE","1,819","7.1","Q1","1.93","86.01"%,
"MEDICAL EDUCATION","MED EDUC","0308-0110","1365-2923","HEALTH CARE SCIENCES & SERVICES - SCIE","13,168","7.1","Q1","1.74","22.62"%,
"THROMBOSIS AND HAEMOSTASIS","THROMB HAEMOSTASIS","0340-6245","2567-689X","HEMATOLOGY - SCIE","16,952","6.7","Q1","1.1","18.45"%,
"MILBANK QUARTERLY","MILBANK Q","0887-378X","1468-0009","HEALTH CARE SCIENCES & SERVICES - SCIE","4,635","6.6","Q1","2.11","26.32"%,
"MILBANK QUARTERLY","MILBANK Q","0887-378X","1468-0009","HEALTH POLICY & SERVICES - SSCI","4,635","6.6","Q1","2.11","26.32"%,
"BRITISH JOURNAL OF HAEMATOLOGY","BRIT J HAEMATOL","0007-1048","1365-2141","HEMATOLOGY - SCIE","28,944","6.5","Q1","0.9","21.44"%,
"JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION","J AM MED INFORM ASSN","1067-5027","1527-974X","HEALTH CARE SCIENCES & SERVICES - SCIE","15,068","6.4","Q1","1.65","30.38"%,
"JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM","J CEREBR BLOOD F MET","0271-678X","1559-7016","HEMATOLOGY - SCIE","22,230","6.3","Q1","1.27","24.73"%,
"CRITICAL REVIEWS IN ONCOLOGY HEMATOLOGY","CRIT REV ONCOL HEMAT","1040-8428","1879-0461","HEMATOLOGY - SCIE","11,865","6.2","Q1","0.88","15.55"%,
"Health Policy and Technology","HEALTH POLICY TECHN","2211-8837","N/A","HEALTH POLICY & SERVICES - SSCI","1,359","6","Q1","1.37","15.46"%,
"JOURNAL OF COMMUNITY HEALTH","J COMMUN HEALTH","0094-5145","1573-3610","HEALTH POLICY & SERVICES - SSCI","5,808","5.9","Q1","1.59","6.67"%,
"Journal of Healthcare Informatics Research","J HEALTHC INFORM RES","2509-4971","2509-498X","HEALTH CARE SCIENCES & SERVICES - ESCI","403","5.9","N/A","1.24","19.35"%,
"BMJ Quality & Safety","BMJ QUAL SAF","2044-5415","2044-5423","HEALTH CARE SCIENCES & SERVICES - SCIE","7,817","5.7","Q1","1.91","42.27"%,
"BMJ Quality & Safety","BMJ QUAL SAF","2044-5415","2044-5423","HEALTH POLICY & SERVICES - SSCI","7,817","5.7","Q1","1.91","42.27"%,
"JOURNAL OF GENERAL INTERNAL MEDICINE","J GEN INTERN MED","0884-8734","1525-1497","HEALTH CARE SCIENCES & SERVICES - SCIE","30,821","5.7","Q1","1.35","13.46"%,
"SEMINARS IN THROMBOSIS AND HEMOSTASIS","SEMIN THROMB HEMOST","0094-6176","1098-9064","HEMATOLOGY - SCIE","5,497","5.7","Q2","0.97","3.83"%,
"JOURNAL OF LEUKOCYTE BIOLOGY","J LEUKOCYTE BIOL","0741-5400","1938-3673","HEMATOLOGY - SCIE","20,982","5.5","Q2","0.75","15.18"%,
"JOURNAL OF MEDICAL SYSTEMS","J MED SYST","0148-5598","1573-689X","HEALTH CARE SCIENCES & SERVICES - SCIE","9,219","5.3","Q1","1.21","20.9"%,
"STEM CELLS","STEM CELLS","1066-5099","1549-4918","HEMATOLOGY - SCIE","18,981","5.2","Q2","0.98","34.79"%,
"Avicenna","AVICENNA","2220-2749","2220-2749","HEALTH POLICY & SERVICES - ESCI","84","5","N/A","1.5","0"%,
"JMIR mHealth and uHealth","JMIR MHEALTH UHEALTH","2291-5222","2291-5222","HEALTH CARE SCIENCES & SERVICES - SCIE","12,330","5","Q1","1.24","99.52"%,
"JOURNAL OF RURAL HEALTH","J RURAL HEALTH","0890-765X","1748-0361","HEALTH CARE SCIENCES & SERVICES - SCIE","3,473","4.9","Q1","1.3","10.89"%,
"JOURNAL OF RURAL HEALTH","J RURAL HEALTH","0890-765X","1748-0361","HEALTH POLICY & SERVICES - SSCI","3,473","4.9","Q1","1.3","10.89"%,
"INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS","INT J MED INFORM","1386-5056","1872-8243","HEALTH CARE SCIENCES & SERVICES - SCIE","9,478","4.9","Q1","1.14","24.58"%,
"BONE MARROW TRANSPLANTATION","BONE MARROW TRANSPL","0268-3369","1476-5365","HEMATOLOGY - SCIE","15,725","4.8","Q2","0.88","17.76"%,
"JOURNAL OF TELEMEDICINE AND TELECARE","J TELEMED TELECARE","1357-633X","1758-1109","HEALTH CARE SCIENCES & SERVICES - SCIE","6,227","4.7","Q1","1.49","7.24"%,
"MEDICAL TEACHER","MED TEACH","0142-159X","1466-187X","HEALTH CARE SCIENCES & SERVICES - SCIE","12,899","4.7","Q1","1.43","17.7"%,
"Telemedicine and e-Health","TELEMED E-HEALTH","1530-5627","1556-3669","HEALTH CARE SCIENCES & SERVICES - SCIE","7,591","4.7","Q1","1.39","6.87"%,
"JOURNAL OF PAIN AND SYMPTOM MANAGEMENT","J PAIN SYMPTOM MANAG","0885-3924","1873-6513","HEALTH CARE SCIENCES & SERVICES - SCIE","16,050","4.7","Q1","1.35","31.09"%,
"Research and Practice in Thrombosis and Haemostasis","RES PRACT THROMB HAE","N/A","2475-0379","HEMATOLOGY - SCIE","2,270","4.6","Q2","0.79","68.41"%,
"Disability and Health Journal","DISABIL HEALTH J","1936-6574","1876-7583","HEALTH CARE SCIENCES & SERVICES - SCIE","3,322","4.5","Q1","1.51","17.73"%,
"Disability and Health Journal","DISABIL HEALTH J","1936-6574","1876-7583","HEALTH POLICY & SERVICES - SSCI","3,322","4.5","Q1","1.51","17.73"%,
"Human Resources for Health","HUM RESOUR HEALTH","N/A","1478-4491","HEALTH POLICY & SERVICES - SSCI","4,421","4.5","Q1","1.36","99.39"%,
"VALUE IN HEALTH","VALUE HEALTH","1098-3015","1524-4733","HEALTH CARE SCIENCES & SERVICES - SCIE","14,720","4.5","Q1","1.26","75.42"%,
"VALUE IN HEALTH","VALUE HEALTH","1098-3015","1524-4733","HEALTH POLICY & SERVICES - SSCI","14,720","4.5","Q1","1.26","75.42"%,
"Israel Journal of Health Policy Research","ISR J HEALTH POLICY","2045-4015","2045-4015","HEALTH POLICY & SERVICES - SSCI","1,135","4.5","Q1","1.19","98.69"%,
"CYTOTHERAPY","CYTOTHERAPY","1465-3249","1477-2566","HEMATOLOGY - SCIE","7,303","4.5","Q2","0.91","25.63"%,
"TRANSFUSION MEDICINE REVIEWS","TRANSFUS MED REV","0887-7963","1532-9496","HEMATOLOGY - SCIE","1,658","4.5","Q2","0.75","12.09"%,
"Journal of Healthcare Leadership","J HEALTHC LEADERSH","1179-3201","1179-3201","HEALTH POLICY & SERVICES - ESCI","386","4.4","N/A","1.17","93.44"%,
"PALLIATIVE MEDICINE","PALLIATIVE MED","0269-2163","1477-030X","HEALTH CARE SCIENCES & SERVICES - SCIE","7,994","4.4","Q1","1.17","44.64"%,
"PHARMACOECONOMICS","PHARMACOECONOMICS","1170-7690","1179-2027","HEALTH CARE SCIENCES & SERVICES - SCIE","6,820","4.4","Q1","1.13","58.5"%,
"PHARMACOECONOMICS","PHARMACOECONOMICS","1170-7690","1179-2027","HEALTH POLICY & SERVICES - SSCI","6,820","4.4","Q1","1.13","58.5"%,
"International Journal of Telemedicine and Applications","INT J TELEMED APPL","1687-6415","1687-6423","HEALTH CARE SCIENCES & SERVICES - ESCI","435","4.4","N/A","1.11","100"%,
"European Journal of Health Economics","EUR J HEALTH ECON","1618-7598","1618-7601","HEALTH POLICY & SERVICES - SSCI","4,022","4.4","Q1","1.08","55.95"%,
"BIOLOGY OF BLOOD AND MARROW TRANSPLANTATION","BIOL BLOOD MARROW TR","1083-8791","1523-6536","HEMATOLOGY - SCIE","13,891","4.3","Q2","1.08","92.84"%,
"Internet Interventions-The Application of Information Technology in Mental and Behavioural Health","INTERNET INTERV","N/A","2214-7829","HEALTH CARE SCIENCES & SERVICES - SCIE","2,430","4.3","Q1","1.04","93.79"%,
"JOURNAL OF HEALTH POLITICS POLICY AND LAW","J HEALTH POLIT POLIC","0361-6878","N/A","HEALTH CARE SCIENCES & SERVICES - SCIE","1,483","4.2","Q1","1.61","1.52"%,
"JOURNAL OF HEALTH POLITICS POLICY AND LAW","J HEALTH POLIT POLIC","0361-6878","N/A","HEALTH POLICY & SERVICES - SSCI","1,483","4.2","Q1","1.61","1.52"%,
"Journal of Pharmaceutical Policy and Practice","J PHARM POLICY PRACT","N/A","2052-3211","HEALTH POLICY & SERVICES - ESCI","1,081","4.2","N/A","0.81","100"%,
"Health Systems & Reform","HEALTH SYST REFORM","2328-8604","2328-8620","HEALTH POLICY & SERVICES - SSCI","795","4.1","Q1","1.21","92.86"%,
"BMJ Health & Care Informatics","BMJ HEALTH CARE INFO","N/A","2632-1009","HEALTH CARE SCIENCES & SERVICES - ESCI","591","4.1","N/A","0.69","99.26"%,
"ADVANCES IN HEALTH SCIENCES EDUCATION","ADV HEALTH SCI EDUC","1382-4996","1573-1677","HEALTH CARE SCIENCES & SERVICES - SCIE","3,945","4","Q2","1.35","37.5"%,
"Health Research Policy and Systems","HEALTH RES POLICY SY","1478-4505","1478-4505","HEALTH POLICY & SERVICES - SSCI","4,121","4","Q1","1.28","99.76"%,
"BMC Medical Research Methodology","BMC MED RES METHODOL","N/A","1471-2288","HEALTH CARE SCIENCES & SERVICES - SCIE","23,650","4","Q2","1.23","99.44"%,
"STEM CELLS AND DEVELOPMENT","STEM CELLS DEV","1547-3287","1557-8534","HEMATOLOGY - SCIE","7,940","4","Q2","0.96","6.06"%,
"JMIR Serious Games","JMIR SERIOUS GAMES","2291-9279","2291-9279","HEALTH CARE SCIENCES & SERVICES - SCIE","1,398","4","Q2","0.92","99.66"%,
"JOURNAL OF THROMBOSIS AND THROMBOLYSIS","J THROMB THROMBOLYS","0929-5305","1573-742X","HEMATOLOGY - SCIE","5,377","4","Q2","0.84","14.46"%,
"HEALTH COMMUNICATION","HEALTH COMMUN","1041-0236","1532-7027","HEALTH POLICY & SERVICES - SSCI","8,396","3.9","Q1","1.35","5.91"%,
"International Journal of Health Policy and Management","INT J HEALTH POLICY","N/A","2322-5939","HEALTH CARE SCIENCES & SERVICES - SCIE","3,362","3.9","Q2","1.04","94.93"%,
"International Journal of Health Policy and Management","INT J HEALTH POLICY","N/A","2322-5939","HEALTH POLICY & SERVICES - SSCI","3,362","3.9","Q1","1.04","94.93"%,
"Digital Health","DIGIT HEALTH","2055-2076","2055-2076","HEALTH CARE SCIENCES & SERVICES - SCIE","1,662","3.9","Q2","0.94","88.11"%,
"Digital Health","DIGIT HEALTH","2055-2076","2055-2076","HEALTH POLICY & SERVICES - SSCI","1,662","3.9","Q1","0.94","88.11"%,
"HAEMOPHILIA","HAEMOPHILIA","1351-8216","1365-2516","HEMATOLOGY - SCIE","7,210","3.9","Q2","0.62","24.6"%,
"PSYCHIATRIC SERVICES","PSYCHIAT SERV","1075-2730","1557-9700","HEALTH POLICY & SERVICES - SSCI","13,042","3.8","Q1","1.11","0.16"%,
"JOURNAL OF PUBLIC HEALTH POLICY","J PUBLIC HEALTH POL","0197-5897","1745-655X","HEALTH CARE SCIENCES & SERVICES - SCIE","1,511","3.8","Q2","0.95","18.38"%,
"JOURNAL OF PUBLIC HEALTH POLICY","J PUBLIC HEALTH POL","0197-5897","1745-655X","HEALTH POLICY & SERVICES - SSCI","1,511","3.8","Q1","0.95","18.38"%,
"American Journal of Health Economics","AM J HEALTH ECON","2332-3493","2332-3507","HEALTH POLICY & SERVICES - SSCI","382","3.7","Q2","1.19","0"%,
"Blood Transfusion","BLOOD TRANSFUS-ITALY","1723-2007","1723-2007","HEMATOLOGY - SCIE","2,417","3.7","Q2","0.89","0"%,
"Health Care Management Science","HEALTH CARE MANAG SC","1386-9620","1572-9389","HEALTH POLICY & SERVICES - SSCI","1,915","3.6","Q2","1.42","19.72"%,
"Perspectives on Medical Education","PERSPECT MED EDUC","2212-2761","2212-277X","HEALTH CARE SCIENCES & SERVICES - SCIE","1,751","3.6","Q2","1.31","100"%,
"Health Sociology Review","HEALTH SOCIOL REV","1446-1242","1839-3551","HEALTH POLICY & SERVICES - SSCI","876","3.6","Q2","1.09","12.5"%,
"Health and Quality of Life Outcomes","HEALTH QUAL LIFE OUT","N/A","1477-7525","HEALTH CARE SCIENCES & SERVICES - SCIE","14,636","3.6","Q2","1.07","99.87"%,
"Health and Quality of Life Outcomes","HEALTH QUAL LIFE OUT","N/A","1477-7525","HEALTH POLICY & SERVICES - SSCI","14,636","3.6","Q2","1.07","99.87"%,
"Patient-Patient Centered Outcomes Research","PATIENT","1178-1653","1178-1661","HEALTH CARE SCIENCES & SERVICES - SCIE","2,282","3.6","Q2","1.01","49.16"%,
"Patient-Patient Centered Outcomes Research","PATIENT","1178-1653","1178-1661","HEALTH POLICY & SERVICES - SSCI","2,282","3.6","Q2","1.01","49.16"%,
"HEALTH TECHNOLOGY ASSESSMENT","HEALTH TECHNOL ASSES","1366-5278","2046-4924","HEALTH CARE SCIENCES & SERVICES - SCIE","6,203","3.6","Q2","1","98.5"%,
"Applied Health Economics and Health Policy","APPL HEALTH ECON HEA","1175-5652","1179-1896","HEALTH CARE SCIENCES & SERVICES - SCIE","2,159","3.6","Q2","0.96","40.95"%,
"Applied Health Economics and Health Policy","APPL HEALTH ECON HEA","1175-5652","1179-1896","HEALTH POLICY & SERVICES - SSCI","2,159","3.6","Q2","0.96","40.95"%,
"MEDICAL DECISION MAKING","MED DECIS MAKING","0272-989X","1552-681X","HEALTH CARE SCIENCES & SERVICES - SCIE","6,872","3.6","Q2","0.88","36.63"%,
"MEDICAL DECISION MAKING","MED DECIS MAKING","0272-989X","1552-681X","HEALTH POLICY & SERVICES - SSCI","6,872","3.6","Q2","0.88","36.63"%,
"SEMINARS IN HEMATOLOGY","SEMIN HEMATOL","0037-1963","1532-8686","HEMATOLOGY - SCIE","2,413","3.6","Q2","0.67","17.72"%,
"JOURNAL OF HEALTH ECONOMICS","J HEALTH ECON","0167-6296","1879-1646","HEALTH CARE SCIENCES & SERVICES - SCIE","8,959","3.5","Q2","1.23","26.51"%,
"JOURNAL OF HEALTH ECONOMICS","J HEALTH ECON","0167-6296","1879-1646","HEALTH POLICY & SERVICES - SSCI","8,959","3.5","Q2","1.23","26.51"%,
"Risk Management and Healthcare Policy","RISK MANAG HEALTHC P","N/A","1179-1594","HEALTH CARE SCIENCES & SERVICES - SCIE","3,535","3.5","Q2","1.12","98.74"%,
"Risk Management and Healthcare Policy","RISK MANAG HEALTHC P","N/A","1179-1594","HEALTH POLICY & SERVICES - SSCI","3,535","3.5","Q2","1.12","98.74"%,
"QUALITY OF LIFE RESEARCH","QUAL LIFE RES","0962-9343","1573-2649","HEALTH CARE SCIENCES & SERVICES - SCIE","21,482","3.5","Q2","1.01","39.56"%,
"QUALITY OF LIFE RESEARCH","QUAL LIFE RES","0962-9343","1573-2649","HEALTH POLICY & SERVICES - SSCI","21,482","3.5","Q2","1.01","39.56"%,
"ANNALS OF HEMATOLOGY","ANN HEMATOL","0939-5555","1432-0584","HEMATOLOGY - SCIE","8,018","3.5","Q2","0.6","26.22"%,
"HEALTH SERVICES RESEARCH","HEALTH SERV RES","0017-9124","1475-6773","HEALTH CARE SCIENCES & SERVICES - SCIE","10,350","3.4","Q2","1.08","23.83"%,
"HEALTH SERVICES RESEARCH","HEALTH SERV RES","0017-9124","1475-6773","HEALTH POLICY & SERVICES - SSCI","10,350","3.4","Q2","1.08","23.83"%,
"Journal of Personalized Medicine","J PERS MED","N/A","2075-4426","HEALTH CARE SCIENCES & SERVICES - SCIE","7,949","3.4","Q2","1.08","99.53"%,
"INTERNATIONAL JOURNAL OF HEALTH SERVICES","INT J HEALTH SERV","0020-7314","1541-4469","HEALTH CARE SCIENCES & SERVICES - SCIE","2,380","3.4","Q2","0.84","22.89"%,
"INTERNATIONAL JOURNAL OF HEALTH SERVICES","INT J HEALTH SERV","0020-7314","1541-4469","HEALTH POLICY & SERVICES - SSCI","2,380","3.4","Q2","0.84","22.89"%,
"Therapeutic Advances in Hematology","THER ADV HEMATOL","2040-6207","2040-6215","HEMATOLOGY - SCIE","1,199","3.4","Q2","0.65","88.89"%,
"HASTINGS CENTER REPORT","HASTINGS CENT REP","0093-0334","1552-146X","HEALTH CARE SCIENCES & SERVICES - SCIE","2,202","3.3","Q2","1.29","5.95"%,
"HEALTH POLICY","HEALTH POLICY","0168-8510","1872-6054","HEALTH CARE SCIENCES & SERVICES - SCIE","9,014","3.3","Q2","1.05","38.22"%,
"HEALTH POLICY","HEALTH POLICY","0168-8510","1872-6054","HEALTH POLICY & SERVICES - SSCI","9,014","3.3","Q2","1.05","38.22"%,
"Journal of Multidisciplinary Healthcare","J MULTIDISCIP HEALTH","1178-2390","1178-2390","HEALTH CARE SCIENCES & SERVICES - SCIE","3,689","3.3","Q2","0.94","98.26"%,
"AIMS Public Health","AIMS PUBLIC HEALTH","2327-8994","2327-8994","HEALTH CARE SCIENCES & SERVICES - ESCI","818","3.3","N/A","0.75","99.37"%,
"HEMATOLOGICAL ONCOLOGY","HEMATOL ONCOL","0278-0232","1099-1069","HEMATOLOGY - SCIE","2,319","3.3","Q2","0.57","17.04"%,
"PLATELETS","PLATELETS","0953-7104","1369-1635","HEMATOLOGY - SCIE","4,703","3.3","Q2","0.56","14.95"%,
"HEALTH POLICY AND PLANNING","HEALTH POLICY PLANN","0268-1080","1460-2237","HEALTH CARE SCIENCES & SERVICES - SCIE","6,906","3.2","Q2","1.02","54.08"%,
"HEALTH POLICY AND PLANNING","HEALTH POLICY PLANN","0268-1080","1460-2237","HEALTH POLICY & SERVICES - SSCI","6,906","3.2","Q2","1.02","54.08"%,
"HEALTH EXPECTATIONS","HEALTH EXPECT","1369-6513","1369-7625","HEALTH CARE SCIENCES & SERVICES - SCIE","5,807","3.2","Q2","0.89","66.41"%,
"HEALTH EXPECTATIONS","HEALTH EXPECT","1369-6513","1369-7625","HEALTH POLICY & SERVICES - SSCI","5,807","3.2","Q2","0.89","66.41"%,
"AMERICAN JOURNAL OF MANAGED CARE","AM J MANAG CARE","1088-0224","N/A","HEALTH CARE SCIENCES & SERVICES - SCIE","5,690","3.2","Q2","0.73","0.5"%,
"AMERICAN JOURNAL OF MANAGED CARE","AM J MANAG CARE","1088-0224","N/A","HEALTH POLICY & SERVICES - SSCI","5,690","3.2","Q2","0.73","0.5"%,
"Transplantation and Cellular Therapy","TRANSPL CELL THER","2666-6375","2666-6367","HEMATOLOGY - SCIE","1,391","3.2","Q2","0.73","73.78"%,
"PEDIATRIC BLOOD & CANCER","PEDIATR BLOOD CANCER","1545-5009","1545-5017","HEMATOLOGY - SCIE","16,460","3.2","Q2","0.7","10.14"%,
"Health Information Management Journal","HEALTH INF MANAG J","1833-3583","1833-3575","HEALTH POLICY & SERVICES - SSCI","572","3.2","Q2","0.66","9.33"%,
"INTERNATIONAL JOURNAL OF TECHNOLOGY ASSESSMENT IN HEALTH CARE","INT J TECHNOL ASSESS","0266-4623","1471-6348","HEALTH CARE SCIENCES & SERVICES - SCIE","2,714","3.2","Q2","0.53","35.48"%,
"Hamostaseologie","HAMOSTASEOLOGIE","0720-9355","2567-5761","HEMATOLOGY - SCIE","859","3.2","Q2","0.5","6.49"%,
"Mediterranean Journal of Hematology and Infectious Diseases","MEDITERR J HEMATOL I","N/A","2035-3006","HEMATOLOGY - SCIE","3,165","3.2","Q2","0.43","94.97"%,
"CURRENT OPINION IN HEMATOLOGY","CURR OPIN HEMATOL","1065-6251","1531-7048","HEMATOLOGY - SCIE","3,088","3.2","Q2","0.41","6.54"%,
"SHOCK","SHOCK","1073-2322","1540-0514","HEMATOLOGY - SCIE","9,054","3.1","Q3","1.04","12.03"%,
"BMC Palliative Care","BMC PALLIAT CARE","1472-684X","1472-684X","HEALTH CARE SCIENCES & SERVICES - SCIE","3,963","3.1","Q2","0.97","99.83"%,
"BMC Palliative Care","BMC PALLIAT CARE","1472-684X","1472-684X","HEALTH POLICY & SERVICES - SSCI","3,963","3.1","Q2","0.97","99.83"%,
"SUPPORTIVE CARE IN CANCER","SUPPORT CARE CANCER","0941-4355","1433-7339","HEALTH CARE SCIENCES & SERVICES - SCIE","21,042","3.1","Q2","0.94","21.05"%,
"Learning Health Systems","LEARN HEALTH SYST","2379-6146","2379-6146","HEALTH POLICY & SERVICES - ESCI","396","3.1","N/A","0.87","82.14"%,
"Thrombosis Journal","THROMB J","1477-9560","1477-9560","HEMATOLOGY - SCIE","1,457","3.1","Q3","0.69","99.53"%,
"EUROPEAN JOURNAL OF HAEMATOLOGY","EUR J HAEMATOL","0902-4441","1600-0609","HEMATOLOGY - SCIE","5,364","3.1","Q3","0.61","25.15"%,
"MEDICAL CARE","MED CARE","0025-7079","1537-1948","HEALTH CARE SCIENCES & SERVICES - SCIE","22,103","3","Q3","1","14.52"%,
"MEDICAL CARE","MED CARE","0025-7079","1537-1948","HEALTH POLICY & SERVICES - SSCI","22,103","3","Q2","1","14.52"%,
"BMC International Health and Human Rights","BMC INT HEALTH HUM R","N/A","1472-698X","HEALTH POLICY & SERVICES - SSCI","1,497","3","Q2","0.86","100"%,
"Hematology-American Society of Hematology Education Program","HEMATOL-AM SOC HEMAT","1520-4391","1520-4383","HEMATOLOGY - SCIE","3,941","3","Q3","0.82","0.72"%,
"BLOOD PURIFICATION","BLOOD PURIFICAT","0253-5068","1421-9735","HEMATOLOGY - SCIE","3,436","3","Q3","0.79","12.67"%,
"Health Informatics Journal","HEALTH INFORM J","1460-4582","1741-2811","HEALTH CARE SCIENCES & SERVICES - SCIE","2,278","3","Q3","0.77","80.4"%,
"International Journal of Laboratory Hematology","INT J LAB HEMATOL","1751-5521","1751-553X","HEMATOLOGY - SCIE","3,350","3","Q3","0.47","7.9"%,
"Clinical Medicine Insights-Blood Disorders","CLIN MED INSIGHTS-BL","1179-545X","1179-545X","HEMATOLOGY - ESCI","111","3","N/A","0.3","100"%,
"EVALUATION & THE HEALTH PROFESSIONS","EVAL HEALTH PROF","0163-2787","1552-3918","HEALTH CARE SCIENCES & SERVICES - SCIE","1,671","2.9","Q3","0.88","8.53"%,
"EVALUATION & THE HEALTH PROFESSIONS","EVAL HEALTH PROF","0163-2787","1552-3918","HEALTH POLICY & SERVICES - SSCI","1,671","2.9","Q2","0.88","8.53"%,
"TRANSFUSION","TRANSFUSION","0041-1132","1537-2995","HEMATOLOGY - SCIE","13,946","2.9","Q3","0.6","11.6"%,
