"Journal Data Filtered By:  Selected Categories: PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH;QUANTUM SCIENCE & TECHNOLOGY Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"Analytic Methods in Accident Research","ANAL METHODS ACCID R","2213-6657","2213-6665","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","2,255","12.9","Q1","3.29","6.25"%,
"AMERICAN JOURNAL OF PUBLIC HEALTH","AM J PUBLIC HEALTH","0090-0036","1541-0048","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","49,951","12.7","Q1","1.98","0"%,
"AMERICAN JOURNAL OF PUBLIC HEALTH","AM J PUBLIC HEALTH","0090-0036","1541-0048","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","49,951","12.7","Q1","1.98","0"%,
"Travel Medicine and Infectious Disease","TRAVEL MED INFECT DI","1477-8939","1873-0442","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","4,634","12","Q1","1.79","33.72"%,
"PROGRESS IN QUANTUM ELECTRONICS","PROG QUANT ELECTRON","0079-6727","1873-1627","QUANTUM SCIENCE & TECHNOLOGY - SCIE","1,642","11.7","Q1","0.92","35.42"%,
"JAMA Health Forum","JAMA-HEALTH FORUM","2689-0186","2689-0186","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - ESCI","1,057","11.5","N/A","1.25","99.44"%,
"BULLETIN OF THE WORLD HEALTH ORGANIZATION","B WORLD HEALTH ORGAN","0042-9686","1564-0604","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","19,658","11.1","Q1","2.16","91.52"%,
"Globalization and Health","GLOBALIZATION HEALTH","N/A","1744-8603","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","5,771","10.8","Q1","2.11","100"%,
"Globalization and Health","GLOBALIZATION HEALTH","N/A","1744-8603","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","5,771","10.8","Q1","2.11","100"%,
"ENVIRONMENTAL HEALTH PERSPECTIVES","ENVIRON HEALTH PERSP","0091-6765","1552-9924","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","44,887","10.5","Q1","2.32","94.31"%,
"PRX Quantum","PRX QUANTUM","N/A","2691-3399","QUANTUM SCIENCE & TECHNOLOGY - SCIE","3,195","9.7","Q1","2.4","95.3"%,
"Global Health Research and Policy","GLOB HEALTH RES POL","N/A","2397-0642","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - ESCI","1,132","8.7","N/A","1.08","100"%,
"JMIR Public Health and Surveillance","JMIR PUBLIC HLTH SUR","2369-2960","2369-2960","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","4,343","8.5","Q1","1.81","99.28"%,
"JMIR Public Health and Surveillance","JMIR PUBLIC HLTH SUR","2369-2960","2369-2960","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","4,343","8.5","Q1","1.81","99.28"%,
"ENVIRONMENTAL RESEARCH","ENVIRON RES","0013-9351","1096-0953","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","58,235","8.3","Q1","1.82","13.48"%,
"BMJ Global Health","BMJ GLOB HEALTH","2059-7908","2059-7908","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","12,381","8.1","Q1","1.49","99.25"%,
"BMJ Global Health","BMJ GLOB HEALTH","2059-7908","2059-7908","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","12,381","8.1","Q1","1.49","99.25"%,
"Current Environmental Health Reports","CURR ENV HLTH REP","N/A","2196-5412","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","2,961","7.9","Q1","1.55","28.21"%,
"Current Environmental Health Reports","CURR ENV HLTH REP","N/A","2196-5412","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","2,961","7.9","Q1","1.55","28.21"%,
"INTERNATIONAL JOURNAL OF EPIDEMIOLOGY","INT J EPIDEMIOL","0300-5771","1464-3685","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","34,384","7.7","Q1","2.18","49.34"%,
"Journal of Adolescent Health","J ADOLESCENT HEALTH","1054-139X","1879-1972","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","21,226","7.6","Q1","2.14","20.93"%,
"Journal of Adolescent Health","J ADOLESCENT HEALTH","1054-139X","1879-1972","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","21,226","7.6","Q1","2.14","20.93"%,
"npj Quantum Information","NPJ QUANTUM INFORM","N/A","2056-6387","QUANTUM SCIENCE & TECHNOLOGY - SCIE","5,223","7.6","Q1","2.08","99.03"%,
"Lancet Regional Health-Americas","LANCET REG HEALTH-AM","2667-193X","2667-193X","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - ESCI","1,153","7.4","N/A","2.31","84.15"%,
"Journal of Epidemiology and Global Health","J EPIDEMIOL GLOB HEA","2210-6006","2210-6014","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","1,888","7.3","Q1","1.3","98.81"%,
"Journal of Epidemiology and Global Health","J EPIDEMIOL GLOB HEA","2210-6006","2210-6014","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","1,888","7.3","Q1","1.3","98.81"%,
"Current Pollution Reports","CURR POLLUT REP","2198-6592","2198-6592","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","1,943","7.3","Q1","1.22","17.12"%,
"JOURNAL OF CLINICAL EPIDEMIOLOGY","J CLIN EPIDEMIOL","0895-4356","1878-5921","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","43,090","7.2","Q1","1.82","38.08"%,
"Journal of Global Health","J GLOB HEALTH","2047-2978","2047-2986","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","5,054","7.2","Q1","1.06","90.04"%,
"Journal of Global Health","J GLOB HEALTH","2047-2978","2047-2986","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","5,054","7.2","Q1","1.06","90.04"%,
"JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS","J TOXICOL ENV HEAL B","1093-7404","1521-6950","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","2,313","7.2","Q1","0.84","26.67"%,
"Lancet Regional Health-Western Pacific","LANCET REG HEALTH-W","N/A","2666-6065","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","1,819","7.1","Q1","1.93","86.01"%,
"Lancet Regional Health-Western Pacific","LANCET REG HEALTH-W","N/A","2666-6065","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","1,819","7.1","Q1","1.93","86.01"%,
"Journal of Hospital Infection","J HOSP INFECT","0195-6701","1532-2939","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","11,562","6.9","Q1","1.33","27.64"%,
"Quantum Science and Technology","QUANTUM SCI TECHNOL","2058-9565","2058-9565","QUANTUM SCIENCE & TECHNOLOGY - SCIE","3,219","6.7","Q1","1.87","35.13"%,
"Journal of Infection and Public Health","J INFECT PUBLIC HEAL","1876-0341","1876-035X","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","6,941","6.7","Q1","1.35","96.04"%,
"JOURNAL OF URBAN HEALTH-BULLETIN OF THE NEW YORK ACADEMY OF MEDICINE","J URBAN HEALTH","1099-3460","1468-2869","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","6,045","6.6","Q1","1.59","25"%,
"Quantum","QUANTUM-AUSTRIA","2521-327X","2521-327X","QUANTUM SCIENCE & TECHNOLOGY - SCIE","5,074","6.4","Q2","1.66","69.49"%,
"JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH","J EPIDEMIOL COMMUN H","0143-005X","1470-2738","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","18,465","6.3","Q1","1.49","43.74"%,
"JOURNAL OF EPIDEMIOLOGY AND COMMUNITY HEALTH","J EPIDEMIOL COMMUN H","0143-005X","1470-2738","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","18,465","6.3","Q1","1.49","43.74"%,
"Progress in Disaster Science","PROG DISASTER SCI","2590-0617","2590-0617","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - ESCI","1,150","6.3","N/A","1.28","93.5"%,
"SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT & HEALTH","SCAND J WORK ENV HEA","0355-3140","1795-990X","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","6,560","6.3","Q1","1.16","93.72"%,
"SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT & HEALTH","SCAND J WORK ENV HEA","0355-3140","1795-990X","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","6,560","6.3","Q1","1.16","93.72"%,
"INTERNATIONAL JOURNAL OF HYGIENE AND ENVIRONMENTAL HEALTH","INT J HYG ENVIR HEAL","1438-4639","1618-131X","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","8,702","6","Q1","1.51","37.17"%,
"Environmental Health","ENVIRON HEALTH-GLOB","N/A","1476-069X","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","8,741","6","Q1","1.2","100"%,
"Sexual and Reproductive Health Matters","SEX REPROD HLTH MATT","N/A","2641-0397","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","705","6","Q1","0.66","99.33"%,
"ACCIDENT ANALYSIS AND PREVENTION","ACCIDENT ANAL PREV","0001-4575","1879-2057","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","29,330","5.9","Q1","2","11.02"%,
"JOURNAL OF COMMUNITY HEALTH","J COMMUN HEALTH","0094-5145","1573-3610","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","5,808","5.9","Q1","1.59","6.67"%,
"INDOOR AIR","INDOOR AIR","0905-6947","1600-0668","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","9,226","5.8","Q1","0.98","76.66"%,
"Perspectives in Public Health","PERSPECT PUBLIC HEAL","1757-9139","1757-9147","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","1,425","5.8","Q1","0.61","36.11"%,
"npj Quantum Materials","NPJ QUANTUM MATER","N/A","2397-4648","QUANTUM SCIENCE & TECHNOLOGY - SCIE","2,785","5.7","Q2","1.27","100"%,
"NEUROEPIDEMIOLOGY","NEUROEPIDEMIOLOGY","0251-5350","1423-0208","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","4,594","5.7","Q1","1.09","18.07"%,
"ANNALS OF EPIDEMIOLOGY","ANN EPIDEMIOL","1047-2797","1873-2585","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","9,023","5.6","Q1","1.3","15.85"%,
"AMERICAN JOURNAL OF PREVENTIVE MEDICINE","AM J PREV MED","0749-3797","1873-2607","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","27,455","5.5","Q1","1.44","21.38"%,
"AMERICAN JOURNAL OF PREVENTIVE MEDICINE","AM J PREV MED","0749-3797","1873-2607","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","27,455","5.5","Q1","1.44","21.38"%,
"Antimicrobial Resistance and Infection Control","ANTIMICROB RESIST IN","2047-2994","2047-2994","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","6,116","5.5","Q1","1.16","99.2"%,
"Preventing Chronic Disease","PREV CHRONIC DIS","1545-1151","1545-1151","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","6,539","5.5","Q1","0.91","98.63"%,
"Preventing Chronic Disease","PREV CHRONIC DIS","1545-1151","1545-1151","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","6,539","5.5","Q1","0.91","98.63"%,
"EPIDEMIOLOGIC REVIEWS","EPIDEMIOL REV","0193-936X","1478-6729","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","3,573","5.5","Q1","0.71","28.13"%,
"PUBLIC HEALTH REVIEWS","PUBLIC HEALTH REV","N/A","2107-6952","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - ESCI","1,471","5.5","N/A","0.69","98.7"%,
"SOCIAL SCIENCE & MEDICINE","SOC SCI MED","0277-9536","1873-5347","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","59,226","5.4","Q1","1.6","31.44"%,
"SOCIAL SCIENCE & MEDICINE","SOC SCI MED","0277-9536","1873-5347","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","59,226","5.4","Q1","1.6","31.44"%,
"EPIDEMIOLOGY","EPIDEMIOLOGY","1044-3983","1531-5487","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","16,392","5.4","Q1","1.19","21.67"%,
"EPIDEMIOLOGY","EPIDEMIOLOGY","1044-3983","1531-5487","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","16,392","5.4","Q1","1.19","21.67"%,
"EPJ Quantum Technology","EPJ QUANTUM TECHNOL","2662-4400","2196-0763","QUANTUM SCIENCE & TECHNOLOGY - SCIE","476","5.3","Q2","1.42","100"%,
"TOBACCO CONTROL","TOB CONTROL","0964-4563","1468-3318","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","10,561","5.2","Q1","1.72","28.88"%,
"TOBACCO CONTROL","TOB CONTROL","0964-4563","1468-3318","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","10,561","5.2","Q1","1.72","28.88"%,
"Frontiers in Public Health","FRONT PUBLIC HEALTH","N/A","2296-2565","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","28,184","5.2","Q1","1.19","99.23"%,
"Frontiers in Public Health","FRONT PUBLIC HEALTH","N/A","2296-2565","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","28,184","5.2","Q1","1.19","99.23"%,
"PUBLIC HEALTH","PUBLIC HEALTH","0033-3506","1476-5616","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","10,649","5.2","Q1","0.99","17.1"%,
"PUBLIC HEALTH","PUBLIC HEALTH","0033-3506","1476-5616","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","10,649","5.2","Q1","0.99","17.1"%,
"Journal of Occupational Health Psychology","J OCCUP HEALTH PSYCH","1076-8998","1939-1307","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","9,213","5.1","Q1","1.78","0"%,
"Preventive Medicine","PREV MED","0091-7435","1096-0260","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","22,414","5.1","Q1","1.28","22.33"%,
"OCCUPATIONAL MEDICINE-OXFORD","OCCUP MED-OXFORD","0962-7480","1471-8405","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","5,254","5.1","Q1","0.81","12.88"%,
"JOURNAL OF HEALTH AND SOCIAL BEHAVIOR","J HEALTH SOC BEHAV","0022-1465","2150-6000","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","11,854","5","Q1","1.55","9.09"%,
"Health Reports","HEALTH REP","0840-6529","1209-1367","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","1,684","5","Q1","1.47","0"%,
"Health Reports","HEALTH REP","0840-6529","1209-1367","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","1,684","5","Q1","1.47","0"%,
"AMERICAN JOURNAL OF EPIDEMIOLOGY","AM J EPIDEMIOL","0002-9262","1476-6256","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","41,526","5","Q1","1.29","26.14"%,
"One Health","ONE HEALTH-AMSTERDAM","N/A","2352-7714","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","1,799","5","Q1","1.15","91.72"%,
"IEEE JOURNAL OF SELECTED TOPICS IN QUANTUM ELECTRONICS","IEEE J SEL TOP QUANT","1077-260X","1558-4542","QUANTUM SCIENCE & TECHNOLOGY - SCIE","12,158","4.9","Q2","1.31","20.04"%,
"JOURNAL OF RURAL HEALTH","J RURAL HEALTH","0890-765X","1748-0361","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","3,473","4.9","Q1","1.3","10.89"%,
"JOURNAL OF RURAL HEALTH","J RURAL HEALTH","0890-765X","1748-0361","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","3,473","4.9","Q1","1.3","10.89"%,
"OCCUPATIONAL AND ENVIRONMENTAL MEDICINE","OCCUP ENVIRON MED","1351-0711","1470-7926","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","10,734","4.9","Q1","1.23","29.23"%,
"AIDS PATIENT CARE AND STDS","AIDS PATIENT CARE ST","1087-2914","1557-7449","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","3,566","4.9","Q1","1.05","18.24"%,
"AMERICAN JOURNAL OF INFECTION CONTROL","AM J INFECT CONTROL","0196-6553","1527-3296","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","11,852","4.9","Q1","1.03","11.49"%,
"International Journal of Health Geographics","INT J HEALTH GEOGR","1476-072X","1476-072X","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","3,178","4.9","Q1","1.01","100"%,
"International Journal of Health Geographics","INT J HEALTH GEOGR","1476-072X","1476-072X","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","3,178","4.9","Q1","1.01","100"%,
"One Health Outlook","ONE HEALTH OUTLOOK","2524-4655","2524-4655","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - ESCI","245","4.9","N/A","0.74","98.39"%,
"HEALTH & PLACE","HEALTH PLACE","1353-8292","1873-2054","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","11,021","4.8","Q2","1.31","32.25"%,
"HEALTH & PLACE","HEALTH PLACE","1353-8292","1873-2054","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","11,021","4.8","Q1","1.31","32.25"%,
"LGBT Health","LGBT HEALTH","2325-8292","2325-8306","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","2,450","4.8","Q2","1.26","4.85"%,
"LGBT Health","LGBT HEALTH","2325-8292","2325-8306","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","2,450","4.8","Q1","1.26","4.85"%,
"International Journal for Equity in Health","INT J EQUITY HEALTH","N/A","1475-9276","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","8,810","4.8","Q1","1.16","99.85"%,
"GeoHealth","GEOHEALTH","2471-1403","2471-1403","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","1,119","4.8","Q2","1.07","65.69"%,
"Quantum Machine Intelligence","QUANT MACH INTELL","2524-4906","2524-4914","QUANTUM SCIENCE & TECHNOLOGY - ESCI","307","4.8","N/A","1.01","47.3"%,
"China CDC Weekly","CHINA CDC WEEKLY","N/A","2096-7071","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","1,522","4.7","Q2","1.54","76.33"%,
"China CDC Weekly","CHINA CDC WEEKLY","N/A","2096-7071","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","1,522","4.7","Q1","1.54","76.33"%,
"NICOTINE & TOBACCO RESEARCH","NICOTINE TOB RES","1462-2203","1469-994X","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","11,165","4.7","Q2","1.28","20.68"%,
"NICOTINE & TOBACCO RESEARCH","NICOTINE TOB RES","1462-2203","1469-994X","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","11,165","4.7","Q1","1.28","20.68"%,
"JOURNAL OF EPIDEMIOLOGY","J EPIDEMIOL","0917-5040","0917-5040","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","4,952","4.7","Q2","1.22","100"%,
"SSM-Population Health","SSM-POPUL HLTH","2352-8273","2352-8273","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","4,648","4.7","Q2","1.2","93.5"%,
"SSM-Population Health","SSM-POPUL HLTH","2352-8273","2352-8273","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","4,648","4.7","Q1","1.2","93.5"%,
"JOURNAL OF PUBLIC HEALTH","J PUBLIC HEALTH-UK","1741-3842","1741-3850","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","6,075","4.7","Q2","1.1","19.81"%,
"JOURNAL OF PUBLIC HEALTH","J PUBLIC HEALTH-UK","1741-3842","1741-3850","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","6,075","4.7","Q1","1.1","19.81"%,
"Environmental Health and Preventive Medicine","ENVIRON HEALTH PREV","1342-078X","1347-4715","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","3,233","4.7","Q2","1.08","99.57"%,
"Environmental Health and Preventive Medicine","ENVIRON HEALTH PREV","1342-078X","1347-4715","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","3,233","4.7","Q1","1.08","99.57"%,
"International Journal of Transgender Health","INT J TRANSGEND HEAL","2689-5269","2689-5277","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","557","4.6","Q2","1.15","21.64"%,
"International Journal of Transgender Health","INT J TRANSGEND HEAL","2689-5269","2689-5277","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","557","4.6","Q1","1.15","21.64"%,
"Journal of Migration and Health","J MIGRATION HEALTH","2666-6235","2666-6235","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - ESCI","395","4.6","N/A","0.94","100"%,
"International Journal of Public Health","INT J PUBLIC HEALTH","1661-8556","1661-8564","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","5,443","4.6","Q2","0.9","75.76"%,
"International Journal of Public Health","INT J PUBLIC HEALTH","1661-8556","1661-8564","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","5,443","4.6","Q1","0.9","75.76"%,
"Disability and Health Journal","DISABIL HEALTH J","1936-6574","1876-7583","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","3,322","4.5","Q2","1.51","17.73"%,
"Disability and Health Journal","DISABIL HEALTH J","1936-6574","1876-7583","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","3,322","4.5","Q1","1.51","17.73"%,
"Journal of Exposure Science and Environmental Epidemiology","J EXPO SCI ENV EPID","1559-0631","1559-064X","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","6,073","4.5","Q2","1.22","27.79"%,
"Israel Journal of Health Policy Research","ISR J HEALTH POLICY","2045-4015","2045-4015","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","1,135","4.5","Q1","1.19","98.69"%,
"BMC PUBLIC HEALTH","BMC PUBLIC HEALTH","N/A","1471-2458","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","75,282","4.5","Q2","1.1","99.71"%,
