"Journal Data Filtered By:  Selected Categories: PSYCHOLOGY, MULTIDISCIPLINARY;PSYCHOLOGY, PSYCHOANALYSIS;PSYCHOLOGY, SOCIAL;PUBLIC ADMINISTRATION Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY","J PERS SOC PSYCHOL","0022-3514","1939-1315","PSYCHOLOGY, SOCIAL - SSCI","90,177","7.6","Q1","2.4","0"%,
"CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE","CURR DIR PSYCHOL SCI","0963-7214","1467-8721","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","16,947","7.2","Q1","2.25","23.45"%,
"European Review of Social Psychology","EUR REV SOC PSYCHOL","1046-3283","1479-277X","PSYCHOLOGY, SOCIAL - SSCI","2,635","7.2","Q1","2.02","28.21"%,
"CLIMATE POLICY","CLIM POLICY","1469-3062","1752-7457","PUBLIC ADMINISTRATION - SSCI","4,855","7.1","Q1","1.76","37.65"%,
"Policy Design and Practice","POLICY DES PRACT","N/A","2574-1292","PUBLIC ADMINISTRATION - ESCI","632","7","N/A","2.46","93.33"%,
"PSYCHOLOGICAL METHODS","PSYCHOL METHODS","1082-989X","1939-1463","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","19,422","7","Q1","2.44","0.41"%,
"JOURNAL OF ENVIRONMENTAL PSYCHOLOGY","J ENVIRON PSYCHOL","0272-4944","1522-9610","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","17,448","6.9","Q1","1.74","29.24"%,
"Cyberpsychology Behavior and Social Networking","CYBERPSYCH BEH SOC N","2152-2715","2152-2723","PSYCHOLOGY, SOCIAL - SSCI","7,881","6.6","Q1","1.41","6.33"%,
"JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES","J GERONTOL B-PSYCHOL","1079-5014","1758-5368","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","14,789","6.2","Q1","2.08","14.22"%,
"EUROPEAN JOURNAL OF PERSONALITY","EUR J PERSONALITY","0890-2070","1099-0984","PSYCHOLOGY, SOCIAL - SSCI","5,089","5.9","Q1","1.52","24.37"%,
"Current Opinion in Psychology","CURR OPIN PSYCHOL","2352-250X","2352-2518","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","9,309","5.9","Q1","1.18","20.63"%,
"ENVIRONMENT AND BEHAVIOR","ENVIRON BEHAV","0013-9165","1552-390X","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","8,821","5.7","Q1","1.57","12.61"%,
"Social Psychological and Personality Science","SOC PSYCHOL PERS SCI","1948-5506","1948-5514","PSYCHOLOGY, SOCIAL - SSCI","7,240","5.7","Q1","1.46","19.34"%,
"Earth System Governance","EARTH SYST GOV-NETH","2589-8116","2589-8116","PUBLIC ADMINISTRATION - ESCI","500","5.6","N/A","2.52","96.47"%,
"PSYCHOLOGICAL REVIEW","PSYCHOL REV","0033-295X","1939-1471","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","33,316","5.4","Q1","1.97","4.52"%,
"BRITISH JOURNAL OF SOCIAL PSYCHOLOGY","BRIT J SOC PSYCHOL","0144-6665","2044-8309","PSYCHOLOGY, SOCIAL - SSCI","6,760","5.4","Q1","1.52","38.17"%,
"Emotion Review","EMOT REV","1754-0739","1754-0747","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","3,846","5.4","Q1","1.51","21.33"%,
"INTERNATIONAL JOURNAL OF HUMAN-COMPUTER STUDIES","INT J HUM-COMPUT ST","1071-5819","1095-9300","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","7,303","5.4","Q1","1.32","28.14"%,
"FEMINISM & PSYCHOLOGY","FEM PSYCHOL","0959-3535","1461-7161","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","1,795","5.4","Q1","1.06","29.47"%,
"POLICY SCIENCES","POLICY SCI","0032-2687","1573-0891","PUBLIC ADMINISTRATION - SSCI","3,106","5.3","Q1","1.56","48.11"%,
"Body Image","BODY IMAGE","1740-1445","1873-6807","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","7,267","5.2","Q1","1.55","15.27"%,
"Journal of Black Psychology","J BLACK PSYCHOL","0095-7984","1552-4558","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","2,104","5.2","Q1","0.94","3.49"%,
"Behavioural Public Policy","BEHAV PUBLIC POLICY","2398-063X","2398-0648","PSYCHOLOGY, SOCIAL - ESCI","695","5.1","N/A","1.45","17.39"%,
"Behavioural Public Policy","BEHAV PUBLIC POLICY","2398-063X","2398-0648","PUBLIC ADMINISTRATION - ESCI","695","5.1","N/A","1.45","17.39"%,
"European Policy Analysis","EUR POLICY ANAL","N/A","2380-6567","PUBLIC ADMINISTRATION - ESCI","374","5","N/A","1.97","47.76"%,
"JOURNAL OF HEALTH AND SOCIAL BEHAVIOR","J HEALTH SOC BEHAV","0022-1465","2150-6000","PSYCHOLOGY, SOCIAL - SSCI","11,854","5","Q1","1.55","9.09"%,
"AMERICAN REVIEW OF PUBLIC ADMINISTRATION","AM REV PUBLIC ADM","0275-0740","1552-3357","PUBLIC ADMINISTRATION - SSCI","3,053","5","Q1","1.47","5.59"%,
"JOURNAL OF PERSONALITY","J PERS","0022-3506","1467-6494","PSYCHOLOGY, SOCIAL - SSCI","11,604","5","Q1","1.37","27.33"%,
"Public Management Review","PUBLIC MANAG REV","1471-9037","1471-9045","PUBLIC ADMINISTRATION - SSCI","6,243","4.9","Q1","1.42","27.08"%,
"CHILD ABUSE & NEGLECT","CHILD ABUSE NEGLECT","0145-2134","1873-7757","PSYCHOLOGY, SOCIAL - SSCI","19,304","4.8","Q1","1.73","13.88"%,
"Psychosocial Intervention","PSYCHOSOC INTERV","1132-0559","2173-4712","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","828","4.8","Q1","1.48","98.08"%,
"MOTIVATION AND EMOTION","MOTIV EMOTION","0146-7239","1573-6644","PSYCHOLOGY, SOCIAL - SSCI","6,116","4.8","Q1","0.78","28.64"%,
"POLICY AND POLITICS","POLICY POLIT","0305-5736","1470-8442","PUBLIC ADMINISTRATION - SSCI","1,609","4.7","Q1","1.73","17.39"%,
"JOURNAL OF LOSS & TRAUMA","J LOSS TRAUMA","1532-5024","1532-5032","PSYCHOLOGY, SOCIAL - SSCI","2,030","4.7","Q1","1.03","7.25"%,
"POLITICAL PSYCHOLOGY","POLIT PSYCHOL","0162-895X","1467-9221","PSYCHOLOGY, SOCIAL - SSCI","7,167","4.6","Q1","1.74","33.48"%,
"Journal of Happiness Studies","J HAPPINESS STUD","1389-4978","1573-7780","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","9,207","4.6","Q1","1.67","28.77"%,
"CANADIAN PSYCHOLOGY-PSYCHOLOGIE CANADIENNE","CAN PSYCHOL","0708-5591","1878-7304","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","2,791","4.6","Q1","1.37","0"%,
"ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES","ORGAN BEHAV HUM DEC","0749-5978","1095-9920","PSYCHOLOGY, SOCIAL - SSCI","17,069","4.6","Q1","1.37","19.91"%,
"EUROPEAN PSYCHOLOGIST","EUR PSYCHOL","1016-9040","1878-531X","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","2,649","4.6","Q1","1.23","15.29"%,
"AGGRESSION AND VIOLENT BEHAVIOR","AGGRESS VIOLENT BEH","1359-1789","1873-6335","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","6,576","4.6","Q1","1.12","7.33"%,
"Social and Personality Psychology Compass","SOC PERSONAL PSYCHOL","N/A","1751-9004","PSYCHOLOGY, SOCIAL - SSCI","6,175","4.6","Q1","1.09","27.61"%,
"Journal of Psychedelic Studies","J PSYCHEDELIC STUD","N/A","2559-9283","PSYCHOLOGY, MULTIDISCIPLINARY - ESCI","226","4.5","N/A","0.97","98.04"%,
"GROUP PROCESSES & INTERGROUP RELATIONS","GROUP PROCESS INTERG","1368-4302","1461-7188","PSYCHOLOGY, SOCIAL - SSCI","4,421","4.4","Q2","1.18","22.42"%,
"PERSONALITY AND INDIVIDUAL DIFFERENCES","PERS INDIV DIFFER","0191-8869","1873-3549","PSYCHOLOGY, SOCIAL - SSCI","39,544","4.3","Q2","1.31","12.21"%,
"Journal of Positive Psychology","J POSIT PSYCHOL","1743-9760","1743-9779","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","6,354","4.3","Q1","1.14","9.12"%,
"Psychology Research and Behavior Management","PSYCHOL RES BEHAV MA","1179-1578","1179-1578","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","3,038","4.3","Q1","1.07","97.61"%,
"JOURNAL OF PUBLIC ADMINISTRATION RESEARCH AND THEORY","J PUBL ADM RES THEOR","1053-1858","1477-9803","PUBLIC ADMINISTRATION - SSCI","6,690","4.2","Q1","2.2","26.7"%,
"JOURNAL OF EUROPEAN PUBLIC POLICY","J EUR PUBLIC POLICY","1350-1763","1466-4429","PUBLIC ADMINISTRATION - SSCI","6,063","4.2","Q1","1.89","41.77"%,
"REVIEW OF GENERAL PSYCHOLOGY","REV GEN PSYCHOL","1089-2680","1939-1552","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","6,378","4.2","Q1","1.22","20.62"%,
"PSYCHOLOGY OF WOMEN QUARTERLY","PSYCHOL WOMEN QUART","0361-6843","1471-6402","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","5,352","4","Q1","1.66","11.43"%,
"BRITISH JOURNAL OF PSYCHOLOGY","BRIT J PSYCHOL","0007-1269","2044-8295","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","5,761","4","Q1","1.24","28.98"%,
"PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN","PERS SOC PSYCHOL B","0146-1672","1552-7433","PSYCHOLOGY, SOCIAL - SSCI","21,914","4","Q2","1.11","15.9"%,
"JOURNAL OF SOCIAL ISSUES","J SOC ISSUES","0022-4537","1540-4560","PSYCHOLOGY, SOCIAL - SSCI","10,042","3.9","Q2","1.7","13.3"%,
"Review of Public Personnel Administration","REV PUBLIC PERS ADM","0734-371X","1552-759X","PUBLIC ADMINISTRATION - SSCI","1,587","3.9","Q1","1.44","17.16"%,
"EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY","EUR J SOC PSYCHOL","0046-2772","1099-0992","PSYCHOLOGY, SOCIAL - SSCI","8,948","3.9","Q2","1.14","30.99"%,
"POLICY STUDIES JOURNAL","POLICY STUD J","0190-292X","1541-0072","PUBLIC ADMINISTRATION - SSCI","3,417","3.8","Q1","2.17","17.11"%,
"Policy Insights from the Behavioral and Brain Sciences","POL INS BEH BRAIN SC","2372-7322","2372-7330","PSYCHOLOGY, MULTIDISCIPLINARY - ESCI","958","3.8","N/A","1.53","10.39"%,
"SEX ROLES","SEX ROLES","0360-0025","1573-2762","PSYCHOLOGY, SOCIAL - SSCI","11,272","3.8","Q2","1.39","14.85"%,
"JOURNAL OF POLICY ANALYSIS AND MANAGEMENT","J POLICY ANAL MANAG","0276-8739","1520-6688","PUBLIC ADMINISTRATION - SSCI","3,230","3.8","Q1","1.37","11.85"%,
"ANNALS OF BEHAVIORAL MEDICINE","ANN BEHAV MED","0883-6612","1532-4796","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","9,402","3.8","Q1","1.31","12.42"%,
"Psychology of Sexual Orientation and Gender Diversity","PSYCHOL SEX ORIENTAT","2329-0382","2329-0390","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","2,378","3.8","Q1","1.27","0"%,
"DEATH STUDIES","DEATH STUD","0748-1187","1091-7683","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","4,367","3.8","Q1","1.21","10.19"%,
"Frontiers in Psychology","FRONT PSYCHOL","1664-1078","1664-1078","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","108,118","3.8","Q1","1.04","99.39"%,
"ANXIETY STRESS AND COPING","ANXIETY STRESS COPIN","1061-5806","1477-2205","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","3,796","3.7","Q2","0.85","10.55"%,
"SMALL GROUP RESEARCH","SMALL GR RES","1046-4964","1552-8278","PSYCHOLOGY, SOCIAL - SSCI","2,239","3.7","Q2","0.78","25"%,
"PSICOTHEMA","PSICOTHEMA","0214-9915","1886-144X","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","4,493","3.6","Q2","1.2","0"%,
"JOURNAL OF ACCOUNTING AND PUBLIC POLICY","J ACCOUNT PUBLIC POL","0278-4254","1873-2070","PUBLIC ADMINISTRATION - SSCI","3,702","3.6","Q2","1.09","9.03"%,
"BMC Psychology","BMC PSYCHOL","N/A","2050-7283","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","3,003","3.6","Q2","0.99","99.69"%,
"PSYCHO-ONCOLOGY","PSYCHO-ONCOLOGY","1057-9249","1099-1611","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","15,362","3.6","Q2","0.8","18.84"%,
"PUBLIC ADMINISTRATION","PUBLIC ADMIN","0033-3298","1467-9299","PUBLIC ADMINISTRATION - SSCI","5,033","3.5","Q2","1.54","32.2"%,
"Risk Hazards & Crisis in Public Policy","RISK HAZARDS CRISIS","1944-4079","1944-4079","PUBLIC ADMINISTRATION - ESCI","485","3.5","N/A","1.05","24.24"%,
"JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY","J EXP SOC PSYCHOL","0022-1031","1096-0465","PSYCHOLOGY, SOCIAL - SSCI","16,057","3.5","Q2","0.96","19.44"%,
"JOURNAL OF ECONOMIC PSYCHOLOGY","J ECON PSYCHOL","0167-4870","1872-7719","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","6,556","3.5","Q2","0.95","23.44"%,
"Journal of Intelligence","J INTELL-BASEL","N/A","2079-3200","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","971","3.5","Q2","0.8","99.53"%,
"PSYCHOLOGY OF ADDICTIVE BEHAVIORS","PSYCHOL ADDICT BEHAV","0893-164X","1939-1501","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","6,005","3.4","Q2","1.07","0.31"%,
"JOURNAL OF PERSONALITY ASSESSMENT","J PERS ASSESS","0022-3891","1532-7752","PSYCHOLOGY, SOCIAL - SSCI","11,512","3.4","Q2","0.93","10"%,
"Cultural Diversity & Ethnic Minority Psychology","CULT DIVERS ETHN MIN","1099-9809","1939-0106","PSYCHOLOGY, SOCIAL - SSCI","4,601","3.3","Q2","1.39","0"%,
"Journal of Comparative Policy Analysis","J COMP POLICY ANAL","1387-6988","1572-5448","PUBLIC ADMINISTRATION - SSCI","1,106","3.3","Q2","1.22","16.95"%,
"Motivation Science","MOTIV SCI","2333-8113","2333-8121","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","758","3.3","Q2","1.06","0"%,
"PSYCHOSOMATIC MEDICINE","PSYCHOSOM MED","0033-3174","1534-7796","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","13,693","3.3","Q2","0.97","11.73"%,
"PSYCHOLOGY & HEALTH","PSYCHOL HEALTH","0887-0446","1476-8321","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","7,574","3.3","Q2","0.95","20.9"%,
"JOURNAL OF RESEARCH IN PERSONALITY","J RES PERS","0092-6566","1095-7251","PSYCHOLOGY, SOCIAL - SSCI","11,055","3.3","Q2","0.91","14.43"%,
"Perspectives on Public Management and Governance","PERSPECT PUBLIC MAN","2398-4910","2398-4929","PUBLIC ADMINISTRATION - ESCI","521","3.2","N/A","1.26","18.29"%,
"SOCIAL POLICY & ADMINISTRATION","SOC POLICY ADMIN","0144-5596","1467-9515","PUBLIC ADMINISTRATION - SSCI","2,449","3.2","Q2","1.15","37.55"%,
"Traumatology","TRAUMATOLOGY","N/A","1085-9373","PSYCHOLOGY, MULTIDISCIPLINARY - ESCI","1,770","3.2","N/A","0.93","0"%,
"INTERNATIONAL JOURNAL OF PSYCHOLOGY","INT J PSYCHOL","0020-7594","1464-066X","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","4,395","3.2","Q2","0.9","16.77"%,
"SUICIDE AND LIFE-THREATENING BEHAVIOR","SUICIDE LIFE-THREAT","0363-0234","1943-278X","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","5,994","3.2","Q2","0.9","9.97"%,
"Public Policy and Administration","PUBLIC POLICY ADMIN","0952-0767","1749-4192","PUBLIC ADMINISTRATION - SSCI","863","3.1","Q2","1.31","28.85"%,
"Journal of Public Budgeting Accounting & Financial Management","J PUBLIC BUDGET ACC","1096-3367","1945-1814","PUBLIC ADMINISTRATION - ESCI","528","3.1","N/A","1.14","22.29"%,
"AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY","AM J COMMUN PSYCHOL","0091-0562","1573-2770","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","7,895","3.1","Q2","1.07","12.45"%,
"Public Performance & Management Review","PUBLIC PERFORM MANAG","1530-9576","1557-9271","PUBLIC ADMINISTRATION - SSCI","1,614","3.1","Q2","1","11.58"%,
"CANADIAN PUBLIC POLICY-ANALYSE DE POLITIQUES","CAN PUBLIC POL","0317-0861","1911-9917","PUBLIC ADMINISTRATION - SSCI","864","3.1","Q2","0.91","0"%,
"GROUP DYNAMICS-THEORY RESEARCH AND PRACTICE","GROUP DYN-THEOR RES","1089-2699","1930-7802","PSYCHOLOGY, SOCIAL - SSCI","1,273","3.1","Q2","0.72","0"%,
"Regulation & Governance","REGUL GOV","1748-5983","1748-5991","PUBLIC ADMINISTRATION - SSCI","1,798","3","Q2","2.23","40.07"%,
"Journal of Chinese Governance","J CHIN GOV","2381-2346","2381-2354","PUBLIC ADMINISTRATION - SSCI","426","3","Q2","1.3","6.25"%,
"Psychology of Popular Media","PSYCHOL POP MEDIA","2689-6567","2689-6575","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","428","3","Q2","1.21","0"%,
"JOURNAL OF EUROPEAN SOCIAL POLICY","J EUR SOC POLICY","0958-9287","1461-7269","PUBLIC ADMINISTRATION - SSCI","2,383","3","Q2","1.14","31.34"%,
"INTELLIGENCE","INTELLIGENCE","0160-2896","1873-7935","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","4,878","3","Q2","1","25.48"%,
"PUBLIC PERSONNEL MANAGEMENT","PUBLIC PERS MANAGE","0091-0260","1945-7421","PUBLIC ADMINISTRATION - SSCI","1,228","3","Q2","0.96","5"%,
"Stigma and Health","STIGMA HEALTH","2376-6972","2376-6964","PSYCHOLOGY, SOCIAL - ESCI","1,078","3","N/A","0.85","0"%,
"Crisis-The Journal of Crisis Intervention and Suicide Prevention","CRISIS","0227-5910","2151-2396","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","2,614","3","Q2","0.72","14.75"%,
"JOURNAL OF CROSS-CULTURAL PSYCHOLOGY","J CROSS CULT PSYCHOL","0022-0221","1552-5422","PSYCHOLOGY, SOCIAL - SSCI","7,580","3","Q2","0.72","14.56"%,
"Europes Journal of Psychology","EUR J PSYCHOL","1841-0413","1841-0413","PSYCHOLOGY, MULTIDISCIPLINARY - ESCI","1,255","3","N/A","0.54","97.12"%,
"GOVERNANCE-AN INTERNATIONAL JOURNAL OF POLICY ADMINISTRATION AND INSTITUTIONS","GOVERNANCE","0952-1895","1468-0491","PUBLIC ADMINISTRATION - SSCI","2,962","2.9","Q2","1.19","26.52"%,
"Cyberpsychology-Journal of Psychosocial Research on Cyberspace","CYBERPSYCHOLOGY","1802-7962","1802-7962","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","989","2.9","Q2","1.12","99.19"%,
"AGGRESSIVE BEHAVIOR","AGGRESSIVE BEHAV","0096-140X","1098-2337","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","4,135","2.9","Q2","0.97","18.54"%,
"Asia Pacific Journal of Public Administration","ASIA PAC J PUBLIC AM","2327-6665","2327-6673","PUBLIC ADMINISTRATION - ESCI","266","2.9","N/A","0.68","3.13"%,
"International Journal of Intercultural Relations","INT J INTERCULT REL","0147-1767","1873-7552","PSYCHOLOGY, SOCIAL - SSCI","4,953","2.8","Q2","1.21","17.44"%,
"JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS","J SOC PERS RELAT","0265-4075","1460-3608","PSYCHOLOGY, SOCIAL - SSCI","6,481","2.8","Q2","1.04","14.47"%,
"CURRENT PSYCHOLOGY","CURR PSYCHOL","1046-1310","1936-4733","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","11,031","2.8","Q2","0.98","17.69"%,
"Nonprofit Management & Leadership","NONPROFIT MANAG LEAD","1048-6682","1542-7854","PUBLIC ADMINISTRATION - SSCI","1,645","2.8","Q3","0.75","10"%,
"ARCHIVES OF SUICIDE RESEARCH","ARCH SUICIDE RES","1381-1118","1543-6136","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","2,666","2.8","Q2","0.68","9.41"%,
"International Journal of Public Sector Management","INT J PUBLIC SECT MA","0951-3558","1758-6666","PUBLIC ADMINISTRATION - ESCI","1,677","2.8","N/A","0.62","10.32"%,
"RESEARCH ON LANGUAGE AND SOCIAL INTERACTION","RES LANG SOC INTERAC","0835-1813","1532-7973","PSYCHOLOGY, SOCIAL - SSCI","1,883","2.7","Q3","1.52","30.65"%,
"SOCIAL PSYCHOLOGY QUARTERLY","SOC PSYCHOL QUART","0190-2725","1939-8999","PSYCHOLOGY, SOCIAL - SSCI","4,253","2.7","Q3","1.17","12.12"%,
"AUSTRALIAN JOURNAL OF PSYCHOLOGY","AUST J PSYCHOL","0004-9530","1742-9536","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","1,549","2.7","Q2","0.89","22.32"%,
"NEUROBIOLOGY OF LEARNING AND MEMORY","NEUROBIOL LEARN MEM","1074-7427","1095-9564","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","7,330","2.7","Q2","0.85","23.15"%,
"Environment and Planning C-Politics and Space","ENVIRON PLAN C-POLIT","2399-6544","2399-6552","PUBLIC ADMINISTRATION - SSCI","3,428","2.7","Q3","0.82","29.43"%,
"Psychology of Men & Masculinities","PSYCHOL MEN MASCULIN","1524-9220","1939-151X","PSYCHOLOGY, SOCIAL - SSCI","2,662","2.7","Q3","0.79","0"%,
"JOURNAL OF COMMUNITY & APPLIED SOCIAL PSYCHOLOGY","J COMMUNITY APPL SOC","1052-9284","1099-1298","PSYCHOLOGY, SOCIAL - SSCI","2,060","2.7","Q3","0.78","31.98"%,
"JOURNAL OF PSYCHOLOGY","J PSYCHOL","0022-3980","1940-1019","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","5,139","2.7","Q2","0.78","7.89"%,
"Personality and Mental Health","PERSONAL MENT HEALTH","1932-8621","1932-863X","PSYCHOLOGY, SOCIAL - SSCI","805","2.7","Q3","0.7","23.71"%,
"Science and Public Policy","SCI PUBL POLICY","0302-3427","1471-5430","PUBLIC ADMINISTRATION - SSCI","2,956","2.7","Q3","0.68","28.51"%,
"JOURNAL OF HOMOSEXUALITY","J HOMOSEXUAL","0091-8369","1540-3602","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","5,047","2.6","Q2","1.11","6.32"%,
"International Public Management Journal","INT PUBLIC MANAG J","1096-7494","1559-3169","PUBLIC ADMINISTRATION - SSCI","1,563","2.6","Q3","0.9","20.9"%,
"BEHAVIOR GENETICS","BEHAV GENET","0001-8244","1573-3297","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","2,969","2.6","Q2","0.85","34.71"%,
"Journal of Latinx Psychology","J LATINX PSYCHOL","2578-8086","2578-8094","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI","192","2.6","Q2","0.8","0"%,
"Journal of Latinx Psychology","J LATINX PSYCHOL","2578-8086","2578-8094","PSYCHOLOGY, SOCIAL - SSCI","192","2.6","Q3","0.8","0"%,
