"Journal Data Filtered By:  Selected Categories: DEVELOPMENT STUDIES;DEVELOPMENTAL BIOLOGY;ECOLOGY Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"JOURNAL OF PEASANT STUDIES","J PEASANT STUD","0306-6150","1743-9361","DEVELOPMENT STUDIES - SSCI","5,571","5.1","Q1","2.18","28.72"%,
"Ecological Informatics","ECOL INFORM","1574-9541","1878-0512","ECOLOGY - SCIE","5,486","5.1","Q1","1.36","16.47"%,
"NeoBiota","NEOBIOTA","1619-0033","1314-2488","ECOLOGY - SCIE","1,506","5.1","Q1","1.34","95.81"%,
"Fire Ecology","FIRE ECOL","1933-9747","1933-9747","ECOLOGY - SCIE","1,394","5.1","Q1","1.3","100"%,
"Plants People Planet","PLANTS PEOPLE PLANET","N/A","2572-2611","ECOLOGY - SCIE","980","5.1","Q1","1.13","89.09"%,
"ECOLOGICAL APPLICATIONS","ECOL APPL","1051-0761","1939-5582","ECOLOGY - SCIE","22,932","5","Q1","1.13","25.15"%,
"MOLECULAR ECOLOGY","MOL ECOL","0962-1083","1365-294X","ECOLOGY - SCIE","40,823","4.9","Q1","1.24","27.74"%,
"Biogeosciences","BIOGEOSCIENCES","1726-4170","1726-4189","ECOLOGY - SCIE","24,290","4.9","Q1","1.21","99.18"%,
"MAMMAL REVIEW","MAMMAL REV","0305-1838","1365-2907","ECOLOGY - SCIE","2,967","4.9","Q1","1.04","22.31"%,
"Ecosystem Health and Sustainability","ECOSYST HEALTH SUST","2096-4129","2332-8878","ECOLOGY - SCIE","1,125","4.9","Q1","0.79","94.74"%,
"JOURNAL OF ANIMAL ECOLOGY","J ANIM ECOL","0021-8790","1365-2656","ECOLOGY - SCIE","19,200","4.8","Q1","1.84","26.64"%,
"ECOLOGY","ECOLOGY","0012-9658","1939-9170","ECOLOGY - SCIE","63,530","4.8","Q1","1.3","17.99"%,
"Information Technology for Development","INFORM TECHNOL DEV","0268-1102","1554-0170","DEVELOPMENT STUDIES - SSCI","1,554","4.8","Q1","1.24","15.5"%,
"Ecological Processes","ECOL PROCESS","N/A","2192-1709","ECOLOGY - SCIE","1,882","4.8","Q1","0.84","99.5"%,
"PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","P ROY SOC B-BIOL SCI","0962-8452","1471-2954","ECOLOGY - SCIE","60,567","4.7","Q1","1.22","42.2"%,
"DIVERSITY AND DISTRIBUTIONS","DIVERS DISTRIB","1366-9516","1472-4642","ECOLOGY - SCIE","11,496","4.6","Q1","1.29","75.42"%,
"DEVELOPMENT","DEVELOPMENT","0950-1991","1477-9129","DEVELOPMENTAL BIOLOGY - SCIE","57,161","4.6","Q1","1.25","53.26"%,
"WILDLIFE MONOGRAPHS","WILDLIFE MONOGR","0084-0173","1938-5455","ECOLOGY - SCIE","876","4.4","Q1","2.1","33.33"%,
"Cambridge Journal of Regions Economy and Society","CAMB J REG ECON SOC","1752-1378","1752-1386","DEVELOPMENT STUDIES - SSCI","2,377","4.4","Q1","1.33","29.59"%,
"Climate and Development","CLIM DEV","1756-5529","1756-5537","DEVELOPMENT STUDIES - SSCI","2,548","4.3","Q1","0.96","22.34"%,
"EUROPEAN JOURNAL OF SOIL BIOLOGY","EUR J SOIL BIOL","1164-5563","1778-3615","ECOLOGY - SCIE","4,623","4.2","Q1","0.93","11.05"%,
"Movement Ecology","MOV ECOL","2051-3933","2051-3933","ECOLOGY - SCIE","1,439","4.1","Q2","1.03","100"%,
"ECOLOGY AND SOCIETY","ECOL SOC","1708-3087","N/A","ECOLOGY - SCIE","14,451","4.1","Q2","0.93","98.52"%,
"EvoDevo","EVODEVO","N/A","2041-9139","DEVELOPMENTAL BIOLOGY - SCIE","904","4.1","Q1","0.69","100"%,
"MOLECULAR HUMAN REPRODUCTION","MOL HUM REPROD","1360-9947","1460-2407","DEVELOPMENTAL BIOLOGY - SCIE","6,031","4","Q1","1.2","14.07"%,
"Global Ecology and Conservation","GLOB ECOL CONSERV","N/A","2351-9894","ECOLOGY - SCIE","8,634","4","Q2","0.97","96.49"%,
"Soil Ecology Letters","SOIL ECOL LETT","2662-2289","2662-2297","ECOLOGY - ESCI","477","4","N/A","0.9","6.03"%,
"JOURNAL OF BIOGEOGRAPHY","J BIOGEOGR","0305-0270","1365-2699","ECOLOGY - SCIE","17,967","3.9","Q2","1.08","21.31"%,
"Journal of Environmental Planning and Management","J ENVIRON PLANN MAN","0964-0568","1360-0559","DEVELOPMENT STUDIES - SSCI","5,049","3.9","Q2","0.86","14.26"%,
"JOURNAL OF SOIL AND WATER CONSERVATION","J SOIL WATER CONSERV","0022-4561","1941-3300","ECOLOGY - SCIE","5,588","3.9","Q2","0.56","1.52"%,
"Cells & Development","CELLS DEV","2667-2901","2667-2901","DEVELOPMENTAL BIOLOGY - SCIE","113","3.9","Q1","0.5","59.18"%,
"PLACENTA","PLACENTA","0143-4004","1532-3102","DEVELOPMENTAL BIOLOGY - SCIE","11,563","3.8","Q2","1.09","17.84"%,
"BASIC AND APPLIED ECOLOGY","BASIC APPL ECOL","1439-1791","1618-0089","ECOLOGY - SCIE","4,326","3.8","Q2","0.99","51.06"%,
"REPRODUCTION","REPRODUCTION","1470-1626","1741-7899","DEVELOPMENTAL BIOLOGY - SCIE","11,040","3.8","Q2","0.9","9.75"%,
"HEREDITY","HEREDITY","0018-067X","1365-2540","ECOLOGY - SCIE","10,093","3.8","Q2","0.86","37.58"%,
"ECOLOGICAL ENGINEERING","ECOL ENG","0925-8574","1872-6992","ECOLOGY - SCIE","23,129","3.8","Q2","0.71","15.72"%,
"ECOSYSTEMS","ECOSYSTEMS","1432-9840","1435-0629","ECOLOGY - SCIE","11,304","3.7","Q2","1","27.75"%,
"MICROBIAL ECOLOGY","MICROB ECOL","0095-3628","1432-184X","ECOLOGY - SCIE","14,049","3.6","Q2","1.03","17.66"%,
"PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS","PERSPECT PLANT ECOL","1433-8319","1433-8319","ECOLOGY - SCIE","2,704","3.6","Q2","0.84","16.47"%,
"Neural Development","NEURAL DEV","N/A","1749-8104","DEVELOPMENTAL BIOLOGY - SCIE","1,065","3.6","Q2","0.73","100"%,
"Ecological Complexity","ECOL COMPLEX","1476-945X","1476-9840","ECOLOGY - SCIE","2,513","3.5","Q2","0.86","12.6"%,
"BULLETIN OF THE AMERICAN MUSEUM OF NATURAL HISTORY","B AM MUS NAT HIST","0003-0090","1937-3546","ECOLOGY - SCIE","2,714","3.4","Q2","1.08","0"%,
"OIKOS","OIKOS","0030-1299","1600-0706","ECOLOGY - SCIE","22,788","3.4","Q2","0.96","25.26"%,
"ANIMAL CONSERVATION","ANIM CONSERV","1367-9430","1469-1795","ECOLOGY - SCIE","4,162","3.4","Q2","0.83","19.77"%,
"BIODIVERSITY AND CONSERVATION","BIODIVERS CONSERV","0960-3115","1572-9710","ECOLOGY - SCIE","14,293","3.4","Q2","0.75","31.16"%,
"EVOLUTION","EVOLUTION","0014-3820","1558-5646","ECOLOGY - SCIE","29,350","3.3","Q2","0.94","25.2"%,
"Biology Letters","BIOL LETTERS","1744-9561","1744-957X","ECOLOGY - SCIE","12,046","3.3","Q2","0.86","34.64"%,
"Arctic Science","ARCT SCI","N/A","2368-7460","ECOLOGY - SCIE","673","3.3","Q2","0.66","94.24"%,
"SOCIAL POLICY & ADMINISTRATION","SOC POLICY ADMIN","0144-5596","1467-9515","DEVELOPMENT STUDIES - SSCI","2,449","3.2","Q2","1.15","37.55"%,
"Fire-Switzerland","FIRE-BASEL","2571-6255","2571-6255","ECOLOGY - SCIE","1,202","3.2","Q2","1.03","99.47"%,
"Frontiers in Forests and Global Change","FRONT FOR GLOB CHANG","N/A","2624-893X","ECOLOGY - SCIE","1,856","3.2","Q2","1.03","99.04"%,
"Journal of Environmental Policy & Planning","J ENVIRON POL PLAN","1523-908X","1522-7200","DEVELOPMENT STUDIES - SSCI","2,177","3.2","Q2","0.89","36.92"%,
"RESTORATION ECOLOGY","RESTOR ECOL","1061-2971","1526-100X","ECOLOGY - SCIE","7,917","3.2","Q2","0.84","19.19"%,
"GROWTH AND CHANGE","GROWTH CHANGE","0017-4815","1468-2257","DEVELOPMENT STUDIES - SSCI","2,168","3.2","Q2","0.73","9.9"%,
"Journal of Environment & Development","J ENVIRON DEV","1070-4965","1552-5465","DEVELOPMENT STUDIES - SSCI","1,093","3.2","Q2","0.65","21.15"%,
"ECOLOGICAL MODELLING","ECOL MODEL","0304-3800","1872-7026","ECOLOGY - SCIE","21,705","3.1","Q2","0.83","28.7"%,
"DEVELOPMENT AND CHANGE","DEV CHANGE","0012-155X","1467-7660","DEVELOPMENT STUDIES - SSCI","4,126","3","Q2","0.92","27.57"%,
"Frontiers in Ecology and Evolution","FRONT ECOL EVOL","2296-701X","2296-701X","ECOLOGY - SCIE","10,203","3","Q2","0.73","99.34"%,
"Developmental Neurobiology","DEV NEUROBIOL","1932-8451","1932-846X","DEVELOPMENTAL BIOLOGY - SCIE","3,135","3","Q2","0.57","25.93"%,
"Fungal Ecology","FUNGAL ECOL","1754-5048","1878-0083","ECOLOGY - SCIE","3,800","2.9","Q2","1","19.58"%,
"AMERICAN NATURALIST","AM NAT","0003-0147","1537-5323","ECOLOGY - SCIE","27,805","2.9","Q2","0.94","19.82"%,
"AFRICAN DEVELOPMENT REVIEW-REVUE AFRICAINE DE DEVELOPPEMENT","AFR DEV REV","1017-6772","1467-8268","DEVELOPMENT STUDIES - SSCI","1,565","2.9","Q2","0.92","2.12"%,
"AoB Plants","AOB PLANTS","2041-2851","2041-2851","ECOLOGY - SCIE","2,914","2.9","Q2","0.76","95.69"%,
"HOUSING POLICY DEBATE","HOUS POLICY DEBATE","1051-1482","2152-050X","DEVELOPMENT STUDIES - SSCI","2,189","2.9","Q2","0.75","7.08"%,
"JOURNAL OF DEVELOPMENT STUDIES","J DEV STUD","0022-0388","1743-9140","DEVELOPMENT STUDIES - SSCI","6,037","2.9","Q2","0.75","30.1"%,
"BIOLOGICAL INVASIONS","BIOL INVASIONS","1387-3547","1573-1464","ECOLOGY - SCIE","11,722","2.9","Q2","0.74","26.22"%,
"DEVELOPMENTAL NEUROSCIENCE","DEV NEUROSCI-BASEL","0378-5866","1421-9859","DEVELOPMENTAL BIOLOGY - SCIE","2,324","2.9","Q2","0.69","15.56"%,
"Ecological Solutions and Evidence","ECOL SOLUT EVID","N/A","2688-8319","ECOLOGY - ESCI","335","2.9","N/A","0.69","80.81"%,
"URBAN ECOSYSTEMS","URBAN ECOSYST","1083-8155","1573-1642","ECOLOGY - SCIE","4,585","2.9","Q2","0.69","22.33"%,
"Area Development and Policy","AREA DEV POLICY","2379-2949","2379-2957","DEVELOPMENT STUDIES - ESCI","445","2.9","N/A","0.68","6.59"%,
"EVOLUTION & DEVELOPMENT","EVOL DEV","1520-541X","1525-142X","DEVELOPMENTAL BIOLOGY - SCIE","1,838","2.9","Q2","0.66","23.26"%,
"DIFFERENTIATION","DIFFERENTIATION","0301-4681","1432-0436","DEVELOPMENTAL BIOLOGY - SCIE","2,773","2.9","Q2","0.56","17.58"%,
"JOURNAL OF VEGETATION SCIENCE","J VEG SCI","1100-9233","1654-1103","ECOLOGY - SCIE","9,139","2.8","Q2","0.89","18.67"%,
"APPLIED VEGETATION SCIENCE","APPL VEG SCI","1402-2001","1654-109X","ECOLOGY - SCIE","2,787","2.8","Q2","0.85","22.65"%,
"Journal of Biological Dynamics","J BIOL DYNAM","1751-3758","1751-3766","ECOLOGY - SCIE","1,126","2.8","Q2","0.64","99.14"%,
"STUDIES IN COMPARATIVE INTERNATIONAL DEVELOPMENT","STUD COMP INT DEV","0039-3606","1936-6167","DEVELOPMENT STUDIES - SSCI","1,312","2.7","Q2","1.19","26.92"%,
"PALEOBIOLOGY","PALEOBIOLOGY","0094-8373","1938-5331","ECOLOGY - SCIE","3,898","2.7","Q2","0.95","58.06"%,
"FRESHWATER BIOLOGY","FRESHWATER BIOL","0046-5070","1365-2427","ECOLOGY - SCIE","14,924","2.7","Q2","0.84","20.42"%,
"CELLS TISSUES ORGANS","CELLS TISSUES ORGANS","1422-6405","1422-6421","DEVELOPMENTAL BIOLOGY - SCIE","2,436","2.7","Q2","0.8","12.88"%,
"Ecosphere","ECOSPHERE","2150-8925","2150-8925","ECOLOGY - SCIE","12,408","2.7","Q2","0.8","65.96"%,
"ORYX","ORYX","0030-6053","1365-3008","ECOLOGY - SCIE","4,444","2.7","Q2","0.79","73.09"%,
"DEVELOPMENTAL BIOLOGY","DEV BIOL","0012-1606","1095-564X","DEVELOPMENTAL BIOLOGY - SCIE","27,378","2.7","Q2","0.78","53.51"%,
"OECOLOGIA","OECOLOGIA","0029-8549","1432-1939","ECOLOGY - SCIE","33,109","2.7","Q2","0.77","25.76"%,
"Animal Biotelemetry","ANIM BIOTELEM","N/A","2050-3385","ECOLOGY - SCIE","814","2.7","Q2","0.74","100"%,
"Conservation Physiology","CONSERV PHYSIOL","2051-1434","2051-1434","ECOLOGY - SCIE","2,330","2.7","Q2","0.7","92.69"%,
"Journal of Arid Environments","J ARID ENVIRON","0140-1963","1095-922X","ECOLOGY - SCIE","10,784","2.7","Q2","0.65","13.84"%,
"Journal of Plant Ecology","J PLANT ECOL","1752-9921","1752-993X","ECOLOGY - SCIE","2,964","2.7","Q2","0.65","36.59"%,
"ECOTOXICOLOGY","ECOTOXICOLOGY","0963-9292","1573-3017","ECOLOGY - SCIE","7,173","2.7","Q2","0.63","9.38"%,
"Journal of Developmental Biology","J DEV BIOL","N/A","2221-3759","DEVELOPMENTAL BIOLOGY - ESCI","705","2.7","N/A","0.5","100"%,
"ECOHYDROLOGY & HYDROBIOLOGY","ECOHYDROL HYDROBIOL","1642-3593","2080-3397","ECOLOGY - SCIE","1,184","2.6","Q2","0.72","5.75"%,
"Ecology and Evolution","ECOL EVOL","2045-7758","2045-7758","ECOLOGY - SCIE","24,504","2.6","Q2","0.69","66.46"%,
"Ecohydrology","ECOHYDROLOGY","1936-0584","1936-0592","ECOLOGY - SCIE","3,910","2.6","Q2","0.61","12.99"%,
"IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-PLANT","IN VITRO CELL DEV-PL","1054-5476","1475-2689","DEVELOPMENTAL BIOLOGY - SCIE","3,544","2.6","Q2","0.54","8.16"%,
"MECHANISMS OF DEVELOPMENT","MECH DEVELOP","0925-4773","1872-6356","DEVELOPMENTAL BIOLOGY - SCIE","4,494","2.6","Q2","0.48","67.57"%,
"DEVELOPMENTAL DYNAMICS","DEV DYNAM","1058-8388","1097-0177","DEVELOPMENTAL BIOLOGY - SCIE","10,091","2.5","Q3","0.87","15.58"%,
"CANADIAN JOURNAL OF DEVELOPMENT STUDIES-REVUE CANADIENNE D ETUDES DU DEVELOPPEMENT","CAN J DEV STUD","0225-5189","2158-9100","DEVELOPMENT STUDIES - SSCI","886","2.5","Q2","0.83","28.83"%,
"Journal of Agrarian Change","J AGRAR CHANGE","1471-0358","1471-0366","DEVELOPMENT STUDIES - SSCI","1,704","2.5","Q2","0.83","27.86"%,
"MARINE ECOLOGY PROGRESS SERIES","MAR ECOL PROG SER","0171-8630","1616-1599","ECOLOGY - SCIE","38,161","2.5","Q3","0.83","21.98"%,
"WORLD BANK ECONOMIC REVIEW","WORLD BANK ECON REV","0258-6770","1564-698X","DEVELOPMENT STUDIES - SSCI","3,213","2.5","Q2","0.78","14"%,
"SOCIETY & NATURAL RESOURCES","SOC NATUR RESOUR","0894-1920","1521-0723","DEVELOPMENT STUDIES - SSCI","4,554","2.5","Q2","0.75","17.63"%,
"European Journal of Development Research","EUR J DEV RES","0957-8811","1743-9728","DEVELOPMENT STUDIES - SSCI","2,154","2.5","Q2","0.7","34.31"%,
"PUBLIC ADMINISTRATION AND DEVELOPMENT","PUBLIC ADMIN DEVELOP","0271-2075","1099-162X","DEVELOPMENT STUDIES - SSCI","1,107","2.5","Q2","0.67","8.57"%,
"MOLECULAR REPRODUCTION AND DEVELOPMENT","MOL REPROD DEV","1040-452X","1098-2795","DEVELOPMENTAL BIOLOGY - SCIE","6,147","2.5","Q3","0.53","12.2"%,
"CHEMISTRY AND ECOLOGY","CHEM ECOL","0275-7540","1029-0370","ECOLOGY - SCIE","1,654","2.5","Q3","0.44","0"%,
"DEVELOPMENT GROWTH & DIFFERENTIATION","DEV GROWTH DIFFER","0012-1592","1440-169X","DEVELOPMENTAL BIOLOGY - SCIE","2,318","2.5","Q3","0.39","19.73"%,
"BEHAVIORAL ECOLOGY","BEHAV ECOL","1045-2249","1465-7279","ECOLOGY - SCIE","10,247","2.4","Q3","0.91","17.62"%,
"Diversity-Basel","DIVERSITY-BASEL","N/A","1424-2818","ECOLOGY - SCIE","5,249","2.4","Q3","0.63","99.69"%,
"DEVELOPMENT GENES AND EVOLUTION","DEV GENES EVOL","0949-944X","1432-041X","DEVELOPMENTAL BIOLOGY - SCIE","1,660","2.4","Q3","0.42","40.74"%,
"BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY","BEHAV ECOL SOCIOBIOL","0340-5443","1432-0762","ECOLOGY - SCIE","12,497","2.3","Q3","0.94","33.98"%,
"JOURNAL OF WILDLIFE MANAGEMENT","J WILDLIFE MANAGE","0022-541X","1937-2817","ECOLOGY - SCIE","11,668","2.3","Q3","0.92","20.09"%,
"JOURNAL OF CHEMICAL ECOLOGY","J CHEM ECOL","0098-0331","1573-1561","ECOLOGY - SCIE","10,826","2.3","Q3","0.57","24.53"%,
"Rangeland Ecology & Management","RANGELAND ECOL MANAG","1550-7424","1551-5028","ECOLOGY - SCIE","3,185","2.3","Q3","0.56","39.6"%,
"PEDOBIOLOGIA","PEDOBIOLOGIA","0031-4056","1873-1511","ECOLOGY - SCIE","2,695","2.3","Q3","0.54","17.29"%,
"Sexual Development","SEX DEV","1661-5425","1661-5433","DEVELOPMENTAL BIOLOGY - SCIE","1,178","2.3","Q3","0.44","16.67"%,
"Organogenesis","ORGANOGENESIS","1547-6278","1555-8592","DEVELOPMENTAL BIOLOGY - SCIE","1,172","2.3","Q3","0.32","36.67"%,
"DEVELOPMENTAL PSYCHOBIOLOGY","DEV PSYCHOBIOL","0012-1630","1098-2302","DEVELOPMENTAL BIOLOGY - SCIE","4,835","2.2","Q3","0.68","8.77"%,
"BMC Ecology and Evolution","BMC ECOL EVOL","N/A","2730-7182","ECOLOGY - SCIE","562","2.2","Q3","0.65","99.72"%,
"JOURNAL OF EXPERIMENTAL ZOOLOGY PART B-MOLECULAR AND DEVELOPMENTAL EVOLUTION","J EXP ZOOL PART B","1552-5007","1552-5015","DEVELOPMENTAL BIOLOGY - SCIE","1,736","2.2","Q3","0.65","16.77"%,
"DEVELOPING ECONOMIES","DEV ECON","0012-1533","1746-1049","DEVELOPMENT STUDIES - SSCI","523","2.2","Q3","0.58","0"%,
"WEB ECOLOGY","WEB ECOL","2193-3081","1399-1183","ECOLOGY - SCIE","216","2.2","Q3","0.49","100"%,
"REVISTA CHILENA DE HISTORIA NATURAL","REV CHIL HIST NAT","0716-078X","0717-6317","ECOLOGY - SCIE","1,302","2.2","Q3","0.46","100"%,
"Journal of Economic Policy Reform","J ECON POLICY REFORM","1748-7870","1748-7889","DEVELOPMENT STUDIES - SSCI","513","2.1","Q3","0.75","16.3"%,
"Regional Studies in Marine Science","REG STUD MAR SCI","2352-4855","2352-4855","ECOLOGY - SCIE","3,598","2.1","Q3","0.61","9"%,
"JOURNAL OF EVOLUTIONARY BIOLOGY","J EVOLUTION BIOL","1010-061X","1420-9101","ECOLOGY - SCIE","9,931","2.1","Q3","0.58","30.67"%,
"BIOTROPICA","BIOTROPICA","0006-3606","1744-7429","ECOLOGY - SCIE","7,075","2.1","Q3","0.57","12.68"%,
"Birth Defects Research","BIRTH DEFECTS RES","2472-1727","2472-1727","DEVELOPMENTAL BIOLOGY - SCIE","1,752","2.1","Q3","0.51","13.79"%,
"IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-ANIMAL","IN VITRO CELL DEV-AN","1071-2690","1543-706X","DEVELOPMENTAL BIOLOGY - SCIE","2,797","2.1","Q3","0.45","9.61"%,
"ECONOMIC DEVELOPMENT AND CULTURAL CHANGE","ECON DEV CULT CHANGE","0013-0079","1539-2988","DEVELOPMENT STUDIES - SSCI","3,084","2","Q3","1.25","7.09"%,
"Zebrafish","ZEBRAFISH","1545-8547","1557-8542","DEVELOPMENTAL BIOLOGY - SCIE","1,985","2","Q4","0.82","6.96"%,
"EUROPEAN JOURNAL OF WILDLIFE RESEARCH","EUR J WILDLIFE RES","1612-4642","1439-0574","ECOLOGY - SCIE","2,951","2","Q3","0.77","30.77"%,
"JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY","J EXP MAR BIOL ECOL","0022-0981","1879-1697","ECOLOGY - SCIE","14,885","2","Q3","0.68","23.94"%,
"THIRD WORLD QUARTERLY","THIRD WORLD Q","0143-6597","1360-2241","DEVELOPMENT STUDIES - SSCI","5,631","2","Q3","0.64","29.53"%,
