"Journal Data Filtered By:  Selected Categories: RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING;REGIONAL & URBAN PLANNING;REHABILITATION Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"Radiologia Medica","RADIOL MED","0033-8362","1826-6983","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","5,396","8.9","Q1","1.76","21.15"%,
"Photoacoustics","PHOTOACOUSTICS","2213-5979","2213-5979","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2,551","7.9","Q1","2.14","88.57"%,
"Circulation-Cardiovascular Imaging","CIRC-CARDIOVASC IMAG","1941-9651","1942-0080","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","8,076","7.5","Q1","1.59","13.09"%,
"ULTRASOUND IN OBSTETRICS & GYNECOLOGY","ULTRASOUND OBST GYN","0960-7692","1469-0705","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","17,581","7.1","Q1","2.24","17.61"%,
"Radiology-Cardiothoracic Imaging","RADIOL-CARDIOTHORAC","2638-6135","2638-6135","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","1,380","7","N/A","2.08","0.45"%,
"INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS","INT J RADIAT ONCOL","0360-3016","1879-355X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","46,275","7","Q1","1.57","16.54"%,
"Autism in Adulthood","AUTISM ADULTHOOD","2573-9581","2573-959X","REHABILITATION - ESCI","719","6.8","N/A","2.39","12.39"%,
"HABITAT INTERNATIONAL","HABITAT INT","0197-3975","1873-5428","REGIONAL & URBAN PLANNING - SSCI","10,942","6.8","Q1","1.51","10.86"%,
"COMPUTERS ENVIRONMENT AND URBAN SYSTEMS","COMPUT ENVIRON URBAN","0198-9715","1873-7587","REGIONAL & URBAN PLANNING - SSCI","6,901","6.8","Q1","1.46","30.09"%,
"INVESTIGATIVE RADIOLOGY","INVEST RADIOL","0020-9996","1536-0210","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","6,838","6.7","Q1","2.15","12.54"%,
"PROGRESS IN PLANNING","PROG PLANN","0305-9006","1873-4510","REGIONAL & URBAN PLANNING - SSCI","1,289","6.4","Q1","1.63","15.15"%,
"JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE","J CARDIOVASC MAGN R","1097-6647","1532-429X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","7,533","6.4","Q1","1.44","99.66"%,
"European Heart Journal-Cardiovascular Imaging","EUR HEART J-CARD IMG","2047-2404","2047-2412","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","10,828","6.3","Q1","1.73","17.04"%,
"JOURNAL OF ORTHOPAEDIC & SPORTS PHYSICAL THERAPY","J ORTHOP SPORT PHYS","0190-6011","1938-1344","REHABILITATION - SCIE","10,026","6.1","Q1","1.89","1.04"%,
"EUROPEAN RADIOLOGY","EUR RADIOL","0938-7994","1432-1084","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","34,829","5.9","Q1","1.67","24.9"%,
"COMPUTERIZED MEDICAL IMAGING AND GRAPHICS","COMPUT MED IMAG GRAP","0895-6111","1879-0771","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4,576","5.7","Q1","1.57","16.84"%,
"NEUROIMAGE","NEUROIMAGE","1053-8119","1095-9572","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","120,835","5.7","Q1","1.57","96.27"%,
"RADIOTHERAPY AND ONCOLOGY","RADIOTHER ONCOL","0167-8140","1879-0887","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","23,221","5.7","Q1","1.42","28.05"%,
"JOURNAL OF THE AMERICAN PLANNING ASSOCIATION","J AM PLANN ASSOC","0194-4363","1939-0130","REGIONAL & URBAN PLANNING - SSCI","5,078","5.6","Q1","1.3","19.59"%,
"RADIOGRAPHICS","RADIOGRAPHICS","0271-5333","N/A","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","17,226","5.5","Q1","1.45","0.56"%,
"Diagnostic and Interventional Imaging","DIAGN INTERV IMAG","2211-5684","2211-5684","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3,017","5.5","Q1","1.26","61.5"%,
"Journal of Cardiovascular Computed Tomography","J CARDIOVASC COMPUT","1934-5925","1934-5925","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2,968","5.4","Q1","1.4","14.43"%,
"Journal of Rural Studies","J RURAL STUD","0743-0167","1873-1392","REGIONAL & URBAN PLANNING - SSCI","12,618","5.1","Q1","1.49","29.03"%,
"Journal of NeuroEngineering and Rehabilitation","J NEUROENG REHABIL","N/A","1743-0003","REHABILITATION - SCIE","8,880","5.1","Q1","1.37","99.79"%,
"AMERICAN JOURNAL OF ROENTGENOLOGY","AM J ROENTGENOL","0361-803X","1546-3141","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","35,480","5","Q1","1.48","1.05"%,
"IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING","IEEE T NEUR SYS REH","1534-4320","1558-0210","REHABILITATION - SCIE","12,732","4.9","Q1","1.62","69.57"%,
"CANCER IMAGING","CANCER IMAGING","1740-5025","1470-7330","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2,779","4.9","Q1","1.06","100"%,
"SEMINARS IN NUCLEAR MEDICINE","SEMIN NUCL MED","0001-2998","1558-4623","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2,877","4.9","Q1","0.98","15.08"%,
"KOREAN JOURNAL OF RADIOLOGY","KOREAN J RADIOL","1229-6929","2005-8330","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","5,377","4.8","Q1","1.41","5.16"%,
"ACADEMIC RADIOLOGY","ACAD RADIOL","1076-6332","1878-4046","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","8,982","4.8","Q1","1.28","7.44"%,
"HUMAN BRAIN MAPPING","HUM BRAIN MAPP","1065-9471","1097-0193","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","28,764","4.8","Q1","1.14","67.82"%,
"Insights into Imaging","INSIGHTS IMAGING","1869-4101","1869-4101","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","5,008","4.7","Q1","1.01","99.6"%,
"Annals of Physical and Rehabilitation Medicine","ANN PHYS REHABIL MED","1877-0657","1877-0665","REHABILITATION - SCIE","2,972","4.6","Q1","1.83","66.18"%,
"REGIONAL STUDIES","REG STUD","0034-3404","1360-0591","REGIONAL & URBAN PLANNING - SSCI","11,076","4.6","Q1","1.24","29.42"%,
"EJNMMI Radiopharmacy and Chemistry","EJNMMI RADIOPHARM CH","N/A","2365-421X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","595","4.6","N/A","1.21","100"%,
"European Journal of Physical and Rehabilitation Medicine","EUR J PHYS REHAB MED","1973-9087","1973-9095","REHABILITATION - SCIE","3,627","4.5","Q1","1.98","7.48"%,
"Disability and Health Journal","DISABIL HEALTH J","1936-6574","1876-7583","REHABILITATION - SCIE","3,322","4.5","Q1","1.51","17.73"%,
"Disability and Health Journal","DISABIL HEALTH J","1936-6574","1876-7583","REHABILITATION - SSCI","3,322","4.5","Q1","1.51","17.73"%,
"Journal of the American College of Radiology","J AM COLL RADIOL","1546-1440","1558-349X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","7,214","4.5","Q1","1.15","3.68"%,
"JOURNAL OF PLANNING LITERATURE","J PLAN LIT","0885-4122","1552-6593","REGIONAL & URBAN PLANNING - SSCI","1,573","4.5","Q1","0.96","22.73"%,
"IEEE Transactions on Radiation and Plasma Medical Sciences","IEEE T RADIAT PLASMA","2469-7311","2469-7303","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","1,427","4.4","N/A","1.57","16.33"%,
"JOURNAL OF DIGITAL IMAGING","J DIGIT IMAGING","0897-1889","1618-727X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","5,216","4.4","Q1","1.24","18.76"%,
"JOURNAL OF MAGNETIC RESONANCE IMAGING","J MAGN RESON IMAGING","1053-1807","1522-2586","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","20,316","4.4","Q1","1.17","16.08"%,
"Physical and Engineering Sciences in Medicine","PHYS ENG SCI MED","2662-4729","2662-4737","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,025","4.4","Q1","1.08","6.1"%,
"Radiology-Imaging Cancer","RADIOL-IMAG CANCER","2638-616X","2638-616X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","342","4.4","N/A","0.69","100"%,
"ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION","ARCH PHYS MED REHAB","0003-9993","1532-821X","REHABILITATION - SCIE","28,808","4.3","Q1","1.58","11.2"%,
"NEUROREHABILITATION AND NEURAL REPAIR","NEUROREHAB NEURAL RE","1545-9683","1552-6844","REHABILITATION - SCIE","7,169","4.2","Q1","1.46","17.41"%,
"ULTRASONICS","ULTRASONICS","0041-624X","1874-9968","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","9,972","4.2","Q2","1.28","12.72"%,
"EJNMMI Physics","EJNMMI PHYS","2197-7364","2197-7364","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,273","4","Q2","1.07","100"%,
"Journal of Environmental Planning and Management","J ENVIRON PLANN MAN","0964-0568","1360-0559","REGIONAL & URBAN PLANNING - SSCI","5,049","3.9","Q2","0.86","14.26"%,
"Planning Theory & Practice","PLAN THEORY PRACT","1464-9357","1470-000X","REGIONAL & URBAN PLANNING - SSCI","1,612","3.9","Q2","0.68","34.78"%,
"Journal of Neurologic Physical Therapy","J NEUROL PHYS THER","1557-0576","1557-0584","REHABILITATION - SCIE","1,673","3.8","Q1","1.48","9.86"%,
"Physical Therapy","PHYS THER","0031-9023","1538-6724","REHABILITATION - SCIE","15,923","3.8","Q1","1.43","16.16"%,
"MEDICAL PHYSICS","MED PHYS","0094-2405","2473-4209","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","31,490","3.8","Q2","1.06","15.92"%,
"European Radiology Experimental","EUR RADIOL EXP","N/A","2509-9280","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","1,025","3.8","N/A","0.92","100"%,
"3D Printing in Medicine","3D PRINT MED","N/A","2365-6271","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","584","3.7","N/A","1.07","100"%,
"Physics & Imaging in Radiation Oncology","PHYS IMAG RADIAT ONC","N/A","2405-6316","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","930","3.7","N/A","0.76","93.33"%,
"JOURNAL OF INTELLECTUAL DISABILITY RESEARCH","J INTELL DISABIL RES","0964-2633","1365-2788","REHABILITATION - SSCI","5,719","3.6","Q1","1.09","22.14"%,
"Radiation Oncology","RADIAT ONCOL","N/A","1748-717X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","8,845","3.6","Q2","0.83","99.86"%,
"SEMINARS IN RADIATION ONCOLOGY","SEMIN RADIAT ONCOL","1053-4296","1532-9461","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2,801","3.5","Q2","1.05","9.16"%,
"JOURNAL OF REHABILITATION MEDICINE","J REHABIL MED","1650-1977","1651-2081","REHABILITATION - SCIE","6,254","3.5","Q1","1.03","98.1"%,
"AMERICAN JOURNAL OF NEURORADIOLOGY","AM J NEURORADIOL","0195-6108","1936-959X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","25,993","3.5","Q2","1","90.14"%,
"Games for Health Journal","GAMES HEALTH J","2161-783X","2161-7856","REHABILITATION - SSCI","1,413","3.5","Q1","0.98","1.97"%,
"JOURNAL OF NEURORADIOLOGY","J NEURORADIOLOGY","0150-9861","1773-0406","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,505","3.5","Q2","0.92","27.67"%,
"Environment and Planning B-Urban Analytics and City Science","ENVIRON PLAN B-URBAN","2399-8083","2399-8091","REGIONAL & URBAN PLANNING - SSCI","6,024","3.5","Q2","0.91","18.52"%,
"JOURNAL OF BIOMEDICAL OPTICS","J BIOMED OPT","1083-3668","1560-2281","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","14,729","3.5","Q2","0.9","98.05"%,
"PHYSICS IN MEDICINE AND BIOLOGY","PHYS MED BIOL","0031-9155","1361-6560","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","29,271","3.5","Q2","0.89","21.11"%,
"International Journal of Housing Policy","INT J HOUS POLICY","1949-1247","1949-1255","REGIONAL & URBAN PLANNING - SSCI","843","3.5","Q2","0.75","27.5"%,
"Brazilian Journal of Physical Therapy","BRAZ J PHYS THER","1413-3555","1809-9246","REHABILITATION - SCIE","2,670","3.4","Q1","1.42","5.74"%,
"ULTRASCHALL IN DER MEDIZIN","ULTRASCHALL MED","0172-4614","1438-8782","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2,686","3.4","Q2","1.2","3.8"%,
"Biomedical Optics Express","BIOMED OPT EXPRESS","2156-7085","2156-7085","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","14,699","3.4","Q2","0.98","98.98"%,
"Ultrasound Journal","ULTRASOUND J","2036-3176","2524-8987","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","468","3.4","N/A","0.89","100"%,
"Physica Medica-European Journal of Medical Physics","PHYS MEDICA","1120-1797","1724-191X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","5,488","3.4","Q2","0.86","18.59"%,
"CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS","CANCER BIOTHER RADIO","1084-9785","1557-8852","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2,857","3.4","Q2","0.77","5.12"%,
"RADIATION RESEARCH","RADIAT RES","0033-7587","1938-5404","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","9,234","3.4","Q2","0.74","0.3"%,
"Planning Theory","PLAN THEOR","1473-0952","1741-3052","REGIONAL & URBAN PLANNING - SSCI","1,580","3.4","Q2","0.66","26.76"%,
"International Journal of Telerehabilitation","INT J TELEREHABILITA","1945-2020","1945-2020","REHABILITATION - ESCI","713","3.3","N/A","1.59","100"%,
"Physiotherapy","PHYSIOTHERAPY","0031-9406","1873-1465","REHABILITATION - SCIE","3,395","3.3","Q1","1.26","18.88"%,
"Career Development and Transition for Exceptional Individuals","CAREER DEV TRANSIT E","2165-1434","2165-1442","REHABILITATION - SSCI","737","3.3","Q1","1.25","8.7"%,
"JOURNAL OF OCCUPATIONAL REHABILITATION","J OCCUP REHABIL","1053-0487","1573-3688","REHABILITATION - SSCI","3,037","3.3","Q1","1.16","40.64"%,
"INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH","INT J URBAN REGIONAL","0309-1317","1468-2427","REGIONAL & URBAN PLANNING - SSCI","6,695","3.3","Q2","1.07","20.6"%,
"DENTOMAXILLOFACIAL RADIOLOGY","DENTOMAXILLOFAC RAD","0250-832X","1476-542X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4,025","3.3","Q2","1.05","14.11"%,
"EUROPEAN JOURNAL OF RADIOLOGY","EUR J RADIOL","0720-048X","1872-7727","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","17,302","3.3","Q2","1.01","14.86"%,
"MAGNETIC RESONANCE IN MEDICINE","MAGN RESON MED","0740-3194","1522-2594","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","32,434","3.3","Q2","0.96","29.92"%,
"JOURNAL OF THORACIC IMAGING","J THORAC IMAG","0883-5993","1536-0237","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2,018","3.3","Q2","0.88","5.91"%,
"Practical Radiation Oncology","PRACT RADIAT ONCOL","1879-8500","1879-8500","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2,793","3.3","Q2","0.79","8.72"%,
"Journal of Environmental Policy & Planning","J ENVIRON POL PLAN","1523-908X","1522-7200","REGIONAL & URBAN PLANNING - SSCI","2,177","3.2","Q2","0.89","36.92"%,
"EJNMMI Research","EJNMMI RES","2191-219X","2191-219X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2,875","3.2","Q2","0.85","98.59"%,
"GROWTH AND CHANGE","GROWTH CHANGE","0017-4815","1468-2257","REGIONAL & URBAN PLANNING - SSCI","2,168","3.2","Q2","0.73","9.9"%,
"HOUSING STUDIES","HOUSING STUD","0267-3037","1466-1810","REGIONAL & URBAN PLANNING - SSCI","3,866","3.2","Q2","0.67","27.9"%,
"Journal of Environment & Development","J ENVIRON DEV","1070-4965","1552-5465","REGIONAL & URBAN PLANNING - SSCI","1,093","3.2","Q2","0.65","21.15"%,
"Ultrasound International Open","ULTRASOUND INT OPEN","2509-596X","2199-7152","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","251","3.2","N/A","0.54","96"%,
"Research in Developmental Disabilities","RES DEV DISABIL","0891-4222","1873-3379","REHABILITATION - SSCI","10,298","3.1","Q1","1.73","17.86"%,
"CANADIAN ASSOCIATION OF RADIOLOGISTS JOURNAL-JOURNAL DE L ASSOCIATION CANADIENNE DES RADIOLOGISTES","CAN ASSOC RADIOL J","0846-5371","1488-2361","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,513","3.1","Q2","1.01","22.79"%,
"Ultrasonography","ULTRASONOGRAPHY","2288-5919","2288-5943","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,202","3.1","Q2","0.95","99.48"%,
"SUPPORTIVE CARE IN CANCER","SUPPORT CARE CANCER","0941-4355","1433-7339","REHABILITATION - SCIE","21,042","3.1","Q1","0.94","21.05"%,
"EUROPEAN URBAN AND REGIONAL STUDIES","EUR URBAN REG STUD","0969-7764","1461-7145","REGIONAL & URBAN PLANNING - SSCI","1,683","3.1","Q3","0.92","37.21"%,
"Clinical and Translational Radiation Oncology","CLIN TRANSL RAD ONCO","N/A","2405-6308","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,540","3.1","Q2","0.88","92.38"%,
"NUCLEAR MEDICINE AND BIOLOGY","NUCL MED BIOL","0969-8051","1872-9614","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3,714","3.1","Q2","0.87","30.69"%,
"MOLECULAR IMAGING AND BIOLOGY","MOL IMAGING BIOL","1536-1632","1860-2002","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3,530","3.1","Q2","0.86","29.32"%,
"INTERNATIONAL JOURNAL OF HYPERTHERMIA","INT J HYPERTHER","0265-6736","1464-5157","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","6,456","3.1","Q2","0.8","97.68"%,
"STRAHLENTHERAPIE UND ONKOLOGIE","STRAHLENTHER ONKOL","0179-7158","1439-099X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3,580","3.1","Q2","0.7","50"%,
"Housing Theory & Society","HOUS THEORY SOC","1403-6096","1651-2278","REGIONAL & URBAN PLANNING - SSCI","1,222","3.1","Q3","0.69","26.42"%,
"JOURNAL OF LEARNING DISABILITIES","J LEARN DISABIL-US","0022-2194","1538-4780","REHABILITATION - SSCI","4,014","3","Q1","1.38","9.6"%,
"CLINICAL REHABILITATION","CLIN REHABIL","0269-2155","1477-0873","REHABILITATION - SCIE","8,856","3","Q1","1.12","18.02"%,
"AMERICAN JOURNAL OF PHYSICAL MEDICINE & REHABILITATION","AM J PHYS MED REHAB","0894-9115","1537-7385","REHABILITATION - SCIE","7,785","3","Q1","1.11","4.58"%,
"International Journal of Computer Assisted Radiology and Surgery","INT J COMPUT ASS RAD","1861-6410","1861-6429","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","5,458","3","Q2","0.94","34.3"%,
"Futures","FUTURES","0016-3287","1873-6378","REGIONAL & URBAN PLANNING - SSCI","5,664","3","Q3","0.93","35.21"%,
"Magnetic Resonance in Medical Sciences","MAGN RESON MED SCI","1347-3182","1880-2206","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,292","3","Q2","0.79","98.72"%,
"JOURNAL OF REGIONAL SCIENCE","J REGIONAL SCI","0022-4146","1467-9787","REGIONAL & URBAN PLANNING - SSCI","3,335","3","Q3","0.73","28.57"%,
"Topics in Spinal Cord Injury Rehabilitation","TOP SPINAL CORD INJ","1082-0744","1945-5763","REHABILITATION - ESCI","1,251","2.9","N/A","1.14","2.8"%,
"NMR IN BIOMEDICINE","NMR BIOMED","0952-3480","1099-1492","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","8,316","2.9","Q2","0.89","24.96"%,
"AMERICAN JOURNAL OF OCCUPATIONAL THERAPY","AM J OCCUP THER","0272-9490","1943-7676","REHABILITATION - SSCI","5,911","2.9","Q1","0.85","1.01"%,
"Quantitative Imaging in Medicine and Surgery","QUANT IMAG MED SURG","2223-4292","2223-4306","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4,217","2.9","Q2","0.84","99.8"%,
"ULTRASOUND IN MEDICINE AND BIOLOGY","ULTRASOUND MED BIOL","0301-5629","1879-291X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","13,059","2.9","Q2","0.83","19.39"%,
"JOURNAL OF VASCULAR AND INTERVENTIONAL RADIOLOGY","J VASC INTERV RADIOL","1051-0443","1535-7732","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","10,463","2.9","Q2","0.68","7.84"%,
"CARDIOVASCULAR AND INTERVENTIONAL RADIOLOGY","CARDIOVASC INTER RAD","0174-1551","1432-086X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","7,246","2.9","Q2","0.65","24.6"%,
"EXCEPTIONAL CHILDREN","EXCEPT CHILDREN","0014-4029","2163-5560","REHABILITATION - SSCI","3,022","2.8","Q1","1.31","4.76"%,
"EUROPEAN PLANNING STUDIES","EUR PLAN STUD","0965-4313","1469-5944","REGIONAL & URBAN PLANNING - SSCI","5,951","2.8","Q3","0.85","27.16"%,
"Clinical Neuroradiology","CLIN NEURORADIOL","1869-1439","1869-1447","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,788","2.8","Q3","0.78","37.78"%,
"BRITISH JOURNAL OF RADIOLOGY","BRIT J RADIOL","0007-1285","1748-880X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","13,682","2.8","Q3","0.75","18.27"%,
"NEURORADIOLOGY","NEURORADIOLOGY","0028-3940","1432-1920","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","7,101","2.8","Q3","0.69","22.73"%,
"Molecular Imaging","MOL IMAGING","N/A","1536-0121","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,175","2.8","Q3","0.61","98.31"%,
"REHABILITATION PSYCHOLOGY","REHABIL PSYCHOL","0090-5550","1939-1544","REHABILITATION - SSCI","2,713","2.7","Q1","1.04","0"%,
"International Journal of Art Therapy","INT J ART THER","1745-4832","1745-4840","REHABILITATION - ESCI","285","2.7","N/A","0.95","8.06"%,
"Environment and Planning C-Politics and Space","ENVIRON PLAN C-POLIT","2399-6544","2399-6552","REGIONAL & URBAN PLANNING - SSCI","3,428","2.7","Q3","0.82","29.43"%,
"BMC MEDICAL IMAGING","BMC MED IMAGING","1471-2342","1471-2342","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2,624","2.7","Q3","0.77","99.81"%,
