"Journal Data Filtered By:  Selected Categories: ECONOMICS Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"JOURNAL OF POLITICAL ECONOMY","J POLIT ECON","0022-3808","1537-534X","ECONOMICS - SSCI","32,628","8.2","Q1","3.01","5.22"%,
"REVIEW OF FINANCIAL STUDIES","REV FINANC STUD","0893-9454","1465-7368","ECONOMICS - SSCI","28,145","8.2","Q1","2.61","10.53"%,
"WORLD BANK RESEARCH OBSERVER","WORLD BANK RES OBSER","0257-3032","1564-6971","ECONOMICS - SSCI","1,822","8.1","Q1","2.11","16.13"%,
"JOURNAL OF FINANCE","J FINANC","0022-1082","1540-6261","ECONOMICS - SSCI","52,346","8","Q1","2.37","10.22"%,
"REVIEW OF ECONOMICS AND STATISTICS","REV ECON STAT","0034-6535","1530-9142","ECONOMICS - SSCI","21,678","8","Q1","2.27","4.81"%,
"INTERNATIONAL JOURNAL OF FORECASTING","INT J FORECASTING","0169-2070","1872-8200","ECONOMICS - SSCI","9,203","7.9","Q1","1.79","12.37"%,
"NBER Macroeconomics Annual","NBER MACROECON ANNU","0889-3365","1537-2642","ECONOMICS - SSCI","799","7.7","Q1","1.66","0"%,
"FISCAL STUDIES","FISC STUD","0143-5671","1475-5890","ECONOMICS - SSCI","1,254","7.3","Q1","1.9","58.75"%,
"Journal of Competitiveness","J COMPETITIVENESS","1804-171X","1804-1728","ECONOMICS - SSCI","1,174","7.3","Q1","1.44","98.33"%,
"ECONOMIC GEOGRAPHY","ECON GEOGR","0013-0095","1944-8287","ECONOMICS - SSCI","5,852","7","Q1","1.85","47.69"%,
"ECOLOGICAL ECONOMICS","ECOL ECON","0921-8009","1873-6106","ECONOMICS - SSCI","36,381","7","Q1","1.57","34.99"%,
"WORLD DEVELOPMENT","WORLD DEV","0305-750X","1873-5991","ECONOMICS - SSCI","31,302","6.9","Q1","2.32","29.58"%,
"OXFORD REVIEW OF ECONOMIC POLICY","OXFORD REV ECON POL","0266-903X","1460-2121","ECONOMICS - SSCI","3,429","6.8","Q1","2.03","25.16"%,
"Transport Policy","TRANSPORT POLICY","0967-070X","1879-310X","ECONOMICS - SSCI","11,813","6.8","Q1","1.91","19.07"%,
"CHINA ECONOMIC REVIEW","CHINA ECON REV","1043-951X","1873-7781","ECONOMICS - SSCI","8,236","6.8","Q1","1.84","5.37"%,
"TRANSPORTATION RESEARCH PART B-METHODOLOGICAL","TRANSPORT RES B-METH","0191-2615","1879-2367","ECONOMICS - SSCI","18,547","6.8","Q1","1.66","19.56"%,
"Journal of Behavioral and Experimental Finance","J BEHAV EXP FINANC","2214-6350","2214-6369","ECONOMICS - SSCI","2,654","6.6","Q1","1.84","14.34"%,
"Journal of Management Science and Engineering","J MANAGE SCI ENG","2096-2320","2589-5532","ECONOMICS - ESCI","503","6.6","N/A","1.72","94.05"%,
"Economic Analysis and Policy","ECON ANAL POLICY","0313-5926","0313-5926","ECONOMICS - SSCI","3,666","6.5","Q1","1.91","9.14"%,
"FOOD POLICY","FOOD POLICY","0306-9192","1873-5657","ECONOMICS - SSCI","10,574","6.5","Q1","1.84","42.55"%,
"SMALL BUSINESS ECONOMICS","SMALL BUS ECON","0921-898X","1573-0913","ECONOMICS - SSCI","13,522","6.4","Q1","1.78","39.15"%,
"TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE","TRANSPORT RES A-POL","0965-8564","1879-2375","ECONOMICS - SSCI","20,122","6.4","Q1","1.66","17.78"%,
"Journal of Econometrics","J ECONOMETRICS","0304-4076","1872-6895","ECONOMICS - SSCI","27,471","6.3","Q1","1.98","17"%,
"JOURNAL OF URBAN ECONOMICS","J URBAN ECON","0094-1190","1095-9068","ECONOMICS - SSCI","7,414","6.3","Q1","1.6","19.75"%,
"American Economic Journal-Applied Economics","AM ECON J-APPL ECON","1945-7782","1945-7790","ECONOMICS - SSCI","5,882","6.2","Q1","2.48","0"%,
"ECONOMETRICA","ECONOMETRICA","0012-9682","1468-0262","ECONOMICS - SSCI","44,835","6.1","Q1","2.23","0"%,
"JOURNAL OF POPULATION ECONOMICS","J POPUL ECON","0933-1433","1432-1475","ECONOMICS - SSCI","3,238","6.1","Q1","2.12","43.26"%,
"Journal of Transport Geography","J TRANSP GEOGR","0966-6923","1873-1236","ECONOMICS - SSCI","14,469","6.1","Q1","1.81","19.69"%,
"Structural Change and Economic Dynamics","STRUCT CHANGE ECON D","0954-349X","1873-6017","ECONOMICS - SSCI","4,114","6.1","Q1","1.8","6.44"%,
"SOCIO-ECONOMIC PLANNING SCIENCES","SOCIO-ECON PLAN SCI","0038-0121","1873-6041","ECONOMICS - SSCI","4,641","6.1","Q1","1.53","7.41"%,
"American Economic Journal-Macroeconomics","AM ECON J-MACROECON","1945-7707","1945-7715","ECONOMICS - SSCI","3,518","6","Q1","2.14","0"%,
"Technological and Economic Development of Economy","TECHNOL ECON DEV ECO","2029-4913","2029-4921","ECONOMICS - SSCI","2,577","5.9","Q1","2.09","97.8"%,
"JOURNAL OF ACCOUNTING & ECONOMICS","J ACCOUNT ECON","0165-4101","1879-1980","ECONOMICS - SSCI","15,912","5.9","Q1","1.97","7.52"%,
"BROOKINGS PAPERS ON ECONOMIC ACTIVITY","BROOKINGS PAP ECO AC","0007-2303","1533-4465","ECONOMICS - SSCI","3,799","5.9","Q1","1.49","1.69"%,
"ENVIRONMENTAL & RESOURCE ECONOMICS","ENVIRON RESOUR ECON","0924-6460","1573-1502","ECONOMICS - SSCI","7,292","5.9","Q1","1.23","42.73"%,
"REVIEW OF ECONOMIC STUDIES","REV ECON STUD","0034-6527","1467-937X","ECONOMICS - SSCI","19,224","5.8","Q1","2.07","13.46"%,
"Applied Economic Perspectives and Policy","APPL ECON PERSPECT P","2040-5790","2040-5804","ECONOMICS - SSCI","2,389","5.8","Q1","1.82","20.94"%,
"Annual Review of Resource Economics","ANNU REV RESOUR ECON","1941-1340","1941-1359","ECONOMICS - SSCI","1,665","5.8","Q1","1.69","9.09"%,
"European Research on Management and Business Economics","EUR RES MANAG BUS EC","2444-8834","2444-8842","ECONOMICS - SSCI","878","5.8","Q1","1.44","81.48"%,
"Equilibrium-Quarterly Journal of Economics and Economic Policy","EQUILIBRIUM","1689-765X","2353-3293","ECONOMICS - ESCI","655","5.7","N/A","1.88","98.11"%,
"Annual Review of Economics","ANNU REV ECON","1941-1383","1941-1391","ECONOMICS - SSCI","3,422","5.6","Q1","1.97","2.27"%,
"Review of Environmental Economics and Policy","REV ENV ECON POLICY","1750-6816","1750-6824","ECONOMICS - SSCI","2,159","5.4","Q1","1.62","10"%,
"Journal of Financial Stability","J FINANC STABIL","1572-3089","1878-0962","ECONOMICS - SSCI","3,793","5.4","Q1","1.57","10.85"%,
"American Economic Journal-Economic Policy","AM ECON J-ECON POLIC","1945-7731","1945-774X","ECONOMICS - SSCI","4,479","5.3","Q1","1.89","0"%,
"JOURNAL OF ECONOMIC SURVEYS","J ECON SURV","0950-0804","1467-6419","ECONOMICS - SSCI","5,180","5.3","Q1","1.54","24.87"%,
"JOURNAL OF HUMAN RESOURCES","J HUM RESOUR","0022-166X","1548-8004","ECONOMICS - SSCI","6,530","5.2","Q1","1.92","18.42"%,
"Borsa Istanbul Review","BORSA ISTANB REV","2214-8450","2214-8469","ECONOMICS - SSCI","1,604","5.2","Q1","1.44","92.5"%,
"China Agricultural Economic Review","CHINA AGR ECON REV","1756-137X","1756-1388","ECONOMICS - SSCI","1,613","5.1","Q1","1.47","2.8"%,
"Review of Economics of the Household","REV ECON HOUSEHOLD","1569-5239","1573-7152","ECONOMICS - SSCI","1,633","5.1","Q1","1.4","27.22"%,
"JOURNAL OF DEVELOPMENT ECONOMICS","J DEV ECON","0304-3878","1872-6089","ECONOMICS - SSCI","13,812","5","Q1","1.48","20.63"%,
"Emerging Markets Review","EMERG MARK REV","1566-0141","1873-6173","ECONOMICS - SSCI","3,031","4.8","Q1","1.47","6.12"%,
"TIJDSCHRIFT VOOR ECONOMISCHE EN SOCIALE GEOGRAFIE","TIJDSCHR ECON SOC GE","0040-747X","1467-9663","ECONOMICS - SSCI","1,927","4.8","Q1","1.31","33.07"%,
"ECONOMIC MODELLING","ECON MODEL","0264-9993","1873-6122","ECONOMICS - SSCI","14,458","4.7","Q1","1.48","11.91"%,
"JOURNAL OF RISK AND UNCERTAINTY","J RISK UNCERTAINTY","0895-5646","1573-0476","ECONOMICS - SSCI","3,296","4.7","Q1","1.1","38.96"%,
"FEMINIST ECONOMICS","FEM ECON","1354-5701","1466-4372","ECONOMICS - SSCI","2,147","4.6","Q1","1.65","19.17"%,
"JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT","J ENVIRON ECON MANAG","0095-0696","1096-0449","ECONOMICS - SSCI","10,603","4.6","Q1","1.36","29.26"%,
"REGIONAL STUDIES","REG STUD","0034-3404","1360-0591","ECONOMICS - SSCI","11,076","4.6","Q1","1.24","29.42"%,
"Journal of Industrial and Business Economics","J IND BUS ECON","0391-2078","1972-4977","ECONOMICS - ESCI","392","4.6","N/A","1.22","29"%,
"International Review of Economics & Finance","INT REV ECON FINANC","1059-0560","1873-8036","ECONOMICS - SSCI","6,433","4.5","Q1","1.4","4.04"%,
"VALUE IN HEALTH","VALUE HEALTH","1098-3015","1524-4733","ECONOMICS - SSCI","14,720","4.5","Q1","1.26","75.42"%,
"Review of Finance","REV FINANC","1572-3097","1573-692X","ECONOMICS - SSCI","3,746","4.4","Q1","1.45","13.87"%,
"Cambridge Journal of Regions Economy and Society","CAMB J REG ECON SOC","1752-1378","1752-1386","ECONOMICS - SSCI","2,377","4.4","Q1","1.33","29.59"%,
"PHARMACOECONOMICS","PHARMACOECONOMICS","1170-7690","1179-2027","ECONOMICS - SSCI","6,820","4.4","Q1","1.13","58.5"%,
"Tourism Economics","TOURISM ECON","1354-8166","2044-0375","ECONOMICS - SSCI","3,957","4.4","Q1","1.13","5.03"%,
"European Journal of Health Economics","EUR J HEALTH ECON","1618-7598","1618-7601","ECONOMICS - SSCI","4,022","4.4","Q1","1.08","55.95"%,
"REVIEW OF INTERNATIONAL POLITICAL ECONOMY","REV INT POLIT ECON","0969-2290","1466-4526","ECONOMICS - SSCI","3,600","4.3","Q1","1.72","31.63"%,
"IMF Economic Review","IMF ECON REV","2041-4161","2041-417X","ECONOMICS - SSCI","1,242","4.3","Q1","1.1","0"%,
"NEW POLITICAL ECONOMY","NEW POLIT ECON","1356-3467","1469-9923","ECONOMICS - SSCI","2,591","4.2","Q1","1.62","32.08"%,
"AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS","AM J AGR ECON","0002-9092","1467-8276","ECONOMICS - SSCI","10,052","4.2","Q1","1.6","20.81"%,
"Journal of Commodity Markets","J COMMOD MARK","2405-8513","2405-8505","ECONOMICS - SSCI","594","4.2","Q1","1.1","12"%,
"BULLETIN OF INDONESIAN ECONOMIC STUDIES","B INDONES ECON STUD","0007-4918","1472-7234","ECONOMICS - SSCI","503","4.1","Q1","1.91","8.11"%,
"JOURNAL OF MONETARY ECONOMICS","J MONETARY ECON","0304-3932","1873-1295","ECONOMICS - SSCI","11,112","4.1","Q1","1.42","12.5"%,
"AGRICULTURAL ECONOMICS","AGR ECON-BLACKWELL","0169-5150","1574-0862","ECONOMICS - SSCI","5,467","4.1","Q1","1.05","30"%,
"Journal of International Financial Markets Institutions & Money","J INT FINANC MARK I","1042-4431","1873-0612","ECONOMICS - SSCI","4,373","4","Q1","1.3","12.57"%,
"EMERGING MARKETS FINANCE AND TRADE","EMERG MARK FINANC TR","1540-496X","1558-0938","ECONOMICS - SSCI","5,231","4","Q1","1.23","2.07"%,
"Forest Policy and Economics","FOREST POLICY ECON","1389-9341","1872-7050","ECONOMICS - SSCI","6,573","4","Q1","1.23","28.46"%,
"Review of International Organizations","REV INT ORGAN","1559-7431","1559-744X","ECONOMICS - SSCI","1,592","3.9","Q1","2.56","38.89"%,
"JOURNAL OF FINANCIAL AND QUANTITATIVE ANALYSIS","J FINANC QUANT ANAL","0022-1090","1756-6916","ECONOMICS - SSCI","10,144","3.9","Q1","1.27","16.9"%,
"Asian Economic Policy Review","ASIAN ECON POLICY R","1832-8105","1748-3131","ECONOMICS - SSCI","404","3.9","Q1","1.19","16.28"%,
"Agricultural and Food Economics","AGR FOOD ECON","N/A","2193-7532","ECONOMICS - SSCI","725","3.9","Q1","1.17","100"%,
"Journal of Asian Business and Economic Studies","J ASIAN BUS ECON ST","N/A","2515-964X","ECONOMICS - ESCI","286","3.9","N/A","1.06","96.3"%,
"Industry and Innovation","IND INNOV","1366-2716","1469-8390","ECONOMICS - SSCI","2,452","3.9","Q1","0.97","31.55"%,
"Competition & Change","COMPET CHANG","1024-5294","1477-2221","ECONOMICS - SSCI","994","3.9","Q1","0.96","33.94"%,
"JOURNAL OF LABOR ECONOMICS","J LABOR ECON","0734-306X","1537-5307","ECONOMICS - SSCI","5,997","3.8","Q1","1.56","1.68"%,
"JOURNAL OF POLICY ANALYSIS AND MANAGEMENT","J POLICY ANAL MANAG","0276-8739","1520-6688","ECONOMICS - SSCI","3,230","3.8","Q1","1.37","11.85"%,
"Entrepreneurial Business and Economics Review","ENTREPR BUS ECON REV","2353-883X","2353-8821","ECONOMICS - ESCI","789","3.8","N/A","1.1","100"%,
"Research in Transportation Economics","RES TRANSP ECON","0739-8859","1875-7979","ECONOMICS - SSCI","3,057","3.8","Q1","1.08","13.4"%,
"Socio-Economic Review","SOCIO-ECON REV","1475-1461","1475-147X","ECONOMICS - SSCI","2,772","3.7","Q2","1.76","22.5"%,
"WORK EMPLOYMENT AND SOCIETY","WORK EMPLOY SOC","0950-0170","1469-8722","ECONOMICS - SSCI","4,325","3.7","Q2","1.45","44.71"%,
"American Journal of Health Economics","AM J HEALTH ECON","2332-3493","2332-3507","ECONOMICS - SSCI","382","3.7","Q2","1.19","0"%,
"JOURNAL OF BANKING & FINANCE","J BANK FINANC","0378-4266","1872-6372","ECONOMICS - SSCI","23,888","3.7","Q2","1.13","8.93"%,
"Journal of the European Economic Association","J EUR ECON ASSOC","1542-4766","1542-4774","ECONOMICS - SSCI","6,278","3.6","Q2","1.34","21.05"%,
"North American Journal of Economics and Finance","N AM J ECON FINANC","1062-9408","1879-0860","ECONOMICS - SSCI","3,753","3.6","Q2","1.14","3.7"%,
"Journal of the Association of Environmental and Resource Economists","J ASSOC ENVIRON RESO","2333-5955","2333-5963","ECONOMICS - SSCI","1,475","3.6","Q2","1.05","1.87"%,
"Applied Health Economics and Health Policy","APPL HEALTH ECON HEA","1175-5652","1179-1896","ECONOMICS - SSCI","2,159","3.6","Q2","0.96","40.95"%,
"JOURNAL OF HEALTH ECONOMICS","J HEALTH ECON","0167-6296","1879-1646","ECONOMICS - SSCI","8,959","3.5","Q2","1.23","26.51"%,
"JOURNAL OF POLICY MODELING","J POLICY MODEL","0161-8938","1873-8060","ECONOMICS - SSCI","2,913","3.5","Q2","1.06","9.55"%,
"JOURNAL OF ECONOMIC PSYCHOLOGY","J ECON PSYCHOL","0167-4870","1872-7719","ECONOMICS - SSCI","6,556","3.5","Q2","0.95","23.44"%,
"Eurasian Business Review","EURASIAN BUS REV","1309-4297","2147-4281","ECONOMICS - SSCI","707","3.5","Q2","0.93","27.66"%,
"International Environmental Agreements-Politics Law and Economics","INT ENVIRON AGREEM-P","1567-9764","1573-1553","ECONOMICS - SSCI","1,622","3.4","Q2","1.59","45.3"%,
"ECONOMY AND SOCIETY","ECON SOC","0308-5147","1469-5766","ECONOMICS - SSCI","3,351","3.4","Q2","1.36","34.38"%,
"EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS","EUR REV AGRIC ECON","0165-1587","1464-3618","ECONOMICS - SSCI","2,352","3.4","Q2","1.28","25.15"%,
"Eurasian Economic Review","EURASIAN ECON REV","1309-422X","2147-429X","ECONOMICS - ESCI","427","3.4","N/A","1.19","17.98"%,
"JOURNAL OF AGRICULTURAL ECONOMICS","J AGR ECON","0021-857X","1477-9552","ECONOMICS - SSCI","2,941","3.4","Q2","1.18","40.74"%,
"QUARTERLY REVIEW OF ECONOMICS AND FINANCE","Q REV ECON FINANC","1062-9769","1878-4259","ECONOMICS - SSCI","3,348","3.4","Q2","1.06","6.85"%,
"Journal of Benefit-Cost Analysis","J BENEFIT-COST ANAL","2194-5888","2152-2812","ECONOMICS - SSCI","413","3.4","Q2","1.03","38.33"%,
"JOURNAL OF FORECASTING","J FORECASTING","0277-6693","1099-131X","ECONOMICS - SSCI","2,795","3.4","Q2","0.91","11.3"%,
"JOURNAL OF INTERNATIONAL ECONOMICS","J INT ECON","0022-1996","1873-0353","ECONOMICS - SSCI","10,685","3.3","Q2","1.15","18.53"%,
"Journal of Contemporary Accounting & Economics","J CONTEMP ACCOUNT EC","1815-5669","1815-5669","ECONOMICS - SSCI","937","3.3","Q2","0.98","5.06"%,
"Economics of Innovation and New Technology","ECON INNOV NEW TECH","1043-8599","1476-8364","ECONOMICS - SSCI","2,237","3.3","Q2","0.91","12.71"%,
"Journal of the Knowledge Economy","J KNOWL ECON","1868-7865","1868-7873","ECONOMICS - SSCI","2,453","3.3","Q2","0.91","13.69"%,
"China Economic Journal","CHINA ECON J","1753-8963","1753-8971","ECONOMICS - ESCI","514","3.3","N/A","0.71","7.69"%,
"ECONOMIC JOURNAL","ECON J","0013-0133","1468-0297","ECONOMICS - SSCI","16,832","3.2","Q2","1.12","18.72"%,
"AUSTRALIAN JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS","AUST J AGR RESOUR EC","1364-985X","1467-8489","ECONOMICS - SSCI","1,528","3.2","Q2","0.98","16.79"%,
"Empirical Economics","EMPIR ECON","0377-7332","1435-8921","ECONOMICS - SSCI","5,276","3.2","Q2","0.97","19.67"%,
"Journal of Asian Economics","J ASIAN ECON","1049-0078","1873-7927","ECONOMICS - SSCI","1,842","3.2","Q2","0.91","6.17"%,
"Annual Review of Financial Economics","ANNU REV FINANC ECON","1941-1367","1941-1375","ECONOMICS - SSCI","1,295","3.2","Q2","0.86","0"%,
"Agribusiness","AGRIBUSINESS","0742-4477","1520-6297","ECONOMICS - SSCI","1,391","3.2","Q2","0.85","21.51"%,
"CANADIAN PUBLIC POLICY-ANALYSE DE POLITIQUES","CAN PUBLIC POL","0317-0861","1911-9917","ECONOMICS - SSCI","864","3.1","Q2","0.91","0"%,
"China & World Economy","CHINA WORLD ECON","1671-2234","1749-124X","ECONOMICS - SSCI","1,250","3.1","Q2","0.89","5.69"%,
"Economic Systems","ECON SYST","0939-3625","1878-5433","ECONOMICS - SSCI","1,700","3.1","Q2","0.89","8.64"%,
"Economic Change and Restructuring","ECON CHANG RESTRUCT","1573-9414","1574-0277","ECONOMICS - SSCI","791","3.1","Q2","0.87","6.11"%,
"REGIONAL SCIENCE AND URBAN ECONOMICS","REG SCI URBAN ECON","0166-0462","1879-2308","ECONOMICS - SSCI","4,840","3.1","Q2","0.86","10.31"%,
"JOURNAL OF BUSINESS & ECONOMIC STATISTICS","J BUS ECON STAT","0735-0015","1537-2707","ECONOMICS - SSCI","8,799","3","Q2","1.45","12.3"%,
"Futures","FUTURES","0016-3287","1873-6378","ECONOMICS - SSCI","5,664","3","Q2","0.93","35.21"%,
"Economics & Sociology","ECON SOCIOL","2071-789X","2306-3459","ECONOMICS - ESCI","1,072","3","N/A","0.92","96.76"%,
"JOURNAL OF REGIONAL SCIENCE","J REGIONAL SCI","0022-4146","1467-9787","ECONOMICS - SSCI","3,335","3","Q2","0.73","28.57"%,
"JOURNAL OF ECONOMIC GEOGRAPHY","J ECON GEOGR","1468-2702","1468-2710","ECONOMICS - SSCI","5,075","2.9","Q2","1.4","28.95"%,
"JOURNAL OF THE JAPANESE AND INTERNATIONAL ECONOMIES","J JPN INT ECON","0889-1583","1095-8681","ECONOMICS - SSCI","980","2.9","Q2","1.12","27.84"%,
"Marine Resource Economics","MAR RESOUR ECON","0738-1360","2334-5985","ECONOMICS - SSCI","1,070","2.9","Q2","0.85","0"%,
"JOURNAL OF DEVELOPMENT STUDIES","J DEV STUD","0022-0388","1743-9140","ECONOMICS - SSCI","6,037","2.9","Q2","0.75","30.1"%,
"RESOURCE AND ENERGY ECONOMICS","RESOUR ENERGY ECON","0928-7655","1873-0221","ECONOMICS - SSCI","2,857","2.9","Q2","0.71","27.48"%,
"ENERGY JOURNAL","ENERG J","0195-6574","1944-9089","ECONOMICS - SSCI","3,716","2.9","Q2","0.68","7.94"%,
"INFORMATION ECONOMICS AND POLICY","INF ECON POLICY","0167-6245","1873-5975","ECONOMICS - SSCI","1,146","2.8","Q2","0.88","12.66"%,
"EUROPEAN ECONOMIC REVIEW","EUR ECON REV","0014-2921","1873-572X","ECONOMICS - SSCI","10,003","2.8","Q2","0.82","22.49"%,
"Inzinerine Ekonomika-Engineering Economics","INZ EKON","1392-2785","2029-5839","ECONOMICS - SSCI","977","2.8","Q2","0.75","100"%,
"Economics of Transportation","ECON TRANSP","2212-0122","2212-0130","ECONOMICS - SSCI","460","2.8","Q2","0.72","20.37"%,
"Central Bank Review","CENT BANK REV","1303-0701","1305-8800","ECONOMICS - ESCI","215","2.8","N/A","0.7","97.37"%,
"JOURNAL OF CONSUMER AFFAIRS","J CONSUM AFF","0022-0078","1745-6606","ECONOMICS - SSCI","2,831","2.8","Q2","0.7","12.5"%,
"JOURNAL OF COMPARATIVE ECONOMICS","J COMP ECON","0147-5967","1095-7227","ECONOMICS - SSCI","4,344","2.7","Q2","0.91","12.75"%,
"Journal of Cultural Economics","J CULT ECON","0885-2545","1573-6997","ECONOMICS - SSCI","1,113","2.7","Q2","0.89","27.27"%,
"International Journal of Emerging Markets","INT J EMERG MARK","1746-8809","1746-8817","ECONOMICS - SSCI","2,469","2.7","Q2","0.74","2.93"%,
"Journal of Empirical Finance","J EMPIR FINANC","0927-5398","1879-1727","ECONOMICS - SSCI","3,955","2.6","Q2","0.93","7.51"%,
"Economies","ECONOMIES","N/A","2227-7099","ECONOMICS - ESCI","1,741","2.6","N/A","0.78","98.89"%,
"Journal of Business Economics and Management","J BUS ECON MANAG","1611-1699","2029-4433","ECONOMICS - SSCI","2,023","2.6","Q2","0.74","97.42"%,
"Amfiteatru Economic","AMFITEATRU ECON","1582-9146","2247-9104","ECONOMICS - SSCI","995","2.6","Q2","0.65","83.8"%,
"Journal of Global Economic Analysis","J GLOB ECON ANAL","2377-2999","2377-2999","ECONOMICS - ESCI","231","2.5","N/A","1.38","8.33"%,
"ECONOMIC POLICY","ECON POLICY","0266-4658","1468-0327","ECONOMICS - SSCI","2,013","2.5","Q2","1.07","17.24"%,
"Mineral Economics","MINER ECON","2191-2203","2191-2211","ECONOMICS - ESCI","465","2.5","N/A","0.86","38.81"%,
"Economic and Labour Relations Review","ECON LABOUR RELAT RE","1035-3046","1838-2673","ECONOMICS - SSCI","704","2.5","Q2","0.84","11.76"%,
"Journal of Agrarian Change","J AGRAR CHANGE","1471-0358","1471-0366","ECONOMICS - SSCI","1,704","2.5","Q2","0.83","27.86"%,
"Economics & Human Biology","ECON HUM BIOL","1570-677X","1873-6130","ECONOMICS - SSCI","2,277","2.5","Q2","0.78","23.86"%,
"OXFORD BULLETIN OF ECONOMICS AND STATISTICS","OXFORD B ECON STAT","0305-9049","1468-0084","ECONOMICS - SSCI","5,164","2.5","Q2","0.78","24.37"%,
"WORLD BANK ECONOMIC REVIEW","WORLD BANK ECON REV","0258-6770","1564-698X","ECONOMICS - SSCI","3,213","2.5","Q2","0.78","14"%,
"INDUSTRIAL AND CORPORATE CHANGE","IND CORP CHANGE","0960-6491","1464-3650","ECONOMICS - SSCI","4,865","2.5","Q2","0.76","16.81"%,
"WORLD ECONOMY","WORLD ECON","0378-5920","1467-9701","ECONOMICS - SSCI","4,406","2.5","Q2","0.76","15.99"%,
"Economic Systems Research","ECON SYST RES","0953-5314","1469-5758","ECONOMICS - SSCI","1,711","2.5","Q2","0.74","24.77"%,
"Journal of Financial Econometrics","J FINANC ECONOMET","1479-8409","1479-8417","ECONOMICS - SSCI","1,684","2.5","Q2","0.73","12.5"%,
"Asian Journal of Technology Innovation","ASIAN J TECHNOL INNO","1976-1597","2158-6721","ECONOMICS - SSCI","563","2.5","Q2","0.51","2.78"%,
"Journal of Choice Modelling","J CHOICE MODEL","1755-5345","1755-5345","ECONOMICS - SSCI","986","2.4","Q2","1.09","35.64"%,
"Journal of Agribusiness in Developing and Emerging Economies","J AGRIBUS DEV EMERG","2044-0839","2044-0847","ECONOMICS - ESCI","783","2.4","N/A","0.79","3.57"%,
"American Economic Journal-Microeconomics","AM ECON J-MICROECON","1945-7669","1945-7685","ECONOMICS - SSCI","1,652","2.4","Q2","0.78","0"%,
"Journal of Economic Inequality","J ECON INEQUAL","1569-1721","1573-8701","ECONOMICS - SSCI","1,204","2.4","Q2","0.76","43.36"%,
"Journal of Family and Economic Issues","J FAM ECON ISS","1058-0476","1573-3475","ECONOMICS - SSCI","1,883","2.4","Q2","0.76","15.04"%,
"LABOUR ECONOMICS","LABOUR ECON","0927-5371","1879-1034","ECONOMICS - SSCI","4,195","2.4","Q2","0.72","22.62"%,
