"Journal Data Filtered By:  Selected Categories: CLINICAL NEUROLOGY;COMPUTER SCIENCE, CYBERNETICS;COMPUTER SCIENCE, HARDWARE & ARCHITECTURE;COMPUTER SCIENCE, INFORMATION SYSTEMS Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"IEEE Transactions on Services Computing","IEEE T SERV COMPUT","1939-1374","1939-1374","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","5,846","8.1","Q1","2.96","5.28"%,
"INFORMATION SCIENCES","INFORM SCIENCES","0020-0255","1872-6291","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","58,903","8.1","Q1","2.21","5"%,
"IEEE TRANSACTIONS ON MOBILE COMPUTING","IEEE T MOBILE COMPUT","1536-1233","1558-0660","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","12,286","7.9","Q1","2.01","12.15"%,
"Business & Information Systems Engineering","BUS INFORM SYST ENG+","2363-7005","1867-0202","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","3,308","7.9","Q1","0.96","69.16"%,
"Brain Stimulation","BRAIN STIMUL","1935-861X","1876-4754","CLINICAL NEUROLOGY - SCIE","10,411","7.7","Q1","1.78","94.43"%,
"IEEE Journal of Biomedical and Health Informatics","IEEE J BIOMED HEALTH","2168-2194","2168-2208","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","15,055","7.7","Q1","1.78","14.98"%,
"JOURNAL OF MANAGEMENT INFORMATION SYSTEMS","J MANAGE INFORM SYST","0742-1222","1557-928X","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","9,097","7.7","Q1","1.65","12.4"%,
"DECISION SUPPORT SYSTEMS","DECIS SUPPORT SYST","0167-9236","1873-5797","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","14,918","7.5","Q1","1.36","13.6"%,
"PAIN","PAIN","0304-3959","1872-6623","CLINICAL NEUROLOGY - SCIE","42,319","7.4","Q1","1.95","17.41"%,
"JOURNAL OF HEADACHE AND PAIN","J HEADACHE PAIN","1129-2369","1129-2377","CLINICAL NEUROLOGY - SCIE","6,926","7.4","Q1","1.63","99.52"%,
"IEEE Transactions on Dependable and Secure Computing","IEEE T DEPEND SECURE","1545-5971","1941-0018","COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE","6,444","7.3","Q1","2.23","14.21"%,
"IEEE Transactions on Dependable and Secure Computing","IEEE T DEPEND SECURE","1545-5971","1941-0018","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","6,444","7.3","Q1","2.23","14.21"%,
"IEEE TRANSACTIONS ON MULTIMEDIA","IEEE T MULTIMEDIA","1520-9210","1941-0077","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","14,802","7.3","Q1","1.94","4.55"%,
"MIS QUARTERLY","MIS QUART","0276-7783","N/A","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","29,364","7.3","Q1","1.72","0.94"%,
"IEEE Transactions on Big Data","IEEE T BIG DATA","2332-7790","2332-7790","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","2,214","7.2","Q1","2.45","12.69"%,
"JOURNAL OF STRATEGIC INFORMATION SYSTEMS","J STRATEGIC INF SYST","0963-8687","1873-1198","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","3,517","7","Q1","2.22","30.19"%,
"Journal of King Saud University-Computer and Information Sciences","J KING SAUD UNIV-COM","1319-1578","2213-1248","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","5,284","6.9","Q1","1.58","90.78"%,
"Translational Stroke Research","TRANSL STROKE RES","1868-4483","1868-601X","CLINICAL NEUROLOGY - SCIE","4,420","6.9","Q1","1.51","26.83"%,
"International Journal of Stroke","INT J STROKE","1747-4930","1747-4949","CLINICAL NEUROLOGY - SCIE","7,731","6.7","Q1","1.41","18.45"%,
"TSINGHUA SCIENCE AND TECHNOLOGY","TSINGHUA SCI TECHNOL","1007-0214","1878-7606","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","2,602","6.6","Q1","1.57","100"%,
"Human-centric Computing and Information Sciences","HUM-CENT COMPUT INFO","N/A","2192-1962","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,636","6.6","Q1","1.5","34.19"%,
"JOURNAL OF AFFECTIVE DISORDERS","J AFFECT DISORDERS","0165-0327","1573-2517","CLINICAL NEUROLOGY - SCIE","61,906","6.6","Q1","1.5","17.06"%,
"Epilepsy Currents","EPILEPSY CURR","1535-7597","1535-7511","CLINICAL NEUROLOGY - SCIE","1,230","6.6","Q1","0.89","84.62"%,
"IEEE Transactions on Cloud Computing","IEEE T CLOUD COMPUT","2168-7161","2168-7161","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","3,968","6.5","Q1","2.46","9.24"%,
"Journal of Organizational and End User Computing","J ORGAN END USER COM","1546-2234","1546-5012","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,362","6.5","Q1","1.74","88.27"%,
"Patterns","PATTERNS","2666-3899","2666-3899","COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI","1,449","6.5","N/A","1.03","93.37"%,
"BRAIN PATHOLOGY","BRAIN PATHOL","1015-6305","1750-3639","CLINICAL NEUROLOGY - SCIE","6,722","6.4","Q1","1.82","52.89"%,
"JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION","J AM MED INFORM ASSN","1067-5027","1527-974X","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","15,068","6.4","Q1","1.65","30.38"%,
"JPAD-Journal of Prevention of Alzheimers Disease","JPAD-J PREV ALZHEIM","2274-5807","2426-0266","CLINICAL NEUROLOGY - SCIE","1,441","6.4","Q1","1.42","30.65"%,
"IEEE Wireless Communications Letters","IEEE WIREL COMMUN LE","2162-2337","2162-2345","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","13,143","6.3","Q1","1.48","6.26"%,
"INFORMATION SYSTEMS MANAGEMENT","INFORM SYST MANAGE","1058-0530","1934-8703","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,608","6.2","Q1","1.01","11.58"%,
"Clinical Neuropsychiatry","CLIN NEUROPSYCHIATR","1724-4935","2385-0787","CLINICAL NEUROLOGY - ESCI","1,011","6.1","N/A","1.6","0"%,
"European Stroke Journal","EUR STROKE J","2396-9873","2396-9881","CLINICAL NEUROLOGY - SCIE","1,600","6.1","Q1","1.58","34.16"%,
"JOURNAL OF NEUROLOGY","J NEUROL","0340-5354","1432-1459","CLINICAL NEUROLOGY - SCIE","24,004","6","Q1","1.37","40.65"%,
"CNS DRUGS","CNS DRUGS","1172-7047","1179-1934","CLINICAL NEUROLOGY - SCIE","6,418","6","Q1","1.26","44.19"%,
"Electronic Commerce Research and Applications","ELECTRON COMMER R A","1567-4223","1873-7846","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","5,545","6","Q1","1.26","4.35"%,
"COMPUTER COMMUNICATIONS","COMPUT COMMUN","0140-3664","1873-703X","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","10,572","6","Q1","1.24","5.67"%,
"IEEE Transactions on Emerging Topics in Computing","IEEE T EMERG TOP COM","2168-6750","2168-6750","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","3,044","5.9","Q1","2.28","9.29"%,
"Stroke and Vascular Neurology","STROKE VASC NEUROL","2059-8688","2059-8696","CLINICAL NEUROLOGY - SCIE","2,098","5.9","Q1","1.59","99.55"%,
"IEEE TRANSACTIONS ON RELIABILITY","IEEE T RELIAB","0018-9529","1558-1721","COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE","8,009","5.9","Q1","1.51","7.18"%,
"INFORMATION SYSTEMS FRONTIERS","INFORM SYST FRONT","1387-3326","1572-9419","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","5,053","5.9","Q1","1.47","29.36"%,
"Therapeutic Advances in Neurological Disorders","THER ADV NEUROL DISO","1756-2856","1756-2864","CLINICAL NEUROLOGY - SCIE","2,911","5.9","Q1","1.46","94.54"%,
"Internet of Things","INTERNET THINGS-NETH","2543-1536","2542-6605","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","2,440","5.9","Q1","1.33","13.3"%,
"Internet Research","INTERNET RES","1066-2243","1066-2243","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","5,869","5.9","Q1","1.27","8.28"%,
"Journal of Healthcare Informatics Research","J HEALTHC INFORM RES","2509-4971","2509-498X","COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI","403","5.9","N/A","1.24","19.35"%,
"BIPOLAR DISORDERS","BIPOLAR DISORD","1398-5647","1399-5618","CLINICAL NEUROLOGY - SCIE","5,598","5.9","Q1","1.01","20.33"%,
"IEEE Open Journal of the Computer Society","IEEE OPEN J COMP SOC","N/A","2644-1268","COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - ESCI","312","5.9","N/A","0.95","94.67"%,
"IEEE Open Journal of the Computer Society","IEEE OPEN J COMP SOC","N/A","2644-1268","COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI","312","5.9","N/A","0.95","94.67"%,
"Multiple Sclerosis Journal","MULT SCLER J","1352-4585","1477-0970","CLINICAL NEUROLOGY - SCIE","15,126","5.8","Q1","1.3","21.94"%,
"Journal of the Association for Information Systems","J ASSOC INF SYST","1536-9323","1558-3457","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","4,885","5.8","Q1","1.22","0"%,
"CLINICAL AUTONOMIC RESEARCH","CLIN AUTON RES","0959-9851","1619-1560","CLINICAL NEUROLOGY - SCIE","2,453","5.8","Q1","0.97","24.44"%,
"INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE","INT J GEOGR INF SCI","1365-8816","1362-3087","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","8,901","5.7","Q2","1.42","13.7"%,
"Neurotherapeutics","NEUROTHERAPEUTICS","1933-7213","1878-7479","CLINICAL NEUROLOGY - SCIE","8,543","5.7","Q1","1.23","29.75"%,
"NEUROEPIDEMIOLOGY","NEUROEPIDEMIOLOGY","0251-5350","1423-0208","CLINICAL NEUROLOGY - SCIE","4,594","5.7","Q1","1.09","18.07"%,
"EPILEPSIA","EPILEPSIA","0013-9580","1528-1167","CLINICAL NEUROLOGY - SCIE","32,302","5.6","Q1","1.58","27.45"%,
"PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY","PROG NEURO-PSYCHOPH","0278-5846","1878-4216","CLINICAL NEUROLOGY - SCIE","15,198","5.6","Q1","1.48","16.76"%,
"ACM TRANSACTIONS ON INFORMATION SYSTEMS","ACM T INFORM SYST","1046-8188","1558-2868","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","3,042","5.6","Q2","1.39","0"%,
"COMPUTERS & SECURITY","COMPUT SECUR","0167-4048","1872-6208","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","10,169","5.6","Q2","1.34","15.79"%,
"SLEEP","SLEEP","0161-8105","1550-9109","CLINICAL NEUROLOGY - SCIE","29,797","5.6","Q1","1.34","24.05"%,
"Blockchain-Research and Applications","BLOCKCHAIN-RES APPL","2096-7209","2096-7209","COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI","219","5.6","N/A","1.33","93.94"%,
"Journal of Chemical Information and Modeling","J CHEM INF MODEL","1549-9596","1549-960X","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","31,925","5.6","Q2","1.32","11.1"%,
"Computer Networks","COMPUT NETW","1389-1286","1872-7069","COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE","14,423","5.6","Q1","1.29","12.85"%,
"Computer Networks","COMPUT NETW","1389-1286","1872-7069","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","14,423","5.6","Q2","1.29","12.85"%,
"Journal of Information Security and Applications","J INF SECUR APPL","2214-2126","2214-2134","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","3,913","5.6","Q2","1.25","8.11"%,
"EUROPEAN NEUROPSYCHOPHARMACOLOGY","EUR NEUROPSYCHOPHARM","0924-977X","1873-7862","CLINICAL NEUROLOGY - SCIE","9,135","5.6","Q1","1.14","25.21"%,
"NEUROSCIENTIST","NEUROSCIENTIST","1073-8584","1089-4098","CLINICAL NEUROLOGY - SCIE","6,162","5.6","Q1","1.13","17.24"%,
"JOURNAL OF INFORMATION TECHNOLOGY","J INF TECHNOL-UK","0268-3962","1466-4437","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","2,516","5.6","Q2","0.99","30.16"%,
"Current Neurology and Neuroscience Reports","CURR NEUROL NEUROSCI","1528-4042","1534-6293","CLINICAL NEUROLOGY - SCIE","5,251","5.6","Q1","0.8","14.88"%,
"Granular Computing","GRANULAR COMPUT","2364-4966","2364-4974","COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI","1,411","5.5","N/A","1.42","4.65"%,
"Journal of Grid Computing","J GRID COMPUT","1570-7873","1572-9184","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,215","5.5","Q2","1.19","18.12"%,
"INTERNATIONAL JOURNAL OF HUMAN-COMPUTER STUDIES","INT J HUM-COMPUT ST","1071-5819","1095-9300","COMPUTER SCIENCE, CYBERNETICS - SCIE","7,303","5.4","Q1","1.32","28.14"%,
"ICT Express","ICT EXPRESS","2405-9595","2405-9595","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,884","5.4","Q2","1.18","94.16"%,
"ACM Transactions on Internet Technology","ACM T INTERNET TECHN","1533-5399","1557-6051","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,909","5.3","Q2","1.56","0.4"%,
"IEEE Transactions on Network and Service Management","IEEE T NETW SERV MAN","1932-4537","1932-4537","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","5,610","5.3","Q2","1.3","7.85"%,
"Alzheimer's & Dementia: Diagnosis, Assessment & Disease Monitoring","ALZH DEMENT-DADM","N/A","2352-8729","CLINICAL NEUROLOGY - ESCI","2,680","5.3","N/A","1.26","56.76"%,
"Annals of Clinical and Translational Neurology","ANN CLIN TRANSL NEUR","2328-9503","2328-9503","CLINICAL NEUROLOGY - SCIE","6,527","5.3","Q1","1.25","69.67"%,
"HUMAN-COMPUTER INTERACTION","HUM-COMPUT INTERACT","0737-0024","1532-7051","COMPUTER SCIENCE, CYBERNETICS - SCIE","1,984","5.3","Q1","0.89","29.41"%,
"Egyptian Informatics Journal","EGYPT INFORM J","1110-8665","2090-4754","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,245","5.2","Q2","1.16","85.71"%,
"EUROPEAN JOURNAL OF NEUROLOGY","EUR J NEUROL","1351-5101","1468-1331","CLINICAL NEUROLOGY - SCIE","17,208","5.1","Q1","1.26","28.35"%,
"ACM Transactions on Multimedia Computing Communications and Applications","ACM T MULTIM COMPUT","1551-6857","1551-6865","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","3,006","5.1","Q2","1.24","0"%,
"ACM Transactions on Intelligent Systems and Technology","ACM T INTEL SYST TEC","2157-6904","2157-6912","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","6,967","5","Q2","2.48","0.79"%,
"HEADACHE","HEADACHE","0017-8748","1526-4610","CLINICAL NEUROLOGY - SCIE","10,183","5","Q1","1.26","18.99"%,
"Journal of Optical Communications and Networking","J OPT COMMUN NETW","1943-0620","1943-0639","COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE","3,575","5","Q1","1.25","9.22"%,
"Journal of Optical Communications and Networking","J OPT COMMUN NETW","1943-0620","1943-0639","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","3,575","5","Q2","1.25","9.22"%,
"NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY","NEUROPATH APPL NEURO","0305-1846","1365-2990","CLINICAL NEUROLOGY - SCIE","5,074","5","Q1","1.24","46.15"%,
"COMPUTER STANDARDS & INTERFACES","COMPUT STAND INTER","0920-5489","1872-7018","COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE","2,204","5","Q1","1.23","6.98"%,
"IEEE Transactions on Computational Social Systems","IEEE T COMPUT SOC SY","2329-924X","2329-924X","COMPUTER SCIENCE, CYBERNETICS - SCIE","3,680","5","Q1","0.97","4.59"%,
"IEEE Transactions on Computational Social Systems","IEEE T COMPUT SOC SY","2329-924X","2329-924X","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","3,680","5","Q2","0.97","4.59"%,
"CEPHALALGIA","CEPHALALGIA","0333-1024","1468-2982","CLINICAL NEUROLOGY - SCIE","11,636","4.9","Q1","1.26","22.57"%,
"INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS","INT J MED INFORM","1386-5056","1872-8243","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","9,478","4.9","Q2","1.14","24.58"%,
"Journal of Neurodevelopmental Disorders","J NEURODEV DISORD","1866-1947","1866-1955","CLINICAL NEUROLOGY - SCIE","2,226","4.9","Q1","1.02","100"%,
"INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING","INT J INF TECH DECIS","0219-6220","1793-6845","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","1,948","4.9","Q2","0.8","1.65"%,
"NEUROSURGERY","NEUROSURGERY","0148-396X","1524-4040","CLINICAL NEUROLOGY - SCIE","30,639","4.8","Q1","1.62","8.28"%,
"Alzheimers & Dementia-Translational Research & Clinical Interventions","ALZH DEMENT-TRCI","N/A","2352-8737","CLINICAL NEUROLOGY - ESCI","2,196","4.8","N/A","1.29","69.73"%,
"SLEEP MEDICINE","SLEEP MED","1389-9457","1878-5506","CLINICAL NEUROLOGY - SCIE","17,609","4.8","Q1","1.26","12.94"%,
"INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY","INT J NEUROPSYCHOPH","1461-1457","1469-5111","CLINICAL NEUROLOGY - SCIE","7,624","4.8","Q1","1.22","91.11"%,
"Ad Hoc Networks","AD HOC NETW","1570-8705","1570-8713","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","6,273","4.8","Q2","1.21","7.23"%,
"Brain Communications","BRAIN COMMUN","N/A","2632-1297","CLINICAL NEUROLOGY - ESCI","2,860","4.8","N/A","1.15","93.5"%,
"DATA MINING AND KNOWLEDGE DISCOVERY","DATA MIN KNOWL DISC","1384-5810","1573-756X","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","5,555","4.8","Q2","0.88","41.25"%,
"CURRENT OPINION IN NEUROLOGY","CURR OPIN NEUROL","1350-7540","1473-6551","CLINICAL NEUROLOGY - SCIE","6,764","4.8","Q1","0.81","10.17"%,
"Journal of Central Nervous System Disease","J CENT NERV SYST DIS","1179-5735","1179-5735","CLINICAL NEUROLOGY - ESCI","484","4.8","N/A","0.78","97.53"%,
"JOURNAL OF PAIN AND SYMPTOM MANAGEMENT","J PAIN SYMPTOM MANAG","0885-3924","1873-6513","CLINICAL NEUROLOGY - SCIE","16,050","4.7","Q1","1.35","31.09"%,
"EUROPEAN ARCHIVES OF PSYCHIATRY AND CLINICAL NEUROSCIENCE","EUR ARCH PSY CLIN N","0940-1334","1433-8491","CLINICAL NEUROLOGY - SCIE","5,679","4.7","Q1","1.13","40.67"%,
"CLINICAL NEUROPHYSIOLOGY","CLIN NEUROPHYSIOL","1388-2457","1872-8952","CLINICAL NEUROLOGY - SCIE","23,134","4.7","Q1","1.04","27.98"%,
"INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION","INT J HUM-COMPUT INT","1044-7318","1532-7590","COMPUTER SCIENCE, CYBERNETICS - SCIE","5,801","4.7","Q2","0.82","12.11"%,
"Spine Journal","SPINE J","1529-9430","1878-1632","CLINICAL NEUROLOGY - SCIE","13,629","4.5","Q2","1.53","11.84"%,
"JOURNAL OF SYSTEMS ARCHITECTURE","J SYST ARCHITECT","1383-7621","1873-6165","COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE","3,107","4.5","Q1","1.27","13.2"%,
