"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"ADVANCES IN ATMOSPHERIC SCIENCES","ADV ATMOS SCI","0256-1530","1861-9533","METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE","6,593","5.8","Q1","1","21.32"%,
"Molecular Therapy-Oncolytics","MOL THER-ONCOLYTICS","2372-7705","2372-7705","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","3,412","5.7","Q2","1.22","89.58"%,
"MOLECULAR MEDICINE","MOL MED","1076-1551","1528-3658","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","7,013","5.7","Q2","0.95","99.53"%,
"ALTEX-Alternatives to Animal Experimentation","ALTEX-ALTERN ANIM EX","1868-596X","1868-8551","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2,001","5.6","Q2","1.14","98.31"%,
"Atmospheric Research","ATMOS RES","0169-8095","1873-2895","METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE","19,802","5.5","Q1","1.32","22.95"%,
"EUROPEAN JOURNAL OF CLINICAL INVESTIGATION","EUR J CLIN INVEST","0014-2972","1365-2362","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","9,025","5.5","Q2","0.99","16.81"%,
"Vaccine","VACCINE","0264-410X","1873-2518","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","54,259","5.5","Q2","0.95","37.1"%,
"Biomedical Journal","BIOMED J","2319-4170","2320-2890","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2,788","5.5","Q2","0.92","98.83"%,
"AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS","AMYLOID","1350-6129","1744-2818","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2,184","5.5","Q2","0.88","29.75"%,
"Cancer Biology & Medicine","CANCER BIOL MED","2095-3941","2095-3941","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","3,145","5.5","Q2","0.88","92.75"%,
"Cold Spring Harbor Perspectives in Medicine","CSH PERSPECT MED","2157-1422","2157-1422","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","12,417","5.4","Q2","1.52","0"%,
"Drug Delivery and Translational Research","DRUG DELIV TRANSL RE","2190-393X","2190-3948","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","4,895","5.4","Q2","1.34","20.37"%,
"INTERNATIONAL JOURNAL OF MOLECULAR MEDICINE","INT J MOL MED","1107-3756","1791-244X","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","18,832","5.4","Q2","1.14","86.54"%,
"Nanomedicine-Nanotechnology Biology and Medicine","NANOMED-NANOTECHNOL","1549-9634","1549-9642","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","13,978","5.4","Q2","1.07","19.1"%,
"mAbs","MABS-AUSTIN","1942-0862","1942-0870","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","6,359","5.3","Q2","1.35","100"%,
"Precision Clinical Medicine","PRECIS CLIN MED","2096-5303","2516-1571","MEDICINE, RESEARCH & EXPERIMENTAL - ESCI","511","5.3","N/A","1.19","96.34"%,
"JOURNAL OF CELLULAR AND MOLECULAR MEDICINE","J CELL MOL MED","1582-1838","1582-4934","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","30,560","5.3","Q2","0.91","75.18"%,
"GLOBAL BIOGEOCHEMICAL CYCLES","GLOBAL BIOGEOCHEM CY","0886-6236","1944-9224","METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE","17,494","5.2","Q1","1.25","31.77"%,
"AEROSOL SCIENCE AND TECHNOLOGY","AEROSOL SCI TECH","0278-6826","1521-7388","METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE","8,417","5.2","Q1","0.79","20.52"%,
"GENE THERAPY","GENE THER","0969-7128","1476-5462","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","7,545","5.1","Q2","0.97","31.56"%,
"Journal of Zhejiang University-SCIENCE B","J ZHEJIANG UNIV-SC B","1673-1581","1862-1783","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","4,438","5.1","Q2","0.64","0"%,
"LABORATORY INVESTIGATION","LAB INVEST","0023-6837","1530-0307","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","12,716","5","Q2","1.4","72.77"%,
"International Journal of Disaster Risk Reduction","INT J DISAST RISK RE","2212-4209","2212-4209","METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE","14,385","5","Q1","1.12","24.48"%,
"ATMOSPHERIC ENVIRONMENT","ATMOS ENVIRON","1352-2310","1873-2844","METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE","68,155","5","Q1","1.07","20.98"%,
"Mineral Processing and Extractive Metallurgy Review","MIN PROC EXT MET REV","0882-7508","1547-7401","METALLURGY & METALLURGICAL ENGINEERING - SCIE","2,645","5","Q1","0.99","6.64"%,
"MOLECULAR PHARMACEUTICS","MOL PHARMACEUT","1543-8384","1543-8392","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","23,258","4.9","Q2","1.3","8.33"%,
"JOURNAL OF CLIMATE","J CLIMATE","0894-8755","1520-0442","METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE","63,576","4.9","Q1","1.11","5.68"%,
"Stem Cell Reviews and Reports","STEM CELL REV REP","2629-3269","2629-3277","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","4,213","4.8","Q2","0.97","27.58"%,
"International Journal of Minerals Metallurgy and Materials","INT J MIN MET MATER","1674-4799","1869-103X","METALLURGY & METALLURGICAL ENGINEERING - SCIE","5,710","4.8","Q1","0.94","1.91"%,
"CLIMATIC CHANGE","CLIMATIC CHANGE","0165-0009","1573-1480","METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE","25,615","4.8","Q2","0.93","37.75"%,
"Molecular Therapy-Methods & Clinical Development","MOL THER-METH CLIN D","N/A","2329-0501","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","4,825","4.7","Q2","1.15","91.07"%,
"MATERIALS CHARACTERIZATION","MATER CHARACT","1044-5803","1873-4189","METALLURGY & METALLURGICAL ENGINEERING - SCIE","23,936","4.7","Q1","1.11","9.91"%,
"HYDROMETALLURGY","HYDROMETALLURGY","0304-386X","1879-1158","METALLURGY & METALLURGICAL ENGINEERING - SCIE","16,404","4.7","Q1","1.07","9.13"%,
"JOURNAL OF MOLECULAR MEDICINE-JMM","J MOL MED","0946-2716","1432-1440","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","9,284","4.7","Q2","0.94","37.99"%,
"Biomedicines","BIOMEDICINES","N/A","2227-9059","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","17,347","4.7","Q2","0.87","99.35"%,
"MEDICAL HYPOTHESES","MED HYPOTHESES","0306-9877","1532-2777","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","11,265","4.7","Q2","0.84","15.22"%,
"ARCHIVES OF PATHOLOGY & LABORATORY MEDICINE","ARCH PATHOL LAB MED","0003-9985","1543-2165","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","12,075","4.6","Q2","1.46","95.63"%,
"CLIMATE DYNAMICS","CLIM DYNAM","0930-7575","1432-0894","METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE","28,949","4.6","Q2","1.02","30.86"%,
"NATURAL HAZARDS AND EARTH SYSTEM SCIENCES","NAT HAZARD EARTH SYS","1561-8633","1684-9981","METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE","12,459","4.6","Q2","0.95","97.15"%,
"Atmospheric Environment-X","ATMOS ENVIRON-X","N/A","2590-1621","METEOROLOGY & ATMOSPHERIC SCIENCES - ESCI","722","4.6","N/A","0.86","93.57"%,
"CLINICAL AND EXPERIMENTAL MEDICINE","CLIN EXP MED","1591-8890","1591-9528","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2,425","4.6","Q2","0.84","20.75"%,
"EXPERT OPINION ON BIOLOGICAL THERAPY","EXPERT OPIN BIOL TH","1471-2598","1744-7682","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","6,372","4.6","Q2","0.63","14.18"%,
"TRANSACTIONS OF NONFERROUS METALS SOCIETY OF CHINA","T NONFERR METAL SOC","1003-6326","2210-3384","METALLURGY & METALLURGICAL ENGINEERING - SCIE","16,206","4.5","Q1","0.98","59.77"%,
"JOURNAL OF AEROSOL SCIENCE","J AEROSOL SCI","0021-8502","1879-1964","METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE","8,789","4.5","Q2","0.95","36.08"%,
"CYTOTHERAPY","CYTOTHERAPY","1465-3249","1477-2566","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","7,303","4.5","Q2","0.91","25.63"%,
"Climate Risk Management","CLIM RISK MANAG","2212-0963","2212-0963","METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE","2,166","4.4","Q2","1.01","98.02"%,
"JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES","J GEOPHYS RES-ATMOS","2169-897X","2169-8996","METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE","85,490","4.4","Q2","1","22.13"%,
"INTERMETALLICS","INTERMETALLICS","0966-9795","1879-0216","METALLURGY & METALLURGICAL ENGINEERING - SCIE","15,653","4.4","Q1","0.8","8.77"%,
"Journal of Central South University","J CENT SOUTH UNIV","2095-2899","2227-5223","METALLURGY & METALLURGICAL ENGINEERING - SCIE","8,893","4.4","Q1","0.76","0"%,
"World Journal of Traditional Chinese Medicine","WORLD J TRAD CHINESE","2311-8571","2589-2894","MEDICINE, RESEARCH & EXPERIMENTAL - ESCI","641","4.4","N/A","0.55","82.05"%,
"Climate of the Past","CLIM PAST","1814-9324","1814-9332","METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE","6,388","4.3","Q2","1.05","98.47"%,
"Journal of Diabetes Research","J DIABETES RES","2314-6745","2314-6753","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","8,681","4.3","Q2","0.76","99.51"%,
"BOUNDARY-LAYER METEOROLOGY","BOUND-LAY METEOROL","0006-8314","1573-1472","METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE","9,112","4.3","Q2","0.68","39.03"%,
"Geomatics Natural Hazards & Risk","GEOMAT NAT HAZ RISK","1947-5705","1947-5713","METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE","3,800","4.2","Q2","1.02","98.48"%,
"JOURNAL OF INHERITED METABOLIC DISEASE","J INHERIT METAB DIS","0141-8955","1573-2665","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","7,548","4.2","Q2","1.02","38.11"%,
"HUMAN GENE THERAPY","HUM GENE THER","1043-0342","1557-7422","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","6,764","4.2","Q2","0.97","18.55"%,
"EUROPEAN JOURNAL OF MEDICAL RESEARCH","EUR J MED RES","0949-2321","2047-783X","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2,819","4.2","Q2","0.77","99.62"%,
"INDIAN JOURNAL OF MEDICAL RESEARCH","INDIAN J MED RES","0971-5916","0971-5916","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","7,754","4.2","Q2","0.58","92.9"%,
"Journal of Advanced Joining Processes","J ADV JOIN PROCESS","2666-3309","2666-3309","METALLURGY & METALLURGICAL ENGINEERING - ESCI","371","4.1","N/A","0.74","99.19"%,
"Current Research in Translational Medicine","CURR RES TRANSL MED","2452-3186","2452-3186","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","534","4.1","Q2","0.67","21.69"%,
"International Journal of Disaster Risk Science","INT J DISAST RISK SC","2095-0055","2192-6395","METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE","1,989","4","Q2","0.96","100"%,
"STEM CELLS AND DEVELOPMENT","STEM CELLS DEV","1547-3287","1557-8534","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","7,940","4","Q2","0.96","6.06"%,
"Nucleic Acid Therapeutics","NUCLEIC ACID THER","2159-3337","2159-3345","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","1,727","4","Q2","0.92","34.85"%,
"Biologics-Targets & Therapy","BIOL-TARGETS THER","1177-5475","1177-5491","MEDICINE, RESEARCH & EXPERIMENTAL - ESCI","895","4","N/A","0.73","94.29"%,
"Geoscience Letters","GEOSCI LETT","2196-4092","2196-4092","METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE","714","4","Q2","0.69","98.84"%,
"Molecular Biomedicine","MOL BIOMED","N/A","2662-8651","MEDICINE, RESEARCH & EXPERIMENTAL - ESCI","244","4","N/A","0.54","100"%,
"JOURNAL OF IMMUNOTHERAPY","J IMMUNOTHER","1524-9557","1537-4513","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","3,707","3.9","Q3","0.85","18.92"%,
"CTS-Clinical and Translational Science","CTS-CLIN TRANSL SCI","1752-8054","1752-8062","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","3,778","3.9","Q3","0.83","72.87"%,
"INTERNATIONAL JOURNAL OF CLIMATOLOGY","INT J CLIMATOL","0899-8418","1097-0088","METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE","29,535","3.9","Q2","0.79","17.48"%,
"XENOTRANSPLANTATION","XENOTRANSPLANTATION","0908-665X","1399-3089","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2,308","3.9","Q3","0.78","15"%,
"Elementa-Science of the Anthropocene","ELEMENTA-SCI ANTHROP","2325-1026","2325-1026","METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE","2,722","3.9","Q2","0.71","98.58"%,
"Atmospheric Measurement Techniques","ATMOS MEAS TECH","1867-1381","1867-8548","METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE","14,599","3.8","Q2","0.9","98.89"%,
"JOURNAL OF HYDROMETEOROLOGY","J HYDROMETEOROL","1525-755X","1525-7541","METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE","12,001","3.8","Q2","0.9","3.08"%,
"ADVANCES IN THERAPY","ADV THER","0741-238X","1865-8652","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","8,042","3.8","Q3","0.74","69.08"%,
"MOLECULAR GENETICS AND METABOLISM","MOL GENET METAB","1096-7192","1096-7206","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","8,735","3.8","Q3","0.74","32.27"%,
"Vaccine: X","VACCINE-X","2590-1362","2590-1362","MEDICINE, RESEARCH & EXPERIMENTAL - ESCI","410","3.8","N/A","0.71","90.36"%,
"Biomarker Insights","BIOMARK INSIGHTS","1177-2719","1177-2719","MEDICINE, RESEARCH & EXPERIMENTAL - ESCI","1,007","3.8","N/A","0.61","88.71"%,
"SPACE WEATHER-THE INTERNATIONAL JOURNAL OF RESEARCH AND APPLICATIONS","SPACE WEATHER","N/A","1542-7390","METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE","4,404","3.7","Q2","0.92","74.66"%,
"Orphanet Journal of Rare Diseases","ORPHANET J RARE DIS","N/A","1750-1172","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","13,170","3.7","Q3","0.83","99.51"%,
"NATURAL HAZARDS","NAT HAZARDS","0921-030X","1573-0840","METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE","24,509","3.7","Q2","0.82","11.23"%,
"PHYSICS AND CHEMISTRY OF THE EARTH","PHYS CHEM EARTH","1474-7065","1873-5193","METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE","6,305","3.7","Q2","0.77","5.72"%,
"Climate","CLIMATE","N/A","2225-1154","METEOROLOGY & ATMOSPHERIC SCIENCES - ESCI","3,049","3.7","N/A","0.69","98.44"%,
