"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"IET Collaborative Intelligent Manufacturing","IET COLL INTEL MANUF","N/A","2516-8398","ENGINEERING, MANUFACTURING - ESCI","539","8.2","N/A","1.11","82.56"%,
"ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE","ENG APPL ARTIF INTEL","0952-1976","1873-6769","ENGINEERING, MULTIDISCIPLINARY - SCIE","16,736","8","Q1","1.78","8.74"%,
"Facta Universitatis-Series Mechanical Engineering","FACTA UNIV-SER MECH","0354-2025","2335-0164","ENGINEERING, MECHANICAL - SCIE","1,168","7.9","Q1","1.87","100"%,
"Journal of Manufacturing Technology Management","J MANUF TECHNOL MANA","1741-038X","1758-7786","ENGINEERING, MANUFACTURING - SCIE","4,606","7.6","Q1","1.45","12.97"%,
"Petroleum Exploration and Development","PETROL EXPLOR DEV+","2096-4803","1876-3804","ENGINEERING, PETROLEUM - SCIE","8,124","7.5","Q1","1.37","94.23"%,
"INTERNATIONAL JOURNAL OF MECHANICAL SCIENCES","INT J MECH SCI","0020-7403","1879-2162","ENGINEERING, MECHANICAL - SCIE","31,747","7.3","Q1","1.82","8.17"%,
"ISA TRANSACTIONS","ISA T","0019-0578","1879-2022","ENGINEERING, MULTIDISCIPLINARY - SCIE","16,393","7.3","Q1","1.76","1.63"%,
"COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING","COMPUT METHOD APPL M","0045-7825","1879-2138","ENGINEERING, MULTIDISCIPLINARY - SCIE","47,448","7.2","Q1","2.11","27.65"%,
"Journal of Ocean Engineering and Science","J OCEAN ENG SCI","2468-0133","2468-0133","ENGINEERING, MARINE - SCIE","1,644","7.1","Q1","1.6","97.48"%,
"Journal of Ocean Engineering and Science","J OCEAN ENG SCI","2468-0133","2468-0133","ENGINEERING, OCEAN - SCIE","1,644","7.1","Q1","1.6","97.48"%,
"ENTOMOLOGIA GENERALIS","ENTOMOL GEN","0171-8177","2363-7102","ENTOMOLOGY - SCIE","1,218","6.9","Q1","2.65","0"%,
"Alexandria Engineering Journal","ALEX ENG J","1110-0168","2090-2670","ENGINEERING, MULTIDISCIPLINARY - SCIE","17,024","6.8","Q1","2.36","82.21"%,
"Friction","FRICTION","2223-7690","2223-7704","ENGINEERING, MECHANICAL - SCIE","3,835","6.8","Q1","1.36","99.75"%,
"INTERNATIONAL JOURNAL OF ENGINEERING SCIENCE","INT J ENG SCI","0020-7225","1879-2197","ENGINEERING, MULTIDISCIPLINARY - SCIE","12,027","6.6","Q1","2.34","16.12"%,
"IEEE Transactions on Network Science and Engineering","IEEE T NETW SCI ENG","2327-4697","2327-4697","ENGINEERING, MULTIDISCIPLINARY - SCIE","5,218","6.6","Q1","2.17","15.06"%,
"STRUCTURAL HEALTH MONITORING-AN INTERNATIONAL JOURNAL","STRUCT HEALTH MONIT","1475-9217","1741-3168","ENGINEERING, MULTIDISCIPLINARY - SCIE","7,930","6.6","Q1","1.67","7.61"%,
"INTEGRATED COMPUTER-AIDED ENGINEERING","INTEGR COMPUT-AID E","1069-2509","1875-8835","ENGINEERING, MULTIDISCIPLINARY - SCIE","906","6.5","Q1","1.28","5.56"%,
"THIN-WALLED STRUCTURES","THIN WALL STRUCT","0263-8231","1879-3223","ENGINEERING, MECHANICAL - SCIE","27,718","6.4","Q1","1.49","4.43"%,
"IEEE-ASME TRANSACTIONS ON MECHATRONICS","IEEE-ASME T MECH","1083-4435","1941-014X","ENGINEERING, MANUFACTURING - SCIE","19,423","6.4","Q2","1.38","6.58"%,
"IEEE-ASME TRANSACTIONS ON MECHATRONICS","IEEE-ASME T MECH","1083-4435","1941-014X","ENGINEERING, MECHANICAL - SCIE","19,423","6.4","Q1","1.38","6.58"%,
"APPLIED THERMAL ENGINEERING","APPL THERM ENG","1359-4311","1873-5606","ENGINEERING, MECHANICAL - SCIE","83,213","6.4","Q1","1.36","7.67"%,
"JOURNAL OF MATERIALS PROCESSING TECHNOLOGY","J MATER PROCESS TECH","0924-0136","1873-4774","ENGINEERING, MANUFACTURING - SCIE","44,151","6.3","Q2","1.22","9.67"%,
"Tribology International","TRIBOL INT","0301-679X","1879-2464","ENGINEERING, MECHANICAL - SCIE","30,462","6.2","Q1","1.67","10.92"%,
"Journal of Manufacturing Processes","J MANUF PROCESS","1526-6125","2212-4616","ENGINEERING, MANUFACTURING - SCIE","20,806","6.2","Q2","1.15","8.59"%,
"Engineering Applications of Computational Fluid Mechanics","ENG APPL COMP FLUID","1994-2060","1997-003X","ENGINEERING, MECHANICAL - SCIE","3,275","6.1","Q1","1.78","97.9"%,
"Engineering Applications of Computational Fluid Mechanics","ENG APPL COMP FLUID","1994-2060","1997-003X","ENGINEERING, MULTIDISCIPLINARY - SCIE","3,275","6.1","Q1","1.78","97.9"%,
"Automotive Innovation","AUTOMOTIVE INNOV","2096-4250","2522-8765","ENGINEERING, MECHANICAL - ESCI","645","6.1","N/A","0.87","40.38"%,
"Ain Shams Engineering Journal","AIN SHAMS ENG J","2090-4479","2090-4495","ENGINEERING, MULTIDISCIPLINARY - SCIE","7,734","6","Q1","1.91","97.07"%,
"International Journal of Fatigue","INT J FATIGUE","0142-1123","1879-3452","ENGINEERING, MECHANICAL - SCIE","27,629","6","Q1","1.39","14.96"%,
"Engineering Science and Technology-An International Journal-JESTECH","ENG SCI TECHNOL","2215-0986","2215-0986","ENGINEERING, MULTIDISCIPLINARY - SCIE","5,825","5.7","Q1","1.84","95.7"%,
"MEASUREMENT","MEASUREMENT","0263-2241","1873-412X","ENGINEERING, MULTIDISCIPLINARY - SCIE","38,427","5.6","Q1","1.63","7.41"%,
"NONLINEAR DYNAMICS","NONLINEAR DYNAM","0924-090X","1573-269X","ENGINEERING, MECHANICAL - SCIE","33,576","5.6","Q1","1.38","10.11"%,
"Petroleum Science","PETROL SCI","1672-5107","1995-8226","ENGINEERING, PETROLEUM - SCIE","4,268","5.6","Q1","1.04","90.4"%,
"International Journal of Optomechatronics","INT J OPTOMECHATRONI","1559-9612","1559-9620","ENGINEERING, MECHANICAL - SCIE","278","5.5","Q1","1.02","95.65"%,
"Current Opinion in Insect Science","CURR OPIN INSECT SCI","2214-5745","2214-5753","ENTOMOLOGY - SCIE","4,512","5.3","Q1","1.37","38.87"%,
"Propulsion and Power Research","PROPULS POWER RES","2212-540X","2212-540X","ENGINEERING, MECHANICAL - SCIE","1,164","5.3","Q1","1.33","96"%,
"THEORETICAL AND APPLIED FRACTURE MECHANICS","THEOR APPL FRACT MEC","0167-8442","1872-7638","ENGINEERING, MECHANICAL - SCIE","8,153","5.3","Q1","1.25","8"%,
"MECHANISM AND MACHINE THEORY","MECH MACH THEORY","0094-114X","1873-3999","ENGINEERING, MECHANICAL - SCIE","16,079","5.2","Q1","1.39","9.56"%,
"INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER","INT J HEAT MASS TRAN","0017-9310","1879-2189","ENGINEERING, MECHANICAL - SCIE","93,610","5.2","Q1","1.27","11.48"%,
"AEROSOL SCIENCE AND TECHNOLOGY","AEROSOL SCI TECH","0278-6826","1521-7388","ENGINEERING, MECHANICAL - SCIE","8,417","5.2","Q1","0.79","20.52"%,
"Advances in Manufacturing","ADV MANUF","2095-3127","2195-3597","ENGINEERING, MANUFACTURING - SCIE","1,603","5.2","Q2","0.65","15.83"%,
"Defence Technology","DEF TECHNOL","2096-3459","2214-9147","ENGINEERING, MULTIDISCIPLINARY - SCIE","3,774","5.1","Q1","1.39","88.89"%,
"Journal of Insects as Food and Feed","J INSECTS FOOD FEED","N/A","2352-4588","ENTOMOLOGY - SCIE","1,810","5.1","Q1","1.33","0"%,
"INTERNATIONAL JOURNAL OF IMPACT ENGINEERING","INT J IMPACT ENG","0734-743X","1879-3509","ENGINEERING, MECHANICAL - SCIE","16,488","5.1","Q1","1.23","12.55"%,
"International Journal of Hydromechatronics","INT J HYDROMECHATRON","2515-0464","2515-0472","ENGINEERING, MECHANICAL - ESCI","291","5.1","N/A","1.03","0"%,
"APPLIED MATHEMATICAL MODELLING","APPL MATH MODEL","0307-904X","1872-8480","ENGINEERING, MULTIDISCIPLINARY - SCIE","27,227","5","Q1","1.69","7.43"%,
"Results in Engineering","RESULTS ENG","2590-1230","2590-1230","ENGINEERING, MULTIDISCIPLINARY - ESCI","2,189","5","N/A","1.43","84.55"%,
"Ocean Engineering","OCEAN ENG","0029-8018","1873-5258","ENGINEERING, MARINE - SCIE","43,807","5","Q1","1.37","9.48"%,
"Ocean Engineering","OCEAN ENG","0029-8018","1873-5258","ENGINEERING, OCEAN - SCIE","43,807","5","Q1","1.37","9.48"%,
"WEAR","WEAR","0043-1648","1873-2577","ENGINEERING, MECHANICAL - SCIE","36,725","5","Q1","1.04","12.22"%,
"PRODUCTION AND OPERATIONS MANAGEMENT","PROD OPER MANAG","1059-1478","1937-5956","ENGINEERING, MANUFACTURING - SCIE","12,580","5","Q2","0.94","11.28"%,
"Journal of Computational Design and Engineering","J COMPUT DES ENG","N/A","2288-5048","ENGINEERING, MULTIDISCIPLINARY - SCIE","2,210","4.9","Q1","1.44","92.83"%,
"JOURNAL OF PEST SCIENCE","J PEST SCI","1612-4758","1612-4766","ENTOMOLOGY - SCIE","5,453","4.8","Q1","2.18","23.69"%,
"SYSTEMATIC ENTOMOLOGY","SYST ENTOMOL","0307-6970","1365-3113","ENTOMOLOGY - SCIE","3,263","4.8","Q1","1.62","17.88"%,
"ADVANCES IN ENGINEERING SOFTWARE","ADV ENG SOFTW","0965-9978","1873-5339","ENGINEERING, MULTIDISCIPLINARY - SCIE","11,672","4.8","Q1","1.21","11.08"%,
"Thermal Science and Engineering Progress","THERM SCI ENG PROG","2451-9049","2451-9049","ENGINEERING, MECHANICAL - SCIE","5,237","4.8","Q1","0.97","7.11"%,
"MATERIALS AND MANUFACTURING PROCESSES","MATER MANUF PROCESS","1042-6914","1532-2475","ENGINEERING, MANUFACTURING - SCIE","9,610","4.8","Q2","0.81","0.66"%,
"CIRP Journal of Manufacturing Science and Technology","CIRP J MANUF SCI TEC","1755-5817","1878-0016","ENGINEERING, MANUFACTURING - SCIE","3,249","4.8","Q2","0.74","10.92"%,
"Pesticide Biochemistry and Physiology","PESTIC BIOCHEM PHYS","0048-3575","1095-9939","ENTOMOLOGY - SCIE","9,292","4.7","Q1","1.53","8.41"%,
"JOURNAL OF SOUND AND VIBRATION","J SOUND VIB","0022-460X","1095-8568","ENGINEERING, MECHANICAL - SCIE","46,910","4.7","Q1","1.28","17.27"%,
"Science China-Technological Sciences","SCI CHINA TECHNOL SC","1674-7321","1869-1900","ENGINEERING, MULTIDISCIPLINARY - SCIE","7,796","4.6","Q1","0.87","0"%,
"INTERNATIONAL JOURNAL OF THERMAL SCIENCES","INT J THERM SCI","1290-0729","1778-4166","ENGINEERING, MECHANICAL - SCIE","20,061","4.5","Q1","1.13","5.52"%,
"JOURNAL OF AEROSOL SCIENCE","J AEROSOL SCI","0021-8502","1879-1964","ENGINEERING, MECHANICAL - SCIE","8,789","4.5","Q1","0.95","36.08"%,
"Frontiers of Mechanical Engineering","FRONT MECH ENG-PRC","2095-0233","2095-0241","ENGINEERING, MECHANICAL - SCIE","2,205","4.5","Q1","0.88","30.67"%,
"Biomimetics","BIOMIMETICS-BASEL","N/A","2313-7673","ENGINEERING, MULTIDISCIPLINARY - SCIE","1,258","4.5","Q1","0.76","100"%,
"Progress in Additive Manufacturing","PROG ADDIT MANUF","2363-9512","2363-9520","ENGINEERING, MANUFACTURING - ESCI","1,323","4.5","N/A","0.73","30"%,
"IEEE TRANSACTIONS ON INDUSTRY APPLICATIONS","IEEE T IND APPL","0093-9994","1939-9367","ENGINEERING, MULTIDISCIPLINARY - SCIE","32,429","4.4","Q2","1.31","4.49"%,
"COASTAL ENGINEERING","COAST ENG","0378-3839","1872-7379","ENGINEERING, OCEAN - SCIE","11,134","4.4","Q1","1.27","27.42"%,
"JOURNAL OF PETROLEUM SCIENCE AND ENGINEERING","J PETROL SCI ENG","0920-4105","1873-4715","ENGINEERING, PETROLEUM - SCIE","38,805","4.4","Q1","1.1","6.46"%,
"Combustion and Flame","COMBUST FLAME","0010-2180","1556-2921","ENGINEERING, MECHANICAL - SCIE","31,151","4.4","Q1","1.09","27.91"%,
"Combustion and Flame","COMBUST FLAME","0010-2180","1556-2921","ENGINEERING, MULTIDISCIPLINARY - SCIE","31,151","4.4","Q2","1.09","27.91"%,
"Archives of Civil and Mechanical Engineering","ARCH CIV MECH ENG","1644-9665","2083-3318","ENGINEERING, MECHANICAL - SCIE","4,596","4.4","Q1","0.95","24.47"%,
"APPLIED OCEAN RESEARCH","APPL OCEAN RES","0141-1187","1879-1549","ENGINEERING, OCEAN - SCIE","10,044","4.3","Q1","1.29","11.34"%,
"BIOLOGICAL CONTROL","BIOL CONTROL","1049-9644","1090-2112","ENTOMOLOGY - SCIE","11,318","4.2","Q1","1.32","22.06"%,
"International Journal of Precision Engineering and Manufacturing-Green Technology","INT J PR ENG MAN-GT","2288-6206","2198-0810","ENGINEERING, MANUFACTURING - SCIE","3,255","4.2","Q2","0.85","8.99"%,
"International Journal of Precision Engineering and Manufacturing-Green Technology","INT J PR ENG MAN-GT","2288-6206","2198-0810","ENGINEERING, MECHANICAL - SCIE","3,255","4.2","Q1","0.85","8.99"%,
"Chinese Journal of Mechanical Engineering","CHIN J MECH ENG-EN","1000-9345","2192-8258","ENGINEERING, MECHANICAL - SCIE","4,087","4.2","Q1","0.66","100"%,
"PEST MANAGEMENT SCIENCE","PEST MANAG SCI","1526-498X","1526-4998","ENTOMOLOGY - SCIE","19,709","4.1","Q1","1.54","9.94"%,
"Myrmecological News","MYRMECOL NEWS","1994-4136","N/A","ENTOMOLOGY - SCIE","786","4.1","Q1","1.26","0"%,
"JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS","J FRANKLIN I","0016-0032","1879-2693","ENGINEERING, MULTIDISCIPLINARY - SCIE","14,952","4.1","Q2","1.16","2.43"%,
"IEEE JOURNAL OF OCEANIC ENGINEERING","IEEE J OCEANIC ENG","0364-9059","1558-1691","ENGINEERING, OCEAN - SCIE","6,686","4.1","Q2","1.14","14.62"%,
"Nanoscale and Microscale Thermophysical Engineering","NANOSC MICROSC THERM","1556-7265","1556-7273","ENGINEERING, MECHANICAL - SCIE","662","4.1","Q1","0.82","0"%,
"INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING","INT J COMPUT INTEG M","0951-192X","1362-3052","ENGINEERING, MANUFACTURING - SCIE","3,247","4.1","Q2","0.8","12.59"%,
"CIRP ANNALS-MANUFACTURING TECHNOLOGY","CIRP ANN-MANUF TECHN","0007-8506","1726-0604","ENGINEERING, MANUFACTURING - SCIE","14,130","4.1","Q2","0.77","22.17"%,
"WIND ENERGY","WIND ENERGY","1095-4244","1099-1824","ENGINEERING, MECHANICAL - SCIE","6,096","4.1","Q1","0.72","58.02"%,
"Insect Science","INSECT SCI","1672-9609","1744-7917","ENTOMOLOGY - SCIE","3,913","4","Q1","1.62","18.64"%,
"Engineering Failure Analysis","ENG FAIL ANAL","1350-6307","1873-1961","ENGINEERING, MECHANICAL - SCIE","18,357","4","Q2","1.1","4.17"%,
"Journal of Bionic Engineering","J BIONIC ENG","1672-6529","2543-2141","ENGINEERING, MULTIDISCIPLINARY - SCIE","3,403","4","Q2","0.92","17.72"%,
"JOURNAL OF MANUFACTURING SCIENCE AND ENGINEERING-TRANSACTIONS OF THE ASME","J MANUF SCI E-T ASME","1087-1357","1528-8935","ENGINEERING, MANUFACTURING - SCIE","7,883","4","Q2","0.82","1.91"%,
"JOURNAL OF MANUFACTURING SCIENCE AND ENGINEERING-TRANSACTIONS OF THE ASME","J MANUF SCI E-T ASME","1087-1357","1528-8935","ENGINEERING, MECHANICAL - SCIE","7,883","4","Q2","0.82","1.91"%,
"Journal of Optimization","J OPTIM","2356-752X","2314-6486","ENGINEERING, MULTIDISCIPLINARY - ESCI","93","4","N/A","0.72","100"%,
"MARINE STRUCTURES","MAR STRUCT","0951-8339","1873-4170","ENGINEERING, MARINE - SCIE","5,083","3.9","Q1","1.23","16.36"%,
"JOURNAL OF SANDWICH STRUCTURES & MATERIALS","J SANDW STRUCT MATER","1099-6362","1530-7972","ENGINEERING, MECHANICAL - SCIE","2,904","3.9","Q2","1.16","2.82"%,
"STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION","STRUCT MULTIDISCIP O","1615-147X","1615-1488","ENGINEERING, MULTIDISCIPLINARY - SCIE","14,507","3.9","Q2","0.99","14.31"%,
"INTERNATIONAL JOURNAL OF REFRIGERATION","INT J REFRIG","0140-7007","1879-2081","ENGINEERING, MECHANICAL - SCIE","16,635","3.9","Q2","0.89","7.66"%,
"Manufacturing Letters","MANUF LETT","2213-8463","2213-8463","ENGINEERING, MANUFACTURING - ESCI","1,898","3.9","N/A","0.77","33.92"%,
"RAPID PROTOTYPING JOURNAL","RAPID PROTOTYPING J","1355-2546","1758-7670","ENGINEERING, MECHANICAL - SCIE","8,344","3.9","Q2","0.76","4"%,
"INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY","INSECT BIOCHEM MOLEC","0965-1748","1879-0240","ENTOMOLOGY - SCIE","9,631","3.8","Q1","1.32","21.41"%,
"SCIENCE AND ENGINEERING ETHICS","SCI ENG ETHICS","1353-3452","1471-5546","ENGINEERING, MULTIDISCIPLINARY - SCIE","3,154","3.7","Q2","2.66","50.71"%,
"International Journal of Mechanics and Materials in Design","INT J MECH MATER DES","1569-1713","1573-8841","ENGINEERING, MECHANICAL - SCIE","1,423","3.7","Q2","0.88","3.91"%,
"Structure and Infrastructure Engineering","STRUCT INFRASTRUCT E","1573-2479","1744-8980","ENGINEERING, MECHANICAL - SCIE","5,063","3.7","Q2","0.81","9.56"%,
"FATIGUE & FRACTURE OF ENGINEERING MATERIALS & STRUCTURES","FATIGUE FRACT ENG M","8756-758X","1460-2695","ENGINEERING, MECHANICAL - SCIE","7,930","3.7","Q2","0.77","12.22"%,
"SPE JOURNAL","SPE J","1086-055X","1930-0220","ENGINEERING, PETROLEUM - SCIE","10,500","3.6","Q1","1.22","0.15"%,
"International Journal of Critical Infrastructure Protection","INT J CRIT INFR PROT","1874-5482","2212-2087","ENGINEERING, MULTIDISCIPLINARY - SCIE","991","3.6","Q2","1.14","12.12"%,
"VEHICLE SYSTEM DYNAMICS","VEHICLE SYST DYN","0042-3114","1744-5159","ENGINEERING, MECHANICAL - SCIE","7,382","3.6","Q2","0.96","12.63"%,
"JOURNAL OF FLUIDS AND STRUCTURES","J FLUID STRUCT","0889-9746","1095-8622","ENGINEERING, MECHANICAL - SCIE","11,816","3.6","Q2","0.9","16.97"%,
"Technologies","TECHNOLOGIES","N/A","2227-7080","ENGINEERING, MULTIDISCIPLINARY - ESCI","1,624","3.6","N/A","0.86","99.67"%,
"International Journal of Structural Stability and Dynamics","INT J STRUCT STAB DY","0219-4554","1793-6764","ENGINEERING, MECHANICAL - SCIE","4,587","3.6","Q2","0.78","0.75"%,
"PRECISION ENGINEERING-JOURNAL OF THE INTERNATIONAL SOCIETIES FOR PRECISION ENGINEERING AND NANOTECHNOLOGY","PRECIS ENG","0141-6359","1873-2372","ENGINEERING, MANUFACTURING - SCIE","7,275","3.6","Q2","0.78","12.79"%,
"PRECISION ENGINEERING-JOURNAL OF THE INTERNATIONAL SOCIETIES FOR PRECISION ENGINEERING AND NANOTECHNOLOGY","PRECIS ENG","0141-6359","1873-2372","ENGINEERING, MULTIDISCIPLINARY - SCIE","7,275","3.6","Q2","0.78","12.79"%,
"Advances in Production Engineering & Management","ADV PROD ENG MANAG","1854-6250","1855-6531","ENGINEERING, MANUFACTURING - SCIE","718","3.6","Q2","0.66","0"%,
"Data-Centric Engineering","DATA-CENTRIC ENG","N/A","2632-6736","ENGINEERING, MULTIDISCIPLINARY - ESCI","158","3.6","N/A","0.63","100"%,
"Insect Conservation and Diversity","INSECT CONSERV DIVER","1752-458X","1752-4598","ENTOMOLOGY - SCIE","1,923","3.5","Q1","1.27","26.61"%,
"Smart Structures and Systems","SMART STRUCT SYST","1738-1584","1738-1991","ENGINEERING, MECHANICAL - SCIE","3,383","3.5","Q2","0.96","0"%,
"Design Studies","DESIGN STUD","0142-694X","1872-6909","ENGINEERING, MANUFACTURING - SCIE","3,493","3.5","Q3","0.94","35.35"%,
"Design Studies","DESIGN STUD","0142-694X","1872-6909","ENGINEERING, MULTIDISCIPLINARY - SCIE","3,493","3.5","Q2","0.94","35.35"%,
"EXPERIMENTAL HEAT TRANSFER","EXP HEAT TRANSFER","0891-6152","1521-0480","ENGINEERING, MECHANICAL - SCIE","1,762","3.5","Q2","0.8","0.49"%,
"Lubricants","LUBRICANTS","N/A","2075-4442","ENGINEERING, MECHANICAL - SCIE","2,263","3.5","Q2","0.8","99.32"%,
"ACTA MECHANICA SINICA","ACTA MECH SINICA-PRC","0567-7718","1614-3116","ENGINEERING, MECHANICAL - SCIE","3,494","3.5","Q2","0.7","4.48"%,
"JOURNAL OF ENGINEERING EDUCATION","J ENG EDUC","1069-4730","2168-9830","ENGINEERING, MULTIDISCIPLINARY - SCIE","3,013","3.4","Q2","1.33","37.7"%,
"Insect Systematics and Diversity","INSECT SYST DIVER","N/A","2399-3421","ENTOMOLOGY - SCIE","345","3.4","Q1","1.32","23.68"%,
"PROCEEDINGS OF THE COMBUSTION INSTITUTE","P COMBUST INST","1540-7489","1873-2704","ENGINEERING, MECHANICAL - SCIE","16,383","3.4","Q2","0.95","29.67"%,
"Inventions","INVENTIONS-BASEL","N/A","2411-5134","ENGINEERING, MULTIDISCIPLINARY - ESCI","1,284","3.4","N/A","0.94","98.93"%,
"Bioinspiration & Biomimetics","BIOINSPIR BIOMIM","1748-3182","1748-3190","ENGINEERING, MULTIDISCIPLINARY - SCIE","4,798","3.4","Q2","0.78","15.04"%,
"FIRE TECHNOLOGY","FIRE TECHNOL","0015-2684","1572-8099","ENGINEERING, MULTIDISCIPLINARY - SCIE","3,773","3.4","Q2","0.73","20.13"%,
"INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY","INT J ADV MANUF TECH","0268-3768","1433-3015","ENGINEERING, MANUFACTURING - SCIE","56,356","3.4","Q3","0.62","10.64"%,
"ENGINEERING ANALYSIS WITH BOUNDARY ELEMENTS","ENG ANAL BOUND ELEM","0955-7997","1873-197X","ENGINEERING, MULTIDISCIPLINARY - SCIE","7,026","3.3","Q2","1.09","3.47"%,
"JOURNAL OF MECHANICAL DESIGN","J MECH DESIGN","1050-0472","1528-9001","ENGINEERING, MECHANICAL - SCIE","10,015","3.3","Q2","0.96","1.38"%,
"JOURNAL OF ENGINEERING MECHANICS","J ENG MECH","0733-9399","1943-7889","ENGINEERING, MECHANICAL - SCIE","14,713","3.3","Q2","0.86","1.96"%,
"MECHATRONICS","MECHATRONICS","0957-4158","0957-4158","ENGINEERING, MECHANICAL - SCIE","5,677","3.3","Q2","0.76","11.94"%,
