"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"Annual Review of Clinical Psychology","ANNU REV CLIN PSYCHO","1548-5943","1548-5951","PSYCHOLOGY - SCIE","9,221","18.4","Q1","6.42","1.59"%,
"AMERICAN JOURNAL OF PSYCHIATRY","AM J PSYCHIAT","0002-953X","1535-7228","PSYCHIATRY - SCIE","41,788","17.7","Q1","3.65","0"%,
"AMERICAN JOURNAL OF PSYCHIATRY","AM J PSYCHIAT","0002-953X","1535-7228","PSYCHIATRY - SSCI","41,788","17.7","Q1","3.65","0"%,
"Industrial and Organizational Psychology-Perspectives on Science and Practice","IND ORGAN PSYCHOL-US","1754-9426","1754-9434","PSYCHOLOGY, APPLIED - SSCI","2,010","15.8","Q1","3.82","27.59"%,
"BRAIN BEHAVIOR AND IMMUNITY","BRAIN BEHAV IMMUN","0889-1591","1090-2139","PSYCHIATRY - SCIE","29,784","15.1","Q1","2.54","32.18"%,
"Annual Review of Organizational Psychology and Organizational Behavior","ANNU REV ORGAN PSYCH","2327-0608","2327-0616","PSYCHOLOGY, APPLIED - SSCI","4,414","13.7","Q1","2.93","0"%,
"Advances in Methods and Practices in Psychological Science","ADV METH PRACT PSYCH","2515-2459","2515-2467","PSYCHOLOGY - SCIE","2,681","13.6","Q1","4.54","66.67"%,
"JOURNAL OF MANAGEMENT","J MANAGE","0149-2063","1557-1211","PSYCHOLOGY, APPLIED - SSCI","36,676","13.5","Q1","2.4","19.24"%,
"JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY","J AM ACAD CHILD PSY","0890-8567","1527-5418","PSYCHIATRY - SCIE","22,301","13.3","Q1","3.08","31.37"%,
"JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY","J AM ACAD CHILD PSY","0890-8567","1527-5418","PSYCHIATRY - SSCI","22,301","13.3","Q1","3.08","31.37"%,
"Polymer Reviews","POLYM REV","1558-3724","1558-3716","POLYMER SCIENCE - SCIE","3,506","13.1","Q1","0.93","10.84"%,
"PSYCHIATRY AND CLINICAL NEUROSCIENCES","PSYCHIAT CLIN NEUROS","1323-1316","1440-1819","PSYCHIATRY - SCIE","5,750","11.9","Q1","1","29.76"%,
"General Psychiatry","GEN PSYCHIAT","2096-5923","2517-729X","PSYCHIATRY - ESCI","1,606","11.9","N/A","0.96","100"%,
"PSYCHIATRY RESEARCH","PSYCHIAT RES","0165-1781","1872-7123","PSYCHIATRY - SCIE","41,919","11.3","Q1","1.74","16.31"%,
"PSYCHIATRY RESEARCH","PSYCHIAT RES","0165-1781","1872-7123","PSYCHIATRY - SSCI","41,919","11.3","Q1","1.74","16.31"%,
"Carbohydrate Polymers","CARBOHYD POLYM","0144-8617","1879-1344","POLYMER SCIENCE - SCIE","128,007","11.2","Q1","2.29","9.76"%,
"JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY","J NEUROL NEUROSUR PS","0022-3050","1468-330X","PSYCHIATRY - SCIE","35,344","11.1","Q1","2.76","36.18"%,
"JOURNAL OF VOCATIONAL BEHAVIOR","J VOCAT BEHAV","0001-8791","1095-9084","PSYCHOLOGY, APPLIED - SSCI","18,305","11.1","Q1","1.94","21.6"%,
"MOLECULAR PSYCHIATRY","MOL PSYCHIATR","1359-4184","1476-5578","PSYCHIATRY - SCIE","33,254","11","Q1","2.45","45.71"%,
"Biological Psychiatry","BIOL PSYCHIAT","0006-3223","1873-2402","PSYCHIATRY - SCIE","43,951","10.6","Q1","2.37","33.46"%,
"BRITISH JOURNAL OF PSYCHIATRY","BRIT J PSYCHIAT","0007-1250","1472-1465","PSYCHIATRY - SCIE","26,927","10.5","Q1","2.34","45.16"%,
"BRITISH JOURNAL OF PSYCHIATRY","BRIT J PSYCHIAT","0007-1250","1472-1465","PSYCHIATRY - SSCI","26,927","10.5","Q1","2.34","45.16"%,
"JOURNAL OF ANXIETY DISORDERS","J ANXIETY DISORD","0887-6185","1873-7897","PSYCHIATRY - SSCI","10,801","10.3","Q1","2.2","15.92"%,
"JOURNAL OF APPLIED PSYCHOLOGY","J APPL PSYCHOL","0021-9010","1939-1854","PSYCHOLOGY, APPLIED - SSCI","57,881","9.9","Q1","2.64","0"%,
"ORGANIZATIONAL RESEARCH METHODS","ORGAN RES METHODS","1094-4281","1552-7425","PSYCHOLOGY, APPLIED - SSCI","12,755","9.5","Q1","2.06","14.29"%,
"JOURNAL OF MEMBRANE SCIENCE","J MEMBRANE SCI","0376-7388","1873-3123","POLYMER SCIENCE - SCIE","94,219","9.5","Q1","1.85","11.1"%,
"Asian Journal of Psychiatry","ASIAN J PSYCHIATR","1876-2018","1876-2026","PSYCHIATRY - SCIE","7,042","9.5","Q1","1.18","7.29"%,
"Revista de Psiquiatria y Salud Mental","REV PSIQUIATR SALUD","1888-9891","1989-4600","PSYCHIATRY - SCIE","925","9.2","Q1","1.45","1.69"%,
"Revista de Psiquiatria y Salud Mental","REV PSIQUIATR SALUD","1888-9891","1989-4600","PSYCHIATRY - SSCI","925","9.2","Q1","1.45","1.69"%,
"International Journal of Biological Macromolecules","INT J BIOL MACROMOL","0141-8130","1879-0003","POLYMER SCIENCE - SCIE","131,764","8.2","Q1","1.44","4.52"%,
"Epidemiology and Psychiatric Sciences","EPIDEMIOL PSYCH SCI","2045-7960","2045-7979","PSYCHIATRY - SCIE","3,958","8.1","Q1","1.56","99.27"%,
"Epidemiology and Psychiatric Sciences","EPIDEMIOL PSYCH SCI","2045-7960","2045-7979","PSYCHIATRY - SSCI","3,958","8.1","Q1","1.56","99.27"%,
"International Journal of Mental Health and Addiction","INT J MENT HEALTH AD","1557-1874","1557-1882","PSYCHIATRY - SCIE","7,305","8","Q1","2.05","25.2"%,
"International Journal of Mental Health and Addiction","INT J MENT HEALTH AD","1557-1874","1557-1882","PSYCHIATRY - SSCI","7,305","8","Q1","2.05","25.2"%,
"Journal of Behavioral Addictions","J BEHAV ADDICT","2062-5871","2063-5303","PSYCHIATRY - SCIE","5,713","7.8","Q1","1.43","91.63"%,
"Journal of Behavioral Addictions","J BEHAV ADDICT","2062-5871","2063-5303","PSYCHIATRY - SSCI","5,713","7.8","Q1","1.43","91.63"%,
"EUROPEAN PSYCHIATRY","EUR PSYCHIAT","0924-9338","1778-3585","PSYCHIATRY - SCIE","8,121","7.8","Q1","1.36","99.61"%,
"EUROPEAN PSYCHIATRY","EUR PSYCHIAT","0924-9338","1778-3585","PSYCHIATRY - SSCI","8,121","7.8","Q1","1.36","99.61"%,
"JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY","J CHILD PSYCHOL PSYC","0021-9630","1469-7610","PSYCHIATRY - SCIE","23,598","7.6","Q1","1.67","33.48"%,
"JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY","J CHILD PSYCHOL PSYC","0021-9630","1469-7610","PSYCHIATRY - SSCI","23,598","7.6","Q1","1.67","33.48"%,
"JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY","J CHILD PSYCHOL PSYC","0021-9630","1469-7610","PSYCHOLOGY - SCIE","23,598","7.6","Q1","1.67","33.48"%,
"NEUROPSYCHOPHARMACOLOGY","NEUROPSYCHOPHARMACOL","0893-133X","1740-634X","PSYCHIATRY - SCIE","30,231","7.6","Q1","1.65","29.78"%,
"LEADERSHIP QUARTERLY","LEADERSHIP QUART","1048-9843","1873-3409","PSYCHOLOGY, APPLIED - SSCI","14,193","7.5","Q1","1.89","7.8"%,
"INTERNATIONAL JOURNAL OF SOCIAL PSYCHIATRY","INT J SOC PSYCHIATR","0020-7640","1741-2854","PSYCHIATRY - SSCI","5,602","7.5","Q1","1.09","13.79"%,
"DEPRESSION AND ANXIETY","DEPRESS ANXIETY","1091-4269","1520-6394","PSYCHIATRY - SCIE","12,859","7.4","Q1","1.75","84.23"%,
"DEPRESSION AND ANXIETY","DEPRESS ANXIETY","1091-4269","1520-6394","PSYCHIATRY - SSCI","12,859","7.4","Q1","1.75","84.23"%,
"DEPRESSION AND ANXIETY","DEPRESS ANXIETY","1091-4269","1520-6394","PSYCHOLOGY - SCIE","12,859","7.4","Q1","1.75","84.23"%,
"COMPREHENSIVE PSYCHIATRY","COMPR PSYCHIAT","0010-440X","1532-8384","PSYCHIATRY - SCIE","8,741","7.3","Q1","1.5","98.58"%,
"COMPREHENSIVE PSYCHIATRY","COMPR PSYCHIAT","0010-440X","1532-8384","PSYCHIATRY - SSCI","8,741","7.3","Q1","1.5","98.58"%,
"APPLIED PSYCHOLOGY-AN INTERNATIONAL REVIEW-PSYCHOLOGIE APPLIQUEE-REVUE INTERNATIONALE","APPL PSYCHOL-INT REV","0269-994X","1464-0597","PSYCHOLOGY, APPLIED - SSCI","6,270","7.2","Q1","1.71","28.74"%,
"AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY","AM J GERIAT PSYCHIAT","1064-7481","1545-7214","PSYCHIATRY - SCIE","9,697","7.2","Q1","1.58","15.98"%,
"AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY","AM J GERIAT PSYCHIAT","1064-7481","1545-7214","PSYCHIATRY - SSCI","9,697","7.2","Q1","1.58","15.98"%,
"INTERNATIONAL PSYCHOGERIATRICS","INT PSYCHOGERIATR","1041-6102","1741-203X","PSYCHIATRY - SCIE","10,184","7","Q1","1.24","30.88"%,
"INTERNATIONAL PSYCHOGERIATRICS","INT PSYCHOGERIATR","1041-6102","1741-203X","PSYCHOLOGY - SCIE","10,184","7","Q1","1.24","30.88"%,
"GENERAL HOSPITAL PSYCHIATRY","GEN HOSP PSYCHIAT","0163-8343","1873-7714","PSYCHIATRY - SCIE","7,763","7","Q1","1.16","16.54"%,
"GENERAL HOSPITAL PSYCHIATRY","GEN HOSP PSYCHIAT","0163-8343","1873-7714","PSYCHIATRY - SSCI","7,763","7","Q1","1.16","16.54"%,
"GIANT","GIANT-AMSTERDAM","2666-5425","2666-5425","POLYMER SCIENCE - ESCI","586","7","N/A","1.06","94.44"%,
"PSYCHOLOGICAL MEDICINE","PSYCHOL MED","0033-2917","1469-8978","PSYCHIATRY - SCIE","37,881","6.9","Q1","2.08","40.81"%,
"PSYCHOLOGICAL MEDICINE","PSYCHOL MED","0033-2917","1469-8978","PSYCHIATRY - SSCI","37,881","6.9","Q1","2.08","40.81"%,
"PSYCHOLOGICAL MEDICINE","PSYCHOL MED","0033-2917","1469-8978","PSYCHOLOGY - SCIE","37,881","6.9","Q1","2.08","40.81"%,
"Applied Psychology-Health and Well Being","APPL PSYCHOL-HLTH WE","1758-0846","1758-0854","PSYCHOLOGY, APPLIED - SSCI","2,660","6.9","Q1","1.83","23.6"%,
"CURRENT OPINION IN PSYCHIATRY","CURR OPIN PSYCHIATR","0951-7367","1473-6578","PSYCHIATRY - SCIE","6,026","6.9","Q1","0.77","11.85"%,
"CURRENT OPINION IN PSYCHIATRY","CURR OPIN PSYCHIATR","0951-7367","1473-6578","PSYCHIATRY - SSCI","6,026","6.9","Q1","0.77","11.85"%,
"JOURNAL OF ORGANIZATIONAL BEHAVIOR","J ORGAN BEHAV","0894-3796","1099-1379","PSYCHOLOGY, APPLIED - SSCI","20,364","6.8","Q1","1.58","21.28"%,
"Translational Psychiatry","TRANSL PSYCHIAT","2158-3188","2158-3188","PSYCHIATRY - SCIE","19,301","6.8","Q1","1.58","99.47"%,
"PSYCHOLOGY & MARKETING","PSYCHOL MARKET","0742-6046","1520-6793","PSYCHOLOGY, APPLIED - SSCI","10,243","6.7","Q1","1.45","15.98"%,
"ACTA PSYCHIATRICA SCANDINAVICA","ACTA PSYCHIAT SCAND","0001-690X","1600-0447","PSYCHIATRY - SCIE","15,455","6.7","Q1","1.25","34.46"%,
"ACTA PSYCHIATRICA SCANDINAVICA","ACTA PSYCHIAT SCAND","0001-690X","1600-0447","PSYCHIATRY - SSCI","15,455","6.7","Q1","1.25","34.46"%,
"Current Psychiatry Reports","CURR PSYCHIAT REP","1523-3812","1535-1645","PSYCHIATRY - SCIE","8,819","6.7","Q1","0.88","19.32"%,
"Current Psychiatry Reports","CURR PSYCHIAT REP","1523-3812","1535-1645","PSYCHIATRY - SSCI","8,819","6.7","Q1","0.88","19.32"%,
"SCHIZOPHRENIA BULLETIN","SCHIZOPHRENIA BULL","0586-7614","1745-1701","PSYCHIATRY - SCIE","20,041","6.6","Q1","1.6","31.46"%,
"SCHIZOPHRENIA BULLETIN","SCHIZOPHRENIA BULL","0586-7614","1745-1701","PSYCHIATRY - SSCI","20,041","6.6","Q1","1.6","31.46"%,
"JOURNAL OF AFFECTIVE DISORDERS","J AFFECT DISORDERS","0165-0327","1573-2517","PSYCHIATRY - SCIE","61,906","6.6","Q1","1.5","17.06"%,
"JOURNAL OF AFFECTIVE DISORDERS","J AFFECT DISORDERS","0165-0327","1573-2517","PSYCHIATRY - SSCI","61,906","6.6","Q1","1.5","17.06"%,
"HUMAN RESOURCE MANAGEMENT","HUM RESOUR MANAGE-US","0090-4848","1099-050X","PSYCHOLOGY, APPLIED - SSCI","6,462","6.6","Q1","1.48","22.58"%,
"EUROPEAN CHILD & ADOLESCENT PSYCHIATRY","EUR CHILD ADOLES PSY","1018-8827","1435-165X","PSYCHIATRY - SCIE","10,102","6.4","Q1","1.72","49.64"%,
"EUROPEAN CHILD & ADOLESCENT PSYCHIATRY","EUR CHILD ADOLES PSY","1018-8827","1435-165X","PSYCHIATRY - SSCI","10,102","6.4","Q1","1.72","49.64"%,
"Psychological Trauma-Theory Research Practice and Policy","PSYCHOL TRAUMA-US","1942-9681","1942-969X","PSYCHIATRY - SSCI","6,722","6.3","Q1","1.59","0"%,
"Mental Illness","MENT ILLN","2036-7457","2036-7465","PSYCHIATRY - ESCI","258","6.3","N/A","0.21","91.67"%,
"JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES","J GERONTOL B-PSYCHOL","1079-5014","1758-5368","PSYCHOLOGY - SCIE","14,789","6.2","Q1","2.08","14.22"%,
"BIOMACROMOLECULES","BIOMACROMOLECULES","1525-7797","1526-4602","POLYMER SCIENCE - SCIE","42,679","6.2","Q1","1.38","9.99"%,
"JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY","J OCCUP ORGAN PSYCH","0963-1798","2044-8325","PSYCHOLOGY, APPLIED - SSCI","7,127","6.2","Q1","1.35","26.5"%,
"Family Medicine and Community Health","FAM MED COMMUNITY HE","2305-6983","2009-8774","PRIMARY HEALTH CARE - ESCI","764","6.1","N/A","2.04","100"%,
"ADDICTION","ADDICTION","0965-2140","1360-0443","PSYCHIATRY - SCIE","21,570","6.1","Q1","1.44","26.77"%,
"ADDICTION","ADDICTION","0965-2140","1360-0443","PSYCHIATRY - SSCI","21,570","6.1","Q1","1.44","26.77"%,
"WORK AND STRESS","WORK STRESS","0267-8373","1464-5335","PSYCHOLOGY, APPLIED - SSCI","4,728","6.1","Q1","1.44","31.58"%,
"Organizational Psychology Review","ORGAN PSYCHOL REV","2041-3866","2041-3874","PSYCHOLOGY, APPLIED - SSCI","1,006","6.1","Q1","1.22","19.67"%,
"Child and Adolescent Mental Health","CHILD ADOL MENT H-UK","1475-357X","1475-3588","PSYCHIATRY - SCIE","1,831","6.1","Q1","0.9","31.21"%,
"Child and Adolescent Mental Health","CHILD ADOL MENT H-UK","1475-357X","1475-3588","PSYCHIATRY - SSCI","1,831","6.1","Q1","0.9","31.21"%,
"CNS DRUGS","CNS DRUGS","1172-7047","1179-1934","PSYCHIATRY - SCIE","6,418","6","Q1","1.26","44.19"%,
"EUROPEAN POLYMER JOURNAL","EUR POLYM J","0014-3057","1873-1945","POLYMER SCIENCE - SCIE","29,973","6","Q1","1.08","11.45"%,
"BRITISH JOURNAL OF GENERAL PRACTICE","BRIT J GEN PRACT","0960-1643","1478-5242","PRIMARY HEALTH CARE - SCIE","9,210","5.9","Q1","2.3","80.49"%,
"POLYMER DEGRADATION AND STABILITY","POLYM DEGRAD STABIL","0141-3910","1873-2321","POLYMER SCIENCE - SCIE","28,728","5.9","Q1","1.17","15.66"%,
"BIPOLAR DISORDERS","BIPOLAR DISORD","1398-5647","1399-5618","PSYCHIATRY - SCIE","5,598","5.9","Q1","1.01","20.33"%,
"ACS Macro Letters","ACS MACRO LETT","N/A","2161-1653","POLYMER SCIENCE - SCIE","14,002","5.8","Q1","1.42","5.58"%,
"CELLULOSE","CELLULOSE","0969-0239","1572-882X","POLYMER SCIENCE - SCIE","29,311","5.7","Q1","1.57","13.03"%,
"PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY","PROG NEURO-PSYCHOPH","0278-5846","1878-4216","PSYCHIATRY - SCIE","15,198","5.6","Q2","1.48","16.76"%,
"International Journal of Mental Health Nursing","INT J MENT HEALTH NU","1445-8330","1447-0349","PSYCHIATRY - SCIE","4,154","5.6","Q2","1.39","19.4"%,
"International Journal of Mental Health Nursing","INT J MENT HEALTH NU","1445-8330","1447-0349","PSYCHIATRY - SSCI","4,154","5.6","Q1","1.39","19.4"%,
"Child and Adolescent Psychiatry and Mental Health","CHILD ADOL PSYCH MEN","N/A","1753-2000","PSYCHIATRY - SCIE","2,456","5.6","Q2","1.25","99.56"%,
"Child and Adolescent Psychiatry and Mental Health","CHILD ADOL PSYCH MEN","N/A","1753-2000","PSYCHIATRY - SSCI","2,456","5.6","Q1","1.25","99.56"%,
"EUROPEAN NEUROPSYCHOPHARMACOLOGY","EUR NEUROPSYCHOPHARM","0924-977X","1873-7862","PSYCHIATRY - SCIE","9,135","5.6","Q2","1.14","25.21"%,
"PERSONNEL PSYCHOLOGY","PERS PSYCHOL","0031-5826","1744-6570","PSYCHOLOGY, APPLIED - SSCI","10,926","5.5","Q1","1.33","16.81"%,
"INTERNATIONAL JOURNAL OF EATING DISORDERS","INT J EAT DISORDER","0276-3478","1098-108X","PSYCHIATRY - SCIE","12,766","5.5","Q2","1.27","16.11"%,
"INTERNATIONAL JOURNAL OF EATING DISORDERS","INT J EAT DISORDER","0276-3478","1098-108X","PSYCHIATRY - SSCI","12,766","5.5","Q1","1.27","16.11"%,
"INTERNATIONAL JOURNAL OF EATING DISORDERS","INT J EAT DISORDER","0276-3478","1098-108X","PSYCHOLOGY - SCIE","12,766","5.5","Q1","1.27","16.11"%,
"MACROMOLECULES","MACROMOLECULES","0024-9297","1520-5835","POLYMER SCIENCE - SCIE","100,044","5.5","Q1","1.23","5.8"%,
"International Review of Sport and Exercise Psychology","INT REV SPORT EXER P","1750-984X","1750-9858","PSYCHOLOGY, APPLIED - SSCI","1,899","5.5","Q1","0.98","25.89"%,
"Brazilian Journal of Psychiatry","BRAZ J PSYCHIAT","1516-4446","1809-452X","PSYCHIATRY - SCIE","1,256","5.5","Q2","0.89","94.34"%,
"Brazilian Journal of Psychiatry","BRAZ J PSYCHIAT","1516-4446","1809-452X","PSYCHIATRY - SSCI","1,256","5.5","Q1","0.89","94.34"%,
"Carbohydrate Polymer Technologies and Applications","CARBOHYDR POLYM TECH","2666-8939","2666-8939","POLYMER SCIENCE - ESCI","1,052","5.5","N/A","0.76","92.64"%,
"PSYCHOLOGICAL REVIEW","PSYCHOL REV","0033-295X","1939-1471","PSYCHOLOGY - SCIE","33,316","5.4","Q1","1.97","4.52"%,
"NPJ Schizophrenia","NPJ SCHIZOPHR","N/A","2334-265X","PSYCHIATRY - SCIE","1,201","5.4","Q2","1.14","98.98"%,
"BJPsych Open","BJPSYCH OPEN","2056-4724","2056-4724","PSYCHIATRY - SCIE","2,933","5.4","Q2","1","100"%,
"BJPsych Open","BJPSYCH OPEN","2056-4724","2056-4724","PSYCHIATRY - SSCI","2,933","5.4","Q1","1","100"%,
"JOURNAL OF CLINICAL PSYCHIATRY","J CLIN PSYCHIAT","0160-6689","1555-2101","PSYCHIATRY - SCIE","19,154","5.3","Q2","1.07","0.54"%,
"JOURNAL OF CLINICAL PSYCHIATRY","J CLIN PSYCHIAT","0160-6689","1555-2101","PSYCHIATRY - SSCI","19,154","5.3","Q1","1.07","0.54"%,
"JOURNAL OF POLYMERS AND THE ENVIRONMENT","J POLYM ENVIRON","1566-2543","1572-8919","POLYMER SCIENCE - SCIE","10,741","5.3","Q1","0.7","5.41"%,
"Evidence-Based Mental Health","EVID-BASED MENT HEAL","1362-0347","1468-960X","PSYCHIATRY - SCIE","2,186","5.2","Q2","2.16","52.27"%,
"Body Image","BODY IMAGE","1740-1445","1873-6807","PSYCHIATRY - SSCI","7,267","5.2","Q2","1.55","15.27"%,
"JMIR Mental Health","JMIR MENT HEALTH","2368-7959","2368-7959","PSYCHIATRY - SCIE","4,012","5.2","Q2","1.14","99.76"%,
"POLYMER COMPOSITES","POLYM COMPOSITE","0272-8397","1548-0569","POLYMER SCIENCE - SCIE","17,027","5.2","Q1","0.72","2.59"%,
"Journal of Occupational Health Psychology","J OCCUP HEALTH PSYCH","1076-8998","1939-1307","PSYCHOLOGY, APPLIED - SSCI","9,213","5.1","Q1","1.78","0"%,
"Behavioural Public Policy","BEHAV PUBLIC POLICY","2398-063X","2398-0648","PSYCHOLOGY, APPLIED - ESCI","695","5.1","N/A","1.45","17.39"%,
"EVOLUTION AND HUMAN BEHAVIOR","EVOL HUM BEHAV","1090-5138","1879-0607","PSYCHOLOGY, BIOLOGICAL - SSCI","5,488","5.1","Q1","1.42","29.01"%,
"IRISH JOURNAL OF PSYCHOLOGICAL MEDICINE","IRISH J PSYCHOL MED","0790-9667","2051-6967","PSYCHIATRY - ESCI","1,196","5.1","N/A","1.4","46.84"%,
"POLYMER TESTING","POLYM TEST","0142-9418","1873-2348","POLYMER SCIENCE - SCIE","17,780","5.1","Q1","1.3","56.91"%,
"REACTIVE & FUNCTIONAL POLYMERS","REACT FUNCT POLYM","1381-5148","1873-166X","POLYMER SCIENCE - SCIE","9,255","5.1","Q1","0.82","6.03"%,
"European Journal of Psychotraumatology","EUR J PSYCHOTRAUMATO","2000-8198","2000-8066","PSYCHIATRY - SSCI","5,185","5","Q2","1.17","98.99"%,
"ACS Applied Polymer Materials","ACS APPL POLYM MATER","2637-6105","2637-6105","POLYMER SCIENCE - SCIE","9,517","5","Q1","0.91","5.56"%,
"Polymers","POLYMERS-BASEL","N/A","2073-4360","POLYMER SCIENCE - SCIE","71,416","5","Q1","0.89","99.41"%,
"Qualitative Research in Sport Exercise and Health","QUAL RES SPORT EXERC","2159-676X","2159-6778","PSYCHOLOGY, APPLIED - SSCI","3,087","4.9","Q1","1.4","21.05"%,
"Clinical Psychological Science","CLIN PSYCHOL SCI","2167-7026","2167-7034","PSYCHIATRY - SCIE","4,497","4.8","Q2","1.52","14.84"%,
"Clinical Psychological Science","CLIN PSYCHOL SCI","2167-7026","2167-7034","PSYCHOLOGY - SCIE","4,497","4.8","Q1","1.52","14.84"%,
"JOURNAL OF BUSINESS AND PSYCHOLOGY","J BUS PSYCHOL","0889-3268","1573-353X","PSYCHOLOGY, APPLIED - SSCI","6,037","4.8","Q1","1.43","18.83"%,
"GROUP & ORGANIZATION MANAGEMENT","GROUP ORGAN MANAGE","1059-6011","1552-3993","PSYCHOLOGY, APPLIED - SSCI","4,019","4.8","Q1","1.22","13.7"%,
"INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY","INT J NEUROPSYCHOPH","1461-1457","1469-5111","PSYCHIATRY - SCIE","7,624","4.8","Q2","1.22","91.11"%,
"JOURNAL OF PSYCHIATRIC RESEARCH","J PSYCHIATR RES","0022-3956","1879-1379","PSYCHIATRY - SCIE","23,246","4.8","Q2","1.2","21.12"%,
"JOURNAL OF PSYCHIATRIC RESEARCH","J PSYCHIATR RES","0022-3956","1879-1379","PSYCHIATRY - SSCI","23,246","4.8","Q2","1.2","21.12"%,
"JOURNAL OF CONSUMER PSYCHOLOGY","J CONSUM PSYCHOL","1057-7408","1532-7663","PSYCHOLOGY, APPLIED - SSCI","8,525","4.8","Q1","1.02","11.17"%,
"EUROPEAN ARCHIVES OF PSYCHIATRY AND CLINICAL NEUROSCIENCE","EUR ARCH PSY CLIN N","0940-1334","1433-8491","PSYCHIATRY - SCIE","5,679","4.7","Q2","1.13","40.67"%,
"Mental Health and Physical Activity","MENT HEALTH PHYS ACT","1755-2966","1878-0199","PSYCHIATRY - SSCI","1,263","4.7","Q2","0.96","23.19"%,
"Frontiers in Psychiatry","FRONT PSYCHIATRY","1664-0640","1664-0640","PSYCHIATRY - SCIE","33,917","4.7","Q2","0.95","99.2"%,
"Frontiers in Psychiatry","FRONT PSYCHIATRY","1664-0640","1664-0640","PSYCHIATRY - SSCI","33,917","4.7","Q2","0.95","99.2"%,
"JOURNAL OF PSYCHOSOMATIC RESEARCH","J PSYCHOSOM RES","0022-3999","1879-1360","PSYCHIATRY - SCIE","16,727","4.7","Q2","0.92","22.24"%,
"JOURNAL OF PSYCHOSOMATIC RESEARCH","J PSYCHOSOM RES","0022-3999","1879-1360","PSYCHIATRY - SSCI","16,727","4.7","Q2","0.92","22.24"%,
