"Journal Data Filtered By:  Selected Categories: HUMANITIES, MULTIDISCIPLINARY;IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"PFG-Journal of Photogrammetry Remote Sensing and Geoinformation Science","PFG-J PHOTOGRAMM REM","2512-2789","2512-2819","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY - SCIE","416","4.1","Q2","0.58","54.35"%,
"Geocarto International","GEOCARTO INT","1010-6049","1752-0762","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY - SCIE","5,332","3.8","Q2","0.73","4.18"%,
"Psychology of Aesthetics Creativity and the Arts","PSYCHOL AESTHET CREA","1931-3896","1931-390X","HUMANITIES, MULTIDISCIPLINARY - AHCI","3,396","3.6","N/A","6.05","0.35"%,
"Humanities & Social Sciences Communications","HUM SOC SCI COMMUN","N/A","2662-9992","HUMANITIES, MULTIDISCIPLINARY - AHCI","2,074","3.5","N/A","4.87","100"%,
"INTERNATIONAL JOURNAL OF REMOTE SENSING","INT J REMOTE SENS","0143-1161","1366-5901","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY - SCIE","29,484","3.4","Q2","0.66","6.76"%,
"INTERNATIONAL JOURNAL OF IMAGING SYSTEMS AND TECHNOLOGY","INT J IMAG SYST TECH","0899-9457","1098-1098","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY - SCIE","2,110","3.3","Q2","0.67","2.8"%,
"Journal of Imaging","J IMAGING","N/A","2313-433X","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY - ESCI","2,639","3.2","N/A","0.53","99.6"%,
"Cultural Trends","CULT TRENDS","0954-8963","1469-3690","HUMANITIES, MULTIDISCIPLINARY - AHCI","670","3.1","N/A","2.43","25.71"%,
"Journal of Real-Time Image Processing","J REAL-TIME IMAGE PR","1861-8200","1861-8219","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY - SCIE","1,912","3","Q3","0.55","7.82"%,
"Visual Computing for Industry Biomedicine and Art","VIS COMPUT IND BIOME","N/A","2524-4442","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY - ESCI","369","2.8","N/A","0.43","100"%,
"Heritage Science","HERIT SCI","2050-7445","2050-7445","HUMANITIES, MULTIDISCIPLINARY - AHCI","1,809","2.5","N/A","2.08","99.79"%,
"ACM Journal on Computing and Cultural Heritage","ACM J COMPUT CULT HE","1556-4673","1556-4711","HUMANITIES, MULTIDISCIPLINARY - AHCI","765","2.4","N/A","2.95","0"%,
"EURASIP Journal on Image and Video Processing","EURASIP J IMAGE VIDE","1687-5176","1687-5281","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY - SCIE","1,909","2.4","Q3","0.55","100"%,
"PHOTOGRAMMETRIC RECORD","PHOTOGRAMM REC","0031-868X","1477-9730","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY - SCIE","812","2.4","Q3","0.48","13.46"%,
"Environmental Humanities","ENVIRON HUMANITIES","2201-1919","2201-1919","HUMANITIES, MULTIDISCIPLINARY - ESCI","753","2.3","N/A","4.2","98.81"%,
"Remote Sensing Letters","REMOTE SENS LETT","2150-704X","2150-7058","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY - SCIE","2,911","2.3","Q3","0.46","4.59"%,
"Signal Image and Video Processing","SIGNAL IMAGE VIDEO P","1863-1703","1863-1711","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY - SCIE","3,277","2.3","Q3","0.43","3.11"%,
"IET Image Processing","IET IMAGE PROCESS","1751-9659","1751-9667","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY - SCIE","4,754","2.3","Q3","0.4","46.36"%,
"Sign Systems Studies","SIGN SYST STUD","1406-4243","1736-7409","HUMANITIES, MULTIDISCIPLINARY - AHCI","851","2.2","N/A","3.35","100"%,
"Museum Management and Curatorship","MUS MANAGE CURATOR","0964-7775","1872-9185","HUMANITIES, MULTIDISCIPLINARY - AHCI","835","2.1","N/A","4.5","14.77"%,
"SIAM Journal on Imaging Sciences","SIAM J IMAGING SCI","1936-4954","1936-4954","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY - SCIE","4,279","2.1","Q3","0.64","3.08"%,
"She Ji-The Journal of Design Economics and Innovation","SHE JI","2405-8726","2405-8718","HUMANITIES, MULTIDISCIPLINARY - ESCI","345","2","N/A","4.46","96.97"%,
"Social Semiotics","SOC SEMIOT","1035-0330","1470-1219","HUMANITIES, MULTIDISCIPLINARY - AHCI","1,094","2","N/A","1.95","18.65"%,
"International Journal of Heritage Studies","INT J HERIT STUD","1352-7258","1470-3610","HUMANITIES, MULTIDISCIPLINARY - AHCI","1,976","1.8","N/A","2.7","29.31"%,
"NEW YORK TIMES BOOK REVIEW","NY TIMES BK REV","0028-7806","0028-7806","HUMANITIES, MULTIDISCIPLINARY - AHCI","542","1.8","N/A","0.41","0"%,
"Heritage","HERITAGE-BASEL","2571-9408","2571-9408","HUMANITIES, MULTIDISCIPLINARY - ESCI","1,007","1.7","N/A","3.86","99.28"%,
"DAEDALUS","DAEDALUS-US","0011-5266","1548-6192","HUMANITIES, MULTIDISCIPLINARY - AHCI","2,942","1.7","N/A","2.15","92.47"%,
"Journal of Applied Remote Sensing","J APPL REMOTE SENS","N/A","1931-3195","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY - SCIE","4,285","1.7","Q4","0.3","13.96"%,
"JOURNAL OF VISUALIZATION","J VISUAL-JAPAN","1343-8875","1875-8975","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY - SCIE","1,605","1.7","Q4","0.3","11.9"%,
"Biosemiotics","BIOSEMIOTICS-NETH","1875-1342","1875-1350","HUMANITIES, MULTIDISCIPLINARY - AHCI","382","1.6","N/A","2.87","33.33"%,
"Empirical Studies of the Arts","EMPIR STUD ARTS","0276-2374","1541-4493","HUMANITIES, MULTIDISCIPLINARY - AHCI","572","1.5","N/A","2.96","9.23"%,
"Historic Environment-Policy & Practice","HIST ENVIRON POLICY","1756-7505","1756-7513","HUMANITIES, MULTIDISCIPLINARY - AHCI","227","1.5","N/A","2.95","29.85"%,
"PATTERNS OF PREJUDICE","PATTERNS PREJUDICE","0031-322X","1461-7331","HUMANITIES, MULTIDISCIPLINARY - AHCI","891","1.5","N/A","2.26","41.18"%,
"COLOR RESEARCH AND APPLICATION","COLOR RES APPL","0361-2317","1520-6378","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY - SCIE","2,988","1.4","Q4","0.3","8.18"%,
"JOURNAL OF SCHOLARLY PUBLISHING","J SCHOLARLY PUBL","1198-9742","1710-1166","HUMANITIES, MULTIDISCIPLINARY - AHCI","190","1.3","N/A","1.84","0"%,
"PHOTOGRAMMETRIC ENGINEERING AND REMOTE SENSING","PHOTOGRAMM ENG REM S","0099-1112","2374-8079","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY - SCIE","6,761","1.3","Q4","0.28","22.09"%,
"Medical Humanities","MED HUMANIT","1468-215X","1473-4265","HUMANITIES, MULTIDISCIPLINARY - AHCI","778","1.2","N/A","3.71","29.49"%,
"SOUNDINGS","SOUNDINGS","0038-1861","2161-6302","HUMANITIES, MULTIDISCIPLINARY - AHCI","300","1.2","N/A","0.38","3.03"%,
"JOURNAL OF LATIN AMERICAN STUDIES","J LAT AM STUD","0022-216X","1469-767X","HUMANITIES, MULTIDISCIPLINARY - AHCI","934","1.1","N/A","2.19","22.5"%,
"Fashion Practice-The Journal of Design Creative Process & the Fashion Industry","FASHION PRACT","1756-9370","1756-9389","HUMANITIES, MULTIDISCIPLINARY - AHCI","305","1.1","N/A","2.04","7.32"%,
"Creative Industries Journal","CREATIVE IND J","1751-0694","1751-0708","HUMANITIES, MULTIDISCIPLINARY - ESCI","275","1.1","N/A","1.65","18.28"%,
"VICTORIAN STUDIES","VICTORIAN STUD","0042-5222","1527-2052","HUMANITIES, MULTIDISCIPLINARY - AHCI","493","1.1","N/A","1.6","0"%,
"PROCEEDINGS OF THE ROYAL IRISH ACADEMY SECTION C-ARCHAEOLOGY CELTIC STUDIES HISTORY LINGUISTICS LITERATURE","P ROY IRISH ACAD C","0035-8991","N/A","HUMANITIES, MULTIDISCIPLINARY - AHCI","79","1.1","N/A","1.38","16.67"%,
"Women-A Cultural Review","WOMEN","0957-4042","1470-1367","HUMANITIES, MULTIDISCIPLINARY - ESCI","217","1.1","N/A","0.57","28.33"%,
"JOURNAL OF ELECTRONIC IMAGING","J ELECTRON IMAGING","1017-9909","1560-229X","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY - SCIE","2,923","1.1","Q4","0.23","3.25"%,
"Studies in American Humor","STUD AM HUMOR","2333-9934","0095-280X","HUMANITIES, MULTIDISCIPLINARY - ESCI","76","1","N/A","3.61","0"%,
"Fashion Theory-The Journal of Dress Body & Culture","FASH THEORY","1362-704X","1751-7419","HUMANITIES, MULTIDISCIPLINARY - AHCI","669","1","N/A","2.5","7.69"%,
"Journal of Conservation and Museum Studies","J CONSERV MUS STUD","2049-4572","1364-0429","HUMANITIES, MULTIDISCIPLINARY - ESCI","66","1","N/A","2.42","100"%,
"Curator-The Museum Journal","CURATOR","0011-3069","2151-6952","HUMANITIES, MULTIDISCIPLINARY - AHCI","736","1","N/A","2.31","19.23"%,
"Cogent Arts & Humanities","COGENT ARTS HUMANITE","2331-1983","2331-1983","HUMANITIES, MULTIDISCIPLINARY - ESCI","297","1","N/A","2.1","98.05"%,
"Acta Borealia","ACTA BOREAL","0800-3831","1503-111X","HUMANITIES, MULTIDISCIPLINARY - AHCI","146","1","N/A","1.92","52.38"%,
"TEXTILE HISTORY","TEXT HIST","0040-4969","1743-2952","HUMANITIES, MULTIDISCIPLINARY - AHCI","146","1","N/A","1.21","15.38"%,
"JOURNAL OF IMAGING SCIENCE AND TECHNOLOGY","J IMAGING SCI TECHN","1062-3701","1943-3522","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY - SCIE","560","1","Q4","0.1","0.56"%,
"Heritage and Society","HERIT SOC","2159-032X","2159-0338","HUMANITIES, MULTIDISCIPLINARY - ESCI","179","0.9","N/A","3.14","34.09"%,
"Senses & Society","SENSES SOC","1745-8927","1745-8935","HUMANITIES, MULTIDISCIPLINARY - AHCI","334","0.9","N/A","2.49","23.29"%,
"Journal of Medical Humanities","J MED HUMANIT","1041-3545","1573-3645","HUMANITIES, MULTIDISCIPLINARY - ESCI","447","0.9","N/A","2.27","27.46"%,
"Journal of Islamic Studies","J ISLAM STUD","0955-2340","1471-6917","HUMANITIES, MULTIDISCIPLINARY - AHCI","234","0.9","N/A","1.7","9.38"%,
"SLAVIC REVIEW","SLAVIC REV","0037-6779","2325-7784","HUMANITIES, MULTIDISCIPLINARY - AHCI","1,022","0.9","N/A","1.33","20"%,
"Novye Issledovaniya Tuvy-New Research of Tuva","NOVYE ISSLED TUVY","N/A","2079-8482","HUMANITIES, MULTIDISCIPLINARY - ESCI","200","0.9","N/A","1.22","100"%,
"Image Analysis & Stereology","IMAGE ANAL STEREOL","1580-3139","N/A","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY - SCIE","415","0.9","Q4","0.21","87.76"%,
"Journal of the Institute of Conservation","J INST CONSERV","1945-5224","1945-5232","HUMANITIES, MULTIDISCIPLINARY - ESCI","116","0.8","N/A","2.06","8.33"%,
"AMERICAN IMAGO","AM IMAGO","0065-860X","1085-7931","HUMANITIES, MULTIDISCIPLINARY - AHCI","252","0.8","N/A","1.73","1.3"%,
"Mortality","MORTALITY-UK","1357-6275","1469-9885","HUMANITIES, MULTIDISCIPLINARY - ESCI","555","0.8","N/A","1.68","23.08"%,
"Digital Scholarship in the Humanities","DIGIT SCHOLARSH HUM","2055-7671","2055-768X","HUMANITIES, MULTIDISCIPLINARY - AHCI","555","0.8","N/A","1.59","17.59"%,
"SEMIOTICA","SEMIOTICA","0037-1998","1613-3692","HUMANITIES, MULTIDISCIPLINARY - AHCI","1,345","0.8","N/A","0.94","8.6"%,
"International Journal of Arts Management","INT J ARTS MANAG","1480-8986","1480-8986","HUMANITIES, MULTIDISCIPLINARY - AHCI","378","0.8","N/A","0.86","0"%,
"International Journal of Cultural Property","INT J CULT PROP","0940-7391","1465-7317","HUMANITIES, MULTIDISCIPLINARY - ESCI","409","0.7","N/A","1.49","30.38"%,
"Visual Studies","VISUAL STUD","1472-586X","1472-5878","HUMANITIES, MULTIDISCIPLINARY - AHCI","717","0.7","N/A","1.48","15.24"%,
"AMERICAN QUARTERLY","AM QUART","0003-0678","1080-6490","HUMANITIES, MULTIDISCIPLINARY - AHCI","1,252","0.7","N/A","1.38","0.88"%,
"Irish Studies Review","IR STUD REV","0967-0882","1469-9303","HUMANITIES, MULTIDISCIPLINARY - AHCI","156","0.7","N/A","1.35","25.33"%,
"KronoScope-Journal for the Study of Time","KRONOSCOPE","1567-715X","1568-5241","HUMANITIES, MULTIDISCIPLINARY - ESCI","40","0.7","N/A","0.85","0"%,
"LIBRARY","LIBRARY","0024-2160","1744-8581","HUMANITIES, MULTIDISCIPLINARY - AHCI","312","0.7","N/A","0.46","5.45"%,
"Archives and Records-The Journal of the Archives and Records Association","ARCH REC","2325-7962","2325-7989","HUMANITIES, MULTIDISCIPLINARY - AHCI","154","0.6","N/A","5.32","26.53"%,
"JOURNAL OF ARTS MANAGEMENT LAW AND SOCIETY","J ART MANAG LAW SOC","1063-2921","1930-7799","HUMANITIES, MULTIDISCIPLINARY - AHCI","311","0.6","N/A","1.61","16.67"%,
"SCIRES-IT-SCIentific RESearch and Information Technology","SCIRES-IT","2239-4303","2239-4303","HUMANITIES, MULTIDISCIPLINARY - ESCI","129","0.6","N/A","1.56","0"%,
"International Journal of Intangible Heritage","INT J INTANG HERIT","1975-3586","1975-4019","HUMANITIES, MULTIDISCIPLINARY - AHCI","106","0.6","N/A","1.5","0"%,
"UNIVERSITY OF TORONTO QUARTERLY","U TORONTO QUART","0042-0247","1712-5278","HUMANITIES, MULTIDISCIPLINARY - AHCI","148","0.6","N/A","1.15","0"%,
"Small Axe","SMALL AXE","0799-0537","1534-6714","HUMANITIES, MULTIDISCIPLINARY - AHCI","748","0.6","N/A","1.07","0"%,
"Revista Notas Historicas y Geograficas","REV NOTAS HIST GEOGR","0717-036X","0719-4404","HUMANITIES, MULTIDISCIPLINARY - ESCI","32","0.6","N/A","1.06","0"%,
"EIRE-IRELAND","EIRE-IRELAND","0013-2683","1550-5162","HUMANITIES, MULTIDISCIPLINARY - AHCI","150","0.6","N/A","1.03","0"%,
"International Journal of Canadian Studies","INT J CAN STUD","1180-3991","1923-5291","HUMANITIES, MULTIDISCIPLINARY - ESCI","64","0.6","N/A","0.77","0"%,
"Voice and Speech Review","VOICE SPEECH REV","2326-8263","2326-8271","HUMANITIES, MULTIDISCIPLINARY - ESCI","135","0.6","N/A","0.77","3.95"%,
"Kyiv-Mohyla Humanities Journal","KYIV","2313-4895","2313-4895","HUMANITIES, MULTIDISCIPLINARY - ESCI","31","0.6","N/A","0.57","0"%,
"JOURNAL OF THE AMERICAN INSTITUTE FOR CONSERVATION","J AM INST CONSERV","0197-1360","1945-2330","HUMANITIES, MULTIDISCIPLINARY - AHCI","470","0.5","N/A","1.97","3.95"%,
"Text and Performance Quarterly","TEXT PERFORM Q","1046-2937","1479-5760","HUMANITIES, MULTIDISCIPLINARY - AHCI","428","0.5","N/A","1.63","4.65"%,
"Sound Studies","SOUND STUD","2055-1940","2055-1959","HUMANITIES, MULTIDISCIPLINARY - ESCI","54","0.5","N/A","1.58","27.91"%,
"Southern African Humanities","SOUTH AFR HUMANIT","1681-5564","N/A","HUMANITIES, MULTIDISCIPLINARY - AHCI","275","0.5","N/A","1.57","0"%,
"Open Library of Humanities","OPEN LIBR HUMANIT","N/A","2056-6700","HUMANITIES, MULTIDISCIPLINARY - ESCI","136","0.5","N/A","1.26","98.17"%,
"Arts","ARTS","N/A","2076-0752","HUMANITIES, MULTIDISCIPLINARY - ESCI","368","0.5","N/A","1.2","99.69"%,
"JEWISH SOCIAL STUDIES","JEWISH SOC STUD","0021-6704","1527-2028","HUMANITIES, MULTIDISCIPLINARY - ESCI","294","0.5","N/A","1.14","0"%,
"Emotions-History Culture Society","EMOTIONS","2206-7485","2208-522X","HUMANITIES, MULTIDISCIPLINARY - ESCI","297","0.5","N/A","1.01","16"%,
"Journal of Urban Culture Research","J URBAN CULT RES","2228-8279","2408-1213","HUMANITIES, MULTIDISCIPLINARY - ESCI","64","0.5","N/A","1.01","0"%,
"Annales-Anali za Istrske in Mediteranske Studije-Series Historia et Sociologia","ANN-ANAL ISTRSKE MED","1408-5348","2591-1775","HUMANITIES, MULTIDISCIPLINARY - AHCI","127","0.5","N/A","0.95","0"%,
"Dutch Crossing-Journal of Low Countries Studies","DUTCH CROSSING","0309-6564","1759-7854","HUMANITIES, MULTIDISCIPLINARY - AHCI","53","0.5","N/A","0.87","42.11"%,
"Grotiana","GROTIANA","0167-3831","1876-0759","HUMANITIES, MULTIDISCIPLINARY - ESCI","57","0.5","N/A","0.86","20"%,
"International Journal of Humanities and Arts Computing-A Journal of Digital Humanities","INT J HUMANIT ARTS C","1753-8548","1755-1706","HUMANITIES, MULTIDISCIPLINARY - AHCI","107","0.5","N/A","0.83","8.11"%,
"Discourse-Journal for Theoretical Studies in Media and Culture","DISCOURSE-J THEOR ST","1522-5321","1536-1810","HUMANITIES, MULTIDISCIPLINARY - ESCI","41","0.5","N/A","0.74","0"%,
"JOURNAL OF AESTHETIC EDUCATION","J AESTHET EDUC","0021-8510","1543-7809","HUMANITIES, MULTIDISCIPLINARY - AHCI","436","0.5","N/A","0.73","0"%,
"Shofar-An Interdisciplinary Journal of Jewish Studies","SHOFAR","0882-8539","1534-5165","HUMANITIES, MULTIDISCIPLINARY - AHCI","134","0.5","N/A","0.73","0"%,
"Signs and Society","SIGNS SOC","2326-4489","2326-4497","HUMANITIES, MULTIDISCIPLINARY - AHCI","176","0.5","N/A","0.62","100"%,
"Forma-Revista d Estudis Comparatius Art Literatura Pensament","FORMA","2013-7761","2013-7761","HUMANITIES, MULTIDISCIPLINARY - ESCI","86","0.5","N/A","0.08","0"%,
"Culture Theory and Critique","CULT THEORY CRIT","1473-5784","1473-5776","HUMANITIES, MULTIDISCIPLINARY - ESCI","186","0.4","N/A","1.44","14.52"%,
"International Journal of Fashion Studies","INT J FASH STUD","2051-7106","2051-7114","HUMANITIES, MULTIDISCIPLINARY - ESCI","80","0.4","N/A","1.29","2.22"%,
"JOURNAL OF MODERN GREEK STUDIES","J MOD GREEK STUD","0738-1727","1086-3265","HUMANITIES, MULTIDISCIPLINARY - AHCI","128","0.4","N/A","1.27","0"%,
"Journal of Posthuman Studies-Philosophy Technology Media","J POSTHUMAN STUD","2472-4513","2471-4461","HUMANITIES, MULTIDISCIPLINARY - ESCI","46","0.4","N/A","1.07","0"%,
"Critical Studies in Fashion & Beauty","CRIT STUD FASH BEAUT","2040-4417","2040-4425","HUMANITIES, MULTIDISCIPLINARY - ESCI","37","0.4","N/A","1.06","0"%,
"Dress-The Journal of the Costume Society of America","DRESS","0361-2112","2042-1729","HUMANITIES, MULTIDISCIPLINARY - AHCI","47","0.4","N/A","0.99","5.56"%,
"Digithum","DIGITHUM","1575-2275","1575-2275","HUMANITIES, MULTIDISCIPLINARY - ESCI","49","0.4","N/A","0.97","92.31"%,
"Konstantinove Listy-Constantines Letters","KONSTANTINOVE LISTY","1337-8740","2453-7675","HUMANITIES, MULTIDISCIPLINARY - ESCI","87","0.4","N/A","0.97","100"%,
"Journal for Eighteenth-Century Studies","J EIGHTEENTH-CENTURY","1754-0194","1754-0208","HUMANITIES, MULTIDISCIPLINARY - AHCI","139","0.4","N/A","0.96","19.75"%,
"AMERASIA JOURNAL","AMERASIA J","0044-7471","0044-7471","HUMANITIES, MULTIDISCIPLINARY - AHCI","272","0.4","N/A","0.84","0"%,
"Digital Humanities Quarterly","DIGIT HUMANITIES Q","1938-4122","1938-4122","HUMANITIES, MULTIDISCIPLINARY - ESCI","309","0.4","N/A","0.83","0"%,
"Vestnik Ugrovedeniya-Bulletin of Ugric Studies","VESTN UGROVEDENIYA","2220-4156","2587-9766","HUMANITIES, MULTIDISCIPLINARY - ESCI","92","0.4","N/A","0.82","79.44"%,
"SCANDINAVIAN STUDIES","SCAND STUD","0036-5637","2163-8195","HUMANITIES, MULTIDISCIPLINARY - AHCI","227","0.4","N/A","0.81","0"%,
"Papers of the British School at Rome","PAP BRIT SCH ROME","0068-2462","2045-239X","HUMANITIES, MULTIDISCIPLINARY - AHCI","194","0.4","N/A","0.79","0"%,
"JOURNAL OF CANADIAN STUDIES-REVUE D ETUDES CANADIENNES","J CAN STUD","0021-9495","1911-0251","HUMANITIES, MULTIDISCIPLINARY - AHCI","243","0.4","N/A","0.78","0"%,
"Critical Studies in Mens Fashion","CRIT STUD MENS FASH","2050-070X","2050-0718","HUMANITIES, MULTIDISCIPLINARY - ESCI","23","0.4","N/A","0.73","0"%,
"ARBOR-CIENCIA PENSAMIENTO Y CULTURA","ARBOR","0210-1963","1988-303X","HUMANITIES, MULTIDISCIPLINARY - AHCI","441","0.4","N/A","0.72","98.2"%,
"EIGHTEENTH-CENTURY STUDIES","EIGHTEENTH-CENT STUD","0013-2586","1086-315X","HUMANITIES, MULTIDISCIPLINARY - AHCI","453","0.4","N/A","0.56","2.6"%,
"LIAS-Journal of Early Modern Intellectual Culture and its Sources","LIAS","2033-4753","2033-5016","HUMANITIES, MULTIDISCIPLINARY - AHCI","21","0.4","N/A","0.55","0"%,
"Palaeobulgarica-Starobalgaristika","PALAEOBULGARICA","0204-4021","2603-2899","HUMANITIES, MULTIDISCIPLINARY - ESCI","83","0.4","N/A","0.52","0"%,
"Hawwa","HAWWA","1569-2078","1569-2086","HUMANITIES, MULTIDISCIPLINARY - ESCI","85","0.4","N/A","0.49","19.05"%,
"Artseduca","ARTSEDUCA","2254-0709","2254-0709","HUMANITIES, MULTIDISCIPLINARY - ESCI","55","0.4","N/A","0.39","63.64"%,
"Nashim-A Journal of Jewish Womens Studies & Gender Issues","NASHIM","0793-8934","1565-5288","HUMANITIES, MULTIDISCIPLINARY - ESCI","107","0.4","N/A","0.36","0"%,
"STUDIA ROSENTHALIANA","STUD ROSENTHALIANA","1781-7838","1783-1792","HUMANITIES, MULTIDISCIPLINARY - AHCI","46","0.4","N/A","0.26","0"%,
"Experiment-A Journal of Russian Culture","EXPERIMENT","1084-4945","2211-730X","HUMANITIES, MULTIDISCIPLINARY - ESCI","58","0.4","N/A","0.14","0"%,
"Ambitos-Revista de Estudios de Ciencias Sociales y Humanidades","AMBITOS","1575-2100","1575-2100","HUMANITIES, MULTIDISCIPLINARY - ESCI","72","0.4","N/A","0.02","0"%,
"Italian Studies","ITAL STUD","0075-1634","1748-6181","HUMANITIES, MULTIDISCIPLINARY - AHCI","138","0.3","N/A","1.99","18.95"%,
"ANGELAKI-JOURNAL OF THE THEORETICAL HUMANITIES","ANGELAKI","0969-725X","1469-2899","HUMANITIES, MULTIDISCIPLINARY - AHCI","389","0.3","N/A","1.28","19.05"%,
"Conservar Patrimonio","CONSERV PATRIM","1646-043X","2182-9942","HUMANITIES, MULTIDISCIPLINARY - ESCI","97","0.3","N/A","1.15","97.53"%,
"Aries-Journal for the Study of Western Esotericism","ARIES","1567-9896","1570-0593","HUMANITIES, MULTIDISCIPLINARY - ESCI","38","0.3","N/A","1.11","25.81"%,
"Grey Room","GREY ROOM","1526-3819","1536-0105","HUMANITIES, MULTIDISCIPLINARY - AHCI","236","0.3","N/A","1.04","0"%,
"Journal of Modern Periodical Studies","J MOD PERIOD STUD","1947-6574","2152-9272","HUMANITIES, MULTIDISCIPLINARY - ESCI","41","0.3","N/A","0.94","0"%,
"Oriens","ORIENS","0078-6527","1877-8372","HUMANITIES, MULTIDISCIPLINARY - AHCI","104","0.3","N/A","0.93","31.25"%,
"Fascism","FASCISM","2211-6249","2211-6257","HUMANITIES, MULTIDISCIPLINARY - ESCI","85","0.3","N/A","0.92","77.5"%,
"MODERN JUDAISM","MOD JUDAISM","0276-1114","1086-3273","HUMANITIES, MULTIDISCIPLINARY - AHCI","152","0.3","N/A","0.92","0"%,
"JOURNAL OF AMERICAN STUDIES","J AM STUD","0021-8758","1469-5154","HUMANITIES, MULTIDISCIPLINARY - AHCI","279","0.3","N/A","0.9","17.42"%,
"SLAVONIC AND EAST EUROPEAN REVIEW","SLAVON E EUR REV","0037-6795","2222-4327","HUMANITIES, MULTIDISCIPLINARY - AHCI","314","0.3","N/A","0.81","0"%,
"Humanities-Basel","HUMANITIES-BASEL","N/A","2076-0787","HUMANITIES, MULTIDISCIPLINARY - ESCI","427","0.3","N/A","0.79","99.5"%,
