"Journal Data Filtered By:  Selected Categories: LAW Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"European Journal of Risk Regulation","EUR J RISK REGUL","1867-299X","2190-8249","LAW - ESCI","777","2.9","N/A","3.47","51.16"%,
"COLUMBIA LAW REVIEW","COLUMBIA LAW REV","0010-1958","1945-2268","LAW - SSCI","3,433","2.9","Q1","3.21","0"%,
"Computer Law & Security Review","COMPUT LAW SECUR REV","0267-3649","0267-3649","LAW - SSCI","1,552","2.9","Q1","2.86","31.79"%,
"LAW & SOCIETY REVIEW","LAW SOC REV","0023-9216","1540-5893","LAW - SSCI","3,129","2.9","Q1","2.22","8.86"%,
"Yale Journal on Regulation","YALE J REGUL","0741-9457","2376-5925","LAW - SSCI","480","2.8","Q1","2.55","0"%,
"Feminist Legal Studies","FEM LEGAL STUD","0966-3622","1572-8455","LAW - SSCI","407","2.8","Q1","1.13","41.86"%,
"MICHIGAN LAW REVIEW","MICH LAW REV","0026-2234","1939-8557","LAW - SSCI","2,093","2.7","Q1","2.39","0"%,
"JOURNAL OF THE AMERICAN ACADEMY OF PSYCHIATRY AND THE LAW","J AM ACAD PSYCHIATRY","1093-6793","1943-3662","LAW - SSCI","1,377","2.7","Q1","1.28","0"%,
"VIRGINIA LAW REVIEW","VA LAW REV","0042-6601","0042-6601","LAW - SSCI","2,011","2.6","Q1","2.05","0"%,
"Journal of Financial Regulation","J FINANC REGUL","2053-4833","2053-4841","LAW - ESCI","180","2.6","N/A","1.62","39.39"%,
"Journal of Legal Affairs and Dispute Resolution in Engineering and Construction","J LEG AFF DISPUTE RE","1943-4162","1943-4170","LAW - ESCI","831","2.5","N/A","2.64","1.93"%,
"LAW AND HUMAN BEHAVIOR","LAW HUMAN BEHAV","0147-7307","1573-661X","LAW - SSCI","3,598","2.5","Q1","2.26","0"%,
"CORNELL LAW REVIEW","CORNELL LAW REV","0010-8847","0010-8847","LAW - SSCI","1,409","2.5","Q1","2.08","0"%,
"UNIVERSITY OF PENNSYLVANIA LAW REVIEW","U PENN LAW REV","0041-9907","N/A","LAW - SSCI","2,663","2.5","Q1","2","0"%,
"Appeal","APPEAL","1205-612X","1925-4938","LAW - ESCI","77","2.5","N/A","0.06","0"%,
"CALIFORNIA LAW REVIEW","CALIF LAW REV","0008-1221","1942-6542","LAW - SSCI","2,511","2.4","Q1","2.77","0"%,
"UCLA LAW REVIEW","UCLA LAW REV","0041-5650","1943-1724","LAW - SSCI","1,538","2.4","Q1","2.39","0"%,
"NEW YORK UNIVERSITY LAW REVIEW","NEW YORK U LAW REV","0028-7881","0028-7881","LAW - SSCI","1,941","2.4","Q1","1.96","0"%,
"Annual Review of Law and Social Science","ANNU REV LAW SOC SCI","1550-3585","1550-3631","LAW - SSCI","1,407","2.4","Q1","1.87","8.57"%,
"Review of European Comparative & International Environmental Law","REV EUR COMP INT ENV","2050-0386","2050-0394","LAW - SSCI","650","2.3","Q1","1.6","40.77"%,
"INTERNATIONAL JOURNAL OF LAW AND PSYCHIATRY","INT J LAW PSYCHIAT","0160-2527","1873-6386","LAW - SSCI","2,258","2.3","Q1","1.55","22.16"%,
"COMMON MARKET LAW REVIEW","COMMON MKT LAW REV","0165-0750","1875-8320","LAW - SSCI","1,318","2.3","Q1","1.54","0"%,
"LEGAL AND CRIMINOLOGICAL PSYCHOLOGY","LEGAL CRIMINOL PSYCH","1355-3259","2044-8333","LAW - SSCI","925","2.3","Q1","1.42","34.48"%,
"Journal of Property Planning and Environmental Law","J PROP PLAN ENV LAW","2514-9407","2514-9415","LAW - ESCI","73","2.3","N/A","1.37","3.23"%,
"Journal of Legal Analysis","J LEGAL ANAL","2161-7201","1946-5319","LAW - SSCI","315","2.2","Q1","2.75","95.24"%,
"Hague Journal on the Rule of Law","HAGUE J RULE LAW","1876-4045","1876-4053","LAW - SSCI","781","2.2","Q1","2.44","47.37"%,
"Business and Human Rights Journal","BUS HUM RIGHTS J","2057-0198","2057-0201","LAW - ESCI","366","2.2","N/A","1.59","37.25"%,
"JOURNAL OF LAW & ECONOMICS","J LAW ECON","0022-2186","1537-5285","LAW - SSCI","5,130","2.2","Q1","1.4","0"%,
"Journal of Energy & Natural Resources Law","J ENERGY NAT RESO LA","0264-6811","2376-4538","LAW - SSCI","383","2.2","Q1","1.08","18.31"%,
"International Data Privacy Law","INT DATA PRIV LAW","2044-3994","2044-4001","LAW - SSCI","513","2.1","Q1","2.51","33.85"%,
"European Constitutional Law Review","EUR CONST LAW REV","1574-0196","1744-5515","LAW - SSCI","538","2.1","Q1","2.22","56.86"%,
"European Business Organization Law Review","EUR BUS ORGAN LAW RE","1566-7529","1741-6205","LAW - SSCI","450","2.1","Q1","1.35","51.06"%,
"JOURNAL OF LAW MEDICINE & ETHICS","J LAW MED ETHICS","1073-1105","1748-720X","LAW - SSCI","2,279","2.1","Q1","1.19","20.56"%,
"International & Comparative Law Quarterly","INT COMP LAW Q","0020-5893","1471-6895","LAW - SSCI","1,414","2","Q2","2.29","40.19"%,
"GEORGETOWN LAW JOURNAL","GEORGETOWN LAW J","0016-8092","0016-8092","LAW - SSCI","1,463","2","Q2","2.17","1.04"%,
"UNIVERSITY OF CHICAGO LAW REVIEW","U CHICAGO LAW REV","0041-9494","N/A","LAW - SSCI","2,470","2","Q2","2","0"%,
"PSYCHOLOGY PUBLIC POLICY AND LAW","PSYCHOL PUBLIC POL L","1076-8971","1939-1528","LAW - SSCI","1,825","2","Q2","1.68","0.76"%,
"Supreme Court Review","SUPREME COURT REV","0081-9557","2158-2459","LAW - SSCI","460","2","Q2","0.63","0"%,
"QUEENS LAW JOURNAL","QUEENS LAW J","0316-778X","0316-778X","LAW - ESCI","124","2","N/A","0.25","0"%,
"DUKE LAW JOURNAL","DUKE LAW J","0012-7086","1939-9111","LAW - SSCI","1,348","1.9","Q2","2.39","0"%,
"NORTHWESTERN UNIVERSITY LAW REVIEW","NORTHWEST U LAW REV","0029-3571","N/A","LAW - SSCI","1,436","1.9","Q2","2.1","0"%,
"European Law Journal","EUR LAW J","1351-5993","1468-0386","LAW - SSCI","927","1.9","Q2","1.92","34.43"%,
"VANDERBILT LAW REVIEW","VANDERBILT LAW REV","0042-2533","1942-9886","LAW - SSCI","1,351","1.9","Q2","1.85","0"%,
"JOURNAL OF ENVIRONMENTAL LAW","J ENVIRON LAW","0952-8873","1464-374X","LAW - SSCI","721","1.9","Q2","0.88","33.33"%,
"JOURNAL OF CRIMINAL LAW & CRIMINOLOGY","J CRIM LAW CRIM","0091-4169","2160-0325","LAW - SSCI","1,626","1.8","Q2","1.22","0"%,
"Journal of Empirical Legal Studies","J EMPIR LEGAL STUD","1740-1453","1740-1461","LAW - SSCI","997","1.7","Q2","1.98","17.86"%,
"BOSTON UNIVERSITY LAW REVIEW","BOSTON U LAW REV","0006-8047","0006-8047","LAW - SSCI","1,092","1.7","Q2","1.53","0"%,
"WASHINGTON QUARTERLY","WASH QUART","0163-660X","1530-9177","LAW - SSCI","900","1.7","Q2","1.45","10.26"%,
"Medical Law Review","MED LAW REV","0967-0742","1464-3790","LAW - SSCI","470","1.7","Q2","1.21","36.63"%,
"Tilburg Law Review-Journal of International and Comparative Law","TILBURG LAW REV","2211-0046","2211-2596","LAW - ESCI","81","1.7","N/A","0.64","100"%,
"LAW AND SOCIAL INQUIRY-JOURNAL OF THE AMERICAN BAR FOUNDATION","LAW SOCIAL INQUIRY","0897-6546","1747-4469","LAW - SSCI","1,472","1.6","Q2","1.63","32.75"%,
"SOCIAL & LEGAL STUDIES","SOC LEGAL STUD","0964-6639","1461-7390","LAW - SSCI","973","1.6","Q2","1.58","34"%,
"TEXAS LAW REVIEW","TEX LAW REV","0040-4411","1942-857X","LAW - SSCI","1,610","1.6","Q2","1.42","0"%,
"Netherlands Quarterly of Human Rights","NETH Q HUM RIGHTS","0924-0519","2214-7357","LAW - SSCI","329","1.6","Q2","1.38","62.5"%,
"International Journal of Transitional Justice","INT J TRANSIT JUST","1752-7716","1752-7724","LAW - SSCI","826","1.6","Q2","1","19.79"%,
"International Journal of Evidence & Proof","INT J EVID PROOF","1365-7127","1740-5572","LAW - SSCI","292","1.5","Q2","1.86","32.79"%,
"Leiden Journal of International Law","LEIDEN J INT LAW","0922-1565","1478-9698","LAW - SSCI","922","1.5","Q2","1.81","40.97"%,
"Information & Communications Technology Law","INF COMMUN TECHNOL L","1360-0834","1469-8404","LAW - ESCI","336","1.5","N/A","1.8","28.36"%,
"GEORGE WASHINGTON LAW REVIEW","GEORGE WASH LAW REV","0016-8076","0016-8076","LAW - SSCI","817","1.5","Q2","1.69","0"%,
"JOURNAL OF SOCIAL WELFARE AND FAMILY LAW","J SOC WELF FAM LAW","0964-9069","N/A","LAW - ESCI","427","1.5","N/A","1.46","32.99"%,
"International Journal of Law and Management","INT J LAW MANAG","1754-243X","1754-2448","LAW - ESCI","714","1.5","N/A","1.41","1.96"%,
"Cambridge Law Journal","CAMB LAW J","0008-1973","1469-2139","LAW - SSCI","542","1.5","Q2","1.36","35.71"%,
"Human Rights Law Review","HUM RIGHTS LAW REV","1461-7781","1744-1021","LAW - SSCI","692","1.5","Q2","1.2","27.1"%,
"AMERICAN JOURNAL OF COMPARATIVE LAW","AM J COMP LAW","0002-919X","2326-9197","LAW - SSCI","949","1.5","Q2","1.11","9.23"%,
"American Law and Economics Review","AM LAW ECON REV","1465-7252","1465-7260","LAW - SSCI","434","1.5","Q2","0.87","11.11"%,
"Journal of Competition Law & Economics","J COMPET LAW ECON","1744-6414","1744-6422","LAW - SSCI","439","1.5","Q2","0.82","7.5"%,
"MEDICINE SCIENCE AND THE LAW","MED SCI LAW","0025-8024","2042-1818","LAW - SSCI","884","1.5","Q2","0.71","5.41"%,
"Human Rights Review","HUM RIGHTS REV","1524-8879","1874-6306","LAW - ESCI","352","1.4","N/A","1.61","42.42"%,
"International Journal of Human Rights","INT J HUM RIGHTS","1364-2987","1744-053X","LAW - SSCI","1,183","1.4","Q2","1.31","21.69"%,
"Journal of Law and Courts","J LAW COURTS","2164-6570","2164-6589","LAW - ESCI","232","1.4","N/A","1.27","0"%,
"BEHAVIORAL SCIENCES & THE LAW","BEHAV SCI LAW","0735-3936","1099-0798","LAW - SSCI","1,859","1.4","Q2","1.26","9.02"%,
"PSYCHOLOGY CRIME & LAW","PSYCHOL CRIME LAW","1068-316X","1477-2744","LAW - SSCI","1,888","1.4","Q2","0.94","17.39"%,
"German Law Journal","GERMAN LAW J","N/A","2071-8322","LAW - ESCI","847","1.3","N/A","1.81","100"%,
"MINNESOTA LAW REVIEW","MINN LAW REV","0026-5535","0026-5535","LAW - SSCI","1,151","1.3","Q2","1.78","0"%,
"Law & Policy","LAW POLICY","0265-8240","1467-9930","LAW - SSCI","860","1.3","Q2","1.57","18"%,
"International Journal of Marine and Coastal Law","INT J MAR COAST LAW","0927-3522","1571-8085","LAW - SSCI","471","1.3","Q2","1.53","20.69"%,
"UNIVERSITY OF NEW SOUTH WALES LAW JOURNAL","U NSW LAW J","0313-0096","1839-2881","LAW - ESCI","622","1.3","N/A","1.39","0"%,
"IOWA LAW REVIEW","IOWA LAW REV","0021-0552","N/A","LAW - SSCI","1,006","1.3","Q2","1.32","0"%,
"SOUTHERN CALIFORNIA LAW REVIEW","SOUTH CALIF LAW REV","0038-3910","0038-3910","LAW - SSCI","1,023","1.3","Q2","1.29","0"%,
"World Trade Review","WORLD TRADE REV","1474-7456","1475-3138","LAW - SSCI","516","1.3","Q2","1.1","19.33"%,
"JOURNAL OF LAW AND SOCIETY","J LAW SOC","0263-323X","1467-6478","LAW - SSCI","999","1.3","Q2","1.07","37.7"%,
"WASHINGTON LAW REVIEW","WASH LAW REV","0043-0617","N/A","LAW - SSCI","681","1.3","Q2","0.97","0"%,
"European Journal of Law and Economics","EUR J LAW ECON","0929-1261","1572-9990","LAW - SSCI","606","1.3","Q2","0.95","37.29"%,
"HARVARD ENVIRONMENTAL LAW REVIEW","HARVARD ENVIRON LAW","0147-8257","0147-8257","LAW - SSCI","379","1.3","Q2","0.61","0"%,
"Psychiatry Psychology and Law","PSYCHIAT PSYCHOL LAW","1321-8719","1934-1687","LAW - SSCI","948","1.3","Q2","0.59","10.82"%,
"European Journal of Crime Criminal Law and Criminal Justice","EUR J CRIME CRIM LAW","0928-9569","1571-8174","LAW - ESCI","168","1.3","N/A","0.57","26.47"%,
"Laws","LAWS-BASEL","N/A","2075-471X","LAW - ESCI","436","1.2","N/A","1.62","99.01"%,
"Griffith Law Review","GRIFFITH LAW REV","1038-3441","1839-4205","LAW - ESCI","358","1.2","N/A","1.6","11.54"%,
"Current Legal Problems","CURR LEGAL PROBL","0070-1998","2044-8422","LAW - SSCI","357","1.2","Q3","1.47","50"%,
"Oxford Journal of Legal Studies","OXFORD J LEGAL STUD","0143-6503","1464-3820","LAW - SSCI","1,081","1.2","Q3","1.45","30.5"%,
"AJIL Unbound","AJIL UNBOUND","N/A","2398-7723","LAW - ESCI","431","1.2","N/A","1.32","98.94"%,
"Journal for European Environmental & Planning Law","J EUR ENVIRON PLAN L","1613-7272","1876-0104","LAW - ESCI","132","1.2","N/A","1.31","30"%,
"OCEAN DEVELOPMENT AND INTERNATIONAL LAW","OCEAN DEV INT LAW","0090-8320","1521-0642","LAW - SSCI","381","1.2","Q3","1.13","21.82"%,
"European Journal of International Law","EUR J INT LAW","0938-5428","1464-3596","LAW - SSCI","2,096","1.2","Q3","1.12","16.46"%,
"International Journal of Refugee Law","INT J REFUG LAW","0953-8186","1464-3715","LAW - ESCI","658","1.2","N/A","1.02","26.32"%,
"AMERICAN BUSINESS LAW JOURNAL","AM BUS LAW J","0002-7766","1744-1714","LAW - SSCI","306","1.2","Q3","1","13.73"%,
"Election Law Journal","ELECT LAW J","1533-1296","1557-8062","LAW - ESCI","342","1.2","N/A","0.97","11.54"%,
"Chinese Journal of Comparative Law","CHIN J COMP LAW","2050-4802","2050-4810","LAW - ESCI","116","1.2","N/A","0.91","6.56"%,
"LAW AND CRITIQUE","LAW CRIT","0957-8536","1572-8617","LAW - ESCI","290","1.2","N/A","0.9","43.59"%,
"Comparative Legal History","COMP LEG HIST","2049-677X","2049-6788","LAW - ESCI","33","1.2","N/A","0.84","36.84"%,
"Revista Espanola de Derecho Constitucional","REV ESP DERECHO CONS","0211-5743","1989-0648","LAW - SSCI","493","1.2","Q3","0.16","78.43"%,
"Journal of World Investment & Trade","J WORLD INVEST TRADE","1660-7112","2211-9000","LAW - ESCI","336","1.1","N/A","1.36","20.73"%,
"Journal of Corporate Law Studies","J CORP LAW STUD","1473-5970","1757-8426","LAW - SSCI","219","1.1","Q3","1.34","25"%,
"International Sports Law Journal","INT SPORTS LAW J","1567-7559","2213-5154","LAW - ESCI","165","1.1","N/A","1.18","43.33"%,
"International Journal of Discrimination and the Law","INT J DISCRIM LAW","1358-2291","2047-9468","LAW - ESCI","138","1.1","N/A","1.17","15.56"%,
"UNIVERSITY OF ILLINOIS LAW REVIEW","U ILLINOIS LAW REV","0276-9948","1942-9231","LAW - SSCI","853","1.1","Q3","0.96","0"%,
"ICSID Review-Foreign Investment Law Journal","ICSID REV","0258-3690","2049-1999","LAW - SSCI","377","1.1","Q3","0.92","13.04"%,
"International Journal of Law Crime and Justice","INT J LAW CRIME JUST","1756-0616","1876-763X","LAW - SSCI","473","1.1","Q3","0.88","10.19"%,
"INTERNATIONAL REVIEW OF LAW AND ECONOMICS","INT REV LAW ECON","0144-8188","1873-6394","LAW - SSCI","1,077","1.1","Q3","0.82","19.33"%,
"JOURNAL OF LAW ECONOMICS & ORGANIZATION","J LAW ECON ORGAN","8756-6222","1465-7341","LAW - SSCI","2,384","1.1","Q3","0.79","9.57"%,
"International Journal of Law and Information Technology","INT J LAW INFORM TEC","0967-0769","1464-3693","LAW - ESCI","241","1","N/A","2.34","22.64"%,
"ICON-INTERNATIONAL JOURNAL OF CONSTITUTIONAL LAW","ICON-INT J CONST LAW","1474-2640","1474-2659","LAW - SSCI","1,136","1","Q3","1.56","10.33"%,
"JOURNAL OF LEGAL STUDIES","J LEGAL STUD","0047-2530","1537-5366","LAW - SSCI","1,730","1","Q3","1.3","0"%,
"Journal of Legislative Studies","J LEGIS STUD","1357-2334","1743-9337","LAW - ESCI","724","1","N/A","1.24","16.03"%,
"IIC-INTERNATIONAL REVIEW OF INTELLECTUAL PROPERTY AND COMPETITION LAW","IIC-INT REV INTELL P","0018-9855","2195-0237","LAW - ESCI","317","1","N/A","1.02","57.02"%,
"European Law Review","EUR LAW REV","0307-5400","N/A","LAW - SSCI","504","1","Q3","0.94","0"%,
"INDUSTRIAL LAW JOURNAL","IND LAW J-UK","0305-9332","1464-3669","LAW - SSCI","339","1","Q3","0.79","23.91"%,
"Liverpool Law Review","LIVERP LAW REV","0144-932X","1572-8625","LAW - ESCI","132","1","N/A","0.79","39.71"%,
"EUROPEAN JOURNAL OF MIGRATION AND LAW","EUR J MIGR LAW","1388-364X","1571-8166","LAW - SSCI","364","1","Q3","0.78","28.36"%,
"Middle East Law and Governance","MIDDLE EAST LAW GOV","1876-3367","1876-3375","LAW - ESCI","164","1","N/A","0.72","10.26"%,
"Legal Ethics","LEG ETHICS","1460-728X","1757-8450","LAW - ESCI","75","1","N/A","0.7","33.33"%,
"Climate Law","CLIM LAW","1878-6553","1878-6561","LAW - ESCI","210","1","N/A","0.64","27.27"%,
"COLUMBIA JOURNAL OF TRANSNATIONAL LAW","COLUMBIA J TRANS LAW","0010-1931","2159-1814","LAW - SSCI","327","1","Q3","0.64","0"%,
"Journal of Human Rights Practice","J HUM RIGHTS PRACT","1757-9619","1757-9627","LAW - ESCI","427","1","N/A","0.63","14.67"%,
"STANFORD JOURNAL OF INTERNATIONAL LAW","STANFORD J INT LAW","0731-5082","N/A","LAW - SSCI","150","1","Q3","0.49","0"%,
"Chinese Journal of International Law","CHIN J INT LAW","1540-1650","1746-9937","LAW - SSCI","349","1","Q3","0.47","16.67"%,
"MODERN LAW REVIEW","MOD LAW REV","0026-7961","1468-2230","LAW - SSCI","1,453","0.9","Q3","1.29","31.55"%,
"Netherlands International Law Review","NETH INT LAW REV","0165-070X","1741-6191","LAW - ESCI","198","0.9","N/A","1.15","43.64"%,
"NOTRE DAME LAW REVIEW","NOTRE DAME LAW REV","0745-3515","N/A","LAW - SSCI","964","0.9","Q3","1.12","0"%,
"Anuario De Psicologia Juridica","ANU PSICOL JURID","1133-0740","2174-0542","LAW - SSCI","145","0.9","Q3","1","97.92"%,
"Melbourne University Law Review","MELB UNIV LAW REV","0025-8938","1839-3810","LAW - SSCI","518","0.9","Q3","0.95","0"%,
"ISSUES IN LAW & MEDICINE","ISSUES LAW MED","8756-8160","N/A","LAW - SSCI","82","0.9","Q3","0.86","0"%,
"Journal of International Criminal Justice","J INT CRIM JUSTICE","1478-1387","1478-1395","LAW - SSCI","725","0.9","Q3","0.86","16.78"%,
"Journal of International Humanitarian Legal Studies","J INT HUMANIT LEG ST","1878-1373","1878-1527","LAW - ESCI","85","0.9","N/A","0.81","21.74"%,
"South African Journal on Human Rights","S AFR J HUM RIGHTS","0258-7203","1996-2126","LAW - SSCI","327","0.9","Q3","0.78","7.27"%,
"Journal of International Trade Law and Policy","J INT TRADE LAW POLI","1477-0024","2045-4376","LAW - ESCI","93","0.9","N/A","0.75","12.9"%,
"Global Responsibility to Protect","GLOB RESPONSIB PROT","1875-9858","1875-984X","LAW - ESCI","279","0.9","N/A","0.7","29.41"%,
"Journal of Law Finance and Accounting","J LAW FINANC ACCOUNT","2380-5005","2380-5013","LAW - ESCI","105","0.9","N/A","0.48","0"%,
"Law and History Review","LAW HIST REV","0738-2480","1939-9022","LAW - SSCI","499","0.8","Q3","1.58","25.27"%,
"FORDHAM LAW REVIEW","FORDHAM LAW REV","0015-704X","0015-704X","LAW - SSCI","1,345","0.8","Q3","1.39","0"%,
"Constitutional Political Economy","CONST POLITICAL ECON","1043-4062","1572-9966","LAW - ESCI","1,188","0.8","N/A","1.09","33.33"%,
"INDIANA LAW JOURNAL","INDIANA LAW J","0019-6665","2169-3218","LAW - SSCI","829","0.8","Q3","1.06","0"%,
"International Journal of Law in Context","INT J LAW CONTEXT","1744-5523","1744-5531","LAW - SSCI","399","0.8","Q3","0.98","40.78"%,
"SYDNEY LAW REVIEW","SYD LAW REV","0082-0512","1444-9528","LAW - ESCI","336","0.8","N/A","0.97","0"%,
"Journal of International Dispute Settlement","J INT DISPUT SETTL","2040-3593","2040-3585","LAW - SSCI","272","0.8","Q3","0.92","18.48"%,
"JOURNAL OF CONFLICT & SECURITY LAW","J CONFL SECUR LAW","1467-7954","1467-7962","LAW - ESCI","211","0.8","N/A","0.87","15.87"%,
"Asian Journal of Law and Society","ASIAN J LAW SOC","2052-9015","2052-9023","LAW - ESCI","156","0.8","N/A","0.86","17.24"%,
"Asian Journal of International Law","ASIAN J INT LAW","2044-2513","2044-2521","LAW - ESCI","154","0.8","N/A","0.85","31.75"%,
"EUROPEAN JOURNAL OF HEALTH LAW","EUR J HEALTH LAW","0929-0273","1571-8093","LAW - ESCI","237","0.8","N/A","0.85","25.88"%,
"Family Court Review","FAM COURT REV","1531-2445","1744-1617","LAW - ESCI","746","0.8","N/A","0.61","4.86"%,
"JOURNAL OF WORLD TRADE","J WORLD TRADE","1011-6702","2210-2795","LAW - SSCI","545","0.8","Q3","0.59","0"%,
"Chinese Journal of Environmental Law","CHINESE J ENV LAW","2468-6034","2468-6042","LAW - ESCI","65","0.8","N/A","0.54","40"%,
"International Journal of Law Policy and the Family","INT J LAW POLICY FAM","1360-9939","1464-3707","LAW - SSCI","289","0.8","Q3","0.54","14.29"%,
"China-EU Law Journal","CHINA-EU LAW J","1868-5153","1868-5161","LAW - ESCI","17","0.8","N/A","0.53","66.67"%,
"LAW AND PHILOSOPHY","LAW PHILOS","0167-5249","1573-0522","LAW - SSCI","570","0.8","Q3","0.48","31.03"%,
"Ratio Juris","RATIO JURIS","1794-6638","2619-4066","LAW - ESCI","404","0.8","N/A","0.4","61.18"%,
"Legal Studies","LEGAL STUD","0261-3875","1748-121X","LAW - SSCI","450","0.7","Q4","1.13","41.8"%,
"Cambridge International Law Journal","CAMB INT LAW J","2398-9173","2398-9181","LAW - ESCI","110","0.7","N/A","1.03","7.89"%,
"Canadian Journal of Law and Society","CAN J LAW SOC","0829-3201","1911-0227","LAW - ESCI","284","0.7","N/A","0.92","17.65"%,
"JOURNAL OF THE HISTORY OF INTERNATIONAL LAW","J HIST INT LAW","1388-199X","1571-8050","LAW - ESCI","143","0.7","N/A","0.86","18.97"%,
"Journal of Antitrust Enforcement","J ANTITRUST ENFORC","2050-0688","2050-0696","LAW - ESCI","142","0.7","N/A","0.84","16.04"%,
"Alternative Law Journal","ALTERN LAW J","1037-969X","2398-9084","LAW - ESCI","315","0.7","N/A","0.83","2.86"%,
"OSGOODE HALL LAW JOURNAL","OSGOODE HALL LAW J","0030-6185","0030-6185","LAW - ESCI","379","0.7","N/A","0.81","0"%,
"European Labour Law Journal","EUR LABOUR LAW J","2031-9525","2399-5556","LAW - ESCI","141","0.7","N/A","0.79","24.47"%,
"ISRAEL LAW REVIEW","ISR LAW REV","0021-2237","2047-9336","LAW - ESCI","208","0.7","N/A","0.79","31.82"%,
"Capital Markets Law Journal","CAP MARK LAW J","1750-7219","1750-7227","LAW - ESCI","132","0.7","N/A","0.77","14.29"%,
"JUSTICE SYSTEM JOURNAL","JUSTICE SYST J","0098-261X","2327-7556","LAW - SSCI","307","0.7","Q4","0.69","4"%,
"International Community Law Review","INT COMMUNITY LAW RE","1871-9740","1871-9732","LAW - ESCI","180","0.7","N/A","0.65","12.5"%,
"International Journal on Minority and Group Rights","INT J MINOR GROUP RI","1385-4879","1571-8115","LAW - ESCI","217","0.7","N/A","0.65","4.72"%,
"Journal of European Competition Law & Practice","J EUR COMPET LAW PRA","2041-7764","2041-7772","LAW - ESCI","239","0.7","N/A","0.62","6.18"%,
"International Organizations Law Review","INT ORGAN LAW REV","1572-3739","1572-3747","LAW - ESCI","145","0.7","N/A","0.59","10.2"%,
"Korean Journal of International and Comparative Law","KOREAN J INT COMP LA","2213-4476","2213-4484","LAW - ESCI","41","0.7","N/A","0.59","8.11"%,
"International Review of the Red Cross","INT REV RED CROSS","1816-3831","1607-5889","LAW - SSCI","1,105","0.7","Q4","0.57","9.03"%,
"Asian Journal of Law and Economics","ASIAN J LAW ECON","2194-6086","2154-4611","LAW - ESCI","54","0.7","N/A","0.5","13.04"%,
"LAW PROBABILITY & RISK","LAW PROBAB RISK","1470-8396","1470-840X","LAW - SSCI","263","0.7","Q4","0.47","9.09"%,
"Contemporary Asia Arbitration Journal","CONTEMP ASIA ARBITAT","1999-9747","1999-9747","LAW - ESCI","42","0.7","N/A","0.41","0"%,
"Novum Jus","NOVUM JUS","1692-6013","2500-8692","LAW - ESCI","83","0.7","N/A","0.37","86.02"%,
"Ius Canonicum","IUS CANONICUM","0021-325X","2254-6219","LAW - ESCI","130","0.7","N/A","0.36","97.06"%,
"New Journal of European Criminal Law","NEW J EUR CRIM LAW","2032-2844","2399-293X","LAW - ESCI","133","0.7","N/A","0.35","27.5"%,
"European Journal of Legal Studies","EUR J LEG STUD","N/A","1973-2937","LAW - ESCI","111","0.6","N/A","0.93","0"%,
"Melbourne Journal of International Law","MELB J INT LAW","1444-8602","1444-8610","LAW - ESCI","350","0.6","N/A","0.91","0"%,
