"Journal Data Filtered By:  Selected Categories: ANTHROPOLOGY;ARCHAEOLOGY;ARCHITECTURE;AREA STUDIES Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"AMERICAN ANTHROPOLOGIST","AM ANTHROPOL","0002-7294","1548-1433","ANTHROPOLOGY - SSCI","5,357","3.5","Q1","1.3","14.84"%,
"Journal of Paleolithic Archaeology","J PALEOLITH ARCHAEOL","N/A","2520-8217","ANTHROPOLOGY - ESCI","333","3.2","N/A","2.03","38.3"%,
"Journal of Paleolithic Archaeology","J PALEOLITH ARCHAEOL","N/A","2520-8217","ARCHAEOLOGY - ESCI","333","3.2","N/A","2.03","38.3"%,
"East European Politics","EAST EUR POLITICS","2159-9165","2159-9173","AREA STUDIES - SSCI","820","3.2","Q1","1.82","30.58"%,
"JOURNAL OF HUMAN EVOLUTION","J HUM EVOL","0047-2484","1095-8606","ANTHROPOLOGY - SSCI","9,575","3.2","Q1","1.56","35.45"%,
"Archnet-IJAR International Journal of Architectural Research","ARCHNET-IJAR","2631-6862","1938-7806","ARCHITECTURE - AHCI","858","3.1","N/A","4.43","2.38"%,
"JOURNAL OF CULTURAL HERITAGE","J CULT HERIT","1296-2074","1778-3674","ARCHAEOLOGY - AHCI","5,595","3.1","N/A","2.1","20.83"%,
"SOCIAL NETWORKS","SOC NETWORKS","0378-8733","1879-2111","ANTHROPOLOGY - SSCI","7,332","3.1","Q1","1.86","32.69"%,
"JOURNAL OF ETHNOBIOLOGY","J ETHNOBIOL","0278-0771","2162-4496","ANTHROPOLOGY - SSCI","951","2.9","Q1","1.08","0"%,
"AMERICAN JOURNAL OF HUMAN BIOLOGY","AM J HUM BIOL","1042-0533","1520-6300","ANTHROPOLOGY - SSCI","4,562","2.9","Q1","0.89","10.23"%,
"AFRICAN AFFAIRS","AFR AFFAIRS","0001-9909","1468-2621","AREA STUDIES - SSCI","2,035","2.8","Q1","2.31","25"%,
"Annual Review of Anthropology","ANNU REV ANTHROPOL","0084-6570","1545-4290","ANTHROPOLOGY - SSCI","5,602","2.8","Q1","1.97","0"%,
"AMERICAN ANTIQUITY","AM ANTIQUITY","0002-7316","2325-5064","ANTHROPOLOGY - SSCI","3,587","2.8","Q1","1.92","38.6"%,
"AMERICAN ANTIQUITY","AM ANTIQUITY","0002-7316","2325-5064","ARCHAEOLOGY - AHCI","3,587","2.8","N/A","1.92","38.6"%,
"JOURNAL OF ARCHAEOLOGICAL SCIENCE","J ARCHAEOL SCI","0305-4403","1095-9238","ANTHROPOLOGY - SSCI","15,765","2.8","Q1","1.73","34.62"%,
"JOURNAL OF ARCHAEOLOGICAL SCIENCE","J ARCHAEOL SCI","0305-4403","1095-9238","ARCHAEOLOGY - AHCI","15,765","2.8","N/A","1.73","34.62"%,
"AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY","AM J PHYS ANTHROPOL","0002-9483","1096-8644","ANTHROPOLOGY - SSCI","13,764","2.8","Q1","1.07","13.18"%,
"Journal of Contemporary China","J CONTEMP CHINA","1067-0564","1469-9400","AREA STUDIES - SSCI","2,564","2.6","Q1","2.86","10.2"%,
"CRITICAL ASIAN STUDIES","CRIT ASIAN STUD","1467-2715","1472-6033","AREA STUDIES - SSCI","855","2.6","Q1","2.12","10.53"%,
"Urban Design International","URBAN DES INT","1357-5317","1468-4519","ARCHITECTURE - AHCI","968","2.6","N/A","1.92","12.09"%,
"RACE & CLASS","RACE CLASS","0306-3968","1741-3125","ANTHROPOLOGY - SSCI","952","2.6","Q1","1.04","18.46"%,
"Evolutionary Human Sciences","EVOL HUM SCI","N/A","2513-843X","ANTHROPOLOGY - ESCI","357","2.6","N/A","0.81","99.36"%,
"CHINA QUARTERLY","CHINA QUART","0305-7410","1468-2648","AREA STUDIES - SSCI","3,981","2.5","Q1","2.8","38.33"%,
"Journal of Current Southeast Asian Affairs","J CURR SE ASIAN AFF","1868-1034","1868-4882","AREA STUDIES - SSCI","395","2.5","Q1","1.33","92.86"%,
"HUMAN NATURE-AN INTERDISCIPLINARY BIOSOCIAL PERSPECTIVE","HUM NATURE-INT BIOS","1045-6767","1936-4776","ANTHROPOLOGY - SSCI","1,984","2.5","Q1","1.28","20.83"%,
"Transcultural Psychiatry","TRANSCULT PSYCHIATRY","1363-4615","1461-7471","ANTHROPOLOGY - SSCI","2,240","2.5","Q1","0.9","14.23"%,
"International Journal of Architectural Heritage","INT J ARCHIT HERIT","1558-3058","1558-3066","ARCHITECTURE - AHCI","2,152","2.4","N/A","1.85","4.83"%,
"GLOBAL NETWORKS-A JOURNAL OF TRANSNATIONAL AFFAIRS","GLOBAL NETW","1470-2266","1471-0374","ANTHROPOLOGY - SSCI","2,006","2.4","Q1","1.08","35.03"%,
"Architectural Science Review","ARCHIT SCI REV","0003-8628","1758-9622","ARCHITECTURE - AHCI","1,383","2.3","N/A","3.88","7.58"%,
"Virtual Archaeology Review","VIRTUAL ARCHAEOL REV","1989-9947","1989-9947","ARCHAEOLOGY - ESCI","257","2.3","N/A","2.09","98.28"%,
"JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY","J ARCHAEOL METHOD TH","1072-5369","1573-7764","ANTHROPOLOGY - SSCI","1,741","2.3","Q1","2.01","42.24"%,
"JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY","J ARCHAEOL METHOD TH","1072-5369","1573-7764","ARCHAEOLOGY - AHCI","1,741","2.3","N/A","2.01","42.24"%,
"AMERICAN ETHNOLOGIST","AM ETHNOL","0094-0496","1548-1425","ANTHROPOLOGY - SSCI","3,974","2.3","Q1","1.15","22.55"%,
"Medical Anthropology","MED ANTHROPOL","0145-9740","1545-5882","ANTHROPOLOGY - SSCI","1,504","2.3","Q1","0.89","21.86"%,
"JOURNAL OF CONTEMPORARY ASIA","J CONTEMP ASIA","0047-2336","1752-7554","AREA STUDIES - SSCI","1,339","2.2","Q1","2.69","11.72"%,
"CURRENT ANTHROPOLOGY","CURR ANTHROPOL","0011-3204","1537-5382","ANTHROPOLOGY - SSCI","6,752","2.2","Q1","2.01","5.75"%,
"Archaeological and Anthropological Sciences","ARCHAEOL ANTHROP SCI","1866-9557","1866-9565","ANTHROPOLOGY - SSCI","3,226","2.2","Q1","1.3","33.95"%,
"Archaeological and Anthropological Sciences","ARCHAEOL ANTHROP SCI","1866-9557","1866-9565","ARCHAEOLOGY - AHCI","3,226","2.2","N/A","1.3","33.95"%,
"POST-SOVIET AFFAIRS","POST-SOV AFF","1060-586X","1938-2855","AREA STUDIES - SSCI","914","2.2","Q1","1.13","26.47"%,
"MEDICAL ANTHROPOLOGY QUARTERLY","MED ANTHROPOL Q","0745-5194","1548-1387","ANTHROPOLOGY - SSCI","1,565","2.2","Q1","0.88","17.58"%,
"Southeast European and Black Sea Studies","SE EUR BLACK SEA STU","1468-3857","1743-9639","AREA STUDIES - SSCI","675","2.1","Q1","2.07","14.81"%,
"China Information","CHINA INFORM","0920-203X","1741-590X","AREA STUDIES - SSCI","467","2.1","Q1","1.85","15.25"%,
"PACIFIC REVIEW","PAC REV","0951-2748","1470-1332","AREA STUDIES - SSCI","1,393","2.1","Q1","1.59","7.47"%,
"Asia Pacific Viewpoint","ASIA PAC VIEWP","1360-7456","1467-8373","AREA STUDIES - SSCI","897","2.1","Q1","1.46","16.36"%,
"Journal of Asian Public Policy","J ASIAN PUBLIC POLIC","1751-6234","1751-6242","AREA STUDIES - SSCI","371","2","Q1","2.3","4.1"%,
"JOURNAL OF WORLD PREHISTORY","J WORLD PREHIST","0892-7537","1573-7802","ANTHROPOLOGY - SSCI","842","2","Q1","2.07","56.25"%,
"JOURNAL OF WORLD PREHISTORY","J WORLD PREHIST","0892-7537","1573-7802","ARCHAEOLOGY - AHCI","842","2","N/A","2.07","56.25"%,
"Africa Spectrum","AFR SPECTR","0002-0397","1868-6869","AREA STUDIES - SSCI","418","2","Q1","1.75","93.62"%,
"ECONOMIC DEVELOPMENT AND CULTURAL CHANGE","ECON DEV CULT CHANGE","0013-0079","1539-2988","AREA STUDIES - SSCI","3,084","2","Q1","1.25","7.09"%,
"HUMAN ECOLOGY","HUM ECOL","0300-7839","1572-9915","ANTHROPOLOGY - SSCI","3,444","2","Q1","0.95","31.34"%,
"Asia & the Pacific Policy Studies","ASIA PAC POLICY STUD","2050-2680","2050-2680","AREA STUDIES - SSCI","524","1.9","Q1","2.67","86.96"%,
"JOURNAL OF ASIAN STUDIES","J ASIAN STUD","0021-9118","1752-0401","AREA STUDIES - SSCI","1,718","1.9","Q1","2.55","0"%,
"CULTURAL ANTHROPOLOGY","CULT ANTHROPOL","0886-7356","1548-1360","ANTHROPOLOGY - SSCI","2,979","1.9","Q2","1.63","100"%,
"JOURNAL OF FIELD ARCHAEOLOGY","J FIELD ARCHAEOL","0093-4690","2042-4582","ARCHAEOLOGY - AHCI","1,385","1.9","N/A","1.62","33.85"%,
"LATIN AMERICAN POLITICS AND SOCIETY","LAT AM POLIT SOC","1531-426X","1548-2456","AREA STUDIES - SSCI","865","1.9","Q1","1.39","19.51"%,
"JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY","J ANTHROPOL ARCHAEOL","0278-4165","1090-2686","ANTHROPOLOGY - SSCI","2,651","1.8","Q2","1.44","26.47"%,
"JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY","J ANTHROPOL ARCHAEOL","0278-4165","1090-2686","ARCHAEOLOGY - AHCI","2,651","1.8","N/A","1.44","26.47"%,
"Archaeological Dialogues","ARCHAEOL DIALOG","1380-2038","1478-2294","ARCHAEOLOGY - AHCI","311","1.8","N/A","1.4","39.39"%,
"ANTIQUITY","ANTIQUITY","0003-598X","1745-1744","ANTHROPOLOGY - SSCI","4,326","1.8","Q2","1.25","44.35"%,
"ANTIQUITY","ANTIQUITY","0003-598X","1745-1744","ARCHAEOLOGY - AHCI","4,326","1.8","N/A","1.25","44.35"%,
"Archaeological Prospection","ARCHAEOL PROSPECT","1075-2196","1099-0763","ARCHAEOLOGY - AHCI","857","1.8","N/A","1.18","30.89"%,
"Journal of Anthropological Sciences","J ANTHROPOL SCI","1827-4765","2037-0644","ANTHROPOLOGY - SSCI","375","1.8","Q2","0.81","0"%,
"Anthropology & Medicine","ANTHROPOL MED","1364-8470","1469-2910","ANTHROPOLOGY - SSCI","599","1.8","Q2","0.59","25.81"%,
"International Journal of Architectural Computing","INT J ARCHIT COMPUT","1478-0771","2048-3988","ARCHITECTURE - ESCI","514","1.7","N/A","2.05","9.4"%,
"Mediterranean Politics","MEDITERR POLIT","1362-9395","1743-9418","AREA STUDIES - SSCI","698","1.7","Q2","1.28","16.91"%,
"Journal of Island & Coastal Archaeology","J ISL COAST ARCHAEOL","1556-4894","1556-1828","ARCHAEOLOGY - AHCI","653","1.7","N/A","1.27","12.69"%,
"PaleoAmerica","PALEOAMERICA","2055-5563","2055-5571","ANTHROPOLOGY - ESCI","308","1.7","N/A","1.15","1.25"%,
"PaleoAmerica","PALEOAMERICA","2055-5563","2055-5571","ARCHAEOLOGY - ESCI","308","1.7","N/A","1.15","1.25"%,
"Anthropological Theory","ANTHROPOL THEOR","1463-4996","1741-2641","ANTHROPOLOGY - SSCI","1,020","1.7","Q2","1.14","20"%,
"Lithic Technology","LITHIC TECHNOL","0197-7261","2051-6185","ANTHROPOLOGY - SSCI","480","1.7","Q2","1.1","10.11"%,
"Lithic Technology","LITHIC TECHNOL","0197-7261","2051-6185","ARCHAEOLOGY - AHCI","480","1.7","N/A","1.1","10.11"%,
"Field Methods","FIELD METHOD","1525-822X","1552-3969","ANTHROPOLOGY - SSCI","3,624","1.7","Q2","0.98","12.24"%,
"GEOARCHAEOLOGY-AN INTERNATIONAL JOURNAL","GEOARCHAEOLOGY","0883-6353","1520-6548","ARCHAEOLOGY - AHCI","1,435","1.7","N/A","0.86","20.81"%,
"CULTURE MEDICINE AND PSYCHIATRY","CULT MED PSYCHIAT","0165-005X","1573-076X","ANTHROPOLOGY - SSCI","1,515","1.7","Q2","0.66","30.61"%,
"ANNALS OF HUMAN BIOLOGY","ANN HUM BIOL","0301-4460","1464-5033","ANTHROPOLOGY - SSCI","2,379","1.7","Q2","0.58","6.03"%,
"China Review-An Interdisciplinary Journal on Greater China","CHINA REV","1680-2012","1680-2012","AREA STUDIES - SSCI","631","1.6","Q2","1.96","0"%,
"African Studies Review","AFR STUD REV","0002-0206","1555-2462","AREA STUDIES - SSCI","1,205","1.6","Q2","1.85","30.88"%,
"Millennial Asia","MILLENN ASIA","0976-3996","2321-7081","AREA STUDIES - ESCI","187","1.6","N/A","1.51","9.9"%,
"Middle East Critique","MIDDLE EAST CRIT","1943-6149","1943-6157","AREA STUDIES - SSCI","336","1.6","Q2","1.46","17.91"%,
"PACIFIC AFFAIRS","PAC AFF","0030-851X","1715-3379","AREA STUDIES - SSCI","857","1.6","Q2","1.37","0"%,
"Journal of Archaeological Science-Reports","J ARCHAEOL SCI-REP","2352-409X","2352-409X","ARCHAEOLOGY - AHCI","5,124","1.6","N/A","1.32","25.43"%,
"China Perspectives","CHINA PERSPECT","2070-3449","1996-4617","AREA STUDIES - SSCI","584","1.6","Q2","1.27","0"%,
"African Archaeological Review","AFR ARCHAEOL REV","0263-0338","1572-9842","ANTHROPOLOGY - SSCI","671","1.6","Q2","1.04","34.15"%,
"African Archaeological Review","AFR ARCHAEOL REV","0263-0338","1572-9842","ARCHAEOLOGY - AHCI","671","1.6","N/A","1.04","34.15"%,
"European Security","EUR SECUR","0966-2839","1746-1545","AREA STUDIES - SSCI","750","1.6","Q2","1.04","49.06"%,
"ARCHAEOMETRY","ARCHAEOMETRY","0003-813X","1475-4754","ARCHAEOLOGY - AHCI","3,542","1.6","N/A","0.65","25"%,
"Archaeological Research in Asia","ARCHAEOL RES ASIA","2352-2267","2352-2275","ARCHAEOLOGY - AHCI","479","1.5","N/A","1.49","18.35"%,
"European Journal of Archaeology","EUR J ARCHAEOL","1461-9571","1741-2722","ARCHAEOLOGY - AHCI","600","1.5","N/A","1.32","51.85"%,
"PUBLIC CULTURE","PUBLIC CULTURE","0899-2363","1527-8018","ANTHROPOLOGY - SSCI","2,630","1.5","Q2","1.28","0"%,
"CULTURAL STUDIES","CULT STUD","0950-2386","1466-4348","ANTHROPOLOGY - SSCI","2,393","1.5","Q2","1.18","12.37"%,
"Mediterranean Archaeology & Archaeometry","MEDITERR ARCHAEOL AR","1108-9628","2241-8121","ARCHAEOLOGY - AHCI","742","1.5","N/A","1.01","0"%,
"ENVIRONMENTAL ARCHAEOLOGY","ENVIRON ARCHAEOL","1461-4103","1749-6314","ARCHAEOLOGY - AHCI","798","1.5","N/A","0.77","13.56"%,
"Journal of Green Building","J GREEN BUILD","1552-6100","1943-4618","ARCHITECTURE - AHCI","730","1.4","N/A","2.14","0"%,
"Contemporary South Asia","CONTEMP SOUTH ASIA","0958-4935","1469-364X","AREA STUDIES - SSCI","530","1.4","Q2","1.97","16.81"%,
"Advances in Archaeological Practice","ADV ARCHAEOL PRACT","2326-3768","2326-3768","ARCHAEOLOGY - AHCI","406","1.4","N/A","1.3","44.92"%,
"Journal of Eastern African Studies","J EAST AFR STUD","1753-1055","1753-1063","AREA STUDIES - SSCI","813","1.4","Q2","1.27","39.78"%,
"Journal of Open Archaeology Data","J OPEN ARCHAEOL DATA","2049-1565","2049-1565","ARCHAEOLOGY - ESCI","55","1.4","N/A","1.13","92.59"%,
"Journal of African Archaeology","J AFR ARCHAEOL","1612-1651","2191-5784","ARCHAEOLOGY - AHCI","340","1.4","N/A","0.93","25"%,
"Transforming Anthropology","TRANSFORM ANTHROPOL","1051-0559","1548-7466","ANTHROPOLOGY - ESCI","215","1.4","N/A","0.87","0"%,
"EUROPE-ASIA STUDIES","EUROPE-ASIA STUD","0966-8136","1465-3427","AREA STUDIES - SSCI","2,018","1.4","Q2","0.84","21.46"%,
"Anthropology in Action-Journal for Applied Anthropology in Policy and Practice","ANTHROPOL ACTION","0967-201X","1752-2285","ANTHROPOLOGY - ESCI","218","1.4","N/A","0.76","94.87"%,
"Social Anthropology","SOC ANTHROPOL","0964-0282","1469-8676","ANTHROPOLOGY - SSCI","932","1.4","Q2","0.63","45.26"%,
"Social Analysis","SOC ANAL","0155-977X","1558-5727","ANTHROPOLOGY - SSCI","677","1.4","Q2","0.5","92.31"%,
"Journal of Interior Design","J INTERIOR DES","1071-7641","1939-1668","ARCHITECTURE - AHCI","214","1.3","N/A","1.57","0"%,
"DESIGN ISSUES","DES ISSUES","0747-9360","1531-4790","ARCHITECTURE - AHCI","1,077","1.3","N/A","1.56","4.11"%,
"WORLD ARCHAEOLOGY","WORLD ARCHAEOL","0043-8243","1470-1375","ARCHAEOLOGY - AHCI","2,443","1.3","N/A","1.49","32"%,
"Turkish Studies","TURK STUD","1468-3849","1743-9663","AREA STUDIES - SSCI","780","1.3","Q2","1.25","5.83"%,
"Journal of Contemporary European Research","J CONTEMP EUR RES","1815-347X","1815-347X","AREA STUDIES - ESCI","260","1.3","N/A","1.24","98.25"%,
"Review of African Political Economy","REV AFR POLIT ECON","0305-6244","1740-1720","AREA STUDIES - SSCI","1,385","1.3","Q2","1.13","0"%,
"Journal of Asian Architecture and Building Engineering","J ASIAN ARCHIT BUILD","1346-7581","1347-2852","ARCHITECTURE - AHCI","1,196","1.3","N/A","1.09","97.93"%,
"ETHNOS","ETHNOS","0014-1844","1469-588X","ANTHROPOLOGY - SSCI","1,272","1.3","Q2","0.8","25.57"%,
"Journal of Contemporary European Studies","J CONTEMP EUR STUD","1478-2804","1478-2790","AREA STUDIES - SSCI","582","1.3","Q2","0.76","21.56"%,
"ANTHROPOLOGY & EDUCATION QUARTERLY","ANTHROPOL EDUC QUART","0161-7761","1548-1492","ANTHROPOLOGY - SSCI","1,045","1.3","Q2","0.69","10.98"%,
"Anthropology Today","ANTHROPOL TODAY","0268-540X","1467-8322","ANTHROPOLOGY - ESCI","617","1.3","N/A","0.62","37.66"%,
"Asia Policy","ASIA POLICY","1559-0968","1559-2960","AREA STUDIES - ESCI","275","1.3","N/A","0.61","0"%,
"International Indigenous Policy Journal","INT INDIG POLICY J","1916-5781","1916-5781","ANTHROPOLOGY - ESCI","447","1.3","N/A","0.6","86"%,
"Journal of Latin American and Caribbean Anthropology","J LAT AM CARIBB ANTH","1935-4932","1935-4940","ANTHROPOLOGY - SSCI","423","1.3","Q2","0.6","12.5"%,
"Anthropology of Work Review","ANTHROPOL WORK REV","0883-024X","1548-1417","ANTHROPOLOGY - ESCI","127","1.3","N/A","0.35","23.33"%,
"Asian Studies Review","ASIAN STUD REV","1035-7823","1467-8403","AREA STUDIES - SSCI","702","1.2","Q2","1.83","6.94"%,
"Central Asian Survey","CENT ASIAN SURV","0263-4937","1465-3354","AREA STUDIES - SSCI","867","1.2","Q2","1.77","23.28"%,
"Anatolian Studies","ANATOL STUD","0066-1546","2048-0849","ARCHAEOLOGY - AHCI","360","1.2","N/A","1.73","31.03"%,
"Asian Affairs","ASIAN AFF","0306-8374","1477-1500","AREA STUDIES - ESCI","297","1.2","N/A","1.32","16.95"%,
"Nationalities Papers-The Journal of Nationalism and Ethnicity","NATL PAP","0090-5992","1465-3923","AREA STUDIES - SSCI","1,131","1.2","Q2","1.32","38.93"%,
"Journal of the Indian Ocean Region","J INDIAN OCEAN REG","1948-0881","1948-108X","AREA STUDIES - ESCI","183","1.2","N/A","1.28","8.89"%,
"CAMBRIDGE ARCHAEOLOGICAL JOURNAL","CAMB ARCHAEOL J","0959-7743","1474-0540","ARCHAEOLOGY - AHCI","1,014","1.2","N/A","1.2","39.73"%,
"JOURNAL OF SOCIAL ARCHAEOLOGY","J SOC ARCHAEOL","1469-6053","1741-2951","ANTHROPOLOGY - SSCI","423","1.2","Q2","0.99","10.42"%,
"JOURNAL OF SOCIAL ARCHAEOLOGY","J SOC ARCHAEOL","1469-6053","1741-2951","ARCHAEOLOGY - AHCI","423","1.2","N/A","0.99","10.42"%,
"AFRICA","AFRICA","0001-9720","1750-0184","ANTHROPOLOGY - SSCI","1,410","1.2","Q2","0.91","32.79"%,
"AFRICA","AFRICA","0001-9720","1750-0184","AREA STUDIES - SSCI","1,410","1.2","Q2","0.91","32.79"%,
"AMERICAN JOURNAL OF ARCHAEOLOGY","AM J ARCHAEOL","0002-9114","1939-828X","ARCHAEOLOGY - AHCI","1,156","1.2","N/A","0.89","0"%,
"CRITIQUE OF ANTHROPOLOGY","CRIT ANTHROPOL","0308-275X","1460-3721","ANTHROPOLOGY - SSCI","800","1.2","Q2","0.88","38.67"%,
"JOURNAL OF THE ROYAL ANTHROPOLOGICAL INSTITUTE","J ROY ANTHROPOL INST","1359-0987","1467-9655","ANTHROPOLOGY - SSCI","2,165","1.2","Q2","0.81","27.71"%,
"Ethnography","ETHNOGRAPHY","1466-1381","1741-2714","ANTHROPOLOGY - SSCI","1,550","1.2","Q2","0.59","15.47"%,
"Cambridge Journal of Anthropology","CAMB J ANTHROPOL","0305-7674","2047-7716","ANTHROPOLOGY - ESCI","327","1.2","N/A","0.44","95.35"%,
"Region","REGION","2166-4307","2165-0659","AREA STUDIES - ESCI","153","1.2","N/A","0.23","0"%,
"JOURNAL OF LATIN AMERICAN STUDIES","J LAT AM STUD","0022-216X","1469-767X","AREA STUDIES - SSCI","934","1.1","Q2","2.19","22.5"%,
"URBAN MORPHOLOGY","URBAN MORPHOL","1027-4278","1027-4278","ARCHITECTURE - AHCI","383","1.1","N/A","2.01","0"%,
"Trabajos de Prehistoria","TRABAJOS PREHIST","0082-5638","1988-3218","ANTHROPOLOGY - SSCI","516","1.1","Q3","1.08","87.27"%,
"Trabajos de Prehistoria","TRABAJOS PREHIST","0082-5638","1988-3218","ARCHAEOLOGY - AHCI","516","1.1","N/A","1.08","87.27"%,
"Journal of Contemporary African Studies","J CONTEMP AFR STUD","0258-9001","1469-9397","AREA STUDIES - ESCI","635","1.1","N/A","1.03","7.41"%,
"CANADIAN JOURNAL OF AFRICAN STUDIES","CAN J AFR STUDIES","0008-3968","1923-3051","AREA STUDIES - ESCI","347","1.1","N/A","0.93","7.84"%,
"Social Science Japan Journal","SOC SCI JPN J","1369-1465","1468-2680","AREA STUDIES - SSCI","214","1.1","Q2","0.92","19.05"%,
"Azania-Archaeological Research in Africa","AZANIA","0067-270X","1945-5534","ARCHAEOLOGY - AHCI","495","1.1","N/A","0.78","17.86"%,
"AUSTRALIAN ARCHAEOLOGY","AUST ARCHAEOL","0312-2417","2470-0363","ANTHROPOLOGY - SSCI","331","1.1","Q3","0.74","8.47"%,
"AUSTRALIAN ARCHAEOLOGY","AUST ARCHAEOL","0312-2417","2470-0363","ARCHAEOLOGY - AHCI","331","1.1","N/A","0.74","8.47"%,
"Focaal-Journal of Global and Historical Anthropology","FOCAAL","0920-1297","1558-5263","ANTHROPOLOGY - SSCI","438","1.1","Q3","0.67","94.67"%,
"Open House International","OPEN HOUSE INT","0168-2601","2633-9838","ARCHITECTURE - AHCI","433","1.1","N/A","0.64","2.31"%,
"Caucasus Survey","CAUCASUS SURV","2376-1199","2376-1202","AREA STUDIES - ESCI","107","1.1","N/A","0.63","2.08"%,
"DIALECTICAL ANTHROPOLOGY","DIALECT ANTHROPOL","0304-4092","1573-0786","ANTHROPOLOGY - ESCI","460","1.1","N/A","0.58","19.64"%,
"Polar-Political and Legal Anthropology Review","POLAR-POLIT LEG ANTH","1081-6976","1555-2934","ANTHROPOLOGY - SSCI","522","1.1","Q3","0.51","20"%,
"Journal of Balkan and Near Eastern Studies","J BALKAN NEAR E STUD","1944-8953","1944-8961","AREA STUDIES - SSCI","504","1","Q2","1.16","9.52"%,
"JOURNAL OF ASIAN AND AFRICAN STUDIES","J ASIAN AFR STUD","0021-9096","1745-2538","AREA STUDIES - SSCI","1,067","1","Q2","1.12","8.09"%,
"MODERN CHINA","MOD CHINA","0097-7004","1552-6836","AREA STUDIES - SSCI","988","1","Q2","1.04","8.49"%,
"INTERNATIONAL JOURNAL OF MIDDLE EAST STUDIES","INT J MIDDLE E STUD","0020-7438","1471-6380","AREA STUDIES - SSCI","1,359","1","Q2","0.99","38.82"%,
"Ethnoarchaeology","ETHNOARCHAEOLOGY","1944-2904","1944-2890","ARCHAEOLOGY - ESCI","99","1","N/A","0.93","23.53"%,
"Anthropological Forum","ANTHROPOL FORUM","0066-4677","1469-2902","ANTHROPOLOGY - SSCI","389","1","Q3","0.78","23.44"%,
"INTERNATIONAL JOURNAL OF OSTEOARCHAEOLOGY","INT J OSTEOARCHAEOL","1047-482X","1099-1212","ANTHROPOLOGY - SSCI","2,360","1","Q3","0.78","16.96"%,
"INTERNATIONAL JOURNAL OF OSTEOARCHAEOLOGY","INT J OSTEOARCHAEOL","1047-482X","1099-1212","ARCHAEOLOGY - AHCI","2,360","1","N/A","0.78","16.96"%,
"Estonian Journal of Archaeology","EST J ARCHAEOL","1406-2933","1736-7484","ARCHAEOLOGY - AHCI","86","1","N/A","0.77","100"%,
"OCEANIA","OCEANIA","0029-8077","1834-4461","ANTHROPOLOGY - SSCI","403","1","Q3","0.67","18.18"%,
"Journal of Lithic Studies","J LITHIC STUD","2055-0472","2055-0472","ARCHAEOLOGY - ESCI","161","1","N/A","0.61","96.23"%,
"Food and Foodways","FOOD FOODWAYS","0740-9710","1542-3484","ANTHROPOLOGY - ESCI","313","1","N/A","0.51","21.05"%,
"Sudosteuropa","SUDOSTEUROPA","0722-480X","2364-933X","AREA STUDIES - ESCI","81","1","N/A","0.49","0"%,
