"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"SOCIOLOGICAL THEORY","SOCIOL THEOR","0735-2751","1467-9558","SOCIOLOGY - SSCI","3,464","4.4","Q1","1.47","8.51"%,
"Bayesian Analysis","BAYESIAN ANAL","1931-6690","1936-0975","STATISTICS & PROBABILITY - SCIE","2,980","4.4","Q1","0.94","93.66"%,
"ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION","ARCH PHYS MED REHAB","0003-9993","1532-821X","SPORT SCIENCES - SCIE","28,808","4.3","Q1","1.58","11.2"%,
"Information Communication & Society","INFORM COMMUN SOC","1369-118X","1468-4462","SOCIOLOGY - SSCI","7,578","4.2","Q1","1.99","24.61"%,
"STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT","STOCH ENV RES RISK A","1436-3240","1436-3259","STATISTICS & PROBABILITY - SCIE","6,285","4.2","Q1","0.96","13.75"%,
"EUROPEAN JOURNAL OF SOIL BIOLOGY","EUR J SOIL BIOL","1164-5563","1778-3615","SOIL SCIENCE - SCIE","4,623","4.2","Q2","0.93","11.05"%,
"EUROPEAN JOURNAL OF SOIL SCIENCE","EUR J SOIL SCI","1351-0754","1365-2389","SOIL SCIENCE - SCIE","9,321","4.2","Q2","0.84","20.92"%,
"MEDICINE & SCIENCE IN SPORTS & EXERCISE","MED SCI SPORT EXER","0195-9131","1530-0315","SPORT SCIENCES - SCIE","42,300","4.1","Q1","1.81","11.46"%,
"SOCIOLOGIA RURALIS","SOCIOL RURALIS","0038-0199","1467-9523","SOCIOLOGY - SSCI","2,816","4.1","Q1","1.44","45.19"%,
"SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS","SCAND J MED SCI SPOR","0905-7188","1600-0838","SPORT SCIENCES - SCIE","13,289","4.1","Q1","1.3","27.95"%,
"Geoderma Regional","GEODERMA REG","2352-0094","2352-0094","SOIL SCIENCE - SCIE","1,587","4.1","Q2","0.92","13.83"%,
"JOURNAL OF SCIENCE AND MEDICINE IN SPORT","J SCI MED SPORT","1440-2440","1878-1861","SPORT SCIENCES - SCIE","10,866","4","Q1","1.34","15.68"%,
"Chinese Sociological Review","CHINESE SOCIOL REV","2162-0555","2162-0563","SOCIOLOGY - SSCI","749","4","Q1","1.26","5.33"%,
"LEISURE SCIENCES","LEISURE SCI","0149-0400","1521-0588","SOCIOLOGY - SSCI","3,565","4","Q1","0.92","6.51"%,
"Soil Ecology Letters","SOIL ECOL LETT","2662-2289","2662-2297","SOIL SCIENCE - ESCI","477","4","N/A","0.9","6.03"%,
"SOCIOLOGY OF EDUCATION","SOCIOL EDUC","0038-0407","1939-8573","SOCIOLOGY - SSCI","3,369","3.9","Q1","1.96","13.79"%,
"FUZZY SETS AND SYSTEMS","FUZZY SET SYST","0165-0114","1872-6801","STATISTICS & PROBABILITY - SCIE","19,112","3.9","Q1","1.92","5.79"%,
"CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS","CHEMOMETR INTELL LAB","0169-7439","1873-3239","STATISTICS & PROBABILITY - SCIE","11,921","3.9","Q1","1.06","13.77"%,
"Journal of Soil Science and Plant Nutrition","J SOIL SCI PLANT NUT","0718-9508","0718-9516","SOIL SCIENCE - SCIE","5,607","3.9","Q2","0.81","6.73"%,
"JOURNAL OF SOIL AND WATER CONSERVATION","J SOIL WATER CONSERV","0022-4561","1941-3300","SOIL SCIENCE - SCIE","5,588","3.9","Q2","0.56","1.52"%,
"MULTIVARIATE BEHAVIORAL RESEARCH","MULTIVAR BEHAV RES","0027-3171","1532-7906","STATISTICS & PROBABILITY - SCIE","10,048","3.8","Q1","1.71","12.96"%,
"KNEE SURGERY SPORTS TRAUMATOLOGY ARTHROSCOPY","KNEE SURG SPORT TR A","0942-2056","1433-7347","SPORT SCIENCES - SCIE","21,904","3.8","Q1","1.51","22.72"%,
"ENVIRONMENTAL AND ECOLOGICAL STATISTICS","ENVIRON ECOL STAT","1352-8505","1573-3009","STATISTICS & PROBABILITY - SCIE","1,204","3.8","Q1","1.11","14.02"%,
"SOIL USE AND MANAGEMENT","SOIL USE MANAGE","0266-0032","1475-2743","SOIL SCIENCE - SCIE","4,374","3.8","Q2","0.7","17.22"%,
"JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION","J AM STAT ASSOC","0162-1459","1537-274X","STATISTICS & PROBABILITY - SCIE","49,071","3.7","Q1","1.76","9.21"%,
"Socio-Economic Review","SOCIO-ECON REV","1475-1461","1475-147X","SOCIOLOGY - SSCI","2,772","3.7","Q1","1.76","22.5"%,
"WORK EMPLOYMENT AND SOCIETY","WORK EMPLOY SOC","0950-0170","1469-8722","SOCIOLOGY - SSCI","4,325","3.7","Q1","1.45","44.71"%,
"Rhizosphere","RHIZOSPHERE-NETH","N/A","2452-2198","SOIL SCIENCE - SCIE","1,800","3.7","Q3","1.01","6.86"%,
"Qualitative Research","QUAL RES","1468-7941","1741-3109","SOCIOLOGY - SSCI","5,372","3.6","Q1","1.49","38.35"%,
"Scandinavian Journal of Hospitality and Tourism","SCAND J HOSP TOUR","1502-2250","1502-2269","SOCIOLOGY - SSCI","1,524","3.6","Q1","1.33","54.22"%,
"Health Sociology Review","HEALTH SOCIOL REV","1446-1242","1839-3551","SOCIOLOGY - SSCI","876","3.6","Q1","1.09","12.5"%,
"JOURNAL OF SPORT MANAGEMENT","J SPORT MANAGE","0888-4773","1543-270X","SPORT SCIENCES - SCIE","3,362","3.6","Q1","1.02","1.43"%,
"JOURNAL OF SOILS AND SEDIMENTS","J SOIL SEDIMENT","1439-0108","1614-7480","SOIL SCIENCE - SCIE","10,836","3.6","Q3","0.72","10.83"%,
"JOURNAL OF REHABILITATION MEDICINE","J REHABIL MED","1650-1977","1651-2081","SPORT SCIENCES - SCIE","6,254","3.5","Q1","1.03","98.1"%,
"APPLIED SPECTROSCOPY","APPL SPECTROSC","0003-7028","1943-3530","SPECTROSCOPY - SCIE","9,615","3.5","Q1","0.91","11.19"%,
"Cornell Hospitality Quarterly","CORNELL HOSP Q","1938-9655","1938-9663","SOCIOLOGY - SSCI","2,046","3.5","Q1","0.9","7.26"%,
"Soil Systems","SOIL SYST","N/A","2571-8789","SOIL SCIENCE - ESCI","1,001","3.5","N/A","0.71","99.57"%,
"Sociological Science","SOCIOL SCI","N/A","2330-6696","SOCIOLOGY - SSCI","1,223","3.4","Q1","2.13","78.26"%,
"ECONOMY AND SOCIETY","ECON SOC","0308-5147","1469-5766","SOCIOLOGY - SSCI","3,351","3.4","Q1","1.36","34.38"%,
"PSYCHOLOGY OF SPORT AND EXERCISE","PSYCHOL SPORT EXERC","1469-0292","1878-5476","SPORT SCIENCES - SCIE","8,281","3.4","Q1","1.21","18.51"%,
"Science and Medicine in Football","SCI MED FOOTBALL","2473-3938","2473-4446","SPORT SCIENCES - SCIE","1,059","3.4","Q1","1.17","16.95"%,
"JOURNAL OF SPORTS SCIENCES","J SPORT SCI","0264-0414","1466-447X","SPORT SCIENCES - SCIE","18,388","3.4","Q1","1.12","14.91"%,
"ATOMIC SPECTROSCOPY","ATOM SPECTROSC","0195-5373","2708-521X","SPECTROSCOPY - SCIE","798","3.4","Q1","1.09","0"%,
"JOURNAL OF ANALYTICAL ATOMIC SPECTROMETRY","J ANAL ATOM SPECTROM","0267-9477","1364-5544","SPECTROSCOPY - SCIE","11,089","3.4","Q1","1.07","11.99"%,
"Applied Physiology Nutrition and Metabolism","APPL PHYSIOL NUTR ME","1715-5312","1715-5320","SPORT SCIENCES - SCIE","7,850","3.4","Q1","0.86","12.17"%,
"MEDIA CULTURE & SOCIETY","MEDIA CULT SOC","0163-4437","1460-3675","SOCIOLOGY - SSCI","3,443","3.3","Q1","1.36","23.53"%,
"International Journal of Sports Physiology and Performance","INT J SPORT PHYSIOL","1555-0265","1555-0273","SPORT SCIENCES - SCIE","9,072","3.3","Q2","1.27","0.6"%,
"SPECTROCHIMICA ACTA PART B-ATOMIC SPECTROSCOPY","SPECTROCHIM ACTA B","0584-8547","1873-3565","SPECTROSCOPY - SCIE","8,265","3.3","Q1","1.25","20.7"%,
"JOURNAL OF APPLIED PHYSIOLOGY","J APPL PHYSIOL","8750-7587","1522-1601","SPORT SCIENCES - SCIE","43,883","3.3","Q2","1.12","6.93"%,
"Journal of Athletic Training","J ATHL TRAINING","1062-6050","1938-162X","SPORT SCIENCES - SCIE","8,440","3.3","Q2","1.1","97.49"%,
"Sports Health-A Multidisciplinary Approach","SPORTS HEALTH","1941-7381","1941-0921","SPORT SCIENCES - SCIE","3,811","3.3","Q2","0.96","9.18"%,
"Statistics Surveys","STAT SURV","1935-7516","1935-7516","STATISTICS & PROBABILITY - ESCI","849","3.3","N/A","0.94","100"%,
"SOCIAL PROBLEMS","SOC PROBL","0037-7791","1533-8533","SOCIOLOGY - SSCI","5,797","3.2","Q1","1.84","5"%,
"EUROPEAN SOCIOLOGICAL REVIEW","EUR SOCIOL REV","0266-7215","1468-2672","SOCIOLOGY - SSCI","5,023","3.2","Q1","1.56","48.4"%,
"JOURNAL OF STRENGTH AND CONDITIONING RESEARCH","J STRENGTH COND RES","1064-8011","1533-4287","SPORT SCIENCES - SCIE","26,936","3.2","Q2","1.52","1.19"%,
"Journal of Sports Science and Medicine","J SPORT SCI MED","1303-2968","1303-2968","SPORT SCIENCES - SCIE","4,984","3.2","Q2","1.15","63.33"%,
"European Journal of Sport Science","EUR J SPORT SCI","1746-1391","1536-7290","SPORT SCIENCES - SCIE","6,503","3.2","Q2","1.14","14.12"%,
"Wiley Interdisciplinary Reviews-Computational Statistics","WIRES COMPUT STAT","1939-0068","1939-0068","STATISTICS & PROBABILITY - SCIE","3,612","3.2","Q1","1","20.19"%,
"JOURNAL OF LEISURE RESEARCH","J LEISURE RES","0022-2216","2159-6417","SOCIOLOGY - SSCI","3,442","3.2","Q1","0.95","2.56"%,
"JOURNAL OF APPLIED SPORT PSYCHOLOGY","J APPL SPORT PSYCHOL","1041-3200","1533-1571","SPORT SCIENCES - SCIE","2,701","3.2","Q2","0.91","13.22"%,
"JOURNAL OF THE AMERICAN SOCIETY FOR MASS SPECTROMETRY","J AM SOC MASS SPECTR","1044-0305","1879-1123","SPECTROSCOPY - SCIE","11,218","3.2","Q1","0.83","12.28"%,
"SOLID STATE NUCLEAR MAGNETIC RESONANCE","SOLID STATE NUCL MAG","0926-2040","1527-3326","SPECTROSCOPY - SCIE","1,459","3.2","Q1","0.64","22.5"%,
"SOCIOLOGY OF RELIGION","SOCIOL RELIG","1069-4404","1759-8818","SOCIOLOGY - SSCI","1,251","3.1","Q1","3.32","9.68"%,
"JOURNAL OF CULTURAL HERITAGE","J CULT HERIT","1296-2074","1778-3674","SPECTROSCOPY - SCIE","5,595","3.1","Q2","2.1","20.83"%,
"SOCIAL NETWORKS","SOC NETWORKS","0378-8733","1879-2111","SOCIOLOGY - SSCI","7,332","3.1","Q1","1.86","32.69"%,
"SOCIAL INDICATORS RESEARCH","SOC INDIC RES","0303-8300","1573-0921","SOCIOLOGY - SSCI","15,744","3.1","Q1","1.46","29.97"%,
"Race and Social Problems","RACE SOC PROBL","1867-1748","1867-1756","SOCIOLOGY - SSCI","999","3.1","Q1","1.39","8.65"%,
"Social Movement Studies","SOC MOVEMENT STUD","1474-2837","1474-2829","SOCIOLOGY - SSCI","1,644","3.1","Q1","1.25","22.06"%,
"Analytical Methods","ANAL METHODS-UK","1759-9660","1759-9679","SPECTROSCOPY - SCIE","20,428","3.1","Q2","0.82","5.15"%,
"NUTRIENT CYCLING IN AGROECOSYSTEMS","NUTR CYCL AGROECOSYS","1385-1314","1573-0867","SOIL SCIENCE - SCIE","5,544","3.1","Q3","0.75","25.57"%,
"Sociological Methodology","SOCIOL METHODOL","0081-1750","1467-9531","SOCIOLOGY - SSCI","3,572","3","Q1","1.75","12.5"%,
"Sociology of Race and Ethnicity","SOCIOL RACE ETHNIC","2332-6492","2332-6505","SOCIOLOGY - SSCI","1,256","3","Q1","1.5","3.23"%,
"JOURNAL OF BUSINESS & ECONOMIC STATISTICS","J BUS ECON STAT","0735-0015","1537-2707","STATISTICS & PROBABILITY - SCIE","8,799","3","Q1","1.45","12.3"%,
"JOURNAL OF SHOULDER AND ELBOW SURGERY","J SHOULDER ELB SURG","1058-2746","1532-6500","SPORT SCIENCES - SCIE","17,470","3","Q2","1.23","7.54"%,
"AMERICAN JOURNAL OF PHYSICAL MEDICINE & REHABILITATION","AM J PHYS MED REHAB","0894-9115","1537-7385","SPORT SCIENCES - SCIE","7,785","3","Q2","1.11","4.58"%,
"EUROPEAN JOURNAL OF APPLIED PHYSIOLOGY","EUR J APPL PHYSIOL","1439-6319","1439-6327","SPORT SCIENCES - SCIE","19,194","3","Q2","0.94","32.99"%,
"LAW & SOCIETY REVIEW","LAW SOC REV","0023-9216","1540-5893","SOCIOLOGY - SSCI","3,129","2.9","Q2","2.22","8.86"%,
"WORK AND OCCUPATIONS","WORK OCCUPATION","0730-8884","1552-8464","SOCIOLOGY - SSCI","1,722","2.9","Q2","1.41","21.05"%,
"SOCIOLOGY-THE JOURNAL OF THE BRITISH SOCIOLOGICAL ASSOCIATION","SOCIOLOGY","0038-0385","1469-8684","SOCIOLOGY - SSCI","6,891","2.9","Q2","1.36","52.65"%,
"THEORY AND SOCIETY","THEOR SOC","0304-2421","1573-7853","SOCIOLOGY - SSCI","3,715","2.9","Q2","1.21","30.53"%,
"SPORT EDUCATION AND SOCIETY","SPORT EDUC SOC","1357-3322","1470-1243","SPORT SCIENCES - SCIE","2,961","2.9","Q2","1.18","21.02"%,
"SOCIOLOGY OF HEALTH & ILLNESS","SOCIOL HEALTH ILL","0141-9889","1467-9566","SOCIOLOGY - SSCI","5,573","2.9","Q2","0.98","36.08"%,
"American Journal of Cultural Sociology","AM J CULT SOCIOL","2049-7113","2049-7121","SOCIOLOGY - SSCI","419","2.9","Q2","0.91","14.13"%,
"NMR IN BIOMEDICINE","NMR BIOMED","0952-3480","1099-1492","SPECTROSCOPY - SCIE","8,316","2.9","Q2","0.89","24.96"%,
"SOIL SCIENCE SOCIETY OF AMERICA JOURNAL","SOIL SCI SOC AM J","0361-5995","1435-0661","SOIL SCIENCE - SCIE","26,614","2.9","Q3","0.63","24.48"%,
"JOURNAL OF TEACHING IN PHYSICAL EDUCATION","J TEACH PHYS EDUC","0273-5024","1543-2769","SPORT SCIENCES - SCIE","2,701","2.8","Q2","1.44","1.63"%,
"International Journal of Intercultural Relations","INT J INTERCULT REL","0147-1767","1873-7552","SOCIOLOGY - SSCI","4,953","2.8","Q2","1.21","17.44"%,
"Journal of Exercise Science & Fitness","J EXERC SCI FIT","1728-869X","1728-869X","SPORT SCIENCES - SCIE","731","2.8","Q2","1.13","94.74"%,
"QUEST","QUEST","0033-6297","1543-2750","SPORT SCIENCES - SCIE","1,997","2.8","Q2","0.98","8.24"%,
"New Directions for Child and Adolescent Development","NEW DIR CHILD ADOLES","1520-3247","N/A","SOCIOLOGY - SSCI","2,059","2.8","Q2","0.95","77.6"%,
"Quality Technology and Quantitative Management","QUAL TECHNOL QUANT M","1684-3703","1811-4857","STATISTICS & PROBABILITY - SCIE","771","2.8","Q1","0.73","1.4"%,
"VADOSE ZONE JOURNAL","VADOSE ZONE J","N/A","1539-1663","SOIL SCIENCE - SCIE","5,630","2.8","Q3","0.64","86.67"%,
"CLINICAL JOURNAL OF SPORT MEDICINE","CLIN J SPORT MED","1050-642X","1536-3724","SPORT SCIENCES - SCIE","4,852","2.7","Q2","1.27","2.96"%,
"Sociology Compass","SOCIOL COMPASS","1751-9020","1751-9020","SOCIOLOGY - SSCI","3,438","2.7","Q2","1.21","13.33"%,
"Canadian Review of Sociology-Revue Canadienne de Sociologie","CAN REV SOCIOL","1755-6171","1755-618X","SOCIOLOGY - SSCI","813","2.7","Q2","0.97","6.54"%,
"BIOMETRIKA","BIOMETRIKA","0006-3444","1464-3510","STATISTICS & PROBABILITY - SCIE","27,498","2.7","Q1","0.94","9.65"%,
"International Journal of Sociology and Social Policy","INT J SOCIOL SOC POL","0144-333X","1758-6720","SOCIOLOGY - ESCI","1,699","2.7","N/A","0.92","8.82"%,
"Sports","SPORTS","N/A","2075-4663","SPORT SCIENCES - ESCI","3,105","2.7","N/A","0.9","99.07"%,
"Frontiers in Sports and Active Living","FRONT SPORTS ACT LIV","N/A","2624-9367","SPORT SCIENCES - ESCI","1,865","2.7","N/A","0.86","98.71"%,
"JOURNAL OF BIOMOLECULAR NMR","J BIOMOL NMR","0925-2738","1573-5001","SPECTROSCOPY - SCIE","4,664","2.7","Q2","0.84","41.38"%,
"Journal of Consumer Culture","J CONSUM CULT","1469-5405","1741-2900","SOCIOLOGY - SSCI","1,896","2.6","Q2","1.95","18.67"%,
"RACE & CLASS","RACE CLASS","0306-3968","1741-3125","SOCIOLOGY - SSCI","952","2.6","Q2","1.04","18.46"%,
"Orthopaedic Journal of Sports Medicine","ORTHOP J SPORTS MED","N/A","2325-9671","SPORT SCIENCES - SCIE","7,781","2.6","Q2","0.9","88.69"%,
"PROBABILISTIC ENGINEERING MECHANICS","PROBABILIST ENG MECH","0266-8920","1878-4275","STATISTICS & PROBABILITY - SCIE","3,682","2.6","Q1","0.87","17.21"%,
"BRITISH JOURNAL OF MATHEMATICAL & STATISTICAL PSYCHOLOGY","BRIT J MATH STAT PSY","0007-1102","2044-8317","STATISTICS & PROBABILITY - SCIE","2,759","2.6","Q1","0.85","17.12"%,
"POETICS","POETICS","0304-422X","1872-7514","SOCIOLOGY - SSCI","2,883","2.5","Q2","6.38","25.54"%,
"Heritage Science","HERIT SCI","2050-7445","2050-7445","SPECTROSCOPY - SCIE","1,809","2.5","Q2","2.08","99.79"%,
"POPULATION AND DEVELOPMENT REVIEW","POPUL DEV REV","0098-7921","1728-4457","SOCIOLOGY - SSCI","5,730","2.5","Q2","1.34","25"%,
"Men and Masculinities","MEN MASC","1097-184X","1552-6828","SOCIOLOGY - SSCI","1,791","2.5","Q2","1.32","13.97"%,
"SOCIAL SCIENCE RESEARCH","SOC SCI RES","0049-089X","1096-0317","SOCIOLOGY - SSCI","6,559","2.5","Q2","1.17","17.14"%,
"ETHNIC AND RACIAL STUDIES","ETHNIC RACIAL STUD","0141-9870","1466-4356","SOCIOLOGY - SSCI","7,320","2.5","Q2","1.14","23.9"%,
"SOCIOLOGICAL REVIEW","SOCIOL REV","0038-0261","1467-954X","SOCIOLOGY - SSCI","4,648","2.5","Q2","1.1","39.68"%,
"Frontiers in Sociology","FRONT SOCIOL","N/A","2297-7775","SOCIOLOGY - ESCI","1,194","2.5","N/A","0.99","99.63"%,
