"Journal Data Filtered By:  Selected Categories: BUSINESS, FINANCE;CARDIAC & CARDIOVASCULAR SYSTEMS;CELL & TISSUE ENGINEERING Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"Review of Corporate Finance Studies","REV CORP FINANC STUD","2046-9128","2046-9136","BUSINESS, FINANCE - ESCI","899","11.3","N/A","2.82","11.83"%,
"JACC-Cardiovascular Interventions","JACC-CARDIOVASC INTE","1936-8798","1876-7605","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","16,877","11.3","Q1","2.45","67.44"%,
"JACC: CardioOncology","JACC-CARDIOONCOL","2666-0873","2666-0873","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","1,345","11.1","Q1","1.66","89.05"%,
"CARDIOVASCULAR RESEARCH","CARDIOVASC RES","0008-6363","1755-3245","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","28,181","10.9","Q1","2.46","32.46"%,
"Finance Research Letters","FINANC RES LETT","1544-6123","1544-6131","BUSINESS, FINANCE - SSCI","15,912","10.4","Q1","3.38","9.23"%,
"JACC-Basic to Translational Science","JACC-BASIC TRANSL SC","2452-302X","2452-302X","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","3,425","9.7","Q1","2.04","100"%,
"Circulation-Heart Failure","CIRC-HEART FAIL","1941-3289","1941-3297","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","10,698","9.7","Q1","1.91","9.97"%,
"BASIC RESEARCH IN CARDIOLOGY","BASIC RES CARDIOL","0300-8428","1435-1803","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","5,402","9.5","Q1","2.26","64.67"%,
"TRENDS IN CARDIOVASCULAR MEDICINE","TRENDS CARDIOVAS MED","1050-1738","1873-2615","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","4,090","9.3","Q1","2.05","26.75"%,
"Cardiovascular Diabetology","CARDIOVASC DIABETOL","N/A","1475-2840","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","12,596","9.3","Q1","2.02","99.57"%,
"PROGRESS IN CARDIOVASCULAR DISEASES","PROG CARDIOVASC DIS","0033-0620","1873-1740","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","6,224","9.1","Q1","0.97","9.28"%,
"JOURNAL OF FINANCIAL ECONOMICS","J FINANC ECON","0304-405X","N/A","BUSINESS, FINANCE - SSCI","52,940","8.9","Q1","2.81","7.45"%,
"JOURNAL OF HEART AND LUNG TRANSPLANTATION","J HEART LUNG TRANSPL","1053-2498","1557-3117","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","14,893","8.9","Q1","2.33","13.83"%,
"Green Finance","GREEN FINANC","2643-1092","2643-1092","BUSINESS, FINANCE - ESCI","460","8.6","N/A","1.27","100"%,
"Financial Innovation","FINANC INNOV","N/A","2199-4730","BUSINESS, FINANCE - SSCI","2,197","8.4","Q1","2.57","99.54"%,
"Circulation-Arrhythmia and Electrophysiology","CIRC-ARRHYTHMIA ELEC","1941-3149","1941-3084","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","9,269","8.4","Q1","1.66","13.65"%,
"European Journal of Preventive Cardiology","EUR J PREV CARDIOL","2047-4873","2047-4881","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","10,142","8.3","Q1","1.59","18.43"%,
"REVIEW OF FINANCIAL STUDIES","REV FINANC STUD","0893-9454","1465-7368","BUSINESS, FINANCE - SSCI","28,145","8.2","Q1","2.61","10.53"%,
"International Review of Financial Analysis","INT REV FINANC ANAL","1057-5219","1873-8079","BUSINESS, FINANCE - SSCI","9,332","8.2","Q1","2.5","10.18"%,
"China Finance Review International","CHINA FINANC REV INT","2044-1398","2044-1401","BUSINESS, FINANCE - ESCI","922","8.2","N/A","1.82","3"%,
"Journal of Tissue Engineering","J TISSUE ENG","2041-7314","2041-7314","CELL & TISSUE ENGINEERING - SCIE","2,165","8.2","Q1","1.48","90.3"%,
"JOURNAL OF FINANCE","J FINANC","0022-1082","1540-6261","BUSINESS, FINANCE - SSCI","52,346","8","Q1","2.37","10.22"%,
"Circulation-Cardiovascular Imaging","CIRC-CARDIOVASC IMAG","1941-9651","1942-0080","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","8,076","7.5","Q1","1.59","13.09"%,
"Stem Cell Research & Therapy","STEM CELL RES THER","N/A","1757-6512","CELL & TISSUE ENGINEERING - SCIE","21,944","7.5","Q1","1.36","99.68"%,
"Circulation-Genomic and Precision Medicine","CIRC-GENOM PRECIS ME","2574-8300","2574-8300","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","2,029","7.4","Q1","1.5","28.18"%,
"FISCAL STUDIES","FISC STUD","0143-5671","1475-5890","BUSINESS, FINANCE - SSCI","1,254","7.3","Q1","1.9","58.75"%,
"npj Regenerative Medicine","NPJ REGEN MED","N/A","2057-3995","CELL & TISSUE ENGINEERING - SCIE","1,765","7.2","Q1","1.53","99.44"%,
"CANADIAN JOURNAL OF CARDIOLOGY","CAN J CARDIOL","0828-282X","1916-7075","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","9,531","7.2","Q1","1.23","10.32"%,
"European Heart Journal-Cardiovascular Pharmacotherapy","EUR HEART J-CARD PHA","2055-6837","2055-6845","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","1,667","7.1","Q1","1.71","18.75"%,
"JACC-Clinical Electrophysiology","JACC-CLIN ELECTROPHY","2405-500X","2405-5018","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","4,828","7","Q1","1.49","58.76"%,
"Circulation-Cardiovascular Quality and Outcomes","CIRC-CARDIOVASC QUAL","1941-7705","1941-7713","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","7,370","6.9","Q1","1.35","7.58"%,
"JOURNAL OF CARDIAC FAILURE","J CARD FAIL","1071-9164","1532-8414","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","7,229","6.7","Q1","1.18","12.15"%,
"Journal of Behavioral and Experimental Finance","J BEHAV EXP FINANC","2214-6350","2214-6369","BUSINESS, FINANCE - SSCI","2,654","6.6","Q1","1.84","14.34"%,
"Journal of Management Science and Engineering","J MANAGE SCI ENG","2096-2320","2589-5532","BUSINESS, FINANCE - ESCI","503","6.6","N/A","1.72","94.05"%,
"Research in International Business and Finance","RES INT BUS FINANC","0275-5319","1878-3384","BUSINESS, FINANCE - SSCI","6,513","6.5","Q1","2.05","8.38"%,
"JOURNAL OF THE AMERICAN SOCIETY OF ECHOCARDIOGRAPHY","J AM SOC ECHOCARDIOG","0894-7317","N/A","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","14,082","6.5","Q1","1.42","13.68"%,
"JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE","J CARDIOVASC MAGN R","1097-6647","1532-429X","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","7,533","6.4","Q1","1.44","99.66"%,
"Tissue Engineering Part B-Reviews","TISSUE ENG PART B-RE","1937-3368","1937-3376","CELL & TISSUE ENGINEERING - SCIE","4,846","6.4","Q1","1.03","9.82"%,
"European Heart Journal-Cardiovascular Imaging","EUR HEART J-CARD IMG","2047-2404","2047-2412","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","10,828","6.3","Q1","1.73","17.04"%,
"Echo Research and Practice","ECHO RES PRACT","2055-0464","2055-0464","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","504","6.3","N/A","0.6","100"%,
"EuroIntervention","EUROINTERVENTION","1774-024X","1969-6213","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","7,133","6.2","Q1","1.54","0.27"%,
"JOURNAL OF CORPORATE FINANCE","J CORP FINANC","0929-1199","1872-6313","BUSINESS, FINANCE - SSCI","14,411","6.1","Q1","1.71","7.89"%,
"EUROPACE","EUROPACE","1099-5129","1532-2092","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","13,779","6.1","Q1","1.44","28.22"%,
"JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY","J THORAC CARDIOV SUR","0022-5223","1097-685X","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","33,963","6","Q1","1.77","48.4"%,
"Stem Cells Translational Medicine","STEM CELL TRANSL MED","2157-6564","2157-6580","CELL & TISSUE ENGINEERING - SCIE","8,081","6","Q1","1.38","92.97"%,
"REVISTA ESPANOLA DE CARDIOLOGIA","REV ESP CARDIOL","1885-5857","1579-2242","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","4,601","5.9","Q1","3.95","1.23"%,
"JOURNAL OF ACCOUNTING & ECONOMICS","J ACCOUNT ECON","0165-4101","1879-1980","BUSINESS, FINANCE - SSCI","15,912","5.9","Q1","1.97","7.52"%,
"Stem Cell Reports","STEM CELL REP","2213-6711","2213-6711","CELL & TISSUE ENGINEERING - SCIE","11,404","5.9","Q2","1.24","95.17"%,
"HEART","HEART","1355-6037","1468-201X","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","21,979","5.7","Q2","1.41","25.97"%,
"Circulation-Cardiovascular Interventions","CIRC-CARDIOVASC INTE","1941-7640","1941-7632","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","7,151","5.6","Q2","1.38","11.69"%,
"HEART RHYTHM","HEART RHYTHM","1547-5271","1556-3871","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","15,922","5.5","Q2","1.42","20.38"%,
"Journal of Financial Stability","J FINANC STABIL","1572-3089","1878-0962","BUSINESS, FINANCE - SSCI","3,793","5.4","Q1","1.57","10.85"%,
"Journal of Cardiovascular Computed Tomography","J CARDIOVASC COMPUT","1934-5925","1934-5925","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","2,968","5.4","Q2","1.4","14.43"%,
"Journal of the American Heart Association","J AM HEART ASSOC","N/A","2047-9980","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","37,864","5.4","Q2","1.22","98.3"%,
"Quantitative Finance and Economics","QUANT FINANC ECON","2573-0134","2573-0134","BUSINESS, FINANCE - ESCI","509","5.3","N/A","1.5","97.92"%,
"ATHEROSCLEROSIS","ATHEROSCLEROSIS","0021-9150","1879-1484","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","27,552","5.3","Q2","1.26","27.87"%,
"CORPORATE GOVERNANCE-AN INTERNATIONAL REVIEW","CORP GOV-OXFORD","0964-8410","1467-8683","BUSINESS, FINANCE - SSCI","5,573","5.3","Q1","0.84","19.66"%,
"JOURNAL OF FINANCIAL INTERMEDIATION","J FINANC INTERMED","1042-9573","1096-0473","BUSINESS, FINANCE - SSCI","3,270","5.2","Q1","1.5","10.42"%,
"Borsa Istanbul Review","BORSA ISTANB REV","2214-8450","2214-8469","BUSINESS, FINANCE - SSCI","1,604","5.2","Q1","1.44","92.5"%,
"European Heart Journal-Quality of Care and Clinical Outcomes","EUR HEART J-QUAL CAR","2058-5225","2058-1742","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","1,583","5.2","Q2","1.36","22.31"%,
"Global Finance Journal","GLOB FINANC J","1044-0283","1873-5665","BUSINESS, FINANCE - SSCI","1,755","5.2","Q1","1.36","5.1"%,
"STEM CELLS","STEM CELLS","1066-5099","1549-4918","CELL & TISSUE ENGINEERING - SCIE","18,981","5.2","Q2","0.98","34.79"%,
"Critical Perspectives on Accounting","CRIT PERSPECT ACCOUN","1045-2354","1095-9955","BUSINESS, FINANCE - SSCI","3,228","5.1","Q1","1.82","12.93"%,
"British Accounting Review","BRIT ACCOUNT REV","0890-8389","1095-8347","BUSINESS, FINANCE - SSCI","3,266","5.1","Q1","1.57","8.26"%,
"Journal of International Financial Management & Accounting","J INT FIN MANAG ACC","0954-1314","1467-646X","BUSINESS, FINANCE - SSCI","811","5.1","Q1","1.27","16.33"%,
"Clinical Research in Cardiology","CLIN RES CARDIOL","1861-0684","1861-0692","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","5,218","5","Q2","1.17","58"%,
"JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY","J MOL CELL CARDIOL","0022-2828","1095-8584","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","16,125","5","Q2","0.96","28.7"%,
"Emerging Markets Review","EMERG MARK REV","1566-0141","1873-6173","BUSINESS, FINANCE - SSCI","3,031","4.8","Q1","1.47","6.12"%,
"AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY","AM J PHYSIOL-HEART C","0363-6135","1522-1539","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","29,226","4.8","Q2","1.21","5.23"%,
"AMERICAN HEART JOURNAL","AM HEART J","0002-8703","1097-6744","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","20,472","4.8","Q2","1.19","21.44"%,
"Stem Cell Reviews and Reports","STEM CELL REV REP","2629-3269","2629-3277","CELL & TISSUE ENGINEERING - SCIE","4,213","4.8","Q2","0.97","27.58"%,
"ACCOUNTING ORGANIZATIONS AND SOCIETY","ACCOUNT ORG SOC","0361-3682","1873-6289","BUSINESS, FINANCE - SSCI","8,493","4.7","Q1","1.34","11.01"%,
"JOURNAL OF RISK AND UNCERTAINTY","J RISK UNCERTAINTY","0895-5646","1573-0476","BUSINESS, FINANCE - SSCI","3,296","4.7","Q1","1.1","38.96"%,
"Bone & Joint Research","BONE JOINT RES","2046-3758","2046-3758","CELL & TISSUE ENGINEERING - SCIE","2,525","4.6","Q2","1.37","94.4"%,
"ANNALS OF THORACIC SURGERY","ANN THORAC SURG","0003-4975","1552-6259","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","41,422","4.6","Q2","1.31","4.42"%,
"Pacific-Basin Finance Journal","PAC-BASIN FINANC J","0927-538X","1879-0585","BUSINESS, FINANCE - SSCI","5,109","4.6","Q1","1.3","2.67"%,
"International Journal of Accounting Information Systems","INT J ACCOUNT INF SY","1467-0895","1873-4723","BUSINESS, FINANCE - SSCI","1,140","4.6","Q1","1.26","17.46"%,
"HEART FAILURE REVIEWS","HEART FAIL REV","1382-4147","1573-7322","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","4,999","4.6","Q2","0.95","19.1"%,
"Management Accounting Research","MANAGE ACCOUNT RES","1044-5005","1096-1224","BUSINESS, FINANCE - SSCI","2,793","4.6","Q1","0.92","18.75"%,
"International Review of Economics & Finance","INT REV ECON FINANC","1059-0560","1873-8036","BUSINESS, FINANCE - SSCI","6,433","4.5","Q1","1.4","4.04"%,
"Sustainability Accounting Management and Policy Journal","SUSTAIN ACCOUNT MANA","2040-8021","2040-803X","BUSINESS, FINANCE - SSCI","1,627","4.5","Q1","0.95","7.23"%,
"CYTOTHERAPY","CYTOTHERAPY","1465-3249","1477-2566","CELL & TISSUE ENGINEERING - SCIE","7,303","4.5","Q2","0.91","25.63"%,
"Review of Finance","REV FINANC","1572-3097","1573-692X","BUSINESS, FINANCE - SSCI","3,746","4.4","Q2","1.45","13.87"%,
"JOURNAL OF ACCOUNTING RESEARCH","J ACCOUNT RES","0021-8456","1475-679X","BUSINESS, FINANCE - SSCI","12,420","4.4","Q2","1.31","18.4"%,
"IMF Economic Review","IMF ECON REV","2041-4161","2041-417X","BUSINESS, FINANCE - SSCI","1,242","4.3","Q2","1.1","0"%,
"RESPIRATORY MEDICINE","RESP MED","0954-6111","1532-3064","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","14,440","4.3","Q2","0.99","59.1"%,
"Journal of Sustainable Finance & Investment","J SUSTAIN FINANC INV","2043-0795","2043-0809","BUSINESS, FINANCE - ESCI","1,613","4.3","N/A","0.9","12.98"%,
"Stem Cells International","STEM CELLS INT","1687-966X","1687-9678","CELL & TISSUE ENGINEERING - SCIE","10,305","4.3","Q2","0.8","99.23"%,
"Regenerative Therapy","REGEN THER","2352-3204","2352-3204","CELL & TISSUE ENGINEERING - SCIE","1,242","4.3","Q2","0.71","88.89"%,
"Accounting Auditing & Accountability Journal","ACCOUNT AUDIT ACCOUN","0951-3574","1758-4205","BUSINESS, FINANCE - SSCI","6,804","4.2","Q2","1.39","17.91"%,
"Journal of Multinational Financial Management","J MULTINATL FINANC M","1042-444X","1873-1309","BUSINESS, FINANCE - SSCI","1,319","4.2","Q2","1.33","8.24"%,
"REVIEW OF ACCOUNTING STUDIES","REV ACCOUNT STUD","1380-6653","1573-7136","BUSINESS, FINANCE - SSCI","4,868","4.2","Q2","1.21","26.89"%,
"Journal of Commodity Markets","J COMMOD MARK","2405-8513","2405-8505","BUSINESS, FINANCE - SSCI","594","4.2","Q2","1.1","12"%,
"CURRENT PROBLEMS IN CARDIOLOGY","CURR PROB CARDIOLOGY","0146-2806","1535-6280","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","1,875","4.2","Q2","0.95","5.28"%,
"ACCOUNTING REVIEW","ACCOUNT REV","0001-4826","1558-7967","BUSINESS, FINANCE - SSCI","18,840","4.1","Q2","1.47","0"%,
"JOURNAL OF MONETARY ECONOMICS","J MONETARY ECON","0304-3932","1873-1295","BUSINESS, FINANCE - SSCI","11,112","4.1","Q2","1.42","12.5"%,
"European Heart Journal-Acute Cardiovascular Care","EUR HEART J-ACUTE CA","2048-8726","2048-8734","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","2,779","4.1","Q2","0.94","13.66"%,
"Hellenic Journal of Cardiology","HELL J CARDIOL","1109-9666","2241-5955","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","1,042","4.1","Q2","0.76","95.97"%,
"Tissue Engineering Part A","TISSUE ENG PT A","1937-3341","1937-335X","CELL & TISSUE ENGINEERING - SCIE","9,569","4.1","Q3","0.71","4.47"%,
"American Journal of Preventive Cardiology","AM J PREVENT CARDIOL","2666-6677","2666-6677","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","492","4.1","N/A","0.66","91.62"%,
"World Journal of Stem Cells","WORLD J STEM CELLS","1948-0210","1948-0210","CELL & TISSUE ENGINEERING - SCIE","2,466","4.1","Q3","0.53","98.51"%,
"Journal of International Financial Markets Institutions & Money","J INT FINANC MARK I","1042-4431","1873-0612","BUSINESS, FINANCE - SSCI","4,373","4","Q2","1.3","12.57"%,
"STEM CELLS AND DEVELOPMENT","STEM CELLS DEV","1547-3287","1557-8534","CELL & TISSUE ENGINEERING - SCIE","7,940","4","Q3","0.96","6.06"%,
"JOURNAL OF THROMBOSIS AND THROMBOLYSIS","J THROMB THROMBOLYS","0929-5305","1573-742X","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","5,377","4","Q2","0.84","14.46"%,
"JOURNAL OF FINANCIAL AND QUANTITATIVE ANALYSIS","J FINANC QUANT ANAL","0022-1090","1756-6916","BUSINESS, FINANCE - SSCI","10,144","3.9","Q2","1.27","16.9"%,
"NUTRITION METABOLISM AND CARDIOVASCULAR DISEASES","NUTR METAB CARDIOVAS","0939-4753","1590-3729","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","9,381","3.9","Q2","0.9","13.63"%,
"CardioRenal Medicine","CARDIORENAL MED","1664-3828","1664-5502","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","825","3.8","Q2","1.04","48.42"%,
"JOURNAL OF ECONOMICS AND BUSINESS","J ECON BUS","0148-6195","0148-6195","BUSINESS, FINANCE - ESCI","1,507","3.8","N/A","1.04","12.22"%,
"ESC Heart Failure","ESC HEART FAIL","2055-5822","2055-5822","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","6,351","3.8","Q2","0.84","69.8"%,
"Journal of Cardiopulmonary Rehabilitation and Prevention","J CARDIOPULM REHABIL","1932-7501","1932-751X","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","2,680","3.8","Q2","0.7","2.5"%,
"JOURNAL OF BANKING & FINANCE","J BANK FINANC","0378-4266","1872-6372","BUSINESS, FINANCE - SSCI","23,888","3.7","Q2","1.13","8.93"%,
"CARDIOVASCULAR PATHOLOGY","CARDIOVASC PATHOL","1054-8807","1879-1336","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","2,385","3.7","Q2","1","16.15"%,
"Global Heart","GLOB HEART","2211-8160","2211-8179","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","1,952","3.7","Q2","0.63","98.25"%,
"Current Cardiology Reports","CURR CARDIOL REP","1523-3782","1534-3170","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","4,254","3.7","Q2","0.58","12.93"%,
"CONTEMPORARY ACCOUNTING RESEARCH","CONTEMP ACCOUNT RES","0823-9150","1911-3846","BUSINESS, FINANCE - SSCI","8,018","3.6","Q2","1.26","10.88"%,
"North American Journal of Economics and Finance","N AM J ECON FINANC","1062-9408","1879-0860","BUSINESS, FINANCE - SSCI","3,753","3.6","Q2","1.14","3.7"%,
"JOURNAL OF ACCOUNTING AND PUBLIC POLICY","J ACCOUNT PUBLIC POL","0278-4254","1873-2070","BUSINESS, FINANCE - SSCI","3,702","3.6","Q2","1.09","9.03"%,
"China Journal of Accounting Research","CHINA J ACCOUNT RES","1755-3091","1755-3091","BUSINESS, FINANCE - ESCI","654","3.6","N/A","0.83","90.28"%,
"Frontiers in Cardiovascular Medicine","FRONT CARDIOVASC MED","2297-055X","2297-055X","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","13,623","3.6","Q2","0.76","99.37"%,
"Tissue Engineering and Regenerative Medicine","TISSUE ENG REGEN MED","1738-2696","2212-5469","CELL & TISSUE ENGINEERING - SCIE","1,768","3.6","Q3","0.71","11.32"%,
"Meditari Accountancy Research","MEDITARI ACCOUNT RES","2049-372X","2049-3738","BUSINESS, FINANCE - ESCI","1,479","3.5","N/A","0.98","14.79"%,
"International Journal of Cardiology","INT J CARDIOL","0167-5273","1874-1754","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","35,199","3.5","Q2","0.92","16.68"%,
"Current Heart Failure Reports","CURR HEART FAIL REP","1546-9530","1546-9549","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","1,478","3.5","N/A","0.86","33.33"%,
"JOURNAL OF FINANCIAL RESEARCH","J FINANC RES","0270-2592","1475-6803","BUSINESS, FINANCE - SSCI","2,162","3.5","Q2","0.42","10"%,
"EUROPEAN JOURNAL OF CARDIO-THORACIC SURGERY","EUR J CARDIO-THORAC","1010-7940","1873-734X","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","19,366","3.4","Q2","1.13","9.65"%,
"Australian Accounting Review","AUST ACCOUNT REV","1035-6908","1835-2561","BUSINESS, FINANCE - SSCI","1,197","3.4","Q2","1.05","20"%,
"CARDIOVASCULAR DRUGS AND THERAPY","CARDIOVASC DRUG THER","0920-3206","1573-7241","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","3,538","3.4","Q2","0.77","24.71"%,
"Heart Failure Clinics","HEART FAIL CLIN","1551-7136","N/A","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","1,671","3.4","Q2","0.77","7.88"%,
"Journal of Cardiovascular Translational Research","J CARDIOVASC TRANSL","1937-5387","1937-5395","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","2,590","3.4","Q2","0.63","19.4"%,
"Cardiology and Therapy","CARDIOL THER","2193-8261","2193-6544","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","593","3.4","N/A","0.57","100"%,
"Journal of Contemporary Accounting & Economics","J CONTEMP ACCOUNT EC","1815-5669","1815-5669","BUSINESS, FINANCE - SSCI","937","3.3","Q2","0.98","5.06"%,
"European Accounting Review","EUR ACCOUNT REV","0963-8180","1468-4497","BUSINESS, FINANCE - SSCI","2,803","3.3","Q2","0.9","21.39"%,
"CELL TRANSPLANTATION","CELL TRANSPLANT","0963-6897","1555-3892","CELL & TISSUE ENGINEERING - SCIE","7,794","3.3","Q3","0.82","95.69"%,
"CIRCULATION JOURNAL","CIRC J","1346-9843","1347-4820","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","11,461","3.3","Q2","0.72","98.27"%,
"Cardio-Oncology","CARDIO-ONCOLOGY","N/A","2057-3804","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","436","3.3","N/A","0.67","100"%,
"Journal of Tissue Engineering and Regenerative Medicine","J TISSUE ENG REGEN M","1932-6254","1932-7005","CELL & TISSUE ENGINEERING - SCIE","6,681","3.3","Q3","0.65","87.32"%,
"Kardiologia Polska","KARDIOL POL","0022-9032","1897-4279","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","3,678","3.3","Q2","0.56","98.17"%,
"Accounting Education","ACCOUNT EDUC","0963-9284","1468-4489","BUSINESS, FINANCE - ESCI","1,225","3.2","N/A","0.92","11.71"%,
"Annual Review of Financial Economics","ANNU REV FINANC ECON","1941-1367","1941-1375","BUSINESS, FINANCE - SSCI","1,295","3.2","Q2","0.86","0"%,
