"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"Artificial Intelligence in Medicine","ARTIF INTELL MED","0933-3657","1873-2860","MEDICAL INFORMATICS - SCIE","6,556","7.5","Q1","1.27","18.99"%,
"JOURNAL OF MEDICAL INTERNET RESEARCH","J MED INTERNET RES","1438-8871","N/A","MEDICAL INFORMATICS - SCIE","43,923","7.4","Q1","1.73","99.54"%,
"INTERNATIONAL JOURNAL OF MECHANICAL SCIENCES","INT J MECH SCI","0020-7403","1879-2162","MECHANICS - SCIE","31,747","7.3","Q1","1.82","8.17"%,
"Journal of Evidence Based Medicine","J EVID-BASED MED","1756-5383","1756-5391","MEDICINE, GENERAL & INTERNAL - SCIE","1,163","7.3","Q1","0.97","15.22"%,
"COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING","COMPUT METHOD APPL M","0045-7825","1879-2138","MECHANICS - SCIE","47,448","7.2","Q1","2.11","27.65"%,
"INTERNATIONAL COMMUNICATIONS IN HEAT AND MASS TRANSFER","INT COMMUN HEAT MASS","0735-1933","1879-0178","MECHANICS - SCIE","22,495","7","Q1","1.57","2.75"%,
"CLINICAL CHEMISTRY AND LABORATORY MEDICINE","CLIN CHEM LAB MED","1434-6621","1437-4331","MEDICAL LABORATORY TECHNOLOGY - SCIE","12,403","6.8","Q1","1.99","16.98"%,
"BRITISH MEDICAL BULLETIN","BRIT MED BULL","0007-1420","1471-8391","MEDICINE, GENERAL & INTERNAL - SCIE","5,328","6.7","Q1","1.14","23.91"%,
"JOURNAL OF URBAN HEALTH-BULLETIN OF THE NEW YORK ACADEMY OF MEDICINE","J URBAN HEALTH","1099-3460","1468-2869","MEDICINE, GENERAL & INTERNAL - SCIE","6,045","6.6","Q1","1.59","25"%,
"JOURNAL OF NON-EQUILIBRIUM THERMODYNAMICS","J NON-EQUIL THERMODY","0340-0204","1437-4358","MECHANICS - SCIE","1,202","6.6","Q1","1.14","9.09"%,
"Experimental and Computational Multiphase Flow","EXP COMPUT MULTI FLO","2661-8869","2661-8877","MECHANICS - ESCI","490","6.5","N/A","1.07","21.43"%,
"JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION","J AM MED INFORM ASSN","1067-5027","1527-974X","MEDICAL INFORMATICS - SCIE","15,068","6.4","Q1","1.65","30.38"%,
"THIN-WALLED STRUCTURES","THIN WALL STRUCT","0263-8231","1879-3223","MECHANICS - SCIE","27,718","6.4","Q1","1.49","4.43"%,
"APPLIED THERMAL ENGINEERING","APPL THERM ENG","1359-4311","1873-5606","MECHANICS - SCIE","83,213","6.4","Q1","1.36","7.67"%,
"COMPOSITE STRUCTURES","COMPOS STRUCT","0263-8223","1879-1085","MECHANICS - SCIE","68,712","6.3","Q1","1.27","9.37"%,
"Energy Conversion and Management-X","ENERG CONVERS MAN-X","2590-1745","2590-1745","MECHANICS - ESCI","1,180","6.3","N/A","1.2","96.25"%,
"Engineering Applications of Computational Fluid Mechanics","ENG APPL COMP FLUID","1994-2060","1997-003X","MECHANICS - SCIE","3,275","6.1","Q1","1.78","97.9"%,
"Computer Methods and Programs in Biomedicine","COMPUT METH PROG BIO","0169-2607","1872-7565","MEDICAL INFORMATICS - SCIE","18,292","6.1","Q1","1.34","15.14"%,
"CHINESE MEDICAL JOURNAL","CHINESE MED J-PEKING","0366-6999","2542-5641","MEDICINE, GENERAL & INTERNAL - SCIE","12,376","6.1","Q1","0.88","98.51"%,
"CLEVELAND CLINIC JOURNAL OF MEDICINE","CLEV CLIN J MED","0891-1150","1939-2869","MEDICINE, GENERAL & INTERNAL - SCIE","2,564","6.1","Q1","0.53","94.16"%,
"Health Information Science and Systems","HEALTH INF SCI SYST","2047-2501","2047-2501","MEDICAL INFORMATICS - SCIE","988","6","Q2","1.25","24.04"%,
"BRITISH JOURNAL OF GENERAL PRACTICE","BRIT J GEN PRACT","0960-1643","1478-5242","MEDICINE, GENERAL & INTERNAL - SCIE","9,210","5.9","Q1","2.3","80.49"%,
"MEDICAL CLINICS OF NORTH AMERICA","MED CLIN N AM","0025-7125","1557-9859","MEDICINE, GENERAL & INTERNAL - SCIE","5,445","5.9","Q1","1.57","0.43"%,
"Journal of Healthcare Informatics Research","J HEALTHC INFORM RES","2509-4971","2509-498X","MEDICAL INFORMATICS - ESCI","403","5.9","N/A","1.24","19.35"%,
"American Journal of Medicine","AM J MED","0002-9343","1555-7162","MEDICINE, GENERAL & INTERNAL - SCIE","26,280","5.9","Q1","1","8.93"%,
"AMERICAN JOURNAL OF CHINESE MEDICINE","AM J CHINESE MED","0192-415X","1793-6853","MEDICINE, GENERAL & INTERNAL - SCIE","5,523","5.7","Q1","1.63","1.99"%,
"JOURNAL OF GENERAL INTERNAL MEDICINE","J GEN INTERN MED","0884-8734","1525-1497","MEDICINE, GENERAL & INTERNAL - SCIE","30,821","5.7","Q1","1.35","13.46"%,
"NONLINEAR DYNAMICS","NONLINEAR DYNAM","0924-090X","1573-269X","MECHANICS - SCIE","33,576","5.6","Q1","1.38","10.11"%,
"AMERICAN JOURNAL OF PREVENTIVE MEDICINE","AM J PREV MED","0749-3797","1873-2607","MEDICINE, GENERAL & INTERNAL - SCIE","27,455","5.5","Q1","1.44","21.38"%,
"EUROPEAN JOURNAL OF CLINICAL INVESTIGATION","EUR J CLIN INVEST","0014-2972","1365-2362","MEDICINE, GENERAL & INTERNAL - SCIE","9,025","5.5","Q1","0.99","16.81"%,
"AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS","AMYLOID","1350-6129","1744-2818","MEDICINE, GENERAL & INTERNAL - SCIE","2,184","5.5","Q1","0.88","29.75"%,
"ENGINEERING FRACTURE MECHANICS","ENG FRACT MECH","0013-7944","1873-7315","MECHANICS - SCIE","27,047","5.4","Q1","1.2","11.4"%,
"THEORETICAL AND APPLIED FRACTURE MECHANICS","THEOR APPL FRACT MEC","0167-8442","1872-7638","MECHANICS - SCIE","8,153","5.3","Q1","1.25","8"%,
"JOURNAL OF MEDICAL SYSTEMS","J MED SYST","0148-5598","1573-689X","MEDICAL INFORMATICS - SCIE","9,219","5.3","Q2","1.21","20.9"%,
"JOURNAL OF THE MECHANICS AND PHYSICS OF SOLIDS","J MECH PHYS SOLIDS","0022-5096","1873-4782","MECHANICS - SCIE","27,022","5.3","Q1","1.09","33.18"%,
"INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER","INT J HEAT MASS TRAN","0017-9310","1879-2189","MECHANICS - SCIE","93,610","5.2","Q1","1.27","11.48"%,
"ANNALS ACADEMY OF MEDICINE SINGAPORE","ANN ACAD MED SINGAP","0304-4602","N/A","MEDICINE, GENERAL & INTERNAL - SCIE","2,991","5.2","Q1","0.57","72.02"%,
"Preventive Medicine","PREV MED","0091-7435","1096-0260","MEDICINE, GENERAL & INTERNAL - SCIE","22,414","5.1","Q1","1.28","22.33"%,
"INTERNATIONAL JOURNAL OF IMPACT ENGINEERING","INT J IMPACT ENG","0734-743X","1879-3509","MECHANICS - SCIE","16,488","5.1","Q1","1.23","12.55"%,
"POSTGRADUATE MEDICAL JOURNAL","POSTGRAD MED J","0032-5473","1469-0756","MEDICINE, GENERAL & INTERNAL - SCIE","8,653","5.1","Q1","0.83","19.79"%,
"APPLIED MATHEMATICAL MODELLING","APPL MATH MODEL","0307-904X","1872-8480","MECHANICS - SCIE","27,227","5","Q1","1.69","7.43"%,
"CLINICA CHIMICA ACTA","CLIN CHIM ACTA","0009-8981","1873-3492","MEDICAL LABORATORY TECHNOLOGY - SCIE","22,097","5","Q1","1.42","10.65"%,
"JMIR mHealth and uHealth","JMIR MHEALTH UHEALTH","2291-5222","2291-5222","MEDICAL INFORMATICS - SCIE","12,330","5","Q2","1.24","99.52"%,
"Annals of Laboratory Medicine","ANN LAB MED","2234-3806","2234-3814","MEDICAL LABORATORY TECHNOLOGY - SCIE","2,075","4.9","Q1","1.5","100"%,
"INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS","INT J MED INFORM","1386-5056","1872-8243","MEDICAL INFORMATICS - SCIE","9,478","4.9","Q2","1.14","24.58"%,
"JMIR Aging","JMIR AGING","N/A","2561-7605","MEDICAL INFORMATICS - ESCI","675","4.9","N/A","1.12","100"%,
"Journal of Translational Internal Medicine","J TRANSL INTERN MED","2450-131X","2224-4018","MEDICINE, GENERAL & INTERNAL - SCIE","761","4.9","Q2","0.59","90.57"%,
"JOURNAL OF WIND ENGINEERING AND INDUSTRIAL AERODYNAMICS","J WIND ENG IND AEROD","0167-6105","1872-8197","MECHANICS - SCIE","18,882","4.8","Q1","1.08","15.55"%,
"Thermal Science and Engineering Progress","THERM SCI ENG PROG","2451-9049","2451-9049","MECHANICS - SCIE","5,237","4.8","Q1","0.97","7.11"%,
"Polish Archives of Internal Medicine-Polskie Archiwum Medycyny Wewnetrznej","POL ARCH INTERN MED","0032-3772","1897-9483","MEDICINE, GENERAL & INTERNAL - SCIE","2,256","4.8","Q2","0.72","96.82"%,
"JOURNAL OF PAIN AND SYMPTOM MANAGEMENT","J PAIN SYMPTOM MANAG","0885-3924","1873-6513","MEDICINE, GENERAL & INTERNAL - SCIE","16,050","4.7","Q2","1.35","31.09"%,
"JOURNAL OF SOUND AND VIBRATION","J SOUND VIB","0022-460X","1095-8568","MECHANICS - SCIE","46,910","4.7","Q1","1.28","17.27"%,
"Extreme Mechanics Letters","EXTREME MECH LETT","2352-4316","2352-4316","MECHANICS - SCIE","5,223","4.7","Q1","1.08","25.95"%,
"MINERVA MEDICA","MINERVA MED","0026-4806","1827-1669","MEDICINE, GENERAL & INTERNAL - SCIE","1,632","4.7","Q2","0.76","0"%,
"ARCHIVES OF PATHOLOGY & LABORATORY MEDICINE","ARCH PATHOL LAB MED","0003-9985","1543-2165","MEDICAL LABORATORY TECHNOLOGY - SCIE","12,075","4.6","Q1","1.46","95.63"%,
"PHYSICS OF FLUIDS","PHYS FLUIDS","1070-6631","1089-7666","MECHANICS - SCIE","58,543","4.6","Q1","1.34","10.25"%,
"JOURNAL OF COMPOSITES FOR CONSTRUCTION","J COMPOS CONSTR","1090-0268","1943-5614","MECHANICS - SCIE","8,869","4.6","Q1","0.93","1.81"%,
"Internal and Emergency Medicine","INTERN EMERG MED","1828-0447","1970-9366","MEDICINE, GENERAL & INTERNAL - SCIE","4,585","4.6","Q2","0.81","23.25"%,
"JOURNAL OF BIOMEDICAL INFORMATICS","J BIOMED INFORM","1532-0464","1532-0480","MEDICAL INFORMATICS - SCIE","16,869","4.5","Q2","1.22","61.43"%,
"JOURNAL OF KOREAN MEDICAL SCIENCE","J KOREAN MED SCI","1011-8934","1598-6357","MEDICINE, GENERAL & INTERNAL - SCIE","10,307","4.5","Q2","0.92","99.8"%,
"ANNALS OF FAMILY MEDICINE","ANN FAM MED","1544-1709","1544-1717","MEDICINE, GENERAL & INTERNAL - SCIE","6,250","4.4","Q2","2.33","94.21"%,
"APPLIED MATHEMATICS AND MECHANICS-ENGLISH EDITION","APPL MATH MECH-ENGL","0253-4827","1573-2754","MECHANICS - SCIE","3,970","4.4","Q1","1.53","28.25"%,
"PALLIATIVE MEDICINE","PALLIATIVE MED","0269-2163","1477-030X","MEDICINE, GENERAL & INTERNAL - SCIE","7,994","4.4","Q2","1.17","44.64"%,
"ANNALS OF MEDICINE","ANN MED","0785-3890","1365-2060","MEDICINE, GENERAL & INTERNAL - SCIE","6,914","4.4","Q2","0.98","90.5"%,
"CLINICAL MEDICINE","CLIN MED","1470-2118","1473-4893","MEDICINE, GENERAL & INTERNAL - SCIE","5,120","4.4","Q2","0.95","95.31"%,
"Internet Interventions-The Application of Information Technology in Mental and Behavioural Health","INTERNET INTERV","N/A","2214-7829","MEDICAL INFORMATICS - SCIE","2,430","4.3","Q2","1.04","93.79"%,
"PANMINERVA MEDICA","PANMINERVA MED","0031-0808","1827-1898","MEDICINE, GENERAL & INTERNAL - SCIE","1,134","4.3","Q2","0.54","0.76"%,
"JOURNAL OF MEDICAL ETHICS","J MED ETHICS","0306-6800","1473-4257","MEDICAL ETHICS - SCIE","6,194","4.2","Q1","1.64","22.78"%,
"INTERNATIONAL JOURNAL OF NUMERICAL METHODS FOR HEAT & FLUID FLOW","INT J NUMER METHOD H","0961-5539","1758-6585","MECHANICS - SCIE","5,384","4.2","Q1","1.28","1.83"%,
"INTERNATIONAL JOURNAL OF DAMAGE MECHANICS","INT J DAMAGE MECH","1056-7895","1530-7921","MECHANICS - SCIE","2,380","4.2","Q1","0.88","1.33"%,
"POSTGRADUATE MEDICINE","POSTGRAD MED","0032-5481","1941-9260","MEDICINE, GENERAL & INTERNAL - SCIE","3,911","4.2","Q2","0.76","19.12"%,
"INDIAN JOURNAL OF MEDICAL RESEARCH","INDIAN J MED RES","0971-5916","0971-5916","MEDICINE, GENERAL & INTERNAL - SCIE","7,754","4.2","Q2","0.58","92.9"%,
"COMPUTATIONAL MECHANICS","COMPUT MECH","0178-7675","1432-0924","MECHANICS - SCIE","8,763","4.1","Q1","1.16","37.29"%,
"EUROPEAN JOURNAL OF MECHANICS A-SOLIDS","EUR J MECH A-SOLID","0997-7538","1873-7285","MECHANICS - SCIE","7,465","4.1","Q1","1.16","14.42"%,
"BMJ Health & Care Informatics","BMJ HEALTH CARE INFO","N/A","2632-1009","MEDICAL INFORMATICS - ESCI","591","4.1","N/A","0.69","99.26"%,
"AMERICAN FAMILY PHYSICIAN","AM FAM PHYSICIAN","0002-838X","1532-0650","MEDICINE, GENERAL & INTERNAL - SCIE","12,023","4","Q2","1.8","0"%,
"DM DISEASE-A-MONTH","DM-DIS MON","0011-5029","1557-8194","MEDICINE, GENERAL & INTERNAL - SCIE","1,212","4","Q2","0.99","1.27"%,
"JMIR Serious Games","JMIR SERIOUS GAMES","2291-9279","2291-9279","MEDICAL INFORMATICS - SCIE","1,398","4","Q2","0.92","99.66"%,
"INTERNATIONAL JOURNAL FOR NUMERICAL AND ANALYTICAL METHODS IN GEOMECHANICS","INT J NUMER ANAL MET","0363-9061","1096-9853","MECHANICS - SCIE","8,988","4","Q1","0.9","11.3"%,
"Communications in Nonlinear Science and Numerical Simulation","COMMUN NONLINEAR SCI","1007-5704","1878-7274","MECHANICS - SCIE","15,717","3.9","Q1","1.55","10.55"%,
"STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION","STRUCT MULTIDISCIP O","1615-147X","1615-1488","MECHANICS - SCIE","14,507","3.9","Q1","0.99","14.31"%,
"MECHANICS BASED DESIGN OF STRUCTURES AND MACHINES","MECH BASED DES STRUC","1539-7734","1539-7742","MECHANICS - SCIE","3,100","3.9","Q1","0.98","0.95"%,
"Journal of Clinical Medicine","J CLIN MED","N/A","2077-0383","MEDICINE, GENERAL & INTERNAL - SCIE","59,535","3.9","Q2","0.95","99.56"%,
"Digital Health","DIGIT HEALTH","2055-2076","2055-2076","MEDICAL INFORMATICS - SCIE","1,662","3.9","Q2","0.94","88.11"%,
"Frontiers in Medicine","FRONT MED-LAUSANNE","N/A","2296-858X","MEDICINE, GENERAL & INTERNAL - SCIE","22,829","3.9","Q2","0.84","99.14"%,
"MECHANICS OF MATERIALS","MECH MATER","0167-6636","1872-7743","MECHANICS - SCIE","11,307","3.9","Q1","0.8","16"%,
"Archives of Medical Science","ARCH MED SCI","1734-1922","1896-9151","MEDICINE, GENERAL & INTERNAL - SCIE","5,159","3.9","Q2","0.7","99.18"%,
"MEDICINA CLINICA","MED CLIN-BARCELONA","0025-7753","1578-8989","MEDICINE, GENERAL & INTERNAL - SCIE","3,952","3.9","Q2","0.48","4.24"%,
"PHARMACEUTICAL BIOLOGY","PHARM BIOL","1388-0209","1744-5116","MEDICAL LABORATORY TECHNOLOGY - SCIE","10,347","3.8","Q2","1.11","95.64"%,
"INTERNATIONAL JOURNAL OF MULTIPHASE FLOW","INT J MULTIPHAS FLOW","0301-9322","1879-3533","MECHANICS - SCIE","13,325","3.8","Q2","0.9","20.32"%,
"JOURNAL OF FLUID MECHANICS","J FLUID MECH","0022-1120","1469-7645","MECHANICS - SCIE","82,533","3.7","Q2","1.15","36.18"%,
"Systematic Reviews","SYST REV-LONDON","N/A","2046-4053","MEDICINE, GENERAL & INTERNAL - SCIE","17,786","3.7","Q2","0.95","99.65"%,
"International Journal of Mechanics and Materials in Design","INT J MECH MATER DES","1569-1713","1573-8841","MECHANICS - SCIE","1,423","3.7","Q2","0.88","3.91"%,
"HONG KONG MEDICAL JOURNAL","HONG KONG MED J","1024-2708","1024-2708","MEDICINE, GENERAL & INTERNAL - SCIE","2,113","3.7","Q2","0.53","93.64"%,
"JOURNAL OF FLUIDS AND STRUCTURES","J FLUID STRUCT","0889-9746","1095-8622","MECHANICS - SCIE","11,816","3.6","Q2","0.9","16.97"%,
"INTERNATIONAL JOURNAL OF SOLIDS AND STRUCTURES","INT J SOLIDS STRUCT","0020-7683","1879-2146","MECHANICS - SCIE","30,780","3.6","Q2","0.88","46.74"%,
"MEDICAL DECISION MAKING","MED DECIS MAKING","0272-989X","1552-681X","MEDICAL INFORMATICS - SCIE","6,872","3.6","Q3","0.88","36.63"%,
"Diagnostics","DIAGNOSTICS","N/A","2075-4418","MEDICINE, GENERAL & INTERNAL - SCIE","16,290","3.6","Q2","0.85","99.63"%,
"International Journal of Medical Sciences","INT J MED SCI","1449-1907","1449-1907","MEDICINE, GENERAL & INTERNAL - SCIE","8,020","3.6","Q2","0.78","99.58"%,
"International Journal of Structural Stability and Dynamics","INT J STRUCT STAB DY","0219-4554","1793-6764","MECHANICS - SCIE","4,587","3.6","Q2","0.78","0.75"%,
"JOURNAL OF WOMENS HEALTH","J WOMENS HEALTH","1540-9996","1931-843X","MEDICINE, GENERAL & INTERNAL - SCIE","11,255","3.5","Q2","1.11","10.23"%,
"Diagnosis","DIAGNOSIS","2194-8011","2194-802X","MEDICINE, GENERAL & INTERNAL - ESCI","1,018","3.5","N/A","0.95","8.25"%,
"International Journal of Applied Mechanics","INT J APPL MECH","1758-8251","1758-826X","MECHANICS - SCIE","2,530","3.5","Q2","0.84","1.48"%,
"BMC Medical Informatics and Decision Making","BMC MED INFORM DECIS","N/A","1472-6947","MEDICAL INFORMATICS - SCIE","9,126","3.5","Q3","0.74","99.43"%,
"ACTA MECHANICA SINICA","ACTA MECH SINICA-PRC","0567-7718","1614-3116","MECHANICS - SCIE","3,494","3.5","Q2","0.7","4.48"%,
"Journal of Law and the Biosciences","J LAW BIOSCI","2053-9711","2053-9711","MEDICAL ETHICS - SCIE","715","3.4","Q1","2.53","93.63"%,
"European Journal of General Practice","EUR J GEN PRACT","1381-4788","1751-1402","MEDICINE, GENERAL & INTERNAL - SCIE","1,604","3.4","Q2","1.24","99.04"%,
"Journal of Personalized Medicine","J PERS MED","N/A","2075-4426","MEDICINE, GENERAL & INTERNAL - SCIE","7,949","3.4","Q2","1.08","99.53"%,
"CYTOMETRY PART B-CLINICAL CYTOMETRY","CYTOM PART B-CLIN CY","1552-4949","1552-4957","MEDICAL LABORATORY TECHNOLOGY - SCIE","1,997","3.4","Q2","0.99","10.56"%,
"Accountability in Research-Ethics Integrity and Policy","ACCOUNT RES","0898-9621","1545-5815","MEDICAL ETHICS - SCIE","1,119","3.4","Q1","0.84","21.33"%,
"THEORETICAL AND COMPUTATIONAL FLUID DYNAMICS","THEOR COMP FLUID DYN","0935-4964","1432-2250","MECHANICS - SCIE","1,787","3.4","Q2","0.78","13.82"%,
"MULTIBODY SYSTEM DYNAMICS","MULTIBODY SYST DYN","1384-5640","1573-272X","MECHANICS - SCIE","2,274","3.4","Q2","0.75","31.98"%,
"Journal of Hospital Medicine","J HOSP MED","1553-5592","1553-5606","MEDICINE, GENERAL & INTERNAL - SCIE","4,192","3.4","Q2","0.71","3.98"%,
"Theoretical and Applied Mechanics Letters","THEOR APPL MECH LETT","2095-0349","2095-0349","MECHANICS - ESCI","1,250","3.4","N/A","0.61","99.34"%,
"UPSALA JOURNAL OF MEDICAL SCIENCES","UPSALA J MED SCI","0300-9734","2000-1967","MEDICINE, GENERAL & INTERNAL - SCIE","1,520","3.4","Q2","0.56","98.95"%,
"HASTINGS CENTER REPORT","HASTINGS CENT REP","0093-0334","1552-146X","MEDICAL ETHICS - SCIE","2,202","3.3","Q2","1.29","5.95"%,
"JOURNAL OF RHEOLOGY","J RHEOL","0148-6055","1520-8516","MECHANICS - SCIE","7,388","3.3","Q2","0.89","24.64"%,
"Computational Particle Mechanics","COMPUT PART MECH","2196-4378","2196-4386","MECHANICS - SCIE","1,285","3.3","Q2","0.86","20.22"%,
