"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"Review of Symbolic Logic","REV SYMB LOGIC","1755-0203","1755-0211","LOGIC - SCIE","579","0.6","Q3","0.88","18.29"%,
"BULLETIN OF SYMBOLIC LOGIC","B SYMB LOG","1079-8986","1943-5894","LOGIC - SCIE","310","0.6","Q3","0.82","13.64"%,
"JOURNAL OF SYMBOLIC LOGIC","J SYMBOLIC LOGIC","0022-4812","1943-5886","LOGIC - SCIE","2,586","0.6","Q3","0.62","8.48"%,
"Logical Methods in Computer Science","LOG METH COMPUT SCI","1860-5974","1860-5974","LOGIC - SCIE","749","0.6","Q3","0.48","52.71"%,
"POETICS TODAY","POETICS TODAY","0333-5372","N/A","LITERATURE - AHCI","934","0.5","N/A","3.08","0"%,
"ELH","ELH","0013-8304","1080-6547","LITERATURE - AHCI","639","0.5","N/A","2.27","0"%,
"Ben Jonson Journal","BEN JONSON J","1079-3453","1755-165X","LITERATURE, BRITISH ISLES - AHCI","42","0.5","N/A","2.07","0"%,
"AMERICAN LITERATURE","AM LIT","0002-9831","1527-2117","LITERATURE, AMERICAN - AHCI","396","0.5","N/A","1.74","1.27"%,
"DICKENSIAN","DICKENSIAN","0012-2440","0012-2440","LITERATURE, BRITISH ISLES - AHCI","76","0.5","N/A","1.31","0"%,
"Logic and Logical Philosophy","LOG LOG PHILOS","1425-3305","2300-9802","LOGIC - ESCI","158","0.5","N/A","1.14","92.23"%,
"European Journal of English Studies","EUR J ENGL STUD","1382-5577","1744-4233","LITERATURE - AHCI","181","0.5","N/A","0.95","15.87"%,
"CAHIERS ELISABETHAINS","CAH ELISABETHAINS","0184-7678","2054-4715","LITERATURE, BRITISH ISLES - AHCI","56","0.5","N/A","0.94","10.34"%,
"Arizona Quarterly","ARIZ Q","0004-1610","1558-9595","LITERATURE, AMERICAN - ESCI","100","0.5","N/A","0.78","0"%,
"TRANSLATION REVIEW","TRANSLATION REV","0737-4836","2164-0564","LITERATURE - AHCI","61","0.5","N/A","0.75","0"%,
"ACM Transactions on Computational Logic","ACM T COMPUT LOG","1529-3785","1557-945X","LOGIC - SCIE","456","0.5","Q4","0.64","0"%,
"Algebra and Logic","ALGEBR LOG+","0002-5232","1573-8302","LOGIC - SCIE","801","0.5","Q4","0.59","0"%,
"HISTORY AND PHILOSOPHY OF LOGIC","HIST PHILOS LOGIC","0144-5340","1464-5149","LOGIC - SCIE","221","0.5","Q4","0.41","13.16"%,
"RHETORICA-A JOURNAL OF THE HISTORY OF RHETORIC","RHETORICA","0734-8584","1533-8541","LITERATURE - AHCI","181","0.5","N/A","0.3","0"%,
"SCRIBLERIAN AND THE KIT-CATS","SCRIBLERIAN KIT-CATS","0036-9640","2165-0624","LITERATURE, BRITISH ISLES - AHCI","22","0.5","N/A","0","0"%,
"Neizvestnyi Dostoevskii-The Unknown Dostoevsky","NEIZVESTNYI DOSTOEVS","N/A","2409-5788","LITERATURE, SLAVIC - ESCI","83","0.4","N/A","6.44","84.11"%,
"Nueva Revista Filologia Hispanica","NUEVA REV FILOL HISP","0185-0121","2448-6558","LITERATURE, ROMANCE - ESCI","200","0.4","N/A","3.17","98.33"%,
"AMERICAN LITERARY HISTORY","AM LIT HIST","0896-7148","1468-4365","LITERATURE, AMERICAN - AHCI","434","0.4","N/A","2.92","1.41"%,
"Frontiers of Narrative Studies","FRONT NARRAT STUD","2509-4882","2509-4890","LITERARY THEORY & CRITICISM - ESCI","41","0.4","N/A","2.79","12.5"%,
"Frontiers of Narrative Studies","FRONT NARRAT STUD","2509-4882","2509-4890","LITERATURE - ESCI","41","0.4","N/A","2.79","12.5"%,
"MODERN LANGUAGE QUARTERLY","MOD LANG QUART","0026-7929","N/A","LITERATURE - AHCI","271","0.4","N/A","2.58","0"%,
"CHILDRENS LITERATURE IN EDUCATION","CHILD LIT EDUC","0045-6713","1573-1693","LITERATURE - AHCI","325","0.4","N/A","2.03","32.17"%,
"Life Writing","LIFE WRIT","1448-4528","1751-2964","LITERATURE - AHCI","161","0.4","N/A","1.85","14.38"%,
"CHAUCER REVIEW","CHAUCER REV","0009-2002","1528-4204","LITERATURE, BRITISH ISLES - AHCI","204","0.4","N/A","1.71","0"%,
"Journal of Postcolonial Writing","J POSTCOLONIAL WRIT","1744-9855","1744-9863","LITERATURE - AHCI","302","0.4","N/A","1.56","15.34"%,
"COMPARATIVE LITERATURE STUDIES","COMP LITERATURE STUD","0010-4132","1528-4212","LITERATURE - AHCI","268","0.4","N/A","1.45","0"%,
"Law & Literature","LAW LIT","1535-685X","1541-2601","LITERATURE - AHCI","155","0.4","N/A","1.41","13.98"%,
"PHILOSOPHY AND RHETORIC","PHILOS RHETORIC","0031-8213","1527-2079","LITERATURE - AHCI","482","0.4","N/A","1.38","0"%,
"International Research in Childrens Literature","INT RES CHILD LIT","1755-6198","1755-6201","LITERATURE - AHCI","75","0.4","N/A","1.37","3.23"%,
"Leviathan-A Journal of Melville Studies","LEVIATHAN-J MELVILLE","1525-6995","1750-1849","LITERATURE, AMERICAN - AHCI","484","0.4","N/A","1.28","0"%,
"Childrens Literature","CHILD LIT","0092-8208","1543-3374","LITERATURE - ESCI","141","0.4","N/A","1.2","0"%,
"Studies in American Indian Literatures","STUD AM INDIAN LIT","0730-3238","1548-9590","LITERATURE, AMERICAN - AHCI","110","0.4","N/A","1.11","0"%,
"STUDIA NEOPHILOLOGICA","STUD NEOPHILOL","0039-3274","1651-2308","LITERATURE - AHCI","141","0.4","N/A","1.07","20.45"%,
"MODERN PHILOLOGY","MOD PHILOLOGY","0026-8232","1545-6951","LITERATURE - AHCI","329","0.4","N/A","0.98","0"%,
"Journal of Applied Logics-IfCoLoG Journal of Logics and their Applications","J APPL LOG-IFCOLOG","2631-9810","2631-9829","LOGIC - ESCI","215","0.4","N/A","0.83","0"%,
"COLLEGE LITERATURE","COLL LITERATURE","0093-3139","1542-4286","LITERATURE - AHCI","237","0.4","N/A","0.79","0"%,
"Comedia Performance","COMEDIA PERFORM","1553-6505","2572-4428","LITERATURE, ROMANCE - ESCI","3","0.4","N/A","0.74","0"%,
"Atlantis-Journal of the Spanish Association of Anglo-American Studies","ATLANTIS-SPAIN","0210-6124","1989-6840","LITERATURE - AHCI","173","0.4","N/A","0.7","98.61"%,
"Alicante Journal of English Studies-Revista Alicantina de Estudios Ingleses","ALICANTE J ENGL STUD","0214-4808","2171-861X","LITERATURE - ESCI","25","0.4","N/A","0.55","100"%,
"Problemy Istoricheskoi Poetiki","PROBL ISTOR POET","1026-9479","2411-4642","LITERARY THEORY & CRITICISM - ESCI","156","0.3","N/A","3.31","76.04"%,
"Literature Compass","LIT COMPASS","1741-4113","1741-4113","LITERATURE - AHCI","284","0.3","N/A","3.11","14.44"%,
"NEW GERMAN CRITIQUE","NEW GER CRIT","0094-033X","1558-1462","LITERARY THEORY & CRITICISM - AHCI","639","0.3","N/A","2.49","0"%,
"Literator-Journal of Literary Criticism Comparative Linguistics and Literary Studies","LITERATOR","0258-2279","2219-8237","LITERARY THEORY & CRITICISM - ESCI","68","0.3","N/A","2.39","95.65"%,
"HISPANIC REVIEW","HISPANIC REV","0018-2176","1553-0639","LITERATURE, ROMANCE - AHCI","209","0.3","N/A","2.2","0"%,
"Italian Studies","ITAL STUD","0075-1634","1748-6181","LITERATURE, ROMANCE - AHCI","138","0.3","N/A","1.99","18.95"%,
"Anales Galdosianos","AN GALDOS","0569-9924","2161-301X","LITERATURE, ROMANCE - ESCI","25","0.3","N/A","1.96","0"%,
"MFS-Modern Fiction Studies","MFS-MOD FICT STUD","0026-7724","1080-658X","LITERATURE - AHCI","368","0.3","N/A","1.84","0"%,
"NOVEL-A FORUM ON FICTION","NOVEL-FORUM FICT","0029-5132","1945-8509","LITERATURE - AHCI","353","0.3","N/A","1.72","0"%,
"ENGLISH LITERARY RENAISSANCE","ENGL LITERARY RENAIS","0013-8312","1475-6757","LITERATURE, BRITISH ISLES - AHCI","222","0.3","N/A","1.59","0"%,
"Atalanta-Revista de las Letras Barrocas","ATALANTA-REV LET BAR","2340-1176","2340-1176","LITERATURE, ROMANCE - ESCI","67","0.3","N/A","1.58","0"%,
"VICTORIAN LITERATURE AND CULTURE","VICTORIAN LIT CULT","1060-1503","1470-1553","LITERATURE - AHCI","270","0.3","N/A","1.53","20.65"%,
"BOLETIN DE LA REAL ACADEMIA ESPANOLA","B REAL ACAD ESPAN","0210-4822","2445-0898","LITERATURE, ROMANCE - AHCI","89","0.3","N/A","1.52","0"%,
"Shakespeare","SHAKESPEARE","1745-0918","1745-0926","LITERATURE, BRITISH ISLES - AHCI","102","0.3","N/A","1.52","13.33"%,
"TEXTUAL PRACTICE","TEXTUAL PRACT","0950-236X","1470-1308","LITERATURE - AHCI","384","0.3","N/A","1.49","19.29"%,
"Rhetoric Review","RHETOR REV","0735-0198","1532-7981","LITERATURE - AHCI","217","0.3","N/A","1.41","2.78"%,
"Adaptation-The Journal of Literature on Screen Studies","ADAPTATION-UK","1755-0637","1755-0645","LITERATURE - AHCI","94","0.3","N/A","1.4","4.17"%,
"EARLY AMERICAN LITERATURE","EARLY AM LITERATURE","0012-8163","1534-147X","LITERATURE, AMERICAN - AHCI","174","0.3","N/A","1.36","0"%,
"SUB-STANCE","SUB-STANCE","0049-2426","1527-2095","LITERATURE - AHCI","364","0.3","N/A","1.34","0"%,
"REVISTA DE LITERATURA","REV LITERATURA","0034-849X","1988-4192","LITERATURE, ROMANCE - AHCI","149","0.3","N/A","1.28","90.41"%,
"EXTRAPOLATION","EXTRAPOLATION","0014-5483","2047-7708","LITERATURE - AHCI","79","0.3","N/A","1.24","0"%,
"Tydskrif vir letterkunde","TYDSKR LETT","0041-476X","N/A","LITERATURE - AHCI","95","0.3","N/A","1.22","100"%,
"ARIEL-A REVIEW OF INTERNATIONAL ENGLISH LITERATURE","ARIEL-REV INT ENGL","0004-1327","1920-1222","LITERATURE - AHCI","247","0.3","N/A","1.18","0"%,
"Philological Encounters","PHILOLOG ENCOUNTERS","2451-9189","2451-9197","LITERATURE - ESCI","39","0.3","N/A","1.15","15.56"%,
"ENGLISH STUDIES","ENGL STUD","0013-838X","1744-4217","LITERATURE - AHCI","326","0.3","N/A","1.1","17.71"%,
"Alabe-Revista de Investigacion sobre Lectura y Escritura","ALABE","2171-9624","2171-9624","LITERATURE - ESCI","43","0.3","N/A","1","100"%,
"DEUTSCHE VIERTELJAHRSSCHRIFT FUR LITERATURWISSENSCHAFT UND GEISTESGESCHICHTE","DEUT VIER LIT GEIST","0012-0936","2365-9521","LITERARY THEORY & CRITICISM - AHCI","163","0.3","N/A","1","68.52"%,
"ENGLISH","ENGLISH","0013-8215","1756-1124","LITERATURE - AHCI","85","0.3","N/A","1","9.09"%,
"SHAKESPEARE QUARTERLY","SHAKESPEARE QUART","0037-3222","1538-3555","LITERATURE, BRITISH ISLES - AHCI","444","0.3","N/A","0.99","0"%,
"NINETEENTH-CENTURY LITERATURE","NINETEEN CENT LIT","0891-9356","N/A","LITERATURE - AHCI","191","0.3","N/A","0.97","0"%,
"Metacritic Journal for Comparative Studies and Theory","METACRITIC J COMP ST","N/A","2457-8827","LITERATURE - ESCI","33","0.3","N/A","0.96","87.14"%,
"Melanges de la Casa de Velazquez","MELANGES CASA VELAZQ","0076-230X","2173-1306","LITERATURE, ROMANCE - AHCI","187","0.3","N/A","0.93","78.57"%,
"GERMAN QUARTERLY","GER QUART","0016-8831","1756-1183","LITERATURE, GERMAN, DUTCH, SCANDINAVIAN - AHCI","130","0.3","N/A","0.91","15.85"%,
"Romanticism","ROMANTICISM","1354-991X","1750-0192","LITERATURE - AHCI","89","0.3","N/A","0.91","0"%,
"CANADIAN LITERATURE","CAN LITERATURE","0008-4360","0008-4360","LITERATURE, AFRICAN, AUSTRALIAN, CANADIAN - AHCI","122","0.3","N/A","0.88","0"%,
"Acta Neophilologica","ACTA NEOPHILOL","0567-784X","2350-417X","LITERATURE - ESCI","36","0.3","N/A","0.83","100"%,
"CONTEMPORARY LITERATURE","CONTEMP LITERATURE","0010-7484","1548-9949","LITERATURE - AHCI","222","0.3","N/A","0.79","0"%,
"Journeys-The International Journal of Travel and Travel Writing","JOURNEYS","1465-2609","1752-2358","LITERATURE - ESCI","47","0.3","N/A","0.7","22.73"%,
"CLCWEB-Comparative Literature and Culture","CLCWEB-COMP LIT CULT","1481-4374","1481-4374","LITERATURE - AHCI","166","0.3","N/A","0.67","63.11"%,
"Studies in American Jewish Literature","STUD AM JEW LIT","0271-9274","1948-5077","LITERATURE, AMERICAN - AHCI","32","0.3","N/A","0.63","0"%,
"ARCHIVE FOR MATHEMATICAL LOGIC","ARCH MATH LOGIC","0933-5846","1432-0665","LOGIC - SCIE","541","0.3","Q4","0.49","22.73"%,
"LEGACY","LEGACY","0748-4321","0748-4321","LITERATURE, AMERICAN - AHCI","90","0.3","N/A","0.41","0"%,
"MATHEMATICAL LOGIC QUARTERLY","MATH LOGIC QUART","0942-5616","1521-3870","LOGIC - SCIE","399","0.3","Q4","0.37","10.34"%,
"Eugene O Neill Review","EUGENE O NEILL REV","1040-9483","2161-4318","LITERATURE, AMERICAN - ESCI","46","0.3","N/A","0.36","0"%,
"ZEITSCHRIFT FUR DEUTSCHE PHILOLOGIE","Z DEUT PHILOL","0044-2496","N/A","LITERATURE, GERMAN, DUTCH, SCANDINAVIAN - AHCI","87","0.3","N/A","0.24","0"%,
"Contexto","CONTEXTO-VENEZUELA","1315-9453","2610-7902","LITERATURE - ESCI","40","0.3","N/A","0.06","0"%,
"Perinola-Revista de Investigacion Quevediana","PERINOLA","1138-6363","1138-6363","LITERATURE, ROMANCE - AHCI","74","0.2","N/A","3.07","95.83"%,
"FRENCH STUDIES","FR STUD","0016-1128","1468-2931","LITERATURE, ROMANCE - AHCI","141","0.2","N/A","2.79","11.54"%,
"Studia Aurea-Revista de Literatura Espanola y Teoria Literaria del Renacimiento y Siglo de Oro","STUD AUREA","1988-1088","1988-1088","LITERATURE, ROMANCE - ESCI","31","0.2","N/A","2.7","97.3"%,
"Bulletin of Spanish Studies","B SPAN STUD","1475-3820","1478-3428","LITERATURE, ROMANCE - AHCI","154","0.2","N/A","2.64","6.11"%,
"ROMANCE QUARTERLY","ROMANCE QUART","0883-1157","1940-3216","LITERATURE, ROMANCE - AHCI","65","0.2","N/A","2.53","0"%,
"GERMANIC REVIEW","GER REV","0016-8890","1930-6962","LITERATURE, GERMAN, DUTCH, SCANDINAVIAN - AHCI","106","0.2","N/A","2.52","8.33"%,
"GERMAN LIFE AND LETTERS","GER LIFE LETT","0016-8777","1468-0483","LITERATURE, GERMAN, DUTCH, SCANDINAVIAN - AHCI","110","0.2","N/A","2.29","48.96"%,
"Journal of Literary Theory","J LIT THEORY","1862-5290","1862-8990","LITERARY THEORY & CRITICISM - ESCI","108","0.2","N/A","1.96","50"%,
"Publications of the English Goethe Society","PUBL ENGL GOETHE SOC","0959-3683","1749-6284","LITERATURE, GERMAN, DUTCH, SCANDINAVIAN - AHCI","36","0.2","N/A","1.93","30.77"%,
"RUSSIAN LITERATURE","RUSS LITERATURE","0304-3479","1878-3678","LITERATURE, SLAVIC - AHCI","134","0.2","N/A","1.8","9.17"%,
"ANALES CERVANTINOS","AN CERVANTINOS","0569-9878","1988-8325","LITERATURE, ROMANCE - AHCI","47","0.2","N/A","1.73","93.88"%,
"OXFORD GERMAN STUDIES","OXFORD GER STUD","0078-7191","1745-9214","LITERATURE, GERMAN, DUTCH, SCANDINAVIAN - AHCI","33","0.2","N/A","1.72","23.61"%,
"Estudios Romanicos","ESTUD ROMANICOS","0210-4911","1989-614X","LITERATURE, ROMANCE - ESCI","37","0.2","N/A","1.65","61.84"%,
"NINETEENTH-CENTURY FRENCH STUDIES","NINETEEN CENT FR ST","0146-7891","N/A","LITERATURE, ROMANCE - AHCI","79","0.2","N/A","1.65","0"%,
"LITERATURE AND MEDICINE","LIT MED","0278-9671","1080-6571","LITERATURE - AHCI","159","0.2","N/A","1.6","2.17"%,
"JOURNAL OF ENGLISH AND GERMANIC PHILOLOGY","J ENGL GER PHILOL","0363-6941","N/A","LITERATURE, BRITISH ISLES - AHCI","253","0.2","N/A","1.56","0"%,
"JOURNAL OF ENGLISH AND GERMANIC PHILOLOGY","J ENGL GER PHILOL","0363-6941","N/A","LITERATURE, GERMAN, DUTCH, SCANDINAVIAN - AHCI","253","0.2","N/A","1.56","0"%,
"Emily Dickinson Journal","EMILY DICKINSON J","1059-6879","1096-858X","LITERATURE, AMERICAN - AHCI","35","0.2","N/A","1.55","0"%,
"ESPRIT CREATEUR","ESPRIT CREATEUR","0014-0767","1931-0234","LITERATURE, ROMANCE - AHCI","119","0.2","N/A","1.54","0"%,
"ZEITSCHRIFT FUR ROMANISCHE PHILOLOGIE","Z ROMAN PHILOL","0049-8661","1865-9063","LITERATURE, ROMANCE - AHCI","153","0.2","N/A","1.53","10.17"%,
"JOURNAL OF COMMONWEALTH LITERATURE","J COMMONW LIT","0021-9894","1741-6442","LITERATURE, AFRICAN, AUSTRALIAN, CANADIAN - AHCI","185","0.2","N/A","1.51","9.2"%,
"REVUE ROMANE","REV ROMANE","0035-3906","1600-0811","LITERATURE, ROMANCE - AHCI","58","0.2","N/A","1.45","2.08"%,
"Journal of World Literature","J WORLD LIT","2405-6472","2405-6480","LITERATURE - ESCI","79","0.2","N/A","1.42","20.69"%,
"RIVISTA DI LETTERATURA STORIOGRAFICA ITALIANA","RIV LETT STOR ITAL","2532-9626","2611-2787","LITERATURE, ROMANCE - ESCI","3","0.2","N/A","1.4","0"%,
"Forum for World Literature Studies","FORUM WORLD LIT STUD","1949-8519","2154-6711","LITERATURE - ESCI","30","0.2","N/A","1.38","0"%,
"Prose Studies-History Theory Criticism","PROSE STUD","0144-0357","1743-9426","LITERATURE - ESCI","72","0.2","N/A","1.38","6.9"%,
"CRITICISM-A QUARTERLY FOR LITERATURE AND THE ARTS","CRIT-Q LIT ART","0011-1589","1536-0342","LITERARY THEORY & CRITICISM - AHCI","283","0.2","N/A","1.37","0"%,
"CRITICISM-A QUARTERLY FOR LITERATURE AND THE ARTS","CRIT-Q LIT ART","0011-1589","1536-0342","LITERATURE - AHCI","283","0.2","N/A","1.37","0"%,
"Gripla","GRIPLA","1018-5011","N/A","LITERATURE, GERMAN, DUTCH, SCANDINAVIAN - AHCI","35","0.2","N/A","1.28","0"%,
"INTERNATIONALES ARCHIV FUR SOZIALGESCHICHTE DER DEUTSCHEN LITERATUR","INT ARCH SOZIALGESCH","0340-4528","1865-9128","LITERATURE, GERMAN, DUTCH, SCANDINAVIAN - AHCI","64","0.2","N/A","1.27","2.53"%,
"Criticon","CRITICON","0247-381X","2272-9852","LITERARY THEORY & CRITICISM - AHCI","201","0.2","N/A","1.26","65.15"%,
"Criticon","CRITICON","0247-381X","2272-9852","LITERATURE, ROMANCE - AHCI","201","0.2","N/A","1.26","65.15"%,
"ISLE-Interdisciplinary Studies in Literature and Environment","ISLE-INTERDISCIP STU","1076-0962","1759-1090","LITERATURE - AHCI","223","0.2","N/A","1.25","5.6"%,
"New Writing-The International Journal for the Practice and Theory of Creative Writing","NEW WRIT","1479-0726","1943-3107","LITERATURE - ESCI","96","0.2","N/A","1.15","7.38"%,
"REVISTA DE FILOLOGIA ESPANOLA","REV FILOL ESPAN","0210-9174","1988-8538","LITERATURE, ROMANCE - AHCI","175","0.2","N/A","1.15","87.5"%,
"Bookbird-A Journal of International Childrens Literature","BOOKBIRD","0006-7377","1918-6983","LITERATURE - ESCI","108","0.2","N/A","1.13","1.23"%,
"Journal of Literary Studies","J LIT STUD","0256-4718","1753-5387","LITERARY THEORY & CRITICISM - AHCI","94","0.2","N/A","1.08","26.83"%,
"Journal of Literary Studies","J LIT STUD","0256-4718","1753-5387","LITERATURE - AHCI","94","0.2","N/A","1.08","26.83"%,
"YALE FRENCH STUDIES","YALE FR STUD","0044-0078","N/A","LITERATURE, ROMANCE - AHCI","306","0.2","N/A","1.08","0"%,
"Journal of Screenwriting","J SCREENWRITING","1759-7137","1759-7145","LITERATURE - AHCI","71","0.2","N/A","1.04","0"%,
"NEW ENGLAND QUARTERLY-A HISTORICAL REVIEW OF NEW ENGLAND LIFE AND LETTERS","NEW ENGL QUART","0028-4866","1937-2213","LITERATURE, AMERICAN - AHCI","268","0.2","N/A","1.01","0"%,
"STUDIES IN THE NOVEL","STUD NOVEL","0039-3827","1934-1512","LITERATURE - AHCI","238","0.2","N/A","0.99","0"%,
"WESTERN AMERICAN LITERATURE","WESTERN AM LIT","0043-3462","1948-7142","LITERATURE, AMERICAN - AHCI","59","0.2","N/A","0.98","0"%,
"CRITIQUE-STUDIES IN CONTEMPORARY FICTION","CRITIQUE-ST CONTEMP","0011-1619","1939-9138","LITERATURE - AHCI","171","0.2","N/A","0.96","5.73"%,
"MELUS","MELUS","0163-755X","1946-3170","LITERATURE, AMERICAN - AHCI","288","0.2","N/A","0.95","1.08"%,
"Novoe Literaturnoe Obozrenie","NOV LIT OBOZR","0869-6365","N/A","LITERARY THEORY & CRITICISM - AHCI","319","0.2","N/A","0.95","0"%,
"Novoe Literaturnoe Obozrenie","NOV LIT OBOZR","0869-6365","N/A","LITERATURE, SLAVIC - AHCI","319","0.2","N/A","0.95","0"%,
"REVISTA CHILENA DE LITERATURA","REV CHIL LIT","0718-2295","0718-2295","LITERATURE, ROMANCE - AHCI","147","0.2","N/A","0.95","0"%,
"PHILOSOPHY AND LITERATURE","PHILOS LITERATURE","0190-0013","1086-329X","LITERARY THEORY & CRITICISM - AHCI","199","0.2","N/A","0.94","0"%,
"PHILOSOPHY AND LITERATURE","PHILOS LITERATURE","0190-0013","1086-329X","LITERATURE - AHCI","199","0.2","N/A","0.94","0"%,
"ENGLISH STUDIES IN AFRICA","ENGL STUD AFR","0013-8398","1943-8117","LITERATURE - AHCI","88","0.2","N/A","0.93","5.77"%,
"Hipogrifo-Revista de literatura y cultura del Siglo de Oro","HIPOGRIFO","2328-1308","2328-1308","LITERATURE, ROMANCE - ESCI","83","0.2","N/A","0.9","99.65"%,
"NEOHELICON","NEOHELICON","0324-4652","1588-2810","LITERATURE - AHCI","117","0.2","N/A","0.88","18.35"%,
"SCIENCE-FICTION STUDIES","SCI-FICTION STUD","0091-7729","N/A","LITERATURE - AHCI","346","0.2","N/A","0.86","0"%,
"STUDIES IN ENGLISH LITERATURE 1500-1900","STUD ENGL LIT-1500","0039-3657","1522-9270","LITERATURE, BRITISH ISLES - AHCI","354","0.2","N/A","0.82","0"%,
"World Literature Studies","WORLD LIT STUD","1337-9275","1337-9690","LITERATURE - AHCI","44","0.2","N/A","0.82","0"%,
"Contemporary Womens Writing","CONTEMP WOMENS WRIT","1754-1476","1754-1484","LITERATURE - AHCI","51","0.2","N/A","0.81","4.55"%,
"AMERICAN LITERARY REALISM","AM LIT REALISM","0002-9823","2326-9235","LITERATURE, AMERICAN - AHCI","88","0.2","N/A","0.79","0"%,
