"Journal Data Filtered By:  Selected Categories: PLANT SCIENCES;POETRY;POLITICAL SCIENCE Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"Policy and Society","POLICY SOC","1449-4035","1839-3373","POLITICAL SCIENCE - SSCI","2,000","9.3","Q1","3.34","97.12"%,
"Horticulture Research","HORTIC RES-ENGLAND","2662-6810","2052-7276","PLANT SCIENCES - SCIE","7,792","8.7","Q1","2.21","92.76"%,
"PHYTOMEDICINE","PHYTOMEDICINE","0944-7113","1618-095X","PLANT SCIENCES - SCIE","20,568","7.9","Q1","2.06","12.06"%,
"INTERNATIONAL ORGANIZATION","INT ORGAN","0020-8183","1531-5088","POLITICAL SCIENCE - SSCI","8,555","7.8","Q1","3.87","8.47"%,
"PHYTOCHEMISTRY REVIEWS","PHYTOCHEM REV","1568-7767","1572-980X","PLANT SCIENCES - SCIE","5,449","7.7","Q1","1.36","22.34"%,
"POLITICAL COMMUNICATION","POLIT COMMUN","1058-4609","1091-7675","POLITICAL SCIENCE - SSCI","3,509","7.5","Q1","2.31","23.26"%,
"PLANT PHYSIOLOGY","PLANT PHYSIOL","0032-0889","1532-2548","PLANT SCIENCES - SCIE","104,555","7.4","Q1","2.01","46.85"%,
"PLANT CELL AND ENVIRONMENT","PLANT CELL ENVIRON","0140-7791","1365-3040","PLANT SCIENCES - SCIE","33,059","7.3","Q1","1.79","24.04"%,
"PLANT JOURNAL","PLANT J","0960-7412","1365-313X","PLANT SCIENCES - SCIE","60,885","7.2","Q1","1.84","21.22"%,
"JOURNAL OF EXPERIMENTAL BOTANY","J EXP BOT","0022-0957","1460-2431","PLANT SCIENCES - SCIE","68,237","6.9","Q1","1.48","36.29"%,
"CRITICAL REVIEWS IN PLANT SCIENCES","CRIT REV PLANT SCI","0735-2689","1549-7836","PLANT SCIENCES - SCIE","4,640","6.9","Q1","0.61","15.52"%,
"AMERICAN POLITICAL SCIENCE REVIEW","AM POLIT SCI REV","0003-0554","1537-5943","POLITICAL SCIENCE - SSCI","18,798","6.8","Q1","3.3","43.4"%,
"Crop Journal","CROP J","2095-5421","2214-5141","PLANT SCIENCES - SCIE","4,496","6.6","Q1","1.66","93.41"%,
"Plant Phenomics","PLANT PHENOMICS","2643-6515","2643-6515","PLANT SCIENCES - SCIE","642","6.5","Q1","1.59","90"%,
"PLANT PHYSIOLOGY AND BIOCHEMISTRY","PLANT PHYSIOL BIOCH","0981-9428","1873-2690","PLANT SCIENCES - SCIE","28,231","6.5","Q1","1.58","8.02"%,
"PHYSIOLOGIA PLANTARUM","PHYSIOL PLANTARUM","0031-9317","1399-3054","PLANT SCIENCES - SCIE","20,604","6.4","Q1","1.53","11.76"%,
"PLANT CELL REPORTS","PLANT CELL REP","0721-7714","1432-203X","PLANT SCIENCES - SCIE","12,948","6.2","Q1","1.19","8.35"%,
"Contemporary Security Policy","CONTEMP SECUR POL","1352-3260","1743-8764","POLITICAL SCIENCE - SSCI","846","5.9","Q1","2.58","42.17"%,
"Horticultural Plant Journal","HORTIC PLANT J","2095-9885","2468-0141","PLANT SCIENCES - SCIE","1,348","5.7","Q1","1.42","99.42"%,
"ENVIRONMENTAL AND EXPERIMENTAL BOTANY","ENVIRON EXP BOT","0098-8472","1873-7307","PLANT SCIENCES - SCIE","18,946","5.7","Q1","1.25","9.31"%,
"Earth System Governance","EARTH SYST GOV-NETH","2589-8116","2589-8116","POLITICAL SCIENCE - ESCI","500","5.6","N/A","2.52","96.47"%,
"Frontiers in Plant Science","FRONT PLANT SCI","1664-462X","1664-462X","PLANT SCIENCES - SCIE","115,049","5.6","Q1","1.24","99.5"%,
"ENVIRONMENTAL POLITICS","ENVIRON POLIT","0964-4016","1743-8934","POLITICAL SCIENCE - SSCI","4,437","5.5","Q1","1.67","37.07"%,
"JOURNAL OF ECOLOGY","J ECOL","0022-0477","1365-2745","PLANT SCIENCES - SCIE","24,903","5.5","Q1","1.46","30.68"%,
"POLITICAL ANALYSIS","POLIT ANAL","1047-1987","1476-4989","POLITICAL SCIENCE - SSCI","6,202","5.4","Q1","3.44","31.54"%,
"JOURNAL OF ETHNOPHARMACOLOGY","J ETHNOPHARMACOL","0378-8741","1872-7573","PLANT SCIENCES - SCIE","55,776","5.4","Q1","1.46","8.75"%,
"THEORETICAL AND APPLIED GENETICS","THEOR APPL GENET","0040-5752","1432-2242","PLANT SCIENCES - SCIE","25,634","5.4","Q1","1.41","28.85"%,
"Current Plant Biology","CURR PLANT BIOL","N/A","2214-6628","PLANT SCIENCES - ESCI","870","5.4","N/A","1.07","96.33"%,
"EUROPEAN JOURNAL OF POLITICAL RESEARCH","EUR J POLIT RES","0304-4130","1475-6765","POLITICAL SCIENCE - SSCI","5,043","5.3","Q1","2.21","47.95"%,
"BMC PLANT BIOLOGY","BMC PLANT BIOL","1471-2229","1471-2229","PLANT SCIENCES - SCIE","27,513","5.3","Q1","1.36","99.72"%,
"PLANT SCIENCE","PLANT SCI","0168-9452","1873-2259","PLANT SCIENCES - SCIE","23,609","5.2","Q1","1.11","11.99"%,
"Plant Methods","PLANT METHODS","N/A","1746-4811","PLANT SCIENCES - SCIE","6,541","5.1","Q1","1.32","99.29"%,
"JOURNAL OF NATURAL PRODUCTS","J NAT PROD","0163-3864","1520-6025","PLANT SCIENCES - SCIE","32,149","5.1","Q1","1.18","5.9"%,
"Plants People Planet","PLANTS PEOPLE PLANET","N/A","2572-2611","PLANT SCIENCES - SCIE","980","5.1","Q1","1.13","89.09"%,
"PLANT MOLECULAR BIOLOGY","PLANT MOL BIOL","0167-4412","1573-5028","PLANT SCIENCES - SCIE","18,290","5.1","Q1","1.03","14.4"%,
"BRITISH JOURNAL OF POLITICAL SCIENCE","BRIT J POLIT SCI","0007-1234","1469-2112","POLITICAL SCIENCE - SSCI","5,578","5","Q1","3.05","33.62"%,
"COMPARATIVE POLITICAL STUDIES","COMP POLIT STUD","0010-4140","1552-3829","POLITICAL SCIENCE - SSCI","7,214","5","Q1","2.12","22.85"%,
"European Policy Analysis","EUR POLICY ANAL","N/A","2380-6567","POLITICAL SCIENCE - ESCI","374","5","N/A","1.97","47.76"%,
"WORLD POLITICS","WORLD POLIT","0043-8871","1086-3338","POLITICAL SCIENCE - SSCI","4,895","5","Q1","1.93","0"%,
"Plant Stress","PLANT STRESS","2667-064X","2667-064X","PLANT SCIENCES - ESCI","384","5","N/A","1.14","94.74"%,
"Policy and Internet","POLICY INTERNET","1944-2866","1944-2866","POLITICAL SCIENCE - SSCI","1,040","4.9","Q1","1.78","39.81"%,
"PLANT AND SOIL","PLANT SOIL","0032-079X","1573-5036","PLANT SCIENCES - SCIE","47,131","4.9","Q1","1.27","19.34"%,
"MOLECULAR PLANT PATHOLOGY","MOL PLANT PATHOL","1464-6722","1364-3703","PLANT SCIENCES - SCIE","10,863","4.9","Q1","1.22","66.93"%,
"PLANT AND CELL PHYSIOLOGY","PLANT CELL PHYSIOL","0032-0781","1471-9053","PLANT SCIENCES - SCIE","23,467","4.9","Q1","0.92","17.33"%,
"International Journal of Press-Politics","INT J PRESS/POLIT","1940-1612","1940-1620","POLITICAL SCIENCE - SSCI","1,873","4.8","Q1","1.88","26.49"%,
"Global Environmental Politics","GLOBAL ENVIRON POLIT","1526-3800","1536-0091","POLITICAL SCIENCE - SSCI","2,072","4.8","Q1","1.76","13.98"%,
"JOURNAL OF PLANT GROWTH REGULATION","J PLANT GROWTH REGUL","0721-7595","1435-8107","PLANT SCIENCES - SCIE","8,248","4.8","Q1","1.17","6.13"%,
"Plant Diversity","PLANT DIVERSITY","2096-2703","2468-2659","PLANT SCIENCES - SCIE","1,221","4.8","Q1","1.11","92.94"%,
"Rice Science","RICE SCI","1672-6308","1876-4762","PLANT SCIENCES - SCIE","2,116","4.8","Q1","1.03","97.74"%,
"POLICY AND POLITICS","POLICY POLIT","0305-5736","1470-8442","POLITICAL SCIENCE - SSCI","1,609","4.7","Q1","1.73","17.39"%,
"POLITICAL PSYCHOLOGY","POLIT PSYCHOL","0162-895X","1467-9221","POLITICAL SCIENCE - SSCI","7,167","4.6","Q1","1.74","33.48"%,
"Plants-Basel","PLANTS-BASEL","N/A","2223-7747","PLANT SCIENCES - SCIE","30,403","4.5","Q1","1.04","99.56"%,
"PLANT DISEASE","PLANT DIS","0191-2917","1943-7692","PLANT SCIENCES - SCIE","25,483","4.5","Q1","0.82","70.83"%,
"Journal of Chinese Political Science","J CHIN POLIT SCI","1080-6954","1874-6357","POLITICAL SCIENCE - SSCI","826","4.4","Q1","2.85","8.11"%,
"Phytobiomes Journal","PHYTOBIOMES J","N/A","2471-2906","PLANT SCIENCES - SCIE","743","4.4","Q1","1.12","99.07"%,
"REVIEW OF INTERNATIONAL POLITICAL ECONOMY","REV INT POLIT ECON","0969-2290","1466-4526","POLITICAL SCIENCE - SSCI","3,600","4.3","Q1","1.72","31.63"%,
"JOURNAL OF PLANT PHYSIOLOGY","J PLANT PHYSIOL","0176-1617","1618-1328","PLANT SCIENCES - SCIE","17,675","4.3","Q1","1","11.07"%,
"PLANTA","PLANTA","0032-0935","1432-2048","PLANT SCIENCES - SCIE","24,849","4.3","Q1","0.98","17.48"%,
"JOURNAL OF PUBLIC ADMINISTRATION RESEARCH AND THEORY","J PUBL ADM RES THEOR","1053-1858","1477-9803","POLITICAL SCIENCE - SSCI","6,690","4.2","Q1","2.2","26.7"%,
"WEST EUROPEAN POLITICS","WEST EUR POLIT","0140-2382","1743-9655","POLITICAL SCIENCE - SSCI","4,156","4.2","Q1","2.15","42.01"%,
"AMERICAN JOURNAL OF POLITICAL SCIENCE","AM J POLIT SCI","0092-5853","1540-5907","POLITICAL SCIENCE - SSCI","15,324","4.2","Q1","1.97","14.49"%,
"JOURNAL OF EUROPEAN PUBLIC POLICY","J EUR PUBLIC POLICY","1350-1763","1466-4429","POLITICAL SCIENCE - SSCI","6,063","4.2","Q1","1.89","41.77"%,
"NEW POLITICAL ECONOMY","NEW POLIT ECON","1356-3467","1469-9923","POLITICAL SCIENCE - SSCI","2,591","4.2","Q1","1.62","32.08"%,
"ANNALS OF BOTANY","ANN BOT-LONDON","0305-7364","1095-8290","PLANT SCIENCES - SCIE","26,622","4.2","Q1","1.17","18.74"%,
"Plant Genome","PLANT GENOME-US","N/A","1940-3372","PLANT SCIENCES - SCIE","3,117","4.2","Q1","1.08","82.13"%,
"PLANT GROWTH REGULATION","PLANT GROWTH REGUL","0167-6903","1573-5087","PLANT SCIENCES - SCIE","8,192","4.2","Q1","0.79","7.3"%,
"POLITICAL GEOGRAPHY","POLIT GEOGR","0962-6298","1873-5096","POLITICAL SCIENCE - SSCI","5,350","4.1","Q1","1.45","32.49"%,
"PLANT FOODS FOR HUMAN NUTRITION","PLANT FOOD HUM NUTR","0921-9668","1573-9104","PLANT SCIENCES - SCIE","4,945","4","Q1","0.75","9.51"%,
"BOTANICAL REVIEW","BOT REV","0006-8101","1874-9372","PLANT SCIENCES - SCIE","3,015","4","Q1","0.74","11.29"%,
"Review of International Organizations","REV INT ORGAN","1559-7431","1559-744X","POLITICAL SCIENCE - SSCI","1,592","3.9","Q1","2.56","38.89"%,
"POLITICAL BEHAVIOR","POLIT BEHAV","0190-9320","1573-6687","POLITICAL SCIENCE - SSCI","4,450","3.9","Q1","2.16","21.23"%,
"Political Science Research and Methods","POLIT SCI RES METH","2049-8470","2049-8489","POLITICAL SCIENCE - SSCI","1,734","3.9","Q1","2.06","33.08"%,
"MYCORRHIZA","MYCORRHIZA","0940-6360","1432-1890","PLANT SCIENCES - SCIE","4,917","3.9","Q1","1.02","22.22"%,
"Journal of Applied Research on Medicinal and Aromatic Plants","J APPL RES MED AROMA","N/A","2214-7861","PLANT SCIENCES - SCIE","1,426","3.9","Q1","0.99","2.97"%,
"GM Crops & Food-Biotechnology in Agriculture and the Food Chain","GM CROPS FOOD","2164-5698","2164-5701","PLANT SCIENCES - SCIE","718","3.9","Q1","0.86","86.67"%,
"PLANT BIOLOGY","PLANT BIOLOGY","1435-8603","1438-8677","PLANT SCIENCES - SCIE","7,474","3.9","Q1","0.85","10.09"%,
"Journal of Soil Science and Plant Nutrition","J SOIL SCI PLANT NUT","0718-9508","0718-9516","PLANT SCIENCES - SCIE","5,607","3.9","Q1","0.81","6.73"%,
"POLICY STUDIES JOURNAL","POLICY STUD J","0190-292X","1541-0072","POLITICAL SCIENCE - SSCI","3,417","3.8","Q1","2.17","17.11"%,
"Perspectives on Politics","PERSPECT POLIT","1537-5927","1541-0986","POLITICAL SCIENCE - SSCI","3,802","3.8","Q1","2.01","33.62"%,
"PHARMACEUTICAL BIOLOGY","PHARM BIOL","1388-0209","1744-5116","PLANT SCIENCES - SCIE","10,347","3.8","Q1","1.11","95.64"%,
"PHYTOCHEMISTRY","PHYTOCHEMISTRY","0031-9422","1873-3700","PLANT SCIENCES - SCIE","35,432","3.8","Q1","0.85","8.92"%,
"Socio-Economic Review","SOCIO-ECON REV","1475-1461","1475-147X","POLITICAL SCIENCE - SSCI","2,772","3.7","Q1","1.76","22.5"%,
"Agronomy-Basel","AGRONOMY-BASEL","N/A","2073-4395","PLANT SCIENCES - SCIE","27,200","3.7","Q2","1.04","99.37"%,
"Journal of Systematics and Evolution","J SYST EVOL","1674-4918","1759-6831","PLANT SCIENCES - SCIE","2,788","3.7","Q2","1.02","12.25"%,
"PHOTOSYNTHESIS RESEARCH","PHOTOSYNTH RES","0166-8595","1573-5079","PLANT SCIENCES - SCIE","8,275","3.7","Q2","1.02","22.59"%,
"Rhizosphere","RHIZOSPHERE-NETH","N/A","2452-2198","PLANT SCIENCES - SCIE","1,800","3.7","Q2","1.01","6.86"%,
"JOURNAL OF PEACE RESEARCH","J PEACE RES","0022-3433","1460-3578","POLITICAL SCIENCE - SSCI","6,490","3.6","Q1","1.9","22.01"%,
"Journal of Experimental Political Science","J EXP POLIT SCI","2052-2630","2052-2649","POLITICAL SCIENCE - ESCI","685","3.6","N/A","1.7","35.24"%,
"Journal of Ethnobiology and Ethnomedicine","J ETHNOBIOL ETHNOMED","N/A","1746-4269","PLANT SCIENCES - SCIE","4,222","3.6","Q2","0.85","99.53"%,
"PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS","PERSPECT PLANT ECOL","1433-8319","1433-8319","PLANT SCIENCES - SCIE","2,704","3.6","Q2","0.84","16.47"%,
"Applications in Plant Sciences","APPL PLANT SCI","2168-0450","2168-0450","PLANT SCIENCES - SCIE","1,610","3.6","Q2","0.73","73.57"%,
"aBIOTECH","ABIOTECH","2096-6326","2662-1738","PLANT SCIENCES - ESCI","221","3.6","N/A","0.52","33.33"%,
"PUBLIC ADMINISTRATION","PUBLIC ADMIN","0033-3298","1467-9299","POLITICAL SCIENCE - SSCI","5,033","3.5","Q1","1.54","32.2"%,
"CANADIAN JOURNAL OF POLITICAL SCIENCE-REVUE CANADIENNE DE SCIENCE POLITIQUE","CAN J POLIT SCI","0008-4239","1744-9324","POLITICAL SCIENCE - SSCI","1,467","3.5","Q1","1.45","44.1"%,
"PHYSIOLOGY AND MOLECULAR BIOLOGY OF PLANTS","PHYSIOL MOL BIOL PLA","0971-5894","0974-0430","PLANT SCIENCES - SCIE","4,132","3.5","Q2","0.82","3.51"%,
"MOLECULAR PLANT-MICROBE INTERACTIONS","MOL PLANT MICROBE IN","0894-0282","1943-7706","PLANT SCIENCES - SCIE","13,589","3.5","Q2","0.78","99.08"%,
"PUBLIC OPINION QUARTERLY","PUBLIC OPIN QUART","0033-362X","1537-5331","POLITICAL SCIENCE - SSCI","7,550","3.4","Q1","1.85","12.31"%,
"International Environmental Agreements-Politics Law and Economics","INT ENVIRON AGREEM-P","1567-9764","1573-1553","POLITICAL SCIENCE - SSCI","1,622","3.4","Q1","1.59","45.3"%,
"Politics & Gender","POLIT GENDER","1743-923X","1743-9248","POLITICAL SCIENCE - SSCI","1,682","3.4","Q1","1.46","29.88"%,
"PRESLIA","PRESLIA","0032-7786","2570-950X","PLANT SCIENCES - SCIE","1,131","3.4","Q2","0.96","97.73"%,
"Plant Reproduction","PLANT REPROD","2194-7953","2194-7961","PLANT SCIENCES - SCIE","826","3.4","Q2","0.88","44.29"%,
"Phytopathology Research","PHYTOPATHOL RES","2096-5362","2524-4167","PLANT SCIENCES - SCIE","413","3.4","Q2","0.75","100"%,
"Botanical Studies","BOT STUD","N/A","1999-3110","PLANT SCIENCES - SCIE","1,555","3.4","Q2","0.69","100"%,
"TAXON","TAXON","0040-0262","1996-8175","PLANT SCIENCES - SCIE","5,948","3.4","Q2","0.6","17.52"%,
"International Studies Review","INT STUD REV","1521-9488","1468-2486","POLITICAL SCIENCE - SSCI","1,892","3.3","Q1","1.8","21.47"%,
"International Theory","INT THEOR","1752-9719","1752-9727","POLITICAL SCIENCE - SSCI","839","3.3","Q1","1.56","28.57"%,
"South European Society and Politics","S EUR SOC POLIT","1360-8746","1743-9612","POLITICAL SCIENCE - SSCI","996","3.3","Q1","1.44","9.38"%,
"PS-POLITICAL SCIENCE & POLITICS","PS-POLIT SCI POLIT","1049-0965","1537-5935","POLITICAL SCIENCE - SSCI","3,668","3.3","Q1","0.87","23.55"%,
"PHYTOCHEMICAL ANALYSIS","PHYTOCHEM ANALYSIS","0958-0344","1099-1565","PLANT SCIENCES - SCIE","3,863","3.3","Q2","0.75","6.13"%,
"East European Politics","EAST EUR POLITICS","2159-9165","2159-9173","POLITICAL SCIENCE - SSCI","820","3.2","Q1","1.82","30.58"%,
"Democratization","DEMOCRATIZATION","1351-0347","1743-890X","POLITICAL SCIENCE - SSCI","2,720","3.2","Q1","1.52","28.11"%,
"European Political Science Review","EUR POLIT SCI REV","1755-7739","1755-7747","POLITICAL SCIENCE - SSCI","1,174","3.2","Q1","1.42","55.56"%,
"PHYTOPATHOLOGY","PHYTOPATHOLOGY","0031-949X","1943-7684","PLANT SCIENCES - SCIE","19,296","3.2","Q2","0.97","63.27"%,
"Journal of Plant Interactions","J PLANT INTERACT","1742-9145","1742-9153","PLANT SCIENCES - SCIE","2,797","3.2","Q2","0.9","97.73"%,
"ALGAE","ALGAE-SEOUL","1226-2617","2093-0860","PLANT SCIENCES - SCIE","1,053","3.2","Q2","0.72","100"%,
"JOURNAL OF DEMOCRACY","J DEMOCR","1045-5736","1086-3214","POLITICAL SCIENCE - SSCI","4,203","3.1","Q1","1.85","0.63"%,
"JOURNAL OF POLITICS","J POLIT","0022-3816","1468-2508","POLITICAL SCIENCE - SSCI","11,354","3.1","Q1","1.65","1.54"%,
"JOURNAL OF CONFLICT RESOLUTION","J CONFLICT RESOLUT","0022-0027","1552-8766","POLITICAL SCIENCE - SSCI","6,671","3.1","Q1","1.46","19.46"%,
"POLITICAL STUDIES","POLIT STUD-LONDON","0032-3217","1467-9248","POLITICAL SCIENCE - SSCI","4,435","3.1","Q1","1.27","38.52"%,
"Social Movement Studies","SOC MOVEMENT STUD","1474-2837","1474-2829","POLITICAL SCIENCE - SSCI","1,644","3.1","Q1","1.25","22.06"%,
"MOLECULAR BREEDING","MOL BREEDING","1380-3743","1572-9788","PLANT SCIENCES - SCIE","7,105","3.1","Q2","0.88","10"%,
"SOUTH AFRICAN JOURNAL OF BOTANY","S AFR J BOT","0254-6299","1727-9321","PLANT SCIENCES - SCIE","10,683","3.1","Q2","0.81","40.14"%,
"in silico Plants","IN SILICO PLANTS","N/A","2517-5025","PLANT SCIENCES - ESCI","207","3.1","N/A","0.77","95.52"%,
"Regulation & Governance","REGUL GOV","1748-5983","1748-5991","POLITICAL SCIENCE - SSCI","1,798","3","Q2","2.23","40.07"%,
"Journal of Chinese Governance","J CHIN GOV","2381-2346","2381-2354","POLITICAL SCIENCE - SSCI","426","3","Q2","1.3","6.25"%,
"Plant Direct","PLANT DIRECT","N/A","2475-4455","PLANT SCIENCES - SCIE","1,252","3","Q2","0.88","69.45"%,
"AMERICAN JOURNAL OF BOTANY","AM J BOT","0002-9122","1537-2197","PLANT SCIENCES - SCIE","18,561","3","Q2","0.81","30.04"%,
"FUNCTIONAL PLANT BIOLOGY","FUNCT PLANT BIOL","1445-4408","1445-4416","PLANT SCIENCES - SCIE","7,302","3","Q2","0.73","13.07"%,
"PLANT CELL TISSUE AND ORGAN CULTURE","PLANT CELL TISS ORG","0167-6857","1573-5044","PLANT SCIENCES - SCIE","9,591","3","Q2","0.66","9.5"%,
"Journal of European Integration","J EUR INTEGR","0703-6337","1477-2280","POLITICAL SCIENCE - SSCI","1,465","2.9","Q2","1.38","39.62"%,
"Geopolitics","GEOPOLITICS","1465-0045","1557-3028","POLITICAL SCIENCE - SSCI","2,267","2.9","Q2","1.28","23.32"%,
"GOVERNANCE-AN INTERNATIONAL JOURNAL OF POLICY ADMINISTRATION AND INSTITUTIONS","GOVERNANCE","0952-1895","1468-0491","POLITICAL SCIENCE - SSCI","2,962","2.9","Q2","1.19","26.52"%,
"JOURNAL OF PHYCOLOGY","J PHYCOL","0022-3646","1529-8817","PLANT SCIENCES - SCIE","9,713","2.9","Q2","0.89","13.31"%,
"Democratic Theory-An Interdisciplinary Journal","DEMOCR THEORY","2332-8894","2332-8908","POLITICAL SCIENCE - ESCI","169","2.9","N/A","0.84","34.04"%,
"AoB Plants","AOB PLANTS","2041-2851","2041-2851","PLANT SCIENCES - SCIE","2,914","2.9","Q2","0.76","95.69"%,
"JOURNAL OF PLANT BIOLOGY","J PLANT BIOL","1226-9239","1867-0725","PLANT SCIENCES - SCIE","2,035","2.9","Q2","0.63","3.36"%,
"PROTOPLASMA","PROTOPLASMA","0033-183X","1615-6102","PLANT SCIENCES - SCIE","6,495","2.9","Q2","0.59","12.14"%,
"Plant Signaling & Behavior","PLANT SIGNAL BEHAV","1559-2316","1559-2324","PLANT SCIENCES - SCIE","11,085","2.9","Q2","0.51","32.56"%,
"AFRICAN AFFAIRS","AFR AFFAIRS","0001-9909","1468-2621","POLITICAL SCIENCE - SSCI","2,035","2.8","Q2","2.31","25"%,
"GOVERNMENT AND OPPOSITION","GOV OPPOS","0017-257X","1477-7053","POLITICAL SCIENCE - SSCI","2,053","2.8","Q2","1.71","36.76"%,
"ANNALS OF THE AMERICAN ACADEMY OF POLITICAL AND SOCIAL SCIENCE","ANN AM ACAD POLIT SS","0002-7162","1552-3349","POLITICAL SCIENCE - SSCI","7,167","2.8","Q2","1.3","10.97"%,
"Chinese Political Science Review","CHIN POLITICAL SCI R","2365-4244","2365-4252","POLITICAL SCIENCE - ESCI","339","2.8","N/A","1.24","20.88"%,
"JOURNAL OF VEGETATION SCIENCE","J VEG SCI","1100-9233","1654-1103","PLANT SCIENCES - SCIE","9,139","2.8","Q2","0.89","18.67"%,
"APPLIED VEGETATION SCIENCE","APPL VEG SCI","1402-2001","1654-109X","PLANT SCIENCES - SCIE","2,787","2.8","Q2","0.85","22.65"%,
"JOURNAL OF PLANT RESEARCH","J PLANT RES","0918-9440","1618-0860","PLANT SCIENCES - SCIE","3,991","2.8","Q2","0.79","18.38"%,
"Research & Politics","RES POLITICS","N/A","2053-1680","POLITICAL SCIENCE - SSCI","1,410","2.7","Q2","1.84","88.98"%,
"PARTY POLITICS","PARTY POLIT","1354-0688","1460-3683","POLITICAL SCIENCE - SSCI","3,467","2.7","Q2","1.36","24.25"%,
"STUDIES IN COMPARATIVE INTERNATIONAL DEVELOPMENT","STUD COMP INT DEV","0039-3606","1936-6167","POLITICAL SCIENCE - SSCI","1,312","2.7","Q2","1.19","26.92"%,
"PHYSIOLOGICAL AND MOLECULAR PLANT PATHOLOGY","PHYSIOL MOL PLANT P","0885-5765","0885-5765","PLANT SCIENCES - SCIE","3,864","2.7","Q2","0.76","6.7"%,
"Alpine Botany","ALPINE BOT","1664-2201","1664-221X","PLANT SCIENCES - SCIE","550","2.7","Q2","0.74","40.32"%,
"PLANT PATHOLOGY","PLANT PATHOL","0032-0862","1365-3059","PLANT SCIENCES - SCIE","9,030","2.7","Q2","0.71","15.69"%,
"PLANTA MEDICA","PLANTA MED","0032-0943","1439-0221","PLANT SCIENCES - SCIE","15,014","2.7","Q2","0.69","4.63"%,
"Journal of Plant Ecology","J PLANT ECOL","1752-9921","1752-993X","PLANT SCIENCES - SCIE","2,964","2.7","Q2","0.65","36.59"%,
"PHOTOSYNTHETICA","PHOTOSYNTHETICA","0300-3604","1573-9058","PLANT SCIENCES - SCIE","5,223","2.7","Q2","0.65","98.76"%,
"INTERNATIONAL STUDIES QUARTERLY","INT STUD QUART","0020-8833","1468-2478","POLITICAL SCIENCE - SSCI","5,681","2.6","Q2","1.33","19.59"%,
"Journal of Information Technology & Politics","J INF TECHNOL POLITI","1933-1681","1933-169X","POLITICAL SCIENCE - SSCI","926","2.6","Q2","1.15","11.76"%,
"Territory Politics Governance","TERRIT POLIT GOV","2162-2671","2162-268X","POLITICAL SCIENCE - SSCI","1,081","2.6","Q2","1.09","24.71"%,
"ACTA PHYSIOLOGIAE PLANTARUM","ACTA PHYSIOL PLANT","0137-5881","1861-1664","PLANT SCIENCES - SCIE","9,768","2.6","Q2","0.69","6.47"%,
"Theoretical and Experimental Plant Physiology","THEOR EXP PLANT PHYS","2197-0025","2197-0025","PLANT SCIENCES - SCIE","635","2.6","Q2","0.61","6.19"%,
"ECONOMIC BOTANY","ECON BOT","0013-0001","1874-9364","PLANT SCIENCES - SCIE","3,390","2.6","Q2","0.54","25"%,
