"Journal Data Filtered By:  Selected Categories: MATHEMATICAL & COMPUTATIONAL BIOLOGY;MATHEMATICS Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"Quantitative Biology","QUANT BIOL","2095-4689","2095-4697","MATHEMATICAL & COMPUTATIONAL BIOLOGY - ESCI","551","3.1","N/A","0.73","98.88"%,
"Journal of Numerical Mathematics","J NUMER MATH","1570-2820","1569-3953","MATHEMATICS - SCIE","691","3","Q1","2.12","4.35"%,
"COMMUNICATIONS ON PURE AND APPLIED MATHEMATICS","COMMUN PUR APPL MATH","0010-3640","1097-0312","MATHEMATICS - SCIE","11,209","3","Q1","1.98","14.5"%,
"Fractional Calculus and Applied Analysis","FRACT CALC APPL ANAL","1311-0454","1314-2224","MATHEMATICS - SCIE","2,964","3","Q1","1.7","12.24"%,
"FOUNDATIONS OF COMPUTATIONAL MATHEMATICS","FOUND COMPUT MATH","1615-3375","1615-3383","MATHEMATICS - SCIE","2,330","3","Q1","1.61","45.25"%,
"BMC BIOINFORMATICS","BMC BIOINFORMATICS","1471-2105","1471-2105","MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE","51,101","3","Q2","0.76","99.54"%,
"SAR AND QSAR IN ENVIRONMENTAL RESEARCH","SAR QSAR ENVIRON RES","1062-936X","1029-046X","MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE","1,442","3","Q2","0.67","2.7"%,
"Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales Serie A-Matematicas","RACSAM REV R ACAD A","1578-7303","1579-1505","MATHEMATICS - SCIE","2,451","2.9","Q1","2.31","15.53"%,
"Journal of Nonlinear and Variational Analysis","J NONLINEAR VAR ANAL","2560-6921","2560-6778","MATHEMATICS - SCIE","359","2.9","Q1","1.87","0"%,
"Journal of Mathematical Inequalities","J MATH INEQUAL","1846-579X","1846-579X","MATHEMATICS - SCIE","1,581","2.9","Q1","1.36","99.02"%,
"JOURNAL OF MOLECULAR GRAPHICS & MODELLING","J MOL GRAPH MODEL","1093-3263","1873-4243","MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE","11,686","2.9","Q2","0.81","3.31"%,
"Annals of PDE","ANN PDE","2524-5317","2199-2576","MATHEMATICS - SCIE","431","2.8","Q1","1.89","17.19"%,
"Journal of Biological Dynamics","J BIOL DYNAM","1751-3758","1751-3766","MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE","1,126","2.8","Q2","0.64","99.14"%,
"CONSTRUCTIVE APPROXIMATION","CONSTR APPROX","0176-4276","1432-0940","MATHEMATICS - SCIE","1,602","2.7","Q1","2.11","26.24"%,
"BIOMETRIKA","BIOMETRIKA","0006-3444","1464-3510","MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE","27,498","2.7","Q2","0.94","9.65"%,
"JOURNAL OF THE EUROPEAN MATHEMATICAL SOCIETY","J EUR MATH SOC","1435-9855","N/A","MATHEMATICS - SCIE","3,032","2.6","Q1","1.73","56.09"%,
"Mathematical Biosciences and Engineering","MATH BIOSCI ENG","1547-1063","1551-0018","MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE","5,076","2.6","Q2","0.61","97.48"%,
"Evolutionary Bioinformatics","EVOL BIOINFORM","1176-9343","1176-9343","MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE","1,272","2.6","Q2","0.52","94.17"%,
"DUKE MATHEMATICAL JOURNAL","DUKE MATH J","0012-7094","1547-7398","MATHEMATICS - SCIE","8,218","2.5","Q1","2.01","0"%,
"JOURNAL OF DIFFERENTIAL GEOMETRY","J DIFFER GEOM","0022-040X","1945-743X","MATHEMATICS - SCIE","5,358","2.5","Q1","1.91","0"%,
"Journal of Mathematics and Computer Science-JMCS","J MATH COMPUT SCI-JM","2008-949X","2008-949X","MATHEMATICS - ESCI","913","2.5","N/A","1.47","99.58"%,
"Journal of Differential Equations","J DIFFER EQUATIONS","0022-0396","1090-2732","MATHEMATICS - SCIE","21,230","2.4","Q1","2.18","14.89"%,
"Mathematics","MATHEMATICS-BASEL","N/A","2227-7390","MATHEMATICS - SCIE","21,851","2.4","Q1","2.08","99.43"%,
"Forum of Mathematics Pi","FORUM MATH PI","2050-5086","2050-5086","MATHEMATICS - SCIE","294","2.3","Q1","1.92","98.15"%,
"EMS Surveys in Mathematical Sciences","EMS SURV MATH SCI","2308-2151","2308-216X","MATHEMATICS - ESCI","171","2.3","N/A","1.86","100"%,
"JOURNAL DE MATHEMATIQUES PURES ET APPLIQUEES","J MATH PURE APPL","0021-7824","1776-3371","MATHEMATICS - SCIE","4,676","2.3","Q1","1.64","28.21"%,
"STATISTICAL METHODS IN MEDICAL RESEARCH","STAT METHODS MED RES","0962-2802","1477-0334","MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE","7,754","2.3","Q2","0.74","17.71"%,
"Network Modeling and Analysis in Health Informatics and Bioinformatics","NETW MODEL ANAL HLTH","2192-6662","2192-6670","MATHEMATICAL & COMPUTATIONAL BIOLOGY - ESCI","502","2.3","N/A","0.55","0.56"%,
"Journal of Mathematical Neuroscience","J MATH NEUROSCI","2190-8567","2190-8567","MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE","307","2.3","Q2","0.5","100"%,
"IET Systems Biology","IET SYST BIOL","1751-8849","1751-8857","MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE","580","2.3","Q2","0.37","41.56"%,
"GEOMETRIC AND FUNCTIONAL ANALYSIS","GEOM FUNCT ANAL","1016-443X","1420-8970","MATHEMATICS - SCIE","2,940","2.2","Q1","1.81","31.31"%,
"AIMS Mathematics","AIMS MATH","N/A","2473-6988","MATHEMATICS - SCIE","4,504","2.2","Q1","1.71","98.64"%,
"Analysis and Applications","ANAL APPL","0219-5305","1793-6861","MATHEMATICS - SCIE","728","2.2","Q1","1.58","2.17"%,
"Journal of Applied Mathematics and Computing","J APPL MATH COMPUT","1598-5865","1865-2085","MATHEMATICS - SCIE","2,459","2.2","Q1","1.51","1.62"%,
"Analysis & PDE","ANAL PDE","1948-206X","N/A","MATHEMATICS - SCIE","1,412","2.2","Q1","1.49","0"%,
"Mathematical Modelling of Natural Phenomena","MATH MODEL NAT PHENO","0973-5348","1760-6101","MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE","1,128","2.2","Q3","1.09","86.52"%,
"Results in Mathematics","RESULTS MATH","1422-6383","1420-9012","MATHEMATICS - SCIE","2,639","2.2","Q1","0.77","21.02"%,
"International Journal of Biomathematics","INT J BIOMATH","1793-5245","1793-7159","MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE","1,303","2.2","Q3","0.58","0"%,
"CALCULUS OF VARIATIONS AND PARTIAL DIFFERENTIAL EQUATIONS","CALC VAR PARTIAL DIF","0944-2669","1432-0835","MATHEMATICS - SCIE","5,515","2.1","Q1","1.37","26.15"%,
"BIOSTATISTICS","BIOSTATISTICS","1465-4644","1468-4357","MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE","5,133","2.1","Q3","1.27","18.38"%,
"Computational Methods and Function Theory","COMPUT METH FUNCT TH","1617-9447","2195-3724","MATHEMATICS - SCIE","638","2.1","Q1","0.99","25.15"%,
"International Journal for Numerical Methods in Biomedical Engineering","INT J NUMER METH BIO","2040-7939","2040-7947","MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE","2,455","2.1","Q3","0.64","16.46"%,
"GENETIC EPIDEMIOLOGY","GENET EPIDEMIOL","0741-0395","1098-2272","MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE","3,792","2.1","Q3","0.54","19.88"%,
"GEOMETRY & TOPOLOGY","GEOM TOPOL","1465-3060","1364-0380","MATHEMATICS - SCIE","2,266","2","Q1","1.72","0"%,
"Demonstratio Mathematica","DEMONSTR MATH","0420-1213","2391-4661","MATHEMATICS - SCIE","825","2","Q1","1.6","97.06"%,
"Mathematical Sciences","MATH SCI","2008-1359","2251-7456","MATHEMATICS - SCIE","765","2","Q1","1.48","9.04"%,
"JOURNAL OF THEORETICAL BIOLOGY","J THEOR BIOL","0022-5193","1095-8541","MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE","21,050","2","Q3","0.65","26.27"%,
"STATISTICS IN MEDICINE","STAT MED","0277-6715","1097-0258","MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE","33,800","2","Q3","0.64","15.99"%,
"Cancer Informatics","CANCER INFORM","N/A","1176-9351","MATHEMATICAL & COMPUTATIONAL BIOLOGY - ESCI","876","2","N/A","0.49","73.86"%,
"Journal of Function Spaces","J FUNCT SPACE","2314-8896","2314-8888","MATHEMATICS - SCIE","2,292","1.9","Q1","1.4","99.16"%,
"ANNALES SCIENTIFIQUES DE L ECOLE NORMALE SUPERIEURE","ANN SCI ECOLE NORM S","0012-9593","1873-2151","MATHEMATICS - SCIE","2,930","1.9","Q1","1.28","0"%,
"COMMUNICATIONS IN PARTIAL DIFFERENTIAL EQUATIONS","COMMUN PART DIFF EQ","0360-5302","1532-4133","MATHEMATICS - SCIE","5,196","1.9","Q1","1.21","11.44"%,
"Communications in Number Theory and Physics","COMMUN NUMBER THEORY","1931-4523","1931-4531","MATHEMATICS - SCIE","525","1.9","Q1","1.13","0"%,
"MEMOIRS OF THE AMERICAN MATHEMATICAL SOCIETY","MEM AM MATH SOC","0065-9266","1947-6221","MATHEMATICS - SCIE","3,479","1.9","Q1","0.98","41.48"%,
"Journal of Integrative Bioinformatics","J INTEGR BIOINFORMAT","N/A","1613-4516","MATHEMATICAL & COMPUTATIONAL BIOLOGY - ESCI","471","1.9","N/A","0.58","95.83"%,
"JOURNAL OF MATHEMATICAL BIOLOGY","J MATH BIOL","0303-6812","1432-1416","MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE","6,274","1.9","Q3","0.55","27.14"%,
"BIOMETRICS","BIOMETRICS","0006-341X","1541-0420","MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE","30,895","1.9","Q3","0.52","13.17"%,
"Journal of Biomedical Semantics","J BIOMED SEMANT","2041-1480","2041-1480","MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE","828","1.9","Q3","0.45","100"%,
"Bioinformation","BIOINFORMATION","0973-8894","0973-2063","MATHEMATICAL & COMPUTATIONAL BIOLOGY - ESCI","2,198","1.9","N/A","0.35","97.66"%,
"JOURNAL OF ALGEBRAIC GEOMETRY","J ALGEBRAIC GEOM","1056-3911","1534-7486","MATHEMATICS - SCIE","1,251","1.8","Q1","1.59","83.1"%,
"PROCEEDINGS OF THE LONDON MATHEMATICAL SOCIETY","P LOND MATH SOC","0024-6115","1460-244X","MATHEMATICS - SCIE","5,794","1.8","Q1","1.41","23.76"%,
"Mathematical Modelling and Analysis","MATH MODEL ANAL","1392-6292","1648-3510","MATHEMATICS - SCIE","605","1.8","Q1","1.35","100"%,
"Dissertationes Mathematicae","DISS MATH","0012-3862","1730-6310","MATHEMATICS - SCIE","325","1.8","Q1","1.33","0"%,
"COMPOSITIO MATHEMATICA","COMPOS MATH","0010-437X","1570-5846","MATHEMATICS - SCIE","4,012","1.8","Q1","1.25","20.71"%,
"Journal of Fixed Point Theory and Applications","J FIX POINT THEORY A","1661-7738","1661-7746","MATHEMATICS - SCIE","1,527","1.8","Q1","1.24","16.06"%,
"ADVANCED NONLINEAR STUDIES","ADV NONLINEAR STUD","1536-1365","2169-0375","MATHEMATICS - SCIE","936","1.8","Q1","1.19","47.62"%,
"Iranian Journal of Fuzzy Systems","IRAN J FUZZY SYST","1735-0654","2676-4334","MATHEMATICS - SCIE","1,049","1.8","Q1","1.18","0"%,
"Statistics in Biopharmaceutical Research","STAT BIOPHARM RES","1946-6315","1946-6315","MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE","601","1.8","Q3","0.58","9.55"%,
"Advances in Calculus of Variations","ADV CALC VAR","1864-8258","1864-8266","MATHEMATICS - SCIE","446","1.7","Q1","1.72","16.22"%,
"AMERICAN JOURNAL OF MATHEMATICS","AM J MATH","0002-9327","1080-6377","MATHEMATICS - SCIE","6,578","1.7","Q1","1.61","0"%,
"JOURNAL OF FUNCTIONAL ANALYSIS","J FUNCT ANAL","0022-1236","1096-0783","MATHEMATICS - SCIE","13,100","1.7","Q1","1.49","22.95"%,
"ADVANCES IN MATHEMATICS","ADV MATH","0001-8708","1090-2082","MATHEMATICS - SCIE","14,261","1.7","Q1","1.45","28.57"%,
"JOURNAL OF INTERDISCIPLINARY MATHEMATICS","J INTERDISCIP MATH","0972-0502","2169-012X","MATHEMATICS - ESCI","1,195","1.7","N/A","1.28","0"%,
"Open Mathematics","OPEN MATH","2391-5455","2391-5455","MATHEMATICS - SCIE","1,109","1.7","Q1","1.28","89.49"%,
"Analysis and Mathematical Physics","ANAL MATH PHYS","1664-2368","1664-235X","MATHEMATICS - SCIE","880","1.7","Q1","1.23","17.33"%,
"Boundary Value Problems","BOUND VALUE PROBL","1687-2770","1687-2770","MATHEMATICS - SCIE","2,369","1.7","Q1","1.13","100"%,
"CALCOLO","CALCOLO","0008-0624","1126-5434","MATHEMATICS - SCIE","1,026","1.7","Q1","1.13","19.15"%,
"Forum of Mathematics Sigma","FORUM MATH SIGMA","N/A","2050-5094","MATHEMATICS - SCIE","645","1.7","Q1","1","99.6"%,
"Milan Journal of Mathematics","MILAN J MATH","1424-9286","1424-9294","MATHEMATICS - SCIE","447","1.7","Q1","0.98","47.62"%,
"JOURNAL OF COMPLEXITY","J COMPLEXITY","0885-064X","1090-2708","MATHEMATICS - SCIE","1,097","1.7","Q1","0.88","19.13"%,
"BIOMETRICAL JOURNAL","BIOMETRICAL J","0323-3847","1521-4036","MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE","4,155","1.7","Q3","0.52","24.62"%,
"JOURNAL OF COMPUTATIONAL BIOLOGY","J COMPUT BIOL","1066-5277","1557-8666","MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE","5,628","1.7","Q3","0.41","10.76"%,
"Cambridge Journal of Mathematics","CAMB J MATH","2168-0930","2168-0949","MATHEMATICS - SCIE","220","1.6","Q1","1.56","0"%,
"JOURNAL OF INEQUALITIES AND APPLICATIONS","J INEQUAL APPL","1029-242X","1029-242X","MATHEMATICS - SCIE","4,939","1.6","Q1","1.34","99.67"%,
"Communications in Combinatorics and Optimization","COMMUN COMB OPTIM","2538-2128","2538-2136","MATHEMATICS - ESCI","236","1.6","N/A","1.28","0"%,
"COMMUNICATIONS IN CONTEMPORARY MATHEMATICS","COMMUN CONTEMP MATH","0219-1997","1793-6683","MATHEMATICS - SCIE","1,701","1.6","Q1","1.27","1.63"%,
"Mathematica Slovaca","MATH SLOVACA","0139-9918","1337-2211","MATHEMATICS - SCIE","1,380","1.6","Q1","0.98","6.45"%,
"Journal of Nonlinear Functional Analysis","J NONLINEAR FUNCT AN","N/A","2052-532X","MATHEMATICS - ESCI","238","1.6","N/A","0.96","0"%,
"Mathematical Modelling and Control","MATH MODEL CONTROL","N/A","2767-8946","MATHEMATICS - ESCI","32","1.6","N/A","0.89","100"%,
"BIOSYSTEMS","BIOSYSTEMS","0303-2647","1872-8324","MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE","3,466","1.6","Q4","0.54","15.7"%,
"JOURNAL OF BIOLOGICAL SYSTEMS","J BIOL SYST","0218-3390","1793-6470","MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE","595","1.6","Q4","0.4","1.82"%,
"JOURNAL FUR DIE REINE UND ANGEWANDTE MATHEMATIK","J REINE ANGEW MATH","0075-4102","1435-5345","MATHEMATICS - SCIE","7,108","1.5","Q1","1.7","6.23"%,
"Algebraic Geometry","ALGEBRAIC GEOM","2313-1691","2214-2584","MATHEMATICS - SCIE","841","1.5","Q1","1.21","98.61"%,
"Evolution Equations and Control Theory","EVOL EQU CONTROL THE","2163-2480","2163-2480","MATHEMATICS - SCIE","584","1.5","Q1","1.03","99.57"%,
"Japanese Journal of Mathematics","JPN J MATH","0289-2316","1861-3624","MATHEMATICS - SCIE","564","1.5","Q1","0.98","0"%,
"JOURNAL OF GEOMETRY AND PHYSICS","J GEOM PHYS","0393-0440","1879-1662","MATHEMATICS - SCIE","3,282","1.5","Q1","0.91","10.08"%,
"JOURNAL OF COMBINATORIAL THEORY SERIES B","J COMB THEORY B","0095-8956","1096-0902","MATHEMATICS - SCIE","3,866","1.4","Q1","1.29","28.89"%,
"Differential and Integral Equations","DIFFER INTEGRAL EQU","0893-4983","0893-4983","MATHEMATICS - SCIE","1,531","1.4","Q1","1.2","0"%,
"MATHEMATISCHE ANNALEN","MATH ANN","0025-5831","1432-1807","MATHEMATICS - SCIE","10,300","1.4","Q1","1.14","27.55"%,
"Journal of Mathematics","J MATH-UK","2314-4629","2314-4785","MATHEMATICS - SCIE","2,283","1.4","Q1","1.13","99.15"%,
"NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS","NONLINEAR ANAL-THEOR","0362-546X","1873-5215","MATHEMATICS - SCIE","12,214","1.4","Q1","1.12","10.22"%,
"Carpathian Journal of Mathematics","CARPATHIAN J MATH","1584-2851","1843-4401","MATHEMATICS - SCIE","638","1.4","Q1","0.99","0"%,
"Science China-Mathematics","SCI CHINA MATH","1674-7283","1869-1862","MATHEMATICS - SCIE","2,108","1.4","Q1","0.99","0.23"%,
"Advances in Differential Equations","ADV DIFFERENTIAL EQU","1079-9389","1079-9389","MATHEMATICS - SCIE","891","1.4","Q1","0.92","0"%,
"Qualitative Theory of Dynamical Systems","QUAL THEOR DYN SYST","1575-5460","1662-3592","MATHEMATICS - SCIE","754","1.4","Q1","0.92","4.27"%,
"ANNALI DELLA SCUOLA NORMALE SUPERIORE DI PISA-CLASSE DI SCIENZE","ANN SCUOLA NORM-SCI","0391-173X","2036-2145","MATHEMATICS - SCIE","2,549","1.4","Q1","0.9","0"%,
"JOURNAL OF EVOLUTION EQUATIONS","J EVOL EQU","1424-3199","1424-3202","MATHEMATICS - SCIE","1,121","1.4","Q1","0.84","29.94"%,
"Selecta Mathematica-New Series","SEL MATH-NEW SER","1022-1824","1420-9020","MATHEMATICS - SCIE","1,529","1.4","Q1","0.83","31.3"%,
"JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS","J AGR BIOL ENVIR ST","1085-7117","1537-2693","MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE","1,490","1.4","Q4","0.57","32.77"%,
"COMPUTATIONAL COMPLEXITY","COMPUT COMPLEX","1016-3328","1420-8954","MATHEMATICS - SCIE","685","1.4","Q1","0.42","28.21"%,
"THEORETICAL POPULATION BIOLOGY","THEOR POPUL BIOL","0040-5809","1096-0325","MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE","3,709","1.4","Q4","0.35","33.33"%,
"BULLETIN OF THE AMERICAN MATHEMATICAL SOCIETY","B AM MATH SOC","0273-0979","1088-9485","MATHEMATICS - SCIE","6,348","1.3","Q2","1.77","98.15"%,
"TRANSACTIONS OF THE AMERICAN MATHEMATICAL SOCIETY","T AM MATH SOC","0002-9947","1088-6850","MATHEMATICS - SCIE","19,115","1.3","Q2","1.24","66.28"%,
"Communications in Applied and Industrial Mathematics","COMMUN APPL IND MATH","N/A","2038-0909","MATHEMATICS - ESCI","119","1.3","N/A","1.14","86.67"%,
"Dolomites Research Notes on Approximation","DOLOMIT RES NOTES AP","2035-6803","2035-6803","MATHEMATICS - ESCI","98","1.3","N/A","1.05","0"%,
"Journal of Dynamics and Differential Equations","J DYN DIFFER EQU","1040-7294","1572-9222","MATHEMATICS - SCIE","2,108","1.3","Q2","1.05","14.17"%,
"PROCEEDINGS OF THE ROYAL SOCIETY OF EDINBURGH SECTION A-MATHEMATICS","P ROY SOC EDINB A","0308-2105","1473-7124","MATHEMATICS - SCIE","2,576","1.3","Q2","1","8.7"%,
"JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS","J MATH ANAL APPL","0022-247X","1096-0813","MATHEMATICS - SCIE","27,499","1.3","Q2","0.99","9.75"%,
"Numerical Mathematics-Theory Methods and Applications","NUMER MATH-THEORY ME","1004-8979","2079-7338","MATHEMATICS - SCIE","490","1.3","Q2","0.97","0"%,
"Algebra & Number Theory","ALGEBR NUMBER THEORY","1937-0652","1944-7833","MATHEMATICS - SCIE","1,101","1.3","Q2","0.92","0"%,
"ACTA BIOTHEORETICA","ACTA BIOTHEOR","0001-5342","1572-8358","MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE","709","1.3","Q4","0.33","15.56"%,
"Bulletin of the Malaysian Mathematical Sciences Society","B MALAYS MATH SCI SO","0126-6705","2180-4206","MATHEMATICS - SCIE","1,796","1.2","Q2","1.26","4.59"%,
"Research in the Mathematical Sciences","RES MATH SCI","2522-0144","2197-9847","MATHEMATICS - SCIE","491","1.2","Q2","1.25","26.54"%,
"Bulletin of Mathematical Sciences","B MATH SCI","1664-3607","1664-3615","MATHEMATICS - SCIE","278","1.2","Q2","1.24","100"%,
"REVISTA MATEMATICA IBEROAMERICANA","REV MAT IBEROAM","0213-2230","N/A","MATHEMATICS - SCIE","1,684","1.2","Q2","1.24","35.93"%,
