"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY","NEUROPATH APPL NEURO","0305-1846","1365-2990","PATHOLOGY - SCIE","5,074","5","Q1","1.24","46.15"%,
"PATHOBIOLOGY","PATHOBIOLOGY","1015-2008","1423-0291","PATHOLOGY - SCIE","1,932","5","Q1","1.22","20.29"%,
"IEEE JOURNAL OF SELECTED TOPICS IN QUANTUM ELECTRONICS","IEEE J SEL TOP QUANT","1077-260X","1558-4542","OPTICS - SCIE","12,158","4.9","Q1","1.31","20.04"%,
"AMERICAN JOURNAL OF SPORTS MEDICINE","AM J SPORT MED","0363-5465","1552-3365","ORTHOPEDICS - SCIE","41,728","4.8","Q1","1.94","4.93"%,
"High Power Laser Science and Engineering","HIGH POWER LASER SCI","2095-4719","2052-3289","OPTICS - SCIE","1,302","4.8","Q1","1.38","98.04"%,
"ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY","ARTHROSCOPY","0749-8063","1526-3231","ORTHOPEDICS - SCIE","19,274","4.7","Q1","1.87","4.13"%,
"JOURNAL OF LIGHTWAVE TECHNOLOGY","J LIGHTWAVE TECHNOL","0733-8724","1558-2213","OPTICS - SCIE","34,051","4.7","Q1","1.29","13.58"%,
"IMAGE AND VISION COMPUTING","IMAGE VISION COMPUT","0262-8856","1872-8138","OPTICS - SCIE","6,706","4.7","Q1","1.02","6.81"%,
"Bone & Joint Journal","BONE JOINT J","2049-4394","2049-4394","ORTHOPEDICS - SCIE","10,879","4.6","Q1","2.13","8.1"%,
"OPTICS AND LASERS IN ENGINEERING","OPT LASER ENG","0143-8166","1873-0302","OPTICS - SCIE","13,972","4.6","Q1","1.47","10.52"%,
"ARCHIVES OF PATHOLOGY & LABORATORY MEDICINE","ARCH PATHOL LAB MED","0003-9985","1543-2165","PATHOLOGY - SCIE","12,075","4.6","Q1","1.46","95.63"%,
"Bone & Joint Research","BONE JOINT RES","2046-3758","2046-3758","ORTHOPEDICS - SCIE","2,525","4.6","Q1","1.37","94.4"%,
"Spine Journal","SPINE J","1529-9430","1878-1632","ORTHOPEDICS - SCIE","13,629","4.5","Q1","1.53","11.84"%,
"PATHOLOGY","PATHOLOGY","0031-3025","1465-3931","PATHOLOGY - SCIE","4,161","4.5","Q1","1.31","8.21"%,
"ENDOCRINE PATHOLOGY","ENDOCR PATHOL","1046-3976","1559-0097","PATHOLOGY - SCIE","1,949","4.4","Q1","1.22","27.69"%,
"Advanced Quantum Technologies","ADV QUANTUM TECHNOL","N/A","2511-9044","OPTICS - SCIE","1,477","4.4","Q1","1.14","26.64"%,
"Photonic Sensors","PHOTONIC SENS","1674-9251","2190-7439","OPTICS - SCIE","1,167","4.4","Q1","0.98","100"%,
"CLINICAL ORTHOPAEDICS AND RELATED RESEARCH","CLIN ORTHOP RELAT R","0009-921X","1528-1132","ORTHOPEDICS - SCIE","39,894","4.3","Q1","1.86","5.9"%,
"Disease Models & Mechanisms","DIS MODEL MECH","1754-8403","1754-8411","PATHOLOGY - SCIE","8,168","4.3","Q2","1.02","99.04"%,
"DISPLAYS","DISPLAYS","0141-9382","1872-7387","OPTICS - SCIE","1,888","4.3","Q2","0.99","5.6"%,
"JOURNAL OF MOLECULAR DIAGNOSTICS","J MOL DIAGN","1525-1578","1943-7811","PATHOLOGY - SCIE","5,545","4.1","Q2","1.48","65.59"%,
"Journal of Pathology Clinical Research","J PATHOL CLIN RES","N/A","2056-4538","PATHOLOGY - SCIE","980","4.1","Q2","1.44","66.19"%,
"Current Reviews in Musculoskeletal Medicine","CURR REV MUSCULOSKE","1935-973X","1935-9748","ORTHOPEDICS - SCIE","2,908","4.1","Q1","1.35","10.96"%,
"INTERNATIONAL JOURNAL FOR PARASITOLOGY","INT J PARASITOL","0020-7519","1879-0135","PARASITOLOGY - SCIE","10,102","4","Q1","1.13","28.73"%,
"International Journal for Parasitology-Drugs and Drug Resistance","INT J PARASITOL-DRUG","2211-3207","2211-3207","PARASITOLOGY - SCIE","1,598","4","Q1","1.06","93.1"%,
"Ukrainian Journal of Physical Optics","UKR J PHYS OPT","1609-1833","N/A","OPTICS - SCIE","382","3.9","Q2","1.02","81.33"%,
"OPTICAL MATERIALS","OPT MATER","0925-3467","1873-1252","OPTICS - SCIE","24,235","3.9","Q2","0.94","3.15"%,
"KNEE SURGERY SPORTS TRAUMATOLOGY ARTHROSCOPY","KNEE SURG SPORT TR A","0942-2056","1433-7347","ORTHOPEDICS - SCIE","21,904","3.8","Q1","1.51","22.72"%,
"Physical Therapy","PHYS THER","0031-9023","1538-6724","ORTHOPEDICS - SCIE","15,923","3.8","Q1","1.43","16.16"%,
"OPTICS EXPRESS","OPT EXPRESS","1094-4087","N/A","OPTICS - SCIE","141,373","3.8","Q2","1.19","99.2"%,
"PLoS Neglected Tropical Diseases","PLOS NEGLECT TROP D","1935-2735","1935-2735","PARASITOLOGY - SCIE","36,272","3.8","Q1","1.08","97.95"%,
"Journal of Physics-Photonics","J PHYS-PHOTONICS","2515-7647","2515-7647","OPTICS - ESCI","916","3.8","N/A","0.76","98.66"%,
"EAR AND HEARING","EAR HEARING","0196-0202","1538-4667","OTORHINOLARYNGOLOGY - SCIE","8,831","3.7","Q1","1.79","21.22"%,
"JOR Spine","JOR SPINE","2572-1143","2572-1143","ORTHOPEDICS - SCIE","633","3.7","Q1","1.52","72.18"%,
"Acta Orthopaedica","ACTA ORTHOP","1745-3674","1745-3682","ORTHOPEDICS - SCIE","9,829","3.7","Q1","1.37","98.66"%,
"CARDIOVASCULAR PATHOLOGY","CARDIOVASC PATHOL","1054-8807","1879-1336","PATHOLOGY - SCIE","2,385","3.7","Q2","1","16.15"%,
"Advanced Photonics Research","ADV PHOTON RES","2699-9293","2699-9293","OPTICS - ESCI","1,179","3.7","N/A","0.58","79.87"%,
"EXPERIMENTAL AND MOLECULAR PATHOLOGY","EXP MOL PATHOL","0014-4800","1096-0945","PATHOLOGY - SCIE","4,693","3.6","Q2","1.24","10.9"%,
"Journal of Luminescence","J LUMIN","0022-2313","1872-7883","OPTICS - SCIE","24,875","3.6","Q2","1.17","4.63"%,
"OPTICS LETTERS","OPT LETT","0146-9592","1539-4794","OPTICS - SCIE","76,873","3.6","Q2","1.15","9.47"%,
"Leukos","LEUKOS","1550-2724","1550-2716","OPTICS - SCIE","723","3.6","Q2","0.86","27.96"%,
"JOURNAL OF ARTHROPLASTY","J ARTHROPLASTY","0883-5403","1532-8406","ORTHOPEDICS - SCIE","27,388","3.5","Q1","1.73","4.26"%,
"Paleoceanography and Paleoclimatology","PALEOCEANOGR PALEOCL","2572-4517","2572-4525","PALEONTOLOGY - SCIE","1,919","3.5","Q1","1.23","28.92"%,
"AMERICAN JOURNAL OF CLINICAL PATHOLOGY","AM J CLIN PATHOL","0002-9173","1943-7722","PATHOLOGY - SCIE","12,246","3.5","Q2","1.19","6.07"%,
"VIRCHOWS ARCHIV","VIRCHOWS ARCH","0945-6317","1432-2307","PATHOLOGY - SCIE","8,055","3.5","Q2","1.11","31.98"%,
"JOURNAL OF BIOMEDICAL OPTICS","J BIOMED OPT","1083-3668","1560-2281","OPTICS - SCIE","14,729","3.5","Q2","0.9","98.05"%,
"Chinese Optics Letters","CHIN OPT LETT","1671-7694","1671-7694","OPTICS - SCIE","3,914","3.5","Q2","0.87","0"%,
"INTERNATIONAL JOURNAL OF IMMUNOPATHOLOGY AND PHARMACOLOGY","INT J IMMUNOPATH PH","0394-6320","2058-7384","PATHOLOGY - SCIE","3,359","3.5","Q2","0.76","92.17"%,
"PATHOLOGICA","PATHOLOGICA","0031-2983","1591-951X","PATHOLOGY - ESCI","649","3.5","N/A","0.65","99.24"%,
"Journal of Otolaryngology-Head & Neck Surgery","J OTOLARYNGOL-HEAD N","1916-0216","1916-0216","OTORHINOLARYNGOLOGY - SCIE","2,717","3.4","Q1","1.51","100"%,
"EFORT Open Reviews","EFORT OPEN REV","2396-7544","2058-5241","ORTHOPEDICS - SCIE","2,442","3.4","Q1","1.49","91.41"%,
"Brazilian Journal of Physical Therapy","BRAZ J PHYS THER","1413-3555","1809-9246","ORTHOPEDICS - SCIE","2,670","3.4","Q1","1.42","5.74"%,
"OTOLARYNGOLOGY-HEAD AND NECK SURGERY","OTOLARYNG HEAD NECK","0194-5998","1097-6817","OTORHINOLARYNGOLOGY - SCIE","17,829","3.4","Q1","1.42","6.24"%,
"JOURNAL OF CLINICAL PATHOLOGY","J CLIN PATHOL","0021-9746","1472-4146","PATHOLOGY - SCIE","11,931","3.4","Q2","1.26","13.38"%,
"CYTOMETRY PART B-CLINICAL CYTOMETRY","CYTOM PART B-CLIN CY","1552-4949","1552-4957","PATHOLOGY - SCIE","1,997","3.4","Q2","0.99","10.56"%,
"Biomedical Optics Express","BIOMED OPT EXPRESS","2156-7085","2156-7085","OPTICS - SCIE","14,699","3.4","Q2","0.98","98.98"%,
"Pathogens and Global Health","PATHOG GLOB HEALTH","2047-7724","2047-7732","PARASITOLOGY - SCIE","1,872","3.4","Q1","0.9","10.68"%,
"CANCER CYTOPATHOLOGY","CANCER CYTOPATHOL","1934-662X","1934-6638","PATHOLOGY - SCIE","3,190","3.4","Q2","0.87","10.21"%,
"JOURNAL OF ORAL PATHOLOGY & MEDICINE","J ORAL PATHOL MED","0904-2512","1600-0714","PATHOLOGY - SCIE","6,384","3.3","Q2","1.3","6.8"%,
"HUMAN PATHOLOGY","HUM PATHOL","0046-8177","1532-8392","PATHOLOGY - SCIE","13,590","3.3","Q2","1.17","12.16"%,
"INFRARED PHYSICS & TECHNOLOGY","INFRARED PHYS TECHN","1350-4495","1879-0275","OPTICS - SCIE","9,115","3.3","Q2","0.79","4.84"%,
"Brain Tumor Pathology","BRAIN TUMOR PATHOL","1433-7398","1861-387X","PATHOLOGY - SCIE","966","3.3","Q2","0.68","6.17"%,
"INTERNATIONAL JOURNAL OF IMAGING SYSTEMS AND TECHNOLOGY","INT J IMAG SYST TECH","0899-9457","1098-1098","OPTICS - SCIE","2,110","3.3","Q2","0.67","2.8"%,
"JOURNAL OF THE AMERICAN ACADEMY OF ORTHOPAEDIC SURGEONS","J AM ACAD ORTHOP SUR","1067-151X","1940-5480","ORTHOPEDICS - SCIE","9,961","3.2","Q1","1.15","1.04"%,
"Parasites & Vectors","PARASITE VECTOR","1756-3305","1756-3305","PARASITOLOGY - SCIE","21,519","3.2","Q1","1.1","99.82"%,
"IEEE Transactions on Terahertz Science and Technology","IEEE T THZ SCI TECHN","2156-342X","2156-3446","OPTICS - SCIE","3,110","3.2","Q2","0.95","13.73"%,
"JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY","J NEUROPATH EXP NEUR","0022-3069","1554-6578","PATHOLOGY - SCIE","10,327","3.2","Q2","0.86","16.11"%,
"Ticks and Tick-Borne Diseases","TICKS TICK-BORNE DIS","1877-959X","1877-9603","PARASITOLOGY - SCIE","5,614","3.2","Q1","0.82","26.75"%,
"Parasite Epidemiology and Control","PARASITE EPIDEM CONT","2405-6731","2405-6731","PARASITOLOGY - ESCI","603","3.2","N/A","0.64","97.74"%,
"Analytical Cellular Pathology","ANAL CELL PATHOL","2210-7177","2210-7185","PATHOLOGY - SCIE","1,127","3.2","Q2","0.6","100"%,
"INTERNATIONAL JOURNAL OF PHOTOENERGY","INT J PHOTOENERGY","1110-662X","1687-529X","OPTICS - SCIE","4,203","3.2","Q2","0.56","100"%,
"CONDOR","CONDOR","0010-5422","1938-5129","ORNITHOLOGY - SCIE","4,697","3.1","Q1","1.8","21.67"%,
"Bone & Joint Open","BONE JOINT OPEN","2633-1462","2633-1462","ORTHOPEDICS - ESCI","787","3.1","N/A","1.5","89.97"%,
"Knee Surgery & Related Research","KNEE SURG RELAT RES","N/A","2234-2451","ORTHOPEDICS - ESCI","1,180","3.1","N/A","1.09","100"%,
"OPTIK","OPTIK","0030-4026","1618-1336","OPTICS - SCIE","33,122","3.1","Q2","0.96","1.25"%,
"EUROPEAN CELLS & MATERIALS","EUR CELLS MATER","1473-2262","1473-2262","ORTHOPEDICS - SCIE","3,432","3.1","Q1","0.91","1.5"%,
"Clinical and Experimental Otorhinolaryngology","CLIN EXP OTORHINOLAR","1976-8710","2005-0720","OTORHINOLARYNGOLOGY - SCIE","1,319","3","Q1","1.56","98.62"%,
"JOURNAL OF SHOULDER AND ELBOW SURGERY","J SHOULDER ELB SURG","1058-2746","1532-6500","ORTHOPEDICS - SCIE","17,470","3","Q2","1.23","7.54"%,
"Swiss Journal of Palaeontology","SWISS J PALAEONTOL","1664-2376","1664-2384","PALEONTOLOGY - SCIE","274","3","Q1","1.23","100"%,
"PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","PALAEOGEOGR PALAEOCL","0031-0182","1872-616X","PALEONTOLOGY - SCIE","28,274","3","Q1","1.07","16.53"%,
"SPINE","SPINE","0362-2436","1528-1159","ORTHOPEDICS - SCIE","49,296","3","Q2","1.07","5.23"%,
"Archives of Osteoporosis","ARCH OSTEOPOROS","1862-3522","1862-3514","ORTHOPEDICS - SCIE","3,110","3","Q2","0.93","19.92"%,
"MALARIA JOURNAL","MALARIA J","N/A","1475-2875","PARASITOLOGY - SCIE","17,535","3","Q2","0.84","99.53"%,
"OPTICAL AND QUANTUM ELECTRONICS","OPT QUANT ELECTRON","0306-8919","1572-817X","OPTICS - SCIE","8,969","3","Q2","0.77","4.44"%,
"INTERNATIONAL JOURNAL OF EXPERIMENTAL PATHOLOGY","INT J EXP PATHOL","0959-9673","1365-2613","PATHOLOGY - SCIE","2,131","3","Q2","0.67","9.88"%,
"Journal of X-Ray Science and Technology","J X-RAY SCI TECHNOL","0895-3996","1095-9114","OPTICS - SCIE","1,187","3","Q2","0.62","6.3"%,
"HEAD AND NECK-JOURNAL FOR THE SCIENCES AND SPECIALTIES OF THE HEAD AND NECK","HEAD NECK-J SCI SPEC","1043-3074","1097-0347","OTORHINOLARYNGOLOGY - SCIE","15,188","2.9","Q1","1.35","8.25"%,
"Journal of Foot and Ankle Research","J FOOT ANKLE RES","N/A","1757-1146","ORTHOPEDICS - SCIE","2,048","2.9","Q2","1.05","99.54"%,
"PHYSICAL REVIEW A","PHYS REV A","2469-9926","2469-9934","OPTICS - SCIE","133,150","2.9","Q2","0.87","5.79"%,
"CONNECTIVE TISSUE RESEARCH","CONNECT TISSUE RES","0300-8207","1607-8438","ORTHOPEDICS - SCIE","2,944","2.9","Q2","0.84","3.76"%,
"Journal of Palaeogeography-English","J PALAEOGEOG-ENGLISH","2095-3836","2524-4507","PALEONTOLOGY - SCIE","623","2.9","Q1","0.79","96.59"%,
"Parasite","PARASITE","1252-607X","1776-1042","PARASITOLOGY - SCIE","2,479","2.9","Q2","0.73","96.88"%,
"Tropical Medicine and Infectious Disease","TROP MED INFECT DIS","N/A","2414-6366","PARASITOLOGY - SCIE","2,515","2.9","Q2","0.69","99.75"%,
"Journal of Infrared Millimeter and Terahertz Waves","J INFRARED MILLIM TE","1866-6892","1866-6906","OPTICS - SCIE","2,376","2.9","Q2","0.6","21.69"%,
"AUK","AUK","0004-8038","1938-4254","ORNITHOLOGY - SCIE","5,692","2.8","Q1","1.67","14"%,
"Cartilage","CARTILAGE","1947-6035","1947-6043","ORTHOPEDICS - SCIE","2,203","2.8","Q2","1.3","28.06"%,
"HEARING RESEARCH","HEARING RES","0378-5955","1878-5891","OTORHINOLARYNGOLOGY - SCIE","11,597","2.8","Q1","1.24","29.57"%,
"JOURNAL OF ORTHOPAEDIC RESEARCH","J ORTHOP RES","0736-0266","1554-527X","ORTHOPEDICS - SCIE","17,241","2.8","Q2","1.14","15.49"%,
"Journal of Orthopaedics and Traumatology","J ORTHOP TRAUMATOL","1590-9921","1590-9999","ORTHOPEDICS - SCIE","1,434","2.8","Q2","1.11","99.25"%,
"PATHOLOGY RESEARCH AND PRACTICE","PATHOL RES PRACT","0344-0338","1618-0631","PATHOLOGY - SCIE","7,503","2.8","Q2","0.97","11.33"%,
"EUROPEAN SPINE JOURNAL","EUR SPINE J","0940-6719","1432-0932","ORTHOPEDICS - SCIE","20,379","2.8","Q2","0.86","22.15"%,
"Optical Materials Express","OPT MATER EXPRESS","2159-3930","2159-3930","OPTICS - SCIE","9,428","2.8","Q2","0.76","96.85"%,
"Journal of Biophotonics","J BIOPHOTONICS","1864-063X","1864-0648","OPTICS - SCIE","5,494","2.8","Q2","0.73","19.18"%,
"MEMORIAS DO INSTITUTO OSWALDO CRUZ","MEM I OSWALDO CRUZ","0074-0276","1678-8060","PARASITOLOGY - SCIE","6,336","2.8","Q2","0.73","95.81"%,
"PATHOLOGY & ONCOLOGY RESEARCH","PATHOL ONCOL RES","1219-4956","1532-2807","PATHOLOGY - SCIE","3,917","2.8","Q2","0.69","60.5"%,
"APMIS","APMIS","0903-4641","1600-0463","PATHOLOGY - SCIE","4,656","2.8","Q2","0.58","12.95"%,
"PALAEONTOGRAPHICA ABTEILUNG A-PALAOZOOLOGIE-STRATIGRAPHIE","PALAEONTOGR ABT A","0375-0442","0375-0442","PALEONTOLOGY - SCIE","671","2.7","Q1","1.33","0"%,
"Trends in Hearing","TRENDS HEAR","2331-2165","2331-2165","OTORHINOLARYNGOLOGY - SCIE","1,608","2.7","Q1","1.32","90.48"%,
"CLINICAL JOURNAL OF SPORT MEDICINE","CLIN J SPORT MED","1050-642X","1536-3724","ORTHOPEDICS - SCIE","4,852","2.7","Q2","1.27","2.96"%,
"INTERNATIONAL ORTHOPAEDICS","INT ORTHOP","0341-2695","1432-5195","ORTHOPEDICS - SCIE","13,022","2.7","Q2","1.19","16.82"%,
"FOOT & ANKLE INTERNATIONAL","FOOT ANKLE INT","1071-1007","1944-7876","ORTHOPEDICS - SCIE","12,045","2.7","Q2","1.14","5.15"%,
"INTERNATIONAL JOURNAL OF AUDIOLOGY","INT J AUDIOL","1499-2027","1708-8186","OTORHINOLARYNGOLOGY - SCIE","5,892","2.7","Q1","1.03","27.1"%,
"PALEOBIOLOGY","PALEOBIOLOGY","0094-8373","1938-5331","PALEONTOLOGY - SCIE","3,898","2.7","Q1","0.95","58.06"%,
"ACTA TROPICA","ACTA TROP","0001-706X","1873-6254","PARASITOLOGY - SCIE","11,501","2.7","Q2","0.91","14.16"%,
"OPTICAL FIBER TECHNOLOGY","OPT FIBER TECHNOL","1068-5200","1095-9912","OPTICS - SCIE","4,797","2.7","Q2","0.72","5.02"%,
"Photonics and Nanostructures-Fundamentals and Applications","PHOTONIC NANOSTRUCT","1569-4410","1569-4429","OPTICS - SCIE","1,273","2.7","Q2","0.59","5.61"%,
"JOURNAL OF NONLINEAR OPTICAL PHYSICS & MATERIALS","J NONLINEAR OPT PHYS","0218-8635","1793-6624","OPTICS - SCIE","662","2.7","Q2","0.29","1.2"%,
"PALAEONTOLOGY","PALAEONTOLOGY","0031-0239","1475-4983","PALEONTOLOGY - SCIE","4,500","2.6","Q1","1.3","22.82"%,
"EUROPEAN ARCHIVES OF OTO-RHINO-LARYNGOLOGY","EUR ARCH OTO-RHINO-L","0937-4477","1434-4726","OTORHINOLARYNGOLOGY - SCIE","13,645","2.6","Q2","1.29","24.55"%,
"DYSPHAGIA","DYSPHAGIA","0179-051X","1432-0460","OTORHINOLARYNGOLOGY - SCIE","5,546","2.6","Q2","1.12","20.72"%,
"American Journal of Rhinology & Allergy","AM J RHINOL ALLERGY","1945-8924","1945-8932","OTORHINOLARYNGOLOGY - SCIE","4,167","2.6","Q2","1.07","2.68"%,
"Journal of Orthopaedic Surgery and Research","J ORTHOP SURG RES","1749-799X","1749-799X","ORTHOPEDICS - SCIE","9,003","2.6","Q2","1.05","99.78"%,
"VETERINARY PARASITOLOGY","VET PARASITOL","0304-4017","1873-2550","PARASITOLOGY - SCIE","17,358","2.6","Q2","0.96","13.88"%,
"JOURNAL OF SYSTEMATIC PALAEONTOLOGY","J SYST PALAEONTOL","1477-2019","1478-0941","PALEONTOLOGY - SCIE","1,599","2.6","Q1","0.95","7.74"%,
"LARYNGOSCOPE","LARYNGOSCOPE","0023-852X","1531-4995","OTORHINOLARYNGOLOGY - SCIE","28,923","2.6","Q2","0.91","6.71"%,
