"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"International Journal of Mining Science and Technology","INT J MIN SCI TECHNO","2095-2686","2212-6066","MINING & MINERAL PROCESSING - SCIE","7,438","11.8","Q1","3.15","92.99"%,
"CLINICAL INFECTIOUS DISEASES","CLIN INFECT DIS","1058-4838","1537-6591","MICROBIOLOGY - SCIE","94,663","11.8","Q1","2.5","35.65"%,
"Nature Computational Science","NAT COMPUT SCI","N/A","2662-8457","MULTIDISCIPLINARY SCIENCES - ESCI","914","11.3","N/A","2.21","21.48"%,
"FEMS MICROBIOLOGY REVIEWS","FEMS MICROBIOL REV","0168-6445","1574-6976","MICROBIOLOGY - SCIE","17,298","11.3","Q1","1.22","46.45"%,
"PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","P NATL ACAD SCI USA","0027-8424","1091-6490","MULTIDISCIPLINARY SCIENCES - SCIE","788,682","11.1","Q1","2.52","56.04"%,
"ISME Journal","ISME J","1751-7362","1751-7370","MICROBIOLOGY - SCIE","40,061","11","Q1","2.59","64.18"%,
"Research","RESEARCH-CHINA","2096-5168","2639-5274","MULTIDISCIPLINARY SCIENCES - SCIE","4,694","11","Q1","1.58","84.78"%,
"International Journal of Antimicrobial Agents","INT J ANTIMICROB AG","0924-8579","1872-7913","MICROBIOLOGY - SCIE","17,254","10.8","Q1","2.56","21.05"%,
"Journal of Advanced Research","J ADV RES","2090-1232","2090-1224","MULTIDISCIPLINARY SCIENCES - SCIE","9,575","10.7","Q1","2.34","95.2"%,
"Annual Review of Microbiology","ANNU REV MICROBIOL","0066-4227","1545-3251","MICROBIOLOGY - SCIE","11,299","10.5","Q1","1.14","0"%,
"Research Synthesis Methods","RES SYNTH METHODS","1759-2879","1759-2887","MULTIDISCIPLINARY SCIENCES - SCIE","6,362","9.8","Q1","2","43.07"%,
"Scientific Data","SCI DATA","N/A","2052-4463","MULTIDISCIPLINARY SCIENCES - SCIE","22,811","9.8","Q1","1.86","99.73"%,
"JOURNAL OF CLINICAL MICROBIOLOGY","J CLIN MICROBIOL","0095-1137","1098-660X","MICROBIOLOGY - SCIE","50,245","9.4","Q1","1.74","26.16"%,
"GigaScience","GIGASCIENCE","2047-217X","2047-217X","MULTIDISCIPLINARY SCIENCES - SCIE","9,104","9.2","Q1","2.29","96.08"%,
"npj Biofilms and Microbiomes","NPJ BIOFILMS MICROBI","N/A","2055-5008","MICROBIOLOGY - SCIE","2,864","9.2","Q1","1.97","99.6"%,
"PERSOONIA","PERSOONIA","0031-5850","N/A","MYCOLOGY - SCIE","2,843","9.1","Q1","3.19","61.11"%,
"International Journal of Coal Science & Technology","INT J COAL SCI TECHN","2095-8293","2198-7823","MINING & MINERAL PROCESSING - ESCI","2,495","8.3","N/A","1.69","100"%,
"Environmental Microbiome","ENVIRON MICROBIOME","N/A","2524-6372","MICROBIOLOGY - SCIE","457","7.9","Q1","1.56","100"%,
"JOURNAL OF MICROBIOLOGY IMMUNOLOGY AND INFECTION","J MICROBIOL IMMUNOL","1684-1182","1995-9133","MICROBIOLOGY - SCIE","5,137","7.4","Q1","1.48","96"%,
"INTERNATIONAL JOURNAL OF ROCK MECHANICS AND MINING SCIENCES","INT J ROCK MECH MIN","1365-1609","1873-4545","MINING & MINERAL PROCESSING - SCIE","33,997","7.2","Q1","2.28","13.68"%,
"Machine Learning-Science and Technology","MACH LEARN-SCI TECHN","N/A","2632-2153","MULTIDISCIPLINARY SCIENCES - SCIE","1,535","6.8","Q1","1.18","99.36"%,
"Biofilm","BIOFILM","2590-2075","2590-2075","MICROBIOLOGY - ESCI","539","6.8","N/A","1.05","83.95"%,
"PLoS Pathogens","PLOS PATHOG","1553-7366","1553-7374","MICROBIOLOGY - SCIE","55,803","6.7","Q1","1.55","98.39"%,
"MICROBIOLOGICAL RESEARCH","MICROBIOL RES","0944-5013","1618-0623","MICROBIOLOGY - SCIE","10,505","6.7","Q1","1.15","52.1"%,
"CRITICAL REVIEWS IN MICROBIOLOGY","CRIT REV MICROBIOL","1040-841X","1549-7828","MICROBIOLOGY - SCIE","4,862","6.5","Q1","0.59","11.63"%,
"mBio","MBIO","2150-7511","2150-7511","MICROBIOLOGY - SCIE","34,945","6.4","Q1","1.4","56.45"%,
"JOURNAL OF INFECTIOUS DISEASES","J INFECT DIS","0022-1899","1537-6613","MICROBIOLOGY - SCIE","49,684","6.4","Q1","1.34","33.35"%,
"mSystems","MSYSTEMS","2379-5077","2379-5077","MICROBIOLOGY - SCIE","9,492","6.4","Q1","1.27","57.9"%,
"Fundamental Research","FUND RES-CHINA","2096-9457","2667-3258","MULTIDISCIPLINARY SCIENCES - ESCI","705","6.2","N/A","0.78","95.14"%,
"Fungal Biology Reviews","FUNGAL BIOL REV","1749-4613","1878-0253","MYCOLOGY - SCIE","1,679","6","Q1","0.83","35.53"%,
"ECONOMIC GEOLOGY","ECON GEOL","0361-0128","1554-0774","MINERALOGY - SCIE","15,069","5.8","Q1","1.64","12.7"%,
"MICROBES AND INFECTION","MICROBES INFECT","1286-4579","1769-714X","MICROBIOLOGY - SCIE","6,753","5.8","Q1","1.18","19.53"%,
"iScience","ISCIENCE","N/A","2589-0042","MULTIDISCIPLINARY SCIENCES - SCIE","21,604","5.8","Q1","1.05","90.75"%,
"Microbial Biotechnology","MICROB BIOTECHNOL","1751-7915","1751-7915","MICROBIOLOGY - SCIE","7,865","5.7","Q1","1.06","67.4"%,
"Frontiers in Bioengineering and Biotechnology","FRONT BIOENG BIOTECH","2296-4185","2296-4185","MULTIDISCIPLINARY SCIENCES - SCIE","25,676","5.7","Q1","0.93","99.23"%,
"Annals of Clinical Microbiology and Antimicrobials","ANN CLIN MICROB ANTI","N/A","1476-0711","MICROBIOLOGY - SCIE","3,060","5.7","Q1","0.88","100"%,
"Frontiers in Cellular and Infection Microbiology","FRONT CELL INFECT MI","2235-2988","2235-2988","MICROBIOLOGY - SCIE","26,746","5.7","Q1","0.84","99.48"%,
"Expert Review of Anti-Infective Therapy","EXPERT REV ANTI-INFE","1478-7210","1744-8336","MICROBIOLOGY - SCIE","6,213","5.7","Q1","0.74","7.41"%,
"APPLIED CLAY SCIENCE","APPL CLAY SCI","0169-1317","1872-9053","MINERALOGY - SCIE","25,416","5.6","Q1","1.19","10.17"%,
"Antimicrobial Resistance and Infection Control","ANTIMICROB RESIST IN","2047-2994","2047-2994","MICROBIOLOGY - SCIE","6,116","5.5","Q1","1.16","99.2"%,
"MYCOPATHOLOGIA","MYCOPATHOLOGIA","0301-486X","1573-0832","MYCOLOGY - SCIE","4,953","5.5","Q1","0.86","16.6"%,
"IMA Fungus","IMA FUNGUS","2210-6340","2210-6359","MYCOLOGY - SCIE","1,340","5.4","Q1","1.75","100"%,
"INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY","INT J FOOD MICROBIOL","0168-1605","1879-3460","MICROBIOLOGY - SCIE","30,439","5.4","Q1","1.26","21.56"%,
"Beneficial Microbes","BENEF MICROBES","1876-2883","1876-2891","MICROBIOLOGY - SCIE","3,229","5.4","Q1","0.81","0.7"%,
"CURRENT OPINION IN MICROBIOLOGY","CURR OPIN MICROBIOL","1369-5274","1879-0364","MICROBIOLOGY - SCIE","12,518","5.4","Q1","0.64","34.84"%,
"MEDICAL MICROBIOLOGY AND IMMUNOLOGY","MED MICROBIOL IMMUN","0300-8584","1432-1831","MICROBIOLOGY - SCIE","2,697","5.4","Q1","0.63","47.9"%,
"FOOD MICROBIOLOGY","FOOD MICROBIOL","0740-0020","1095-9998","MICROBIOLOGY - SCIE","15,447","5.3","Q2","1.27","25.15"%,
"JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY","J ANTIMICROB CHEMOTH","0305-7453","1460-2091","MICROBIOLOGY - SCIE","36,643","5.2","Q2","1.2","22.38"%,
"Frontiers in Microbiology","FRONT MICROBIOL","N/A","1664-302X","MICROBIOLOGY - SCIE","139,872","5.2","Q2","0.96","99.6"%,
"ANNALS OF THE NEW YORK ACADEMY OF SCIENCES","ANN NY ACAD SCI","0077-8923","1749-6632","MULTIDISCIPLINARY SCIENCES - SCIE","47,360","5.2","Q1","0.92","22.15"%,
"Virulence","VIRULENCE","2150-5594","2150-5608","MICROBIOLOGY - SCIE","6,972","5.2","Q2","0.82","100"%,
"Current Clinical Microbiology Reports","CURR CLIN MICROBIOL","2196-5471","2196-5471","MICROBIOLOGY - ESCI","538","5.2","N/A","0.8","39.53"%,
"ENVIRONMENTAL MICROBIOLOGY","ENVIRON MICROBIOL","1462-2912","1462-2920","MICROBIOLOGY - SCIE","31,309","5.1","Q2","1","25.21"%,
"NPJ Microgravity","NPJ MICROGRAVITY","N/A","2373-8065","MULTIDISCIPLINARY SCIENCES - SCIE","1,055","5.1","Q1","0.92","99.32"%,
"Mineral Processing and Extractive Metallurgy Review","MIN PROC EXT MET REV","0882-7508","1547-7401","MINING & MINERAL PROCESSING - SCIE","2,645","5","Q1","0.99","6.64"%,
"PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES","PHILOS T R SOC A","1364-503X","1471-2962","MULTIDISCIPLINARY SCIENCES - SCIE","26,783","5","Q2","0.96","30.03"%,
"MYCOSES","MYCOSES","0933-7407","1439-0507","MYCOLOGY - SCIE","6,026","4.9","Q2","1.59","15.75"%,
"ANTIMICROBIAL AGENTS AND CHEMOTHERAPY","ANTIMICROB AGENTS CH","0066-4804","1098-6596","MICROBIOLOGY - SCIE","72,531","4.9","Q2","1.29","24.38"%,
"Probiotics and Antimicrobial Proteins","PROBIOTICS ANTIMICRO","1867-1306","1867-1314","MICROBIOLOGY - SCIE","4,207","4.9","Q2","1.11","7.72"%,
"GLOBAL CHALLENGES","GLOB CHALL","N/A","2056-6646","MULTIDISCIPLINARY SCIENCES - SCIE","1,942","4.9","Q2","0.76","70.06"%,
"One Health Outlook","ONE HEALTH OUTLOOK","2524-4655","2524-4655","MICROBIOLOGY - ESCI","245","4.9","N/A","0.74","98.39"%,
"MINERALIUM DEPOSITA","MINER DEPOSITA","0026-4598","1432-1866","MINERALOGY - SCIE","7,183","4.8","Q1","1.54","20.66"%,
"MINERALS ENGINEERING","MINER ENG","0892-6875","0892-6875","MINERALOGY - SCIE","21,602","4.8","Q1","1.33","9"%,
"MINERALS ENGINEERING","MINER ENG","0892-6875","0892-6875","MINING & MINERAL PROCESSING - SCIE","21,602","4.8","Q1","1.33","9"%,
"mSphere","MSPHERE","N/A","2379-5042","MICROBIOLOGY - SCIE","8,072","4.8","Q2","0.98","71.28"%,
"International Journal of Minerals Metallurgy and Materials","INT J MIN MET MATER","1674-4799","1869-103X","MINING & MINERAL PROCESSING - SCIE","5,710","4.8","Q1","0.94","1.91"%,
"AIMS Microbiology","AIMS MICROBIOL","2471-1888","2471-1888","MICROBIOLOGY - ESCI","1,211","4.8","N/A","0.5","95.83"%,
"FRACTALS-COMPLEX GEOMETRY PATTERNS AND SCALING IN NATURE AND SOCIETY","FRACTALS","0218-348X","1793-6543","MULTIDISCIPLINARY SCIENCES - SCIE","5,490","4.7","Q2","1.75","38.8"%,
"Animal Microbiome","ANIM MICROBIOME","N/A","2524-4671","MICROBIOLOGY - ESCI","806","4.7","N/A","1.63","100"%,
"Journal of Fungi","J FUNGI","N/A","2309-608X","MICROBIOLOGY - SCIE","10,795","4.7","Q2","0.99","99.56"%,
"Journal of Fungi","J FUNGI","N/A","2309-608X","MYCOLOGY - SCIE","10,795","4.7","Q2","0.99","99.56"%,
"Scientific Reports","SCI REP-UK","2045-2322","2045-2322","MULTIDISCIPLINARY SCIENCES - SCIE","738,367","4.6","Q2","1.06","99.57"%,
"Microbial Cell","MICROB CELL","2311-2638","2311-2638","MICROBIOLOGY - SCIE","1,094","4.6","Q2","0.54","96.97"%,
"Elements","ELEMENTS","1811-5209","1811-5217","MINERALOGY - SCIE","4,282","4.5","Q1","1.37","3.33"%,
"Journal of Oral Microbiology","J ORAL MICROBIOL","N/A","2000-2297","MICROBIOLOGY - SCIE","1,849","4.5","Q2","1.12","96.86"%,
"Microorganisms","MICROORGANISMS","N/A","2076-2607","MICROBIOLOGY - SCIE","29,559","4.5","Q2","0.8","99.28"%,
"EUROPEAN JOURNAL OF CLINICAL MICROBIOLOGY & INFECTIOUS DISEASES","EUR J CLIN MICROBIOL","0934-9723","1435-4373","MICROBIOLOGY - SCIE","12,246","4.5","Q2","0.79","24.23"%,
"Phytobiomes Journal","PHYTOBIOMES J","N/A","2471-2906","MICROBIOLOGY - SCIE","743","4.4","Q2","1.12","99.07"%,
"APPLIED AND ENVIRONMENTAL MICROBIOLOGY","APPL ENVIRON MICROB","0099-2240","1098-5336","MICROBIOLOGY - SCIE","105,558","4.4","Q2","0.97","22.99"%,
"HELICOBACTER","HELICOBACTER","1083-4389","1523-5378","MICROBIOLOGY - SCIE","4,445","4.4","Q2","0.88","7.66"%,
"Mycology-An International Journal On Fungal Biology","MYCOLOGY-UK","2150-1203","2150-1211","MYCOLOGY - ESCI","902","4.2","N/A","0.91","97.5"%,
"BMC MICROBIOLOGY","BMC MICROBIOL","1471-2180","1471-2180","MICROBIOLOGY - SCIE","17,022","4.2","Q2","0.89","99.22"%,
"Gut Pathogens","GUT PATHOG","1757-4749","1757-4749","MICROBIOLOGY - SCIE","2,501","4.2","Q2","0.89","100"%,
"FEMS MICROBIOLOGY ECOLOGY","FEMS MICROBIOL ECOL","0168-6496","1574-6941","MICROBIOLOGY - SCIE","19,537","4.2","Q2","0.8","18.31"%,
"Open Forum Infectious Diseases","OPEN FORUM INFECT DI","2328-8957","2328-8957","MICROBIOLOGY - SCIE","11,295","4.2","Q2","0.69","93.12"%,
"INTERNATIONAL JOURNAL OF MEDICAL MICROBIOLOGY","INT J MED MICROBIOL","1438-4221","1618-0607","MICROBIOLOGY - SCIE","4,949","4.1","Q2","0.7","98.37"%,
"Heliyon","HELIYON","N/A","2405-8440","MULTIDISCIPLINARY SCIENCES - SCIE","35,785","4","Q2","0.8","91.86"%,
"JOURNAL OF APPLIED MICROBIOLOGY","J APPL MICROBIOL","1364-5072","1365-2672","MICROBIOLOGY - SCIE","26,448","4","Q2","0.68","10.73"%,
"New Microbes and New Infections","NEW MICROB NEW INFEC","N/A","2052-2975","MICROBIOLOGY - ESCI","2,064","4","N/A","0.59","100"%,
"MYCORRHIZA","MYCORRHIZA","0940-6360","1432-1890","MYCOLOGY - SCIE","4,917","3.9","Q2","1.02","22.22"%,
"Microbial Genomics","MICROB GENOMICS","2057-5858","2057-5858","MICROBIOLOGY - SCIE","3,597","3.9","Q2","0.98","99.38"%,
"Journal of the Royal Society Interface","J R SOC INTERFACE","1742-5689","1742-5662","MULTIDISCIPLINARY SCIENCES - SCIE","18,525","3.9","Q2","0.91","46.54"%,
"Microbial Physiology","MICROB PHYSIOL","2673-1665","2673-1673","MICROBIOLOGY - SCIE","110","3.9","Q2","0.59","83.72"%,
"JOURNAL OF KING SAUD UNIVERSITY SCIENCE","J KING SAUD UNIV SCI","1018-3647","2213-686X","MULTIDISCIPLINARY SCIENCES - SCIE","6,761","3.8","Q2","0.98","91.09"%,
"MICROBIAL PATHOGENESIS","MICROB PATHOGENESIS","0882-4010","1096-1208","MICROBIOLOGY - SCIE","15,595","3.8","Q2","0.72","7.69"%,
"SCIENCE AND ENGINEERING ETHICS","SCI ENG ETHICS","1353-3452","1471-5546","MULTIDISCIPLINARY SCIENCES - SCIE","3,154","3.7","Q2","2.66","50.71"%,
"Molecular Oral Microbiology","MOL ORAL MICROBIOL","2041-1006","2041-1014","MICROBIOLOGY - SCIE","1,435","3.7","Q2","1.1","13.4"%,
"Microbiology Spectrum","MICROBIOL SPECTR","2165-0497","2165-0497","MICROBIOLOGY - SCIE","9,899","3.7","Q2","0.93","58.35"%,
"PLoS One","PLOS ONE","1932-6203","1932-6203","MULTIDISCIPLINARY SCIENCES - SCIE","886,919","3.7","Q2","0.91","96.67"%,
"Pathogens","PATHOGENS","N/A","2076-0817","MICROBIOLOGY - SCIE","13,872","3.7","Q2","0.67","99.31"%,
"MICROBIAL ECOLOGY","MICROB ECOL","0095-3628","1432-184X","MICROBIOLOGY - SCIE","14,049","3.6","Q2","1.03","17.66"%,
"JOURNAL DE MYCOLOGIE MEDICALE","J MYCOL MED","1156-5233","1773-0449","MYCOLOGY - SCIE","1,673","3.6","Q2","0.73","15.57"%,
"MOLECULAR MICROBIOLOGY","MOL MICROBIOL","0950-382X","1365-2958","MICROBIOLOGY - SCIE","32,689","3.6","Q2","0.67","27.43"%,
"CONTRIBUTIONS TO MINERALOGY AND PETROLOGY","CONTRIB MINERAL PETR","0010-7999","1432-0967","MINERALOGY - SCIE","20,484","3.5","Q1","1.13","32.21"%,
"LITHOS","LITHOS","0024-4937","1872-6143","MINERALOGY - SCIE","29,778","3.5","Q1","1.08","9.67"%,
"Royal Society Open Science","ROY SOC OPEN SCI","2054-5703","2054-5703","MULTIDISCIPLINARY SCIENCES - SCIE","16,105","3.5","Q2","0.86","94.37"%,
"PROCEEDINGS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES","P ROY SOC A-MATH PHY","1364-5021","1471-2946","MULTIDISCIPLINARY SCIENCES - SCIE","24,204","3.5","Q2","0.75","28.6"%,
"JAC-Antimicrobial Resistance","JAC-ANTIMICROB RESIS","N/A","2632-1823","MICROBIOLOGY - ESCI","862","3.5","N/A","0.66","85.5"%,
"SYSTEMATIC AND APPLIED MICROBIOLOGY","SYST APPL MICROBIOL","0723-2020","1618-0984","MICROBIOLOGY - SCIE","5,063","3.4","Q2","0.82","23.38"%,
"MicrobiologyOpen","MICROBIOLOGYOPEN","2045-8827","2045-8827","MICROBIOLOGY - SCIE","3,882","3.4","Q2","0.69","80.76"%,
"Food and Environmental Virology","FOOD ENVIRON VIROL","1867-0334","1867-0342","MICROBIOLOGY - SCIE","1,367","3.4","Q2","0.68","19.23"%,
"International Journal of Microbiology","INT J MICROBIOL","1687-918X","1687-9198","MICROBIOLOGY - ESCI","2,551","3.4","N/A","0.57","99.65"%,
"CELLULAR MICROBIOLOGY","CELL MICROBIOL","1462-5814","1462-5822","MICROBIOLOGY - SCIE","9,250","3.4","Q2","0.55","85.06"%,
"ORE GEOLOGY REVIEWS","ORE GEOL REV","0169-1368","1872-7360","MINERALOGY - SCIE","17,947","3.3","Q2","1.23","38.97"%,
"ORE GEOLOGY REVIEWS","ORE GEOL REV","0169-1368","1872-7360","MINING & MINERAL PROCESSING - SCIE","17,947","3.3","Q2","1.23","38.97"%,
"VETERINARY MICROBIOLOGY","VET MICROBIOL","0378-1135","1873-2542","MICROBIOLOGY - SCIE","18,657","3.3","Q3","1.14","10.21"%,
"Journal of Taibah University for Science","J TAIBAH UNIV SCI","1658-3655","1658-3655","MULTIDISCIPLINARY SCIENCES - SCIE","2,873","3.3","Q2","1.02","98.8"%,
"MycoKeys","MYCOKEYS","1314-4057","1314-4049","MYCOLOGY - SCIE","1,329","3.3","Q2","0.96","96.38"%,
"Advanced Theory and Simulations","ADV THEOR SIMUL","N/A","2513-0390","MULTIDISCIPLINARY SCIENCES - SCIE","2,367","3.3","Q2","0.65","14.66"%,
"JOURNAL OF ANTIBIOTICS","J ANTIBIOT","0021-8820","1881-1469","MICROBIOLOGY - SCIE","10,030","3.3","Q3","0.59","7.45"%,
"Environmental Microbiology Reports","ENV MICROBIOL REP","1758-2229","1758-2229","MICROBIOLOGY - SCIE","4,488","3.3","Q3","0.58","20.41"%,
"Pathogens and Disease","PATHOG DIS","2049-632X","2049-632X","MICROBIOLOGY - SCIE","2,637","3.3","Q3","0.54","14.63"%,
"Ticks and Tick-Borne Diseases","TICKS TICK-BORNE DIS","1877-959X","1877-9603","MICROBIOLOGY - SCIE","5,614","3.2","Q3","0.82","26.75"%,
"JOURNAL OF BACTERIOLOGY","J BACTERIOL","0021-9193","1098-5530","MICROBIOLOGY - SCIE","60,666","3.2","Q3","0.67","14.53"%,
"FEMS YEAST RESEARCH","FEMS YEAST RES","1567-1356","1567-1364","MICROBIOLOGY - SCIE","4,970","3.2","Q3","0.54","32.82"%,
"FEMS YEAST RESEARCH","FEMS YEAST RES","1567-1356","1567-1364","MYCOLOGY - SCIE","4,970","3.2","Q2","0.54","32.82"%,
"Innate Immunity","INNATE IMMUN-LONDON","1753-4259","1753-4267","MICROBIOLOGY - SCIE","2,099","3.2","Q3","0.5","94.85"%,
"Tuberculosis","TUBERCULOSIS","1472-9792","1873-281X","MICROBIOLOGY - SCIE","3,767","3.2","Q3","0.49","20.33"%,
"AMERICAN MINERALOGIST","AM MINERAL","0003-004X","1945-3027","MINERALOGY - SCIE","21,961","3.1","Q2","0.93","3.72"%,
"Facets","FACETS","2371-1671","2371-1671","MULTIDISCIPLINARY SCIENCES - SCIE","949","3.1","Q2","0.72","89.86"%,
"Bioscience of Microbiota Food and Health","BIOSCI MICROB FOOD H","2186-6953","2186-3342","MICROBIOLOGY - SCIE","590","3.1","Q3","0.59","97.53"%,
"Frontiers in Big Data","FRONT BIG DATA","N/A","2624-909X","MULTIDISCIPLINARY SCIENCES - ESCI","772","3.1","N/A","0.54","99.29"%,
"JOURNAL OF BASIC MICROBIOLOGY","J BASIC MICROB","0233-111X","1521-4028","MICROBIOLOGY - SCIE","4,202","3.1","Q3","0.51","2.43"%,
"INTERNATIONAL MICROBIOLOGY","INT MICROBIOL","1139-6709","1618-1905","MICROBIOLOGY - SCIE","1,935","3.1","Q3","0.5","11.06"%,
"Future Microbiology","FUTURE MICROBIOL","1746-0913","1746-0921","MICROBIOLOGY - SCIE","5,792","3.1","Q3","0.44","7.23"%,
"PROCEEDINGS OF THE JAPAN ACADEMY SERIES B-PHYSICAL AND BIOLOGICAL SCIENCES","P JPN ACAD B-PHYS","0386-2208","1349-2896","MULTIDISCIPLINARY SCIENCES - SCIE","2,434","3.1","Q2","0.42","95.35"%,
"Beni-Suef University Journal of Basic and Applied Sciences","BENI-SUEF U J BASIC","N/A","2314-8543","MULTIDISCIPLINARY SCIENCES - ESCI","1,400","3.1","N/A","0.37","100"%,
"Mycotoxin Research","MYCOTOXIN RES","0178-7888","1867-1632","MYCOLOGY - SCIE","1,473","3","Q2","0.96","38.61"%,
"FUNGAL GENETICS AND BIOLOGY","FUNGAL GENET BIOL","1087-1845","1096-0937","MYCOLOGY - SCIE","6,295","3","Q2","0.86","28.64"%,
"Forecasting","FORECASTING-BASEL","N/A","2571-9394","MULTIDISCIPLINARY SCIENCES - ESCI","312","3","N/A","0.66","99.26"%,
"ANNALS OF MICROBIOLOGY","ANN MICROBIOL","1590-4261","1869-2044","MICROBIOLOGY - SCIE","4,305","3","Q3","0.6","100"%,
"JOURNAL OF MICROBIOLOGY","J MICROBIOL","1225-8873","1976-3794","MICROBIOLOGY - SCIE","5,125","3","Q3","0.57","0"%,
"INDIAN JOURNAL OF MICROBIOLOGY","INDIAN J MICROBIOL","0046-8991","0973-7715","MICROBIOLOGY - SCIE","2,542","3","Q3","0.56","3.48"%,
"JOURNAL OF MEDICAL MICROBIOLOGY","J MED MICROBIOL","0022-2615","1473-5644","MICROBIOLOGY - SCIE","10,339","3","Q3","0.53","2.35"%,
"SCIENTIFIC AMERICAN","SCI AM","0036-8733","1946-7087","MULTIDISCIPLINARY SCIENCES - SCIE","8,713","3","Q2","0.05","0"%,
"MEDICAL MYCOLOGY","MED MYCOL","1369-3786","1460-2709","MYCOLOGY - SCIE","6,185","2.9","Q3","1.06","7.47"%,
