"Journal Data Filtered By:  Selected Categories: EDUCATION & EDUCATIONAL RESEARCH Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"Assessment & Evaluation in Higher Education","ASSESS EVAL HIGH EDU","0260-2938","1469-297X","EDUCATION & EDUCATIONAL RESEARCH - SSCI","5,629","4.4","Q1","2.14","20.4"%,
"Interactive Technology and Smart Education","INTERACT TECHNOL SMA","1741-5659","1758-8510","EDUCATION & EDUCATIONAL RESEARCH - ESCI","705","4.4","N/A","1.86","1.9"%,
"Journal of Science Education and Technology","J SCI EDUC TECHNOL","1059-0145","1573-1839","EDUCATION & EDUCATIONAL RESEARCH - SSCI","3,099","4.4","Q1","1.67","17.28"%,
"INTERNATIONAL JOURNAL OF EARLY CHILDHOOD","INT J EARLY CHILD","0020-7187","1878-4658","EDUCATION & EDUCATIONAL RESEARCH - ESCI","768","4.4","N/A","1.53","35.37"%,
"SCIENCE EDUCATION","SCI EDUC","0036-8326","1098-237X","EDUCATION & EDUCATIONAL RESEARCH - SSCI","6,197","4.3","Q1","1.96","22.29"%,
"International Journal of Computer-Supported Collaborative Learning","INT J COMP-SUPP COLL","1556-1607","1556-1615","EDUCATION & EDUCATIONAL RESEARCH - SSCI","1,166","4.3","Q1","1.85","37.93"%,
"Language Teaching Research","LANG TEACH RES","1362-1688","1477-0954","EDUCATION & EDUCATIONAL RESEARCH - SSCI","3,789","4.2","Q1","2.13","10.14"%,
"STUDIES IN HIGHER EDUCATION","STUD HIGH EDUC","0307-5079","1470-174X","EDUCATION & EDUCATIONAL RESEARCH - SSCI","8,770","4.2","Q1","2.04","16.39"%,
"READING RESEARCH QUARTERLY","READ RES QUART","0034-0553","1936-2722","EDUCATION & EDUCATIONAL RESEARCH - SSCI","3,712","4.2","Q1","1.76","14.44"%,
"npj Science of Learning","NPJ SCI LEARN","N/A","2056-7936","EDUCATION & EDUCATIONAL RESEARCH - SSCI","688","4.2","Q1","1.55","100"%,
"Campus Virtuales","CAMPUS VIRTUALES","2255-1514","2255-1514","EDUCATION & EDUCATIONAL RESEARCH - ESCI","331","4.1","N/A","2.12","37.5"%,
"Australasian Journal of Educational Technology","AUSTRALAS J EDUC TEC","1449-3098","1449-5554","EDUCATION & EDUCATIONAL RESEARCH - SSCI","2,707","4.1","Q1","1.96","95"%,
"Journal of Writing Research","J WRIT RES","2030-1006","2294-3307","EDUCATION & EDUCATIONAL RESEARCH - ESCI","501","4.1","N/A","1.72","93.02"%,
"Online Learning","ONLINE LEARN","2472-5749","2472-5730","EDUCATION & EDUCATIONAL RESEARCH - ESCI","2,014","4","N/A","2.08","82.99"%,
"EDUCATIONAL TECHNOLOGY & SOCIETY","EDUC TECHNOL SOC","1176-3647","1436-4522","EDUCATION & EDUCATIONAL RESEARCH - SSCI","4,908","4","Q1","1.98","0"%,
"JOURNAL OF EDUCATION FOR TEACHING","J EDUC TEACHING","0260-7476","1360-0540","EDUCATION & EDUCATIONAL RESEARCH - SSCI","1,664","4","Q1","1.71","13.91"%,
"ADVANCES IN HEALTH SCIENCES EDUCATION","ADV HEALTH SCI EDUC","1382-4996","1573-1677","EDUCATION & EDUCATIONAL RESEARCH - SSCI","3,945","4","Q1","1.35","37.5"%,
"Journal of Learning Analytics","J LEARN ANAL","N/A","1929-7750","EDUCATION & EDUCATIONAL RESEARCH - ESCI","926","3.9","N/A","2.29","98.55"%,
"Critical Studies in Education","CRIT STUD EDUC","1750-8487","1750-8495","EDUCATION & EDUCATIONAL RESEARCH - SSCI","1,301","3.9","Q1","2.08","13.74"%,
"TEACHING AND TEACHER EDUCATION","TEACH TEACH EDUC","0742-051X","1879-2480","EDUCATION & EDUCATIONAL RESEARCH - SSCI","15,058","3.9","Q1","2","24.4"%,
"Assessing Writing","ASSESS WRIT","1075-2935","1873-5916","EDUCATION & EDUCATIONAL RESEARCH - SSCI","1,360","3.9","Q1","1.97","8.26"%,
"JOURNAL OF TEACHER EDUCATION","J TEACH EDUC","0022-4871","1552-7816","EDUCATION & EDUCATIONAL RESEARCH - SSCI","4,225","3.9","Q1","1.97","8.53"%,
"SOCIOLOGY OF EDUCATION","SOCIOL EDUC","0038-0407","1939-8573","EDUCATION & EDUCATIONAL RESEARCH - SSCI","3,369","3.9","Q1","1.96","13.79"%,
"Education in the Knowledge Society","EDUC KNOWL SOC","2444-8729","2444-8729","EDUCATION & EDUCATIONAL RESEARCH - ESCI","453","3.9","N/A","1.84","87.21"%,
"Educational Assessment Evaluation and Accountability","EDUC ASSESS EVAL ACC","1874-8597","1874-8600","EDUCATION & EDUCATIONAL RESEARCH - SSCI","809","3.9","Q1","1.51","40.79"%,
"LANGUAGE LEARNING & TECHNOLOGY","LANG LEARN TECHNOL","1094-3501","N/A","EDUCATION & EDUCATIONAL RESEARCH - SSCI","2,126","3.8","Q1","1.89","0"%,
"JOURNAL OF THE LEARNING SCIENCES","J LEARN SCI","1050-8406","1532-7809","EDUCATION & EDUCATIONAL RESEARCH - SSCI","2,932","3.8","Q1","1.87","22.54"%,
"Journal of Professional Capital and Community","J PROF CAP COMMUNITY","2056-9548","2056-9556","EDUCATION & EDUCATIONAL RESEARCH - SSCI","424","3.8","Q1","1.58","2.44"%,
"Policy Insights from the Behavioral and Brain Sciences","POL INS BEH BRAIN SC","2372-7322","2372-7330","EDUCATION & EDUCATIONAL RESEARCH - ESCI","958","3.8","N/A","1.53","10.39"%,
"Thinking Skills and Creativity","THINK SKILLS CREAT","1871-1871","1878-0423","EDUCATION & EDUCATIONAL RESEARCH - SSCI","3,349","3.7","Q1","1.96","12.07"%,
"SCIENTIFIC STUDIES OF READING","SCI STUD READ","1088-8438","1532-799X","EDUCATION & EDUCATIONAL RESEARCH - SSCI","2,961","3.7","Q1","1.59","13.04"%,
"EARLY CHILDHOOD RESEARCH QUARTERLY","EARLY CHILD RES Q","0885-2006","1873-7706","EDUCATION & EDUCATIONAL RESEARCH - SSCI","6,914","3.7","Q1","1.55","15.3"%,
"IEEE Transactions on Learning Technologies","IEEE T LEARN TECHNOL","1939-1382","1939-1382","EDUCATION & EDUCATIONAL RESEARCH - SSCI","1,921","3.7","Q1","1.32","15.43"%,
"Journal of Hospitality Leisure Sport & Tourism Education","J HOSP LEIS SPORT TO","1473-8376","N/A","EDUCATION & EDUCATIONAL RESEARCH - SSCI","1,100","3.7","Q1","1.29","8.76"%,
"Language Teaching","LANG TEACHING","0261-4448","1475-3049","EDUCATION & EDUCATIONAL RESEARCH - SSCI","2,677","3.6","Q1","2.42","16.54"%,
"AMERICAN EDUCATIONAL RESEARCH JOURNAL","AM EDUC RES J","0002-8312","1935-1011","EDUCATION & EDUCATIONAL RESEARCH - SSCI","7,622","3.6","Q1","2.12","3.42"%,
"Educacion XX1","EDUC XX1","1139-613X","2174-5374","EDUCATION & EDUCATIONAL RESEARCH - SSCI","750","3.6","Q1","2.08","100"%,
"Physical Education and Sport Pedagogy","PHYS EDUC SPORT PEDA","1740-8989","1742-5786","EDUCATION & EDUCATIONAL RESEARCH - SSCI","2,505","3.6","Q1","1.96","22.97"%,
"Revista de Psicodidactica","REV PSICODIDACT","1136-1034","2254-4372","EDUCATION & EDUCATIONAL RESEARCH - SSCI","723","3.6","Q1","1.8","6.67"%,
"Education and Training","EDUC TRAIN","0040-0912","1758-6127","EDUCATION & EDUCATIONAL RESEARCH - SSCI","3,252","3.6","Q1","1.7","10.5"%,
"BMC Medical Education","BMC MED EDUC","N/A","1472-6920","EDUCATION & EDUCATIONAL RESEARCH - SSCI","13,853","3.6","Q1","1.53","99.8"%,
"Educational Management Administration & Leadership","EDUC MANAG ADM LEAD","1741-1432","1741-1440","EDUCATION & EDUCATIONAL RESEARCH - SSCI","2,611","3.6","Q1","1.37","15.44"%,
"Computers and Education Open","COMPUT EDUC OPEN","2666-5573","2666-5573","EDUCATION & EDUCATIONAL RESEARCH - ESCI","197","3.6","N/A","1.29","67.89"%,
"Journal of Language Teaching and Learning","J LANG TEACH LEARN","2146-1732","2146-1732","EDUCATION & EDUCATIONAL RESEARCH - ESCI","691","3.6","N/A","0.16","0"%,
"Language Culture and Curriculum","LANG CULT CURRIC","0790-8318","1747-7573","EDUCATION & EDUCATIONAL RESEARCH - SSCI","1,001","3.5","Q2","1.99","9.62"%,
"EDUCATIONAL RESEARCH","EDUC RES-UK","0013-1881","1469-5847","EDUCATION & EDUCATIONAL RESEARCH - SSCI","2,823","3.5","Q2","1.08","39.08"%,
"EDUCATIONAL EVALUATION AND POLICY ANALYSIS","EDUC EVAL POLICY AN","0162-3737","1935-1062","EDUCATION & EDUCATIONAL RESEARCH - SSCI","2,878","3.4","Q2","1.69","5.13"%,
"European Physical Education Review","EUR PHYS EDUC REV","1356-336X","1741-2749","EDUCATION & EDUCATIONAL RESEARCH - SSCI","1,863","3.4","Q2","1.67","21.99"%,
"International Review of Research in Open and Distributed Learning","INT REV RES OPEN DIS","1492-3831","1492-3831","EDUCATION & EDUCATIONAL RESEARCH - SSCI","3,610","3.4","Q2","1.46","0.68"%,
"JOURNAL OF ENGINEERING EDUCATION","J ENG EDUC","1069-4730","2168-9830","EDUCATION & EDUCATIONAL RESEARCH - SSCI","3,013","3.4","Q2","1.33","37.7"%,
"REMIE-Multidisciplinary Journal of Educational Research","REMIE-MULTIDISCIP J","2014-2862","2014-2862","EDUCATION & EDUCATIONAL RESEARCH - ESCI","132","3.4","N/A","1.28","2.86"%,
"Technology Knowledge and Learning","TECHNOL KNOWL LEARN","2211-1662","2211-1670","EDUCATION & EDUCATIONAL RESEARCH - ESCI","1,191","3.3","N/A","1.62","22.08"%,
"International Journal of Distance Education Technologies","INT J DIST EDUC TECH","1539-3100","1539-3119","EDUCATION & EDUCATIONAL RESEARCH - ESCI","337","3.3","N/A","1.61","22.73"%,
"Asia-Pacific Education Researcher","ASIA-PAC EDUC RES","0119-5646","2243-7908","EDUCATION & EDUCATIONAL RESEARCH - SSCI","1,846","3.3","Q2","1.57","3.38"%,
"COMPARATIVE EDUCATION","COMP EDUC","0305-0068","1360-0486","EDUCATION & EDUCATIONAL RESEARCH - SSCI","1,614","3.3","Q2","1.57","25.96"%,
"EDUCATIONAL ADMINISTRATION QUARTERLY","EDUC ADMIN QUART","0013-161X","1552-3519","EDUCATION & EDUCATIONAL RESEARCH - SSCI","2,515","3.3","Q2","1.51","2.63"%,
"EDUCATIONAL REVIEW","EDUC REV","0013-1911","1465-3397","EDUCATION & EDUCATIONAL RESEARCH - SSCI","2,383","3.3","Q2","1.45","26.04"%,
"Metacognition and Learning","METACOGN LEARN","1556-1623","1556-1631","EDUCATION & EDUCATIONAL RESEARCH - SSCI","1,529","3.3","Q2","1.34","41.67"%,
"Journal of Marketing for Higher Education","J MARK HIGH EDUC","0884-1241","1540-7144","EDUCATION & EDUCATIONAL RESEARCH - SSCI","1,069","3.3","Q2","1.08","9.09"%,
"Educational Psychology","EDUC PSYCHOL-UK","0144-3410","1469-5820","EDUCATION & EDUCATIONAL RESEARCH - SSCI","3,886","3.2","Q2","2","13.62"%,
"TESOL QUARTERLY","TESOL QUART","0039-8322","1545-7249","EDUCATION & EDUCATIONAL RESEARCH - SSCI","6,001","3.2","Q2","1.69","17.54"%,
"INTERNATIONAL REVIEW OF EDUCATION","INT REV EDUC","0020-8566","1573-0638","EDUCATION & EDUCATIONAL RESEARCH - ESCI","1,144","3.2","N/A","1.62","27.45"%,
"Educational Studies in Mathematics","EDUC STUD MATH","0013-1954","1573-0816","EDUCATION & EDUCATIONAL RESEARCH - SSCI","4,100","3.2","Q2","1.55","40"%,
"Higher Education Research & Development","HIGH EDUC RES DEV","0729-4360","1469-8366","EDUCATION & EDUCATIONAL RESEARCH - SSCI","5,275","3.2","Q2","1.5","11.09"%,
"International Journal of Educational Research","INT J EDUC RES","0883-0355","1873-538X","EDUCATION & EDUCATIONAL RESEARCH - SSCI","4,346","3.2","Q2","1.41","23.91"%,
"Assessment in Education-Principles Policy & Practice","ASSESS EDUC","0969-594X","1465-329X","EDUCATION & EDUCATIONAL RESEARCH - SSCI","1,752","3.2","Q2","1.4","21.98"%,
"American Journal of Distance Education","AM J DISTANCE EDUC","0892-3647","1538-9286","EDUCATION & EDUCATIONAL RESEARCH - ESCI","1,529","3.2","N/A","1.34","7.5"%,
"Research and Practice in Technology Enhanced Learning","RES PRACT TECH ENHAN","N/A","1793-7078","EDUCATION & EDUCATIONAL RESEARCH - ESCI","628","3.2","N/A","1.33","100"%,
"THEORY INTO PRACTICE","THEOR PRACT","0040-5841","1543-0421","EDUCATION & EDUCATIONAL RESEARCH - SSCI","4,109","3.2","Q2","1.32","1.57"%,
"Journal of Information Technology Education-Research","J INF TECHNOL EDUC-R","1547-9714","1539-3585","EDUCATION & EDUCATIONAL RESEARCH - ESCI","946","3.2","N/A","1.31","88.51"%,
"Environmental Education Research","ENVIRON EDUC RES","1350-4622","1469-5871","EDUCATION & EDUCATIONAL RESEARCH - SSCI","4,914","3.2","Q2","1.22","20.06"%,
"On the Horizon","HORIZON","1074-8121","2054-1708","EDUCATION & EDUCATIONAL RESEARCH - ESCI","820","3.2","N/A","0.57","10.64"%,
"Physical Review Physics Education Research","PHYS REV PHYS EDUC R","2469-9896","2469-9896","EDUCATION & EDUCATIONAL RESEARCH - SSCI","2,227","3.1","Q2","1.49","97.5"%,
"JOURNAL OF HIGHER EDUCATION","J HIGH EDUC-UK","0022-1546","1538-4640","EDUCATION & EDUCATIONAL RESEARCH - SSCI","3,782","3.1","Q2","1.44","5.07"%,
"Studies in Educational Evaluation","STUD EDUC EVAL","0191-491X","N/A","EDUCATION & EDUCATIONAL RESEARCH - SSCI","2,280","3.1","Q2","1.32","16.51"%,
"Large-Scale Assessments in Education","LARGE-SCALE ASSESS E","N/A","2196-0739","EDUCATION & EDUCATIONAL RESEARCH - ESCI","432","3.1","N/A","1.23","100"%,
"International Journal of Sustainability in Higher Education","INT J SUST HIGHER ED","1467-6370","1758-6739","EDUCATION & EDUCATIONAL RESEARCH - SSCI","3,234","3.1","Q2","1.1","11.24"%,
"JOURNAL OF ENVIRONMENTAL EDUCATION","J ENVIRON EDUC","0095-8964","1940-1892","EDUCATION & EDUCATIONAL RESEARCH - SSCI","2,263","3.1","Q2","1.09","11.36"%,
"Journal of English for Academic Purposes","J ENGL ACAD PURP","1475-1585","1878-1497","EDUCATION & EDUCATIONAL RESEARCH - SSCI","2,244","3","Q2","2.2","11.35"%,
"Chemistry Education Research and Practice","CHEM EDUC RES PRACT","1109-4028","1756-1108","EDUCATION & EDUCATIONAL RESEARCH - SSCI","2,692","3","Q2","1.55","6.93"%,
"Education Sciences","EDUC SCI","N/A","2227-7102","EDUCATION & EDUCATIONAL RESEARCH - ESCI","5,877","3","N/A","1.46","99.57"%,
"ZDM-Mathematics Education","ZDM-MATH EDUC","1863-9690","1863-9704","EDUCATION & EDUCATIONAL RESEARCH - SSCI","3,372","3","Q2","1.44","34.84"%,
"Innovation in Language Learning and Teaching","INNOV LANG LEARN TEA","1750-1229","1750-1237","EDUCATION & EDUCATIONAL RESEARCH - SSCI","815","3","Q2","1.43","7.69"%,
"Journal of Interactive Media in Education","J INTERACT MEDIA EDU","1365-893X","1365-893X","EDUCATION & EDUCATIONAL RESEARCH - ESCI","403","3","N/A","1.38","100"%,
"SCHOOL EFFECTIVENESS AND SCHOOL IMPROVEMENT","SCH EFF SCH IMPROV","0924-3453","1744-5124","EDUCATION & EDUCATIONAL RESEARCH - SSCI","1,720","3","Q2","1.17","15.63"%,
"Revista Internacional de Educacion para la Justicia Social","REV INT EDUC JUSTICI","2254-3139","2254-3139","EDUCATION & EDUCATIONAL RESEARCH - ESCI","395","3","N/A","0.91","82.83"%,
"LEARNING ENVIRONMENTS RESEARCH","LEARNING ENVIRON RES","1387-1579","1573-1855","EDUCATION & EDUCATIONAL RESEARCH - ESCI","1,233","2.9","N/A","1.47","27.07"%,
"Journal of Hospitality & Tourism Education","J HOSP TOUR EDUC","1096-3758","2325-6540","EDUCATION & EDUCATIONAL RESEARCH - ESCI","702","2.9","N/A","1.43","1.87"%,
"Teacher Education and Special Education","TEACH EDUC SPEC EDUC","0888-4064","1944-4931","EDUCATION & EDUCATIONAL RESEARCH - SSCI","981","2.9","Q2","1.2","1.56"%,
"SPORT EDUCATION AND SOCIETY","SPORT EDUC SOC","1357-3322","1470-1243","EDUCATION & EDUCATIONAL RESEARCH - SSCI","2,961","2.9","Q2","1.18","21.02"%,
"Early Education and Development","EARLY EDUC DEV","1040-9289","1556-6935","EDUCATION & EDUCATIONAL RESEARCH - SSCI","3,562","2.9","Q2","0.89","7.28"%,
"International Journal of Bilingual Education and Bilingualism","INT J BILING EDUC BI","1367-0050","1747-7522","EDUCATION & EDUCATIONAL RESEARCH - SSCI","3,439","2.8","Q2","2.85","13.39"%,
"Science & Education","SCI EDUC-NETHERLANDS","0926-7220","1573-1901","EDUCATION & EDUCATIONAL RESEARCH - SSCI","2,045","2.8","Q2","1.96","25.75"%,
"Language Testing in Asia","LANG TEST ASIA","N/A","2229-0443","EDUCATION & EDUCATIONAL RESEARCH - ESCI","413","2.8","N/A","1.71","100"%,
"AERA Open","AERA OPEN","N/A","2332-8584","EDUCATION & EDUCATIONAL RESEARCH - SSCI","1,674","2.8","Q2","1.57","95.33"%,
"JOURNAL OF TEACHING IN PHYSICAL EDUCATION","J TEACH PHYS EDUC","0273-5024","1543-2769","EDUCATION & EDUCATIONAL RESEARCH - SSCI","2,701","2.8","Q2","1.44","1.63"%,
"Journal of Educational Change","J EDUC CHANG","1389-2843","1573-1812","EDUCATION & EDUCATIONAL RESEARCH - SSCI","1,182","2.8","Q2","1.41","36.13"%,
"JOURNAL FOR RESEARCH IN MATHEMATICS EDUCATION","J RES MATH EDUC","0021-8251","1945-2306","EDUCATION & EDUCATIONAL RESEARCH - SSCI","2,932","2.8","Q2","1.24","0"%,
"Vocations and Learning","VOCAT LEARN","1874-785X","1874-7868","EDUCATION & EDUCATIONAL RESEARCH - SSCI","603","2.8","Q2","1.2","71.79"%,
"International Journal of Leadership in Education","INT J LEADERSH EDUC","1360-3124","1464-5092","EDUCATION & EDUCATIONAL RESEARCH - ESCI","1,251","2.8","N/A","1.03","13.19"%,
"QUEST","QUEST","0033-6297","1543-2750","EDUCATION & EDUCATIONAL RESEARCH - SSCI","1,997","2.8","Q2","0.98","8.24"%,
"Journal of Agricultural Education & Extension","J AGRIC EDUC EXT","1389-224X","1750-8622","EDUCATION & EDUCATIONAL RESEARCH - SSCI","1,032","2.8","Q2","0.88","26.27"%,
"Frontiers of Education in China","FRONT EDUC CHINA","1673-341X","1673-3533","EDUCATION & EDUCATIONAL RESEARCH - ESCI","358","2.8","N/A","0.59","0"%,
"Teachers and Teaching","TEACH TEACH","1354-0602","1470-1278","EDUCATION & EDUCATIONAL RESEARCH - SSCI","2,880","2.7","Q2","1.38","18.33"%,
"FOREIGN LANGUAGE ANNALS","FOREIGN LANG ANN","0015-718X","1944-9720","EDUCATION & EDUCATIONAL RESEARCH - SSCI","2,226","2.7","Q2","1.36","5.88"%,
"Computer Science Education","COMPUT SCI EDUC","0899-3408","1744-5175","EDUCATION & EDUCATIONAL RESEARCH - ESCI","811","2.7","N/A","1.24","14.63"%,
"Early Childhood Education Journal","EARLY CHILD EDUC J","1082-3301","1573-1707","EDUCATION & EDUCATIONAL RESEARCH - SSCI","2,722","2.7","Q2","1.22","11.86"%,
"Informatics in Education","INFORM EDUC","1648-5831","2335-8971","EDUCATION & EDUCATIONAL RESEARCH - ESCI","511","2.7","N/A","1.21","93.33"%,
