"Journal Data Filtered By:  Selected Categories: HISTORY & PHILOSOPHY OF SCIENCE;HISTORY OF SOCIAL SCIENCES;HORTICULTURE;HOSPITALITY, LEISURE, SPORT & TOURISM Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"Horticulture Research","HORTIC RES-ENGLAND","2662-6810","2052-7276","HORTICULTURE - SCIE","7,792","8.7","Q1","2.21","92.76"%,
"Tourism Management Perspectives","TOUR MANAG PERSPECT","2211-9736","2211-9744","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","6,336","8.7","Q1","1.91","9.66"%,
"Journal of Destination Marketing & Management","J DESTIN MARK MANAGE","2212-571X","2212-5752","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","4,848","8.4","Q1","2.07","9.43"%,
"Journal of Hospitality and Tourism Management","J HOSP TOUR MANAG","1447-6770","1839-5260","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","5,691","8.3","Q1","1.89","0.36"%,
"Current Issues in Tourism","CURR ISSUES TOUR","1368-3500","1747-7603","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","11,548","8","Q1","1.72","6.93"%,
"Tourism Review","TOUR REV","1660-5373","1759-8451","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","3,275","7.8","Q2","1.6","4.15"%,
"Journal of Travel & Tourism Marketing","J TRAVEL TOUR MARK","1054-8408","1540-7306","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","6,552","7.2","Q2","2.03","3.75"%,
"POSTHARVEST BIOLOGY AND TECHNOLOGY","POSTHARVEST BIOL TEC","0925-5214","1873-2356","HORTICULTURE - SCIE","21,271","7","Q1","2.07","10.1"%,
"Journal of Tourism Futures","J TOUR FUTURES","2055-5911","2055-592X","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","986","6.7","N/A","1.17","93.75"%,
"Research Integrity and Peer Review","RES INTEGR PEER REV","N/A","2058-8615","HISTORY & PHILOSOPHY OF SCIENCE - ESCI","691","6.1","N/A","2.5","100"%,
"Journal of Tourism and Services","J TOUR SERV","1804-5650","1804-5650","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","348","6","N/A","1.52","72.22"%,
"Horticultural Plant Journal","HORTIC PLANT J","2095-9885","2468-0141","HORTICULTURE - SCIE","1,348","5.7","Q1","1.42","99.42"%,
"International Review of Sport and Exercise Psychology","INT REV SPORT EXER P","1750-984X","1750-9858","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","1,899","5.5","Q2","0.98","25.89"%,
"THEORETICAL AND APPLIED GENETICS","THEOR APPL GENET","0040-5752","1432-2242","HORTICULTURE - SCIE","25,634","5.4","Q1","1.41","28.85"%,
"Journal of Vacation Marketing","J VACAT MARK","1356-7667","1479-1870","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","2,047","5.1","Q2","0.93","2.63"%,
"Asia Pacific Journal of Tourism Research","ASIA PAC J TOUR RES","1094-1665","1741-6507","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","3,674","5","Q2","1.2","2.36"%,
"Qualitative Research in Sport Exercise and Health","QUAL RES SPORT EXERC","2159-676X","2159-6778","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","3,087","4.9","Q2","1.4","21.05"%,
"Journal of Hospitality and Tourism Technology","J HOSP TOUR TECHNOL","1757-9880","1757-9899","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","1,733","4.7","Q2","1.01","2.94"%,
"International Journal of Tourism Research","INT J TOUR RES","1099-2340","1522-1970","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","4,715","4.6","Q2","1.06","11.26"%,
"AGRICULTURE AND HUMAN VALUES","AGR HUM VALUES","0889-048X","1572-8366","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","4,326","4.5","Q1","1.73","35.79"%,
"AGRICULTURE AND HUMAN VALUES","AGR HUM VALUES","0889-048X","1572-8366","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","4,326","4.5","Q1","1.73","35.79"%,
"Tourism Economics","TOURISM ECON","1354-8166","2044-0375","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","3,957","4.4","Q2","1.13","5.03"%,
"SCIENTIA HORTICULTURAE","SCI HORTIC-AMSTERDAM","0304-4238","1879-1018","HORTICULTURE - SCIE","34,745","4.3","Q1","1.43","8.36"%,
"Tourism Recreation Research","TOUR RECREAT RES","0250-8281","2320-0308","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","2,461","4.2","N/A","1","8.74"%,
"Journal of Hospitality & Tourism Research","J HOSP TOUR RES","1096-3480","1557-7554","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","3,950","4.2","Q2","0.95","3.69"%,
"PUBLIC UNDERSTANDING OF SCIENCE","PUBLIC UNDERST SCI","0963-6625","1361-6609","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","3,865","4.1","N/A","2.15","25.12"%,
"PUBLIC UNDERSTANDING OF SCIENCE","PUBLIC UNDERST SCI","0963-6625","1361-6609","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","3,865","4.1","Q1","2.15","25.12"%,
"Sport Management Review","SPORT MANAG REV","1441-3523","1839-2083","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","3,296","4.1","Q2","1.11","7.34"%,
"LEISURE SCIENCES","LEISURE SCI","0149-0400","1521-0588","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","3,565","4","Q2","0.92","6.51"%,
"Journal of Responsible Innovation","J RESPONSIBLE INNOV","2329-9460","2329-9037","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","784","3.9","Q1","1.72","73.58"%,
"Journal of Hospitality and Tourism Insights","J HOSP TOUR INSIGHTS","2514-9792","2514-9806","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","868","3.9","N/A","0.86","2.02"%,
"Journal of Outdoor Recreation and Tourism-Research Planning and Management","J OUTDOOR REC TOUR","2213-0780","2213-0799","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","1,474","3.8","Q2","0.89","22.69"%,
"SCIENCE AND ENGINEERING ETHICS","SCI ENG ETHICS","1353-3452","1471-5546","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","3,154","3.7","Q1","2.66","50.71"%,
"Journal of Hospitality Leisure Sport & Tourism Education","J HOSP LEIS SPORT TO","1473-8376","N/A","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","1,100","3.7","Q2","1.29","8.76"%,
"Scandinavian Journal of Hospitality and Tourism","SCAND J HOSP TOUR","1502-2250","1502-2269","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","1,524","3.6","Q2","1.33","54.22"%,
"JOURNAL OF SPORT MANAGEMENT","J SPORT MANAGE","0888-4773","1543-270X","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","3,362","3.6","Q2","1.02","1.43"%,
"Cornell Hospitality Quarterly","CORNELL HOSP Q","1938-9655","1938-9663","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","2,046","3.5","Q3","0.9","7.26"%,
"International Journal of Hospitality & Tourism Administration","INT J HOSP TOUR ADM","1525-6480","1525-6499","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","1,107","3.5","N/A","0.9","2.63"%,
"Tourism and Hospitality Research","TOUR HOSP RES","1467-3584","1742-9692","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","1,460","3.5","N/A","0.88","6.11"%,
"BRITISH JOURNAL FOR THE PHILOSOPHY OF SCIENCE","BRIT J PHILOS SCI","0007-0882","1464-3537","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","2,735","3.4","N/A","2.93","50"%,
"BRITISH JOURNAL FOR THE PHILOSOPHY OF SCIENCE","BRIT J PHILOS SCI","0007-0882","1464-3537","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","2,735","3.4","Q1","2.93","50"%,
"BRITISH JOURNAL FOR THE PHILOSOPHY OF SCIENCE","BRIT J PHILOS SCI","0007-0882","1464-3537","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","2,735","3.4","Q1","2.93","50"%,
"PSYCHOLOGY OF SPORT AND EXERCISE","PSYCHOL SPORT EXERC","1469-0292","1878-5476","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","8,281","3.4","Q3","1.21","18.51"%,
"European Sport Management Quarterly","EUR SPORT MANAG Q","1618-4742","1746-031X","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","2,184","3.4","Q3","0.78","19.03"%,
"International Journal of Sport and Exercise Psychology","INT J SPORT EXERC PS","1612-197X","1557-251X","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","1,851","3.3","Q3","0.86","12.83"%,
"Journal of Quality Assurance in Hospitality & Tourism","J QUAL ASSUR HOSP TO","1528-008X","1528-0098","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","1,251","3.3","N/A","0.66","2.63"%,
"JOURNAL OF LEISURE RESEARCH","J LEISURE RES","0022-2216","2159-6417","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","3,442","3.2","Q3","0.95","2.56"%,
"JOURNAL OF APPLIED SPORT PSYCHOLOGY","J APPL SPORT PSYCHOL","1041-3200","1533-1571","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","2,701","3.2","Q3","0.91","13.22"%,
"Life Sciences Society and Policy","LIFE SCI SOC POLICY","N/A","2195-7819","HISTORY & PHILOSOPHY OF SCIENCE - ESCI","266","3.1","N/A","1.45","100"%,
"Horticulturae","HORTICULTURAE","N/A","2311-7524","HORTICULTURE - SCIE","3,978","3.1","Q1","0.93","99.68"%,
"MOLECULAR BREEDING","MOL BREEDING","1380-3743","1572-9788","HORTICULTURE - SCIE","7,105","3.1","Q1","0.88","10"%,
"Journal of Policy Research in Tourism Leisure and Events","J POLICY RES TOUR LE","1940-7963","1940-7971","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","795","3.1","N/A","0.69","16.11"%,
"SOCIAL STUDIES OF SCIENCE","SOC STUD SCI","0306-3127","1460-3659","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","4,436","3","N/A","2.15","42.75"%,
"SOCIAL STUDIES OF SCIENCE","SOC STUD SCI","0306-3127","1460-3659","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","4,436","3","Q1","2.15","42.75"%,
"SOCIAL STUDIES OF SCIENCE","SOC STUD SCI","0306-3127","1460-3659","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","4,436","3","Q1","2.15","42.75"%,
"SPORT EDUCATION AND SOCIETY","SPORT EDUC SOC","1357-3322","1470-1243","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","2,961","2.9","Q3","1.18","21.02"%,
"Science & Education","SCI EDUC-NETHERLANDS","0926-7220","1573-1901","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","2,045","2.8","N/A","1.96","25.75"%,
"Science & Education","SCI EDUC-NETHERLANDS","0926-7220","1573-1901","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","2,045","2.8","Q1","1.96","25.75"%,
"AUSTRALIAN JOURNAL OF GRAPE AND WINE RESEARCH","AUST J GRAPE WINE R","1322-7130","1755-0238","HORTICULTURE - SCIE","3,383","2.8","Q1","0.76","84.56"%,
"Leisure Studies","LEISURE STUD","0261-4367","1466-4496","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","2,420","2.8","Q3","0.62","14.46"%,
"Communication & Sport","COMMUN SPORT","2167-4795","2167-4809","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","1,004","2.7","Q3","1.06","14.07"%,
"Journal of Heritage Tourism","J HERIT TOUR","1743-873X","1747-6631","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","1,280","2.7","N/A","0.67","11.56"%,
"SCIENCE AS CULTURE","SCI CULT-UK","0950-5431","1470-1189","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","1,062","2.6","N/A","1.68","29.21"%,
"SCIENCE AS CULTURE","SCI CULT-UK","0950-5431","1470-1189","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","1,062","2.6","Q1","1.68","29.21"%,
"International Journal of Tourism Cities","INT J TOUR CITIES","2056-5607","2056-5615","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","875","2.6","N/A","0.75","5.45"%,
"Anatolia-International Journal of Tourism and Hospitality Research","ANATOLIA","1303-2917","2156-6909","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","1,467","2.6","N/A","0.58","4.38"%,
"BIOLOGY & PHILOSOPHY","BIOL PHILOS","0169-3867","1572-8404","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","1,682","2.5","N/A","1.62","39.76"%,
"BIOLOGY & PHILOSOPHY","BIOL PHILOS","0169-3867","1572-8404","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","1,682","2.5","Q1","1.62","39.76"%,
"BIOLOGY & PHILOSOPHY","BIOL PHILOS","0169-3867","1572-8404","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","1,682","2.5","Q1","1.62","39.76"%,
"International Journal of Culture Tourism and Hospitality Research","INT J CULT TOUR HOSP","1750-6182","1750-6190","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","1,097","2.5","N/A","0.58","6.06"%,
"Tree Genetics & Genomes","TREE GENET GENOMES","1614-2942","1614-2950","HORTICULTURE - SCIE","3,096","2.4","Q1","0.74","12.43"%,
"Horticulture Environment and Biotechnology","HORTIC ENVIRON BIOTE","2211-3452","2211-3460","HORTICULTURE - SCIE","2,233","2.4","Q1","0.73","4.98"%,
"JOURNAL OF ECOTOURISM","J ECOTOURISM","1472-4049","1747-7638","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","803","2.4","N/A","0.73","6.73"%,
"Tourism Planning & Development","TOUR PLAN DEV","2156-8316","2156-8324","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","1,282","2.4","N/A","0.72","12.15"%,
"JOURNAL OF SPORT & EXERCISE PSYCHOLOGY","J SPORT EXERCISE PSY","0895-2779","1543-2904","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","4,935","2.4","Q3","0.7","0.8"%,
"International Journal of Fruit Science","INT J FRUIT SCI","1553-8362","1553-8621","HORTICULTURE - SCIE","1,371","2.4","Q1","0.63","42.7"%,
"Tourist Studies","TOURIST STUD","1468-7976","1741-3206","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","890","2.4","Q3","0.59","21.05"%,
"European Journal for Sport and Society","EUR J SPORT SOC","1613-8171","2380-5919","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","508","2.4","N/A","0.43","24.66"%,
"EXPLORATIONS IN ECONOMIC HISTORY","EXPLOR ECON HIST","0014-4983","1090-2457","HISTORY OF SOCIAL SCIENCES - SSCI","1,268","2.3","Q1","1.65","24.64"%,
"MINERVA","MINERVA","0026-4695","1573-1871","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","1,504","2.3","Q1","1.32","53.01"%,
"International Review for the Sociology of Sport","INT REV SOCIOL SPORT","1012-6902","1461-7218","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","2,432","2.3","Q3","0.85","24.28"%,
"JOURNAL OF SPORT & SOCIAL ISSUES","J SPORT SOC ISSUES","0193-7235","1552-7638","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","1,468","2.3","Q3","0.64","14.44"%,
"European Journal of Tourism Research","EUR J TOUR RES","1994-7658","1314-0817","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","622","2.3","N/A","0.47","19.66"%,
"ECONOMIC HISTORY REVIEW","ECON HIST REV","0013-0117","1468-0289","HISTORY OF SOCIAL SCIENCES - SSCI","2,347","2.2","Q1","3.12","32.53"%,
"Sport Exercise and Performance Psychology","SPORT EXERC PERFORM","2157-3905","2157-3913","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","934","2.2","Q4","0.72","0"%,
"International Journal of Sports Marketing & Sponsorship","INT J SPORT MARK SPO","1464-6668","2515-7841","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","948","2.2","Q4","0.6","4.7"%,
"RESEARCH QUARTERLY FOR EXERCISE AND SPORT","RES Q EXERCISE SPORT","0270-1367","2168-3824","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","5,204","2.2","Q4","0.57","4.14"%,
"Journal of Global Sport Management","J GLOB SPORT MANAGE","2470-4067","2470-4075","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","329","2.2","N/A","0.53","6.78"%,
"Journal of Tourism and Cultural Change","J TOUR CULT CHANGE","1476-6825","1747-7654","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","879","2.2","Q4","0.51","6.21"%,
"International Journal of Event and Festival Management","INT J EVENT FESTIV M","1758-2954","1758-2962","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","671","2.2","N/A","0.48","5.88"%,
"Tourism & Management Studies","TOUR MANAG STUD","2182-8458","2182-8466","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","344","2.2","N/A","0.47","83.67"%,
"Worldwide Hospitality and Tourism Themes","WORLDW HOSP TOUR THE","1755-4217","1755-4225","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","958","2.2","N/A","0.47","2.91"%,
"Journal of Convention & Event Tourism","J CONV EVENT TOUR","1547-0148","1547-0156","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","509","2.2","N/A","0.39","7.25"%,
"JOURNAL OF ECONOMIC HISTORY","J ECON HIST","0022-0507","1471-6372","HISTORY OF SOCIAL SCIENCES - SSCI","2,983","2.1","Q1","3.28","34.12"%,
"Medicine Health Care and Philosophy","MED HEALTH CARE PHIL","1386-7423","1572-8633","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","1,567","2.1","N/A","1.09","53.66"%,
"Medicine Health Care and Philosophy","MED HEALTH CARE PHIL","1386-7423","1572-8633","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","1,567","2.1","Q1","1.09","53.66"%,
"Measurement in Physical Education and Exercise Science","MEAS PHYS EDUC EXERC","1091-367X","1532-7841","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","1,117","2.1","Q4","0.82","13.01"%,
"International Journal of Sport Policy and Politics","INT J SPORT POLICY P","1940-6940","1940-6959","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","1,189","2.1","N/A","0.6","25.76"%,
"Sports Coaching Review","SPORTS COACH REV","2164-0629","2164-0637","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","332","2.1","N/A","0.49","35.9"%,
"HISTORY AND PHILOSOPHY OF THE LIFE SCIENCES","HIST PHIL LIFE SCI","0391-9714","1742-6316","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","665","2","N/A","1.13","41.88"%,
"HISTORY AND PHILOSOPHY OF THE LIFE SCIENCES","HIST PHIL LIFE SCI","0391-9714","1742-6316","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","665","2","Q1","1.13","41.88"%,
"HISTORY AND PHILOSOPHY OF THE LIFE SCIENCES","HIST PHIL LIFE SCI","0391-9714","1742-6316","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","665","2","Q1","1.13","41.88"%,
"Folia Horticulturae","FOLIA HORTIC","0867-1761","2083-5965","HORTICULTURE - SCIE","573","2","Q2","0.62","100"%,
"Philosophy Ethics and Humanities in Medicine","PHILOS ETHICS HUM ME","1747-5341","1747-5341","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","383","1.9","N/A","1.3","100"%,
"Philosophy Ethics and Humanities in Medicine","PHILOS ETHICS HUM ME","1747-5341","1747-5341","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","383","1.9","Q1","1.3","100"%,
"Philosophy Ethics and Humanities in Medicine","PHILOS ETHICS HUM ME","1747-5341","1747-5341","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","383","1.9","Q1","1.3","100"%,
"Curriculum Studies in Health and Physical Education","CURRIC STUD HEALTH P","2574-2981","2574-299X","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","178","1.9","N/A","0.88","22.08"%,
"AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE","AM J ENOL VITICULT","0002-9254","1943-7749","HORTICULTURE - SCIE","6,076","1.9","Q2","0.61","37.23"%,
"EUPHYTICA","EUPHYTICA","0014-2336","1573-5060","HORTICULTURE - SCIE","13,238","1.9","Q2","0.6","13.54"%,
"JOURNAL OF THE AMERICAN SOCIETY FOR HORTICULTURAL SCIENCE","J AM SOC HORTIC SCI","0003-1062","2327-9788","HORTICULTURE - SCIE","5,528","1.9","Q2","0.59","100"%,
"HORTSCIENCE","HORTSCIENCE","0018-5345","2327-9834","HORTICULTURE - SCIE","12,356","1.9","Q2","0.58","99.85"%,
"JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY","J HORTIC SCI BIOTECH","1462-0316","2380-4084","HORTICULTURE - SCIE","4,231","1.9","Q2","0.52","2.76"%,
"Annals of Leisure Research","ANN LEIS RES","1174-5398","2159-6816","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","1,027","1.9","N/A","0.5","10.84"%,
"International Journal of Sports Science & Coaching","INT J SPORTS SCI COA","1747-9541","2048-397X","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","2,588","1.9","Q4","0.47","17.48"%,
"Journal of China Tourism Research","J CHINA TOUR RES","1938-8160","1938-8179","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","623","1.9","N/A","0.45","1.81"%,
"JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS","J AGR ENVIRON ETHIC","1187-7863","1573-322X","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","1,783","1.8","N/A","0.85","49.4"%,
"JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS","J AGR ENVIRON ETHIC","1187-7863","1573-322X","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","1,783","1.8","Q1","0.85","49.4"%,
"NEW GENETICS AND SOCIETY","NEW GENET SOC","1463-6778","1469-9915","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","434","1.8","Q1","0.74","47.76"%,
"EUROPEAN JOURNAL OF PLANT PATHOLOGY","EUR J PLANT PATHOL","0929-1873","1573-8469","HORTICULTURE - SCIE","8,730","1.8","Q2","0.63","13.19"%,
"Tourism Analysis","TOUR ANAL","1083-5423","1943-3999","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","1,352","1.8","N/A","0.42","8.62"%,
"Social Epistemology","SOC EPISTEMOL","0269-1728","1464-5297","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","1,235","1.7","N/A","1.24","18.42"%,
"Social Epistemology","SOC EPISTEMOL","0269-1728","1464-5297","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","1,235","1.7","Q2","1.24","18.42"%,
"Engineering Studies","ENG STUD","1937-8629","1940-8374","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","239","1.7","Q1","1.1","12.9"%,
"Engineering Studies","ENG STUD","1937-8629","1940-8374","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","239","1.7","Q2","1.1","12.9"%,
"PHILOSOPHY OF SCIENCE","PHILOS SCI","0031-8248","1539-767X","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","4,694","1.7","N/A","1.1","13.3"%,
"PHILOSOPHY OF SCIENCE","PHILOS SCI","0031-8248","1539-767X","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","4,694","1.7","Q1","1.1","13.3"%,
"PHILOSOPHY OF SCIENCE","PHILOS SCI","0031-8248","1539-767X","HISTORY & PHILOSOPHY OF SCIENCE - SSCI","4,694","1.7","Q2","1.1","13.3"%,
"SOCIOLOGY OF SPORT JOURNAL","SOCIOL SPORT J","0741-1235","1543-2785","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","1,643","1.7","Q4","0.76","1.53"%,
"Journal of Sports Economics","J SPORT ECON","1527-0025","1552-7794","HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI","1,353","1.7","Q4","0.53","12.41"%,
"Tourism Review International","TOUR REV INT","1544-2721","1943-4421","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","526","1.7","N/A","0.39","6.67"%,
"Advances in Hospitality and Tourism Research-AHTR","ADV HOSP TOUR RES-AH","2147-9100","2148-7316","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","161","1.7","N/A","0.36","100"%,
"Tourism","TOURISM","1332-7461","1849-1545","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","728","1.7","N/A","0.35","99.09"%,
"Journal of Tourism Management Research","J TOURISM MANAG RES","2408-9117","2313-4178","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI","93","1.7","N/A","0.19","93.18"%,
"Biosemiotics","BIOSEMIOTICS-NETH","1875-1342","1875-1350","HISTORY & PHILOSOPHY OF SCIENCE - AHCI","382","1.6","N/A","2.87","33.33"%,
"Biosemiotics","BIOSEMIOTICS-NETH","1875-1342","1875-1350","HISTORY & PHILOSOPHY OF SCIENCE - SCIE","382","1.6","Q1","2.87","33.33"%,
