"Journal Data Filtered By:  Selected Categories: ONCOLOGY;OPERATIONS RESEARCH & MANAGEMENT SCIENCE;OPHTHALMOLOGY Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"Liver Cancer","LIVER CANCER","2235-1795","1664-5553","ONCOLOGY - SCIE","2,842","13.8","Q1","2.35","100"%,
"OPHTHALMOLOGY","OPHTHALMOLOGY","0161-6420","1549-4713","OPHTHALMOLOGY - SCIE","47,448","13.7","Q1","4.96","26.02"%,
"Journal of the National Comprehensive Cancer Network","J NATL COMPR CANC NE","1540-1405","1540-1413","ONCOLOGY - SCIE","12,716","13.4","Q1","2.35","0.23"%,
"Blood Cancer Journal","BLOOD CANCER J","2044-5385","2044-5385","ONCOLOGY - SCIE","6,523","12.8","Q1","1.91","99.66"%,
"TECHNOVATION","TECHNOVATION","0166-4972","1879-2383","OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE","10,085","12.5","Q1","2.13","23.97"%,
"JOURNAL OF MANUFACTURING SYSTEMS","J MANUF SYST","0278-6125","1878-6642","OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE","10,303","12.1","Q1","2.15","15.21"%,
"INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS","INT J PROD ECON","0925-5273","1873-7579","OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE","37,217","12","Q1","2.14","13.01"%,
"CANCER TREATMENT REVIEWS","CANCER TREAT REV","0305-7372","1532-1967","ONCOLOGY - SCIE","12,849","11.8","Q1","1.51","34.42"%,
"CLINICAL CANCER RESEARCH","CLIN CANCER RES","1078-0432","1557-3265","ONCOLOGY - SCIE","105,188","11.5","Q1","2.53","18.47"%,
"Blood Cancer Discovery","BLOOD CANCER DISCOV","2643-3230","2643-3249","ONCOLOGY - ESCI","794","11.4","N/A","2.18","23.86"%,
"LEUKEMIA","LEUKEMIA","0887-6924","1476-5551","ONCOLOGY - SCIE","33,595","11.4","Q1","1.99","43.66"%,
"Experimental Hematology & Oncology","EXP HEMATOL ONCOL","N/A","2162-3619","ONCOLOGY - SCIE","1,706","11.4","Q1","1.46","100"%,
"JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH","J EXP CLIN CANC RES","N/A","1756-9966","ONCOLOGY - SCIE","23,460","11.3","Q1","2.06","99.66"%,
"CANCER RESEARCH","CANCER RES","0008-5472","1538-7445","ONCOLOGY - SCIE","141,481","11.2","Q1","1.93","15.18"%,
"BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER","BBA-REV CANCER","0304-419X","1879-2561","ONCOLOGY - SCIE","9,303","11.2","Q1","1.36","22.19"%,
"JACC: CardioOncology","JACC-CARDIOONCOL","2666-0873","2666-0873","ONCOLOGY - SCIE","1,345","11.1","Q1","1.66","89.05"%,
"Biomarker Research","BIOMARK RES","N/A","2050-7771","ONCOLOGY - SCIE","2,839","11.1","Q1","1.45","100"%,
"Journal for ImmunoTherapy of Cancer","J IMMUNOTHER CANCER","N/A","2051-1426","ONCOLOGY - SCIE","23,254","10.9","Q1","1.9","99.81"%,
"TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW","TRANSPORT RES E-LOG","1366-5545","1878-5794","OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE","17,072","10.6","Q1","2.32","9.33"%,
"Clinical and Translational Medicine","CLIN TRANSL MED","2001-1326","2001-1326","ONCOLOGY - SCIE","5,458","10.6","Q1","1.62","59.71"%,
"JNCI-Journal of the National Cancer Institute","JNCI-J NATL CANCER I","0027-8874","1460-2105","ONCOLOGY - SCIE","38,065","10.3","Q1","2.37","26.46"%,
"Cancer Immunology Research","CANCER IMMUNOL RES","2326-6066","2326-6074","ONCOLOGY - SCIE","12,883","10.1","Q1","2.07","15.23"%,
"CANCER LETTERS","CANCER LETT","0304-3835","1872-7980","ONCOLOGY - SCIE","43,634","9.7","Q1","1.83","24.39"%,
"INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH","INT J PROD RES","0020-7543","1366-588X","OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE","37,041","9.2","Q1","1.46","7.79"%,
"CANCER AND METASTASIS REVIEWS","CANCER METAST REV","0167-7659","1573-7233","ONCOLOGY - SCIE","8,081","9.2","Q1","1.07","39.36"%,
"BRITISH JOURNAL OF CANCER","BRIT J CANCER","0007-0920","1532-1827","ONCOLOGY - SCIE","53,689","8.8","Q1","1.44","70.33"%,
"EXPERT SYSTEMS WITH APPLICATIONS","EXPERT SYST APPL","0957-4174","1873-6793","OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE","76,302","8.5","Q1","1.73","7.57"%,
"EUROPEAN JOURNAL OF CANCER","EUR J CANCER","0959-8049","1879-0852","ONCOLOGY - SCIE","40,311","8.4","Q1","1.68","38.42"%,
"PRODUCTION PLANNING & CONTROL","PROD PLAN CONTROL","0953-7287","1366-5871","OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE","7,530","8.3","Q1","1.15","15.62"%,
"European Urology Oncology","EUR UROL ONCOL","N/A","2588-9311","ONCOLOGY - SCIE","2,742","8.2","Q1","2.12","14.29"%,
"JAMA Ophthalmology","JAMA OPHTHALMOL","2168-6165","2168-6173","OPHTHALMOLOGY - SCIE","9,926","8.1","Q1","3.05","14.92"%,
"RELIABILITY ENGINEERING & SYSTEM SAFETY","RELIAB ENG SYST SAFE","0951-8320","1879-0836","OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE","30,065","8.1","Q1","1.48","15.05"%,
"Frontiers of Medicine","FRONT MED-PRC","2095-0217","2095-0225","ONCOLOGY - SCIE","3,240","8.1","Q1","0.84","13.62"%,
"ONCOGENE","ONCOGENE","0950-9232","1476-5594","ONCOLOGY - SCIE","74,751","8","Q1","1.56","34.41"%,
"npj Precision Oncology","NPJ PRECIS ONCOL","N/A","2397-768X","ONCOLOGY - SCIE","2,147","7.9","Q1","1.54","99.56"%,
"JOURNAL OF OPERATIONS MANAGEMENT","J OPER MANAG","0272-6963","1873-1317","OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE","12,815","7.8","Q1","1.37","17.04"%,
"Annual Review of Cancer Biology","ANNU REV CANCER BIOL","2472-3428","2472-3428","ONCOLOGY - SCIE","1,068","7.7","Q1","2.05","77.05"%,
"DECISION SUPPORT SYSTEMS","DECIS SUPPORT SYST","0167-9236","1873-5797","OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE","14,918","7.5","Q1","1.36","13.6"%,
"Gastric Cancer","GASTRIC CANCER","1436-3291","1436-3305","ONCOLOGY - SCIE","8,143","7.4","Q1","1.45","26.76"%,
"BREAST CANCER RESEARCH","BREAST CANCER RES","1465-5411","1465-542X","ONCOLOGY - SCIE","13,562","7.4","Q1","1.33","99.39"%,
"JOURNAL OF PATHOLOGY","J PATHOL","0022-3417","1096-9896","ONCOLOGY - SCIE","19,948","7.3","Q1","1.81","33.59"%,
"ESMO Open","ESMO OPEN","N/A","2059-7029","ONCOLOGY - SCIE","5,085","7.3","Q1","1.2","90.74"%,
"OncoImmunology","ONCOIMMUNOLOGY","2162-402X","2162-402X","ONCOLOGY - SCIE","16,708","7.2","Q1","1.24","100"%,
"INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS","INT J RADIAT ONCOL","0360-3016","1879-355X","ONCOLOGY - SCIE","46,275","7","Q1","1.57","16.54"%,
"OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE","OMEGA-INT J MANAGE S","0305-0483","1873-5274","OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE","14,646","6.9","Q1","1.89","13.84"%,
"TRANSPORTATION RESEARCH PART B-METHODOLOGICAL","TRANSPORT RES B-METH","0191-2615","1879-2367","OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE","18,547","6.8","Q1","1.66","19.56"%,
"BIODRUGS","BIODRUGS","1173-8804","1179-190X","ONCOLOGY - SCIE","2,991","6.8","Q1","1.05","49.7"%,
"Oncolytic Virotherapy","ONCOLYTIC VIROTHER","2253-1572","2253-1572","ONCOLOGY - ESCI","190","6.7","N/A","0.69","100"%,
"Journal of Management Science and Engineering","J MANAGE SCI ENG","2096-2320","2589-5532","OPERATIONS RESEARCH & MANAGEMENT SCIENCE - ESCI","503","6.6","N/A","1.72","94.05"%,
"CELLULAR ONCOLOGY","CELL ONCOL","2211-3428","2211-3436","ONCOLOGY - SCIE","3,107","6.6","Q1","1.25","27.7"%,
"Molecular Oncology","MOL ONCOL","1574-7891","1878-0261","ONCOLOGY - SCIE","10,372","6.6","Q1","1.23","99.1"%,
"Ocular Surface","OCUL SURF","1542-0124","1937-5913","OPHTHALMOLOGY - SCIE","6,053","6.4","Q1","2.47","23.05"%,
"EUROPEAN JOURNAL OF OPERATIONAL RESEARCH","EUR J OPER RES","0377-2217","1872-6860","OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE","70,097","6.4","Q1","1.44","19.21"%,
"INTERNATIONAL JOURNAL OF CANCER","INT J CANCER","0020-7136","1097-0215","ONCOLOGY - SCIE","57,621","6.4","Q1","1.33","32.2"%,
"CANCER GENE THERAPY","CANCER GENE THER","0929-1903","1476-5500","ONCOLOGY - SCIE","4,880","6.4","Q1","1.24","28.27"%,
"Mathematical Programming Computation","MATH PROGRAM COMPUT","1867-2949","1867-2957","OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE","1,614","6.3","Q1","3.19","36.92"%,
"M&SOM-Manufacturing & Service Operations Management","M&SOM-MANUF SERV OP","1523-4614","1526-5498","OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE","6,977","6.3","Q1","1.34","0"%,
"CANCER","CANCER-AM CANCER SOC","0008-543X","1097-0142","ONCOLOGY - SCIE","71,863","6.2","Q1","1.41","10.66"%,
"Oncogenesis","ONCOGENESIS","2157-9024","2157-9024","ONCOLOGY - SCIE","4,453","6.2","Q1","1.28","99.17"%,
"CRITICAL REVIEWS IN ONCOLOGY HEMATOLOGY","CRIT REV ONCOL HEMAT","1040-8428","1879-0461","ONCOLOGY - SCIE","11,865","6.2","Q1","0.88","15.55"%,
"SOCIO-ECONOMIC PLANNING SCIENCES","SOCIO-ECON PLAN SCI","0038-0121","1873-6041","OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE","4,641","6.1","Q1","1.53","7.41"%,
"SAFETY SCIENCE","SAFETY SCI","0925-7535","1879-1042","OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE","22,125","6.1","Q1","1.1","17.88"%,
"Annual Review of Vision Science","ANNU REV VIS SCI","2374-4642","2374-4650","OPHTHALMOLOGY - SCIE","1,446","6","Q1","0.97","0"%,
"npj Breast Cancer","NPJ BREAST CANCER","N/A","2374-4677","ONCOLOGY - SCIE","2,586","5.9","Q1","1.22","100"%,
"Cancer & Metabolism","CANCER METAB","N/A","2049-3002","ONCOLOGY - SCIE","1,436","5.9","Q1","0.98","100"%,
"Cancer Cell International","CANCER CELL INT","N/A","1475-2867","ONCOLOGY - SCIE","13,551","5.8","Q1","1.12","99.64"%,
"CANCER IMMUNOLOGY IMMUNOTHERAPY","CANCER IMMUNOL IMMUN","0340-7004","1432-0851","ONCOLOGY - SCIE","13,315","5.8","Q1","1.06","32.52"%,
"ONCOLOGIST","ONCOLOGIST","1083-7159","1549-490X","ONCOLOGY - SCIE","18,441","5.8","Q1","1","49.65"%,
"RADIOTHERAPY AND ONCOLOGY","RADIOTHER ONCOL","0167-8140","1879-0887","ONCOLOGY - SCIE","23,221","5.7","Q2","1.42","28.05"%,
"Clinical Epigenetics","CLIN EPIGENETICS","1868-7075","1868-7083","ONCOLOGY - SCIE","7,724","5.7","Q2","1.25","99.3"%,
"Molecular Therapy-Oncolytics","MOL THER-ONCOLYTICS","2372-7705","2372-7705","ONCOLOGY - SCIE","3,412","5.7","Q2","1.22","89.58"%,
"MOLECULAR CANCER THERAPEUTICS","MOL CANCER THER","1535-7163","1538-8514","ONCOLOGY - SCIE","22,301","5.7","Q2","1.16","17.95"%,
"CANCER SCIENCE","CANCER SCI","1347-9032","1349-7006","ONCOLOGY - SCIE","20,941","5.7","Q2","1.09","72.21"%,
"Cancer Nanotechnology","CANCER NANOTECHNOL","1868-6958","1868-6966","ONCOLOGY - SCIE","866","5.7","Q2","0.92","100"%,
"Cancer Biology & Medicine","CANCER BIOL MED","2095-3941","2095-3941","ONCOLOGY - SCIE","3,145","5.5","Q2","0.88","92.75"%,
"Sustainable Futures","SUSTAIN FUTURES","2666-1888","2666-1888","OPERATIONS RESEARCH & MANAGEMENT SCIENCE - ESCI","288","5.5","N/A","0.63","98.78"%,
"MANAGEMENT SCIENCE","MANAGE SCI","0025-1909","1526-5501","OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE","51,695","5.4","Q1","1.19","0"%,
"Targeted Oncology","TARGET ONCOL","1776-2596","1776-260X","ONCOLOGY - SCIE","2,401","5.4","Q2","0.92","42.79"%,
"LUNG CANCER","LUNG CANCER","0169-5002","1872-8332","ONCOLOGY - SCIE","16,050","5.3","Q2","1.17","28.15"%,
"American Journal of Cancer Research","AM J CANCER RES","2156-6976","2156-6976","ONCOLOGY - SCIE","10,201","5.3","Q2","0.9","0"%,
"World Journal of Oncology","WORLD J ONCOL","1920-4531","1920-454X","ONCOLOGY - ESCI","1,372","5.2","N/A","1.34","97.12"%,
"INTERNATIONAL JOURNAL OF ONCOLOGY","INT J ONCOL","1019-6439","1791-2423","ONCOLOGY - SCIE","20,086","5.2","Q2","0.99","65.98"%,
"STEM CELLS","STEM CELLS","1066-5099","1549-4918","ONCOLOGY - SCIE","18,981","5.2","Q2","0.98","34.79"%,
"MOLECULAR CANCER RESEARCH","MOL CANCER RES","1541-7786","1557-3125","ONCOLOGY - SCIE","11,324","5.2","Q2","0.94","12.82"%,
"Cancers","CANCERS","N/A","2072-6694","ONCOLOGY - SCIE","81,774","5.2","Q2","0.93","99.37"%,
"SURVEY OF OPHTHALMOLOGY","SURV OPHTHALMOL","0039-6257","1879-3304","OPHTHALMOLOGY - SCIE","7,561","5.1","Q1","1.21","6.61"%,
"NAR Cancer","NAR CANCER","2632-8674","2632-8674","ONCOLOGY - ESCI","469","5.1","N/A","0.68","73.64"%,
"Chinese Journal of Cancer Research","CHINESE J CANCER RES","1000-9604","1993-0631","ONCOLOGY - SCIE","2,725","5.1","Q2","0.66","98.86"%,
"Translational Oncology","TRANSL ONCOL","1936-5233","1936-5233","ONCOLOGY - SCIE","6,238","5","Q2","1.01","96.88"%,
"PRODUCTION AND OPERATIONS MANAGEMENT","PROD OPER MANAG","1059-1478","1937-5956","OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE","12,580","5","Q1","0.94","11.28"%,
"Hepatic Oncology","HEPAT ONCOL","2045-0923","2045-0931","ONCOLOGY - ESCI","300","5","N/A","0.6","100"%,
"CANCER IMAGING","CANCER IMAGING","1740-5025","1470-7330","ONCOLOGY - SCIE","2,779","4.9","Q2","1.06","100"%,
"Therapeutic Advances in Medical Oncology","THER ADV MED ONCOL","1758-8340","1758-8359","ONCOLOGY - SCIE","4,469","4.9","Q2","0.83","94.58"%,
"INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING","INT J INF TECH DECIS","0219-6220","1793-6845","OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE","1,948","4.9","Q1","0.8","1.65"%,
"ORAL ONCOLOGY","ORAL ONCOL","1368-8375","1879-0593","ONCOLOGY - SCIE","13,846","4.8","Q2","1.25","14.48"%,
"INTERNATIONAL JOURNAL OF GYNECOLOGICAL CANCER","INT J GYNECOL CANCER","1048-891X","1525-1438","ONCOLOGY - SCIE","10,029","4.8","Q2","1.22","8.93"%,
"PROSTATE CANCER AND PROSTATIC DISEASES","PROSTATE CANCER P D","1365-7852","1476-5608","ONCOLOGY - SCIE","3,968","4.8","Q2","1.17","25.38"%,
"NEOPLASIA","NEOPLASIA","1476-5586","1476-5586","ONCOLOGY - SCIE","9,293","4.8","Q2","1.05","97.06"%,
"ANNALS OF OPERATIONS RESEARCH","ANN OPER RES","0254-5330","1572-9338","OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE","17,866","4.8","Q1","1","16.25"%,
"International Journal of Management Science and Engineering Management","INT J MANAG SCI ENG","1750-9653","1750-9661","OPERATIONS RESEARCH & MANAGEMENT SCIENCE - ESCI","919","4.8","N/A","0.94","2.8"%,
"BONE MARROW TRANSPLANTATION","BONE MARROW TRANSPL","0268-3369","1476-5365","ONCOLOGY - SCIE","15,725","4.8","Q2","0.88","17.76"%,
"Gynecologic Oncology","GYNECOL ONCOL","0090-8258","1095-6859","ONCOLOGY - SCIE","28,267","4.7","Q2","1.35","19.59"%,
"CARCINOGENESIS","CARCINOGENESIS","0143-3334","1460-2180","ONCOLOGY - SCIE","18,766","4.7","Q2","0.94","14.39"%,
"Fuzzy Optimization and Decision Making","FUZZY OPTIM DECIS MA","1568-4539","1573-2908","OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE","1,396","4.7","Q2","0.9","6.45"%,
"Frontiers in Oncology","FRONT ONCOL","2234-943X","2234-943X","ONCOLOGY - SCIE","68,053","4.7","Q2","0.83","99.42"%,
"Memetic Computing","MEMET COMPUT","1865-9284","1865-9292","OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE","1,074","4.7","Q2","0.8","7.95"%,
"Current Oncology Reports","CURR ONCOL REP","1523-3790","1534-6269","ONCOLOGY - SCIE","4,455","4.7","Q2","0.67","18.08"%,
"TRANSPORTATION SCIENCE","TRANSPORT SCI","0041-1655","N/A","OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE","8,143","4.6","Q2","1","0"%,
"Cancer Research and Treatment","CANCER RES TREAT","1598-2998","2005-9256","ONCOLOGY - SCIE","4,229","4.6","Q2","0.97","95.81"%,
"COMPUTERS & OPERATIONS RESEARCH","COMPUT OPER RES","0305-0548","1873-765X","OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE","18,281","4.6","Q2","0.88","15.48"%,
"JCO Precision Oncology","JCO PRECIS ONCOL","N/A","2473-4284","ONCOLOGY - SCIE","4,273","4.6","Q2","0.85","35.96"%,
"MOLECULAR CARCINOGENESIS","MOL CARCINOGEN","0899-1987","1098-2744","ONCOLOGY - SCIE","6,760","4.6","Q2","0.85","8.41"%,
"Ophthalmology Retina","OPHTHALMOL RETINA","2468-6530","N/A","OPHTHALMOLOGY - ESCI","2,803","4.5","N/A","1.95","21.02"%,
"JCO Global Oncology","JCO GLOB ONCOL","N/A","2687-8941","ONCOLOGY - ESCI","1,674","4.5","N/A","0.8","94"%,
"INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE","INVEST OPHTH VIS SCI","0146-0404","1552-5783","OPHTHALMOLOGY - SCIE","59,396","4.4","Q1","1.57","99.48"%,
"IEEE Systems Journal","IEEE SYST J","1932-8184","1937-9234","OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE","13,413","4.4","Q2","1.15","4.57"%,
"Eye and Brain","EYE BRAIN","1179-2744","1179-2744","OPHTHALMOLOGY - ESCI","491","4.4","N/A","1.12","95.45"%,
"JNCI Cancer Spectrum","JNCI CANCER SPECT","N/A","2515-5091","ONCOLOGY - ESCI","1,655","4.4","N/A","0.84","95.1"%,
"Radiology-Imaging Cancer","RADIOL-IMAG CANCER","2638-616X","2638-616X","ONCOLOGY - ESCI","342","4.4","N/A","0.69","100"%,
"Asia-Pacific Journal of Ophthalmology","ASIA-PAC J OPHTHALMO","N/A","2162-0989","OPHTHALMOLOGY - SCIE","1,875","4.3","Q1","0.96","97.92"%,
"Pigment Cell & Melanoma Research","PIGM CELL MELANOMA R","1755-1471","1755-148X","ONCOLOGY - SCIE","5,153","4.3","Q2","0.86","19.58"%,
"INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE","INT J SYST SCI","0020-7721","1464-5319","OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE","7,082","4.3","Q2","0.8","2.79"%,
"CURRENT TREATMENT OPTIONS IN ONCOLOGY","CURR TREAT OPTION ON","1527-2729","1534-6277","ONCOLOGY - SCIE","3,162","4.3","Q2","0.6","14.16"%,
"AMERICAN JOURNAL OF OPHTHALMOLOGY","AM J OPHTHALMOL","0002-9394","1879-1891","OPHTHALMOLOGY - SCIE","30,880","4.2","Q1","2.07","17.15"%,
"Eye and Vision","EYE VISION","2326-0254","2326-0254","OPHTHALMOLOGY - SCIE","1,208","4.2","Q1","1.44","100"%,
"International Journal of Systems Science-Operations & Logistics","INT J SYST SCI-OPER","2330-2674","2330-2682","OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE","708","4.2","Q2","1.44","0.74"%,
"CANADIAN JOURNAL OF OPHTHALMOLOGY-JOURNAL CANADIEN D OPHTALMOLOGIE","CAN J OPHTHALMOL","0008-4182","1715-3360","OPHTHALMOLOGY - SCIE","3,065","4.2","Q1","0.79","3.82"%,
"JCO Clinical Cancer Informatics","JCO CLIN CANCER INFO","2473-4276","2473-4276","ONCOLOGY - ESCI","1,748","4.2","N/A","0.78","37.37"%,
"ONCOLOGY REPORTS","ONCOL REP","1021-335X","1791-2431","ONCOLOGY - SCIE","25,112","4.2","Q2","0.78","71.89"%,
"Prostate Cancer","PROSTATE CANCER","2090-3111","2090-312X","ONCOLOGY - ESCI","386","4.2","N/A","0.29","100"%,
"Colorectal Cancer","COLORECTAL CANCER","1758-194X","1758-1958","ONCOLOGY - ESCI","169","4.2","N/A","0.28","83.33"%,
"BRITISH JOURNAL OF OPHTHALMOLOGY","BRIT J OPHTHALMOL","0007-1161","1468-2079","OPHTHALMOLOGY - SCIE","26,382","4.1","Q1","1.93","20.56"%,
"INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING","INT J COMPUT INTEG M","0951-192X","1362-3052","OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE","3,247","4.1","Q2","0.8","12.59"%,
"Journal of Hepatocellular Carcinoma","J HEPATOCELL CARCINO","N/A","2253-5969","ONCOLOGY - SCIE","1,171","4.1","Q2","0.76","89.29"%,
"CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY","CLIN EXP OPHTHALMOL","1442-6404","1442-9071","OPHTHALMOLOGY - SCIE","5,127","4","Q1","1.21","12.61"%,
"Breast Cancer","BREAST CANCER-TOKYO","1340-6868","1880-4233","ONCOLOGY - SCIE","3,598","4","Q2","0.87","26.57"%,
"Translational Lung Cancer Research","TRANSL LUNG CANCER R","2218-6751","2226-4477","ONCOLOGY - SCIE","5,436","4","Q2","0.81","99.35"%,
"OncoTargets and Therapy","ONCOTARGETS THER","1178-6930","1178-6930","ONCOLOGY - SCIE","19,263","4","Q2","0.78","97.88"%,
"Cancer Medicine","CANCER MED-US","2045-7634","2045-7634","ONCOLOGY - SCIE","18,374","4","Q2","0.77","68.75"%,
"CLINICAL & EXPERIMENTAL METASTASIS","CLIN EXP METASTAS","0262-0898","1573-7276","ONCOLOGY - SCIE","3,900","4","Q2","0.72","33.52"%,
"JCO Oncology Practice","JCO ONCOL PRACT","2688-1527","2688-1535","ONCOLOGY - SCIE","2,306","4","Q2","0.69","8.06"%,
"SEMINARS IN ONCOLOGY","SEMIN ONCOL","0093-7754","1532-8708","ONCOLOGY - SCIE","5,227","4","Q2","0.55","11.19"%,
"Journal of Gynecologic Oncology","J GYNECOL ONCOL","2005-0380","2005-0399","ONCOLOGY - SCIE","2,593","3.9","Q2","1.22","99.02"%,
"BREAST","BREAST","0960-9776","1532-3080","ONCOLOGY - SCIE","6,969","3.9","Q2","1.12","90.59"%,
"EYE","EYE","0950-222X","1476-5454","OPHTHALMOLOGY - SCIE","15,578","3.9","Q1","1.12","19.94"%,
"JOURNAL OF NEURO-ONCOLOGY","J NEURO-ONCOL","0167-594X","1573-7373","ONCOLOGY - SCIE","15,608","3.9","Q2","0.9","19.11"%,
"ENDOCRINE-RELATED CANCER","ENDOCR-RELAT CANCER","1351-0088","1479-6821","ONCOLOGY - SCIE","8,046","3.9","Q2","0.88","14.23"%,
"JOURNAL OF IMMUNOTHERAPY","J IMMUNOTHER","1524-9557","1537-4513","ONCOLOGY - SCIE","3,707","3.9","Q2","0.85","18.92"%,
