"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"CLINICAL PSYCHOLOGY-SCIENCE AND PRACTICE","CLIN PSYCHOL-SCI PR","0969-5893","1468-2850","PSYCHOLOGY, CLINICAL - SSCI","4,536","5.8","Q1","1.04","3.03"%,
"NEUROPSYCHOLOGY REVIEW","NEUROPSYCHOL REV","1040-7308","1573-6660","PSYCHOLOGY, CLINICAL - SSCI","4,312","5.8","Q1","0.88","28.68"%,
"INTERNATIONAL JOURNAL OF EATING DISORDERS","INT J EAT DISORDER","0276-3478","1098-108X","PSYCHOLOGY, CLINICAL - SSCI","12,766","5.5","Q1","1.27","16.11"%,
"Behavior Research Methods","BEHAV RES METHODS","1554-351X","1554-3528","PSYCHOLOGY, EXPERIMENTAL - SSCI","32,078","5.4","Q1","1.74","45"%,
"Behavior Research Methods","BEHAV RES METHODS","1554-351X","1554-3528","PSYCHOLOGY, MATHEMATICAL - SSCI","32,078","5.4","Q1","1.74","45"%,
"EUROPEAN EATING DISORDERS REVIEW","EUR EAT DISORD REV","1072-4133","1099-0968","PSYCHOLOGY, CLINICAL - SSCI","3,753","5.3","Q1","1.18","28.45"%,
"JOURNAL OF CLINICAL PSYCHIATRY","J CLIN PSYCHIAT","0160-6689","1555-2101","PSYCHOLOGY, CLINICAL - SSCI","19,154","5.3","Q1","1.07","0.54"%,
"Body Image","BODY IMAGE","1740-1445","1873-6807","PSYCHOLOGY, CLINICAL - SSCI","7,267","5.2","Q1","1.55","15.27"%,
"AUTISM","AUTISM","1362-3613","1461-7005","PSYCHOLOGY, DEVELOPMENTAL - SSCI","9,575","5.2","Q1","1.49","26.67"%,
"JOURNAL OF SCHOOL PSYCHOLOGY","J SCHOOL PSYCHOL","0022-4405","1873-3506","PSYCHOLOGY, EDUCATIONAL - SSCI","5,004","5","Q1","1.79","16.23"%,
"Journal of Contextual Behavioral Science","J CONTEXT BEHAV SCI","2212-1447","2212-1455","PSYCHOLOGY, CLINICAL - SSCI","2,233","5","Q1","1.28","9.85"%,
"European Journal of Psychotraumatology","EUR J PSYCHOTRAUMATO","2000-8198","2000-8066","PSYCHOLOGY, CLINICAL - SSCI","5,185","5","Q1","1.17","98.99"%,
"Current Opinion in Behavioral Sciences","CURR OPIN BEHAV SCI","2352-1546","2352-1554","PSYCHOLOGY, EXPERIMENTAL - SSCI","5,642","5","Q1","1.11","33.95"%,
"JOURNAL OF EDUCATIONAL PSYCHOLOGY","J EDUC PSYCHOL","0022-0663","1939-2176","PSYCHOLOGY, EDUCATIONAL - SSCI","21,442","4.9","Q1","2.19","0.62"%,
"JOURNAL OF YOUTH AND ADOLESCENCE","J YOUTH ADOLESCENCE","0047-2891","1573-6601","PSYCHOLOGY, DEVELOPMENTAL - SSCI","14,036","4.9","Q1","1.4","27.24"%,
"Clinical Psychological Science","CLIN PSYCHOL SCI","2167-7026","2167-7034","PSYCHOLOGY, CLINICAL - SSCI","4,497","4.8","Q1","1.52","14.84"%,
"MOTIVATION AND EMOTION","MOTIV EMOTION","0146-7239","1573-6644","PSYCHOLOGY, EXPERIMENTAL - SSCI","6,116","4.8","Q1","0.78","28.64"%,
"COGNITIVE BEHAVIOUR THERAPY","COGN BEHAV THERAPY","1650-6073","1651-2316","PSYCHOLOGY, CLINICAL - SSCI","2,468","4.7","Q1","1.4","19.44"%,
"Developmental Cognitive Neuroscience","DEV COGN NEUROS-NETH","1878-9293","1878-9307","PSYCHOLOGY, DEVELOPMENTAL - SSCI","6,014","4.7","Q1","1.35","97.25"%,
"Autism Research","AUTISM RES","1939-3792","1939-3806","PSYCHOLOGY, DEVELOPMENTAL - SSCI","7,268","4.7","Q1","1.29","17.75"%,
"Adolescent Research Review","ADOLESC RES REV","2363-8346","2363-8354","PSYCHOLOGY, DEVELOPMENTAL - SSCI","811","4.7","Q1","0.93","26.44"%,
"JOURNAL OF ABNORMAL PSYCHOLOGY","J ABNORM PSYCHOL","0021-843X","1939-1846","PSYCHOLOGY, CLINICAL - SSCI","15,998","4.6","Q1","1.71","3.05"%,
"CHILD DEVELOPMENT","CHILD DEV","0009-3920","1467-8624","PSYCHOLOGY, DEVELOPMENTAL - SSCI","35,175","4.6","Q1","1.63","16.64"%,
"CHILD DEVELOPMENT","CHILD DEV","0009-3920","1467-8624","PSYCHOLOGY, EDUCATIONAL - SSCI","35,175","4.6","Q1","1.63","16.64"%,
"International Journal of Transgender Health","INT J TRANSGEND HEAL","2689-5269","2689-5277","PSYCHOLOGY, CLINICAL - SSCI","557","4.6","Q1","1.15","21.64"%,
"International Journal of Adolescence and Youth","INT J ADOLESC YOUTH","0267-3843","2164-4527","PSYCHOLOGY, DEVELOPMENTAL - ESCI","1,303","4.5","N/A","0.86","97.4"%,
"ADDICTIVE BEHAVIORS","ADDICT BEHAV","0306-4603","1873-6327","PSYCHOLOGY, CLINICAL - SSCI","17,706","4.4","Q1","1.29","13.97"%,
"JOURNAL OF MEMORY AND LANGUAGE","J MEM LANG","0749-596X","1096-0821","PSYCHOLOGY, EXPERIMENTAL - SSCI","10,311","4.3","Q1","1.59","26.7"%,
"Psychology Research and Behavior Management","PSYCHOL RES BEHAV MA","1179-1578","1179-1578","PSYCHOLOGY, CLINICAL - SSCI","3,038","4.3","Q1","1.07","97.61"%,
"Internet Interventions-The Application of Information Technology in Mental and Behavioural Health","INTERNET INTERV","N/A","2214-7829","PSYCHOLOGY, CLINICAL - SSCI","2,430","4.3","Q1","1.04","93.79"%,
"READING RESEARCH QUARTERLY","READ RES QUART","0034-0553","1936-2722","PSYCHOLOGY, EDUCATIONAL - SSCI","3,712","4.2","Q1","1.76","14.44"%,
"npj Science of Learning","NPJ SCI LEARN","N/A","2056-7936","PSYCHOLOGY, EXPERIMENTAL - SSCI","688","4.2","Q1","1.55","100"%,
"JOURNAL OF CLINICAL CHILD AND ADOLESCENT PSYCHOLOGY","J CLIN CHILD ADOLESC","1537-4416","1537-4424","PSYCHOLOGY, CLINICAL - SSCI","7,303","4.2","Q1","1.36","6.86"%,
"JOURNAL OF CLINICAL CHILD AND ADOLESCENT PSYCHOLOGY","J CLIN CHILD ADOLESC","1537-4416","1537-4424","PSYCHOLOGY, DEVELOPMENTAL - SSCI","7,303","4.2","Q1","1.36","6.86"%,
"EMOTION","EMOTION","1528-3542","1931-1516","PSYCHOLOGY, EXPERIMENTAL - SSCI","12,744","4.2","Q1","1.31","0.71"%,
"HEALTH PSYCHOLOGY","HEALTH PSYCHOL","0278-6133","1930-7810","PSYCHOLOGY, CLINICAL - SSCI","13,711","4.2","Q1","1.18","0.62"%,
"Journal of Applied Research in Memory and Cognition","J APPL RES MEM COGN","2211-3681","2211-369X","PSYCHOLOGY, EXPERIMENTAL - SSCI","1,835","4.2","Q1","1.17","5.68"%,
"Social Cognitive and Affective Neuroscience","SOC COGN AFFECT NEUR","1749-5016","1749-5024","PSYCHOLOGY, EXPERIMENTAL - SSCI","8,919","4.2","Q1","1.16","95.97"%,
"JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL","J EXP PSYCHOL GEN","0096-3445","1939-2222","PSYCHOLOGY, EXPERIMENTAL - SSCI","15,155","4.1","Q1","1.43","2.86"%,
"BEHAVIOUR RESEARCH AND THERAPY","BEHAV RES THER","0005-7967","1873-622X","PSYCHOLOGY, CLINICAL - SSCI","20,980","4.1","Q1","1.35","22.44"%,
"Cognitive Research-Principles and Implications","COGN RES","2365-7464","2365-7464","PSYCHOLOGY, EXPERIMENTAL - SSCI","1,391","4.1","Q1","0.88","100"%,
"Journal of Eating Disorders","J EAT DISORD","2050-2974","2050-2974","PSYCHOLOGY, CLINICAL - SSCI","2,327","4.1","Q1","0.88","100"%,
"DEVELOPMENTAL PSYCHOLOGY","DEV PSYCHOL","0012-1649","1939-0599","PSYCHOLOGY, DEVELOPMENTAL - SSCI","26,398","4","Q1","1.2","0.86"%,
"JOURNAL OF COUNSELING PSYCHOLOGY","J COUNS PSYCHOL","0022-0167","1939-2168","PSYCHOLOGY, EDUCATIONAL - SSCI","11,539","3.9","Q1","1.5","0"%,
"FAMILY PROCESS","FAM PROCESS","0014-7370","1545-5300","PSYCHOLOGY, CLINICAL - SSCI","4,083","3.9","Q2","1.24","11.14"%,
"JOURNAL OF SUBSTANCE ABUSE TREATMENT","J SUBST ABUSE TREAT","0740-5472","1873-6483","PSYCHOLOGY, CLINICAL - SSCI","8,007","3.9","Q2","1.21","16.87"%,
"CLINICAL NEUROPSYCHOLOGIST","CLIN NEUROPSYCHOL","1385-4046","1744-4144","PSYCHOLOGY, CLINICAL - SSCI","5,100","3.9","Q2","1.12","6.43"%,
"JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS","J AUTISM DEV DISORD","0162-3257","1573-3432","PSYCHOLOGY, DEVELOPMENTAL - SSCI","29,283","3.9","Q1","1.12","25.39"%,
"JOURNAL OF CREATIVE BEHAVIOR","J CREATIVE BEHAV","0022-0175","2162-6057","PSYCHOLOGY, EDUCATIONAL - SSCI","2,529","3.9","Q1","1.12","15.69"%,
"Cognitive Systems Research","COGN SYST RES","2214-4366","1389-0417","PSYCHOLOGY, EXPERIMENTAL - SSCI","2,411","3.9","Q1","1.05","16.67"%,
"PSYCHOTHERAPY RESEARCH","PSYCHOTHER RES","1050-3307","1468-4381","PSYCHOLOGY, CLINICAL - SSCI","3,993","3.9","Q2","1","18.03"%,
"Wiley Interdisciplinary Reviews-Cognitive Science","WIRES COGN SCI","1939-5078","1939-5086","PSYCHOLOGY, EXPERIMENTAL - SSCI","2,281","3.9","Q1","0.83","27.45"%,
"JOURNAL OF THE LEARNING SCIENCES","J LEARN SCI","1050-8406","1532-7809","PSYCHOLOGY, EDUCATIONAL - SSCI","2,932","3.8","Q1","1.87","22.54"%,
"MULTIVARIATE BEHAVIORAL RESEARCH","MULTIVAR BEHAV RES","0027-3171","1532-7906","PSYCHOLOGY, EXPERIMENTAL - SSCI","10,048","3.8","Q1","1.71","12.96"%,
"ARCHIVES OF SEXUAL BEHAVIOR","ARCH SEX BEHAV","0004-0002","1573-2800","PSYCHOLOGY, CLINICAL - SSCI","10,926","3.8","Q2","1.43","20.86"%,
"SEX ROLES","SEX ROLES","0360-0025","1573-2762","PSYCHOLOGY, DEVELOPMENTAL - SSCI","11,272","3.8","Q1","1.39","14.85"%,
"ASSESSMENT","ASSESSMENT","1073-1911","1552-3489","PSYCHOLOGY, CLINICAL - SSCI","7,688","3.8","Q2","1.17","13.36"%,
"JOURNAL OF FAMILY VIOLENCE","J FAM VIOLENCE","0885-7482","1573-2851","PSYCHOLOGY, CLINICAL - SSCI","4,271","3.8","Q2","1.16","15.37"%,
"Applied Developmental Science","APPL DEV SCI","1088-8691","1532-480X","PSYCHOLOGY, DEVELOPMENTAL - SSCI","1,838","3.8","Q1","1.06","8.27"%,
"JOURNAL OF ADOLESCENCE","J ADOLESCENCE","0140-1971","1095-9254","PSYCHOLOGY, DEVELOPMENTAL - SSCI","9,586","3.8","Q1","1.05","13.72"%,
"Review Journal of Autism and Developmental Disorders","REV J AUTISM DEV DIS","2195-7177","2195-7185","PSYCHOLOGY, DEVELOPMENTAL - SSCI","1,102","3.8","Q1","0.54","25"%,
"SCIENTIFIC STUDIES OF READING","SCI STUD READ","1088-8438","1532-799X","PSYCHOLOGY, EDUCATIONAL - SSCI","2,961","3.7","Q1","1.59","13.04"%,
"EARLY CHILDHOOD RESEARCH QUARTERLY","EARLY CHILD RES Q","0885-2006","1873-7706","PSYCHOLOGY, DEVELOPMENTAL - SSCI","6,914","3.7","Q2","1.55","15.3"%,
"DEVELOPMENTAL SCIENCE","DEVELOPMENTAL SCI","1363-755X","1467-7687","PSYCHOLOGY, DEVELOPMENTAL - SSCI","9,880","3.7","Q2","1.25","23.83"%,
"DEVELOPMENTAL SCIENCE","DEVELOPMENTAL SCI","1363-755X","1467-7687","PSYCHOLOGY, EXPERIMENTAL - SSCI","9,880","3.7","Q1","1.25","23.83"%,
"BRITISH JOURNAL OF EDUCATIONAL PSYCHOLOGY","BRIT J EDUC PSYCHOL","0007-0998","2044-8279","PSYCHOLOGY, EDUCATIONAL - SSCI","5,015","3.7","Q1","1.2","30.85"%,
"HUMAN DEVELOPMENT","HUM DEV","0018-716X","1423-0054","PSYCHOLOGY, DEVELOPMENTAL - SSCI","2,039","3.7","Q2","1.2","10.34"%,
"BEHAVIOR THERAPY","BEHAV THER","0005-7894","1878-1888","PSYCHOLOGY, CLINICAL - SSCI","7,166","3.7","Q2","1.16","10.8"%,
"PSYCHOLOGY AND AGING","PSYCHOL AGING","0882-7974","1939-1498","PSYCHOLOGY, DEVELOPMENTAL - SSCI","11,161","3.7","Q2","1.14","1.65"%,
"PSYCHOPHYSIOLOGY","PSYCHOPHYSIOLOGY","0048-5772","1469-8986","PSYCHOLOGY, EXPERIMENTAL - SSCI","16,515","3.7","Q1","0.99","25.99"%,
"INTERNATIONAL JOURNAL OF BEHAVIORAL DEVELOPMENT","INT J BEHAV DEV","0165-0254","1464-0651","PSYCHOLOGY, DEVELOPMENTAL - SSCI","5,090","3.7","Q2","0.88","18.09"%,
"Psychology of Aesthetics Creativity and the Arts","PSYCHOL AESTHET CREA","1931-3896","1931-390X","PSYCHOLOGY, EXPERIMENTAL - SSCI","3,396","3.6","Q1","6.05","0.35"%,
"Revista de Psicodidactica","REV PSICODIDACT","1136-1034","2254-4372","PSYCHOLOGY, EDUCATIONAL - SSCI","723","3.6","Q1","1.8","6.67"%,
"Bilingualism-Language and Cognition","BILING-LANG COGN","1366-7289","1469-1841","PSYCHOLOGY, EXPERIMENTAL - SSCI","4,364","3.6","Q1","1.67","38.58"%,
"JOURNAL OF SEX RESEARCH","J SEX RES","0022-4499","1559-8519","PSYCHOLOGY, CLINICAL - SSCI","7,032","3.6","Q2","1.5","12.93"%,
"PSYCHOLOGICAL ASSESSMENT","PSYCHOL ASSESSMENT","1040-3590","1939-134X","PSYCHOLOGY, CLINICAL - SSCI","16,397","3.6","Q2","1.45","0.3"%,
"JOURNAL OF RESEARCH ON ADOLESCENCE","J RES ADOLESCENCE","1050-8392","1532-7795","PSYCHOLOGY, DEVELOPMENTAL - SSCI","5,161","3.6","Q2","1.38","11.8"%,
"LEARNING AND INDIVIDUAL DIFFERENCES","LEARN INDIVID DIFFER","1041-6080","1873-3425","PSYCHOLOGY, EDUCATIONAL - SSCI","7,461","3.6","Q1","1.27","24.51"%,
"JOURNAL OF ABNORMAL CHILD PSYCHOLOGY","J ABNORM CHILD PSYCH","0091-0627","1573-2835","PSYCHOLOGY, CLINICAL - SSCI","10,171","3.6","Q2","1.16","14.63"%,
"JOURNAL OF ABNORMAL CHILD PSYCHOLOGY","J ABNORM CHILD PSYCH","0091-0627","1573-2835","PSYCHOLOGY, DEVELOPMENTAL - SSCI","10,171","3.6","Q2","1.16","14.63"%,
"CORTEX","CORTEX","0010-9452","1973-8102","PSYCHOLOGY, EXPERIMENTAL - SSCI","13,866","3.6","Q1","1.01","32.6"%,
"JOURNAL OF PEDIATRIC PSYCHOLOGY","J PEDIATR PSYCHOL","0146-8693","1465-735X","PSYCHOLOGY, DEVELOPMENTAL - SSCI","7,777","3.6","Q2","0.98","5.19"%,
"Mindfulness","MINDFULNESS","1868-8527","1868-8535","PSYCHOLOGY, CLINICAL - SSCI","8,070","3.6","Q2","0.94","26.91"%,
"CLINICAL PSYCHOLOGY & PSYCHOTHERAPY","CLIN PSYCHOL PSYCHOT","1063-3995","1099-0879","PSYCHOLOGY, CLINICAL - SSCI","4,902","3.6","Q2","0.87","26.34"%,
"JOURNAL OF PSYCHOTHERAPY INTEGRATION","J PSYCHOTHER INTEGR","1053-0479","1573-3696","PSYCHOLOGY, CLINICAL - ESCI","1,077","3.5","N/A","0.98","0"%,
"PSYCHONOMIC BULLETIN & REVIEW","PSYCHON B REV","1069-9384","1531-5320","PSYCHOLOGY, EXPERIMENTAL - SSCI","14,249","3.5","Q1","0.79","37.5"%,
"PSYCHONOMIC BULLETIN & REVIEW","PSYCHON B REV","1069-9384","1531-5320","PSYCHOLOGY, MATHEMATICAL - SSCI","14,249","3.5","Q1","0.79","37.5"%,
"Cognitive Behaviour Therapist","COGN BEH THER","1754-470X","1754-470X","PSYCHOLOGY, CLINICAL - ESCI","1,512","3.5","N/A","0.58","41.61"%,
"Cognition","COGNITION","0010-0277","1873-7838","PSYCHOLOGY, EXPERIMENTAL - SSCI","21,592","3.4","Q2","1.09","33.47"%,
"JOURNAL OF PERSONALITY ASSESSMENT","J PERS ASSESS","0022-3891","1532-7752","PSYCHOLOGY, CLINICAL - SSCI","11,512","3.4","Q2","0.93","10"%,
"PSYCHOLOGY AND PSYCHOTHERAPY-THEORY RESEARCH AND PRACTICE","PSYCHOL PSYCHOTHER-T","1476-0835","2044-8341","PSYCHOLOGY, CLINICAL - SSCI","2,020","3.4","Q2","0.93","33.65"%,
"COGNITIVE NEUROPSYCHOLOGY","COGN NEUROPSYCHOL","0264-3294","1464-0627","PSYCHOLOGY, EXPERIMENTAL - SSCI","2,115","3.4","Q2","0.79","13.85"%,
"Metacognition and Learning","METACOGN LEARN","1556-1623","1556-1631","PSYCHOLOGY, EDUCATIONAL - SSCI","1,529","3.3","Q2","1.34","41.67"%,
"DEVELOPMENT AND PSYCHOPATHOLOGY","DEV PSYCHOPATHOL","0954-5794","1469-2198","PSYCHOLOGY, DEVELOPMENTAL - SSCI","12,982","3.3","Q2","1.21","30.49"%,
"COGNITION AND INSTRUCTION","COGNITION INSTRUCT","0737-0008","1532-690X","PSYCHOLOGY, EDUCATIONAL - SSCI","2,381","3.3","Q2","1.05","5.71"%,
"COGNITION AND INSTRUCTION","COGNITION INSTRUCT","0737-0008","1532-690X","PSYCHOLOGY, EXPERIMENTAL - SSCI","2,381","3.3","Q2","1.05","5.71"%,
"JOURNAL OF TRAUMATIC STRESS","J TRAUMA STRESS","0894-9867","1573-6598","PSYCHOLOGY, CLINICAL - SSCI","10,199","3.3","Q2","0.91","10.88"%,
"Journal of Mental Health","J MENT HEALTH","0963-8237","1360-0567","PSYCHOLOGY, CLINICAL - SSCI","4,142","3.3","Q2","0.9","18.68"%,
"Eating Disorders","EAT DISORD","1064-0266","1532-530X","PSYCHOLOGY, CLINICAL - SSCI","1,659","3.3","Q2","0.83","4.76"%,
"Journal of Trauma & Dissociation","J TRAUMA DISSOCIATIO","1529-9732","1529-9740","PSYCHOLOGY, CLINICAL - SSCI","1,796","3.3","Q2","0.76","5.69"%,
"Educational Psychology","EDUC PSYCHOL-UK","0144-3410","1469-5820","PSYCHOLOGY, EDUCATIONAL - SSCI","3,886","3.2","Q2","2","13.62"%,
"AMERICAN BEHAVIORAL SCIENTIST","AM BEHAV SCI","0002-7642","1552-3381","PSYCHOLOGY, CLINICAL - SSCI","7,880","3.2","Q2","1.13","13.43"%,
"Neurobiology of Language","NEUROBIOL LANG","2641-4368","2641-4368","PSYCHOLOGY, EXPERIMENTAL - ESCI","205","3.2","N/A","1.11","100"%,
"ATTACHMENT & HUMAN DEVELOPMENT","ATTACH HUM DEV","1461-6734","1469-2988","PSYCHOLOGY, DEVELOPMENTAL - SSCI","2,800","3.2","Q2","0.97","20.13"%,
"JOURNAL OF HEALTH PSYCHOLOGY","J HEALTH PSYCHOL","1359-1053","1461-7277","PSYCHOLOGY, CLINICAL - SSCI","8,319","3.2","Q2","0.95","10.67"%,
"Traumatology","TRAUMATOLOGY","N/A","1085-9373","PSYCHOLOGY, CLINICAL - ESCI","1,770","3.2","N/A","0.93","0"%,
"JOURNAL OF COGNITIVE NEUROSCIENCE","J COGNITIVE NEUROSCI","0898-929X","1530-8898","PSYCHOLOGY, EXPERIMENTAL - SSCI","16,152","3.2","Q2","0.92","9.91"%,
"European Journal of Investigation in Health Psychology and Education","EUR J INVEST HEALTH","N/A","2254-9625","PSYCHOLOGY, CLINICAL - ESCI","829","3.2","N/A","0.86","99.37"%,
"GIFTED CHILD QUARTERLY","GIFTED CHILD QUART","0016-9862","1934-9041","PSYCHOLOGY, EDUCATIONAL - SSCI","1,491","3.1","Q2","1.36","3.17"%,
"Studies in Educational Evaluation","STUD EDUC EVAL","0191-491X","N/A","PSYCHOLOGY, EDUCATIONAL - SSCI","2,280","3.1","Q2","1.32","16.51"%,
"BRITISH JOURNAL OF CLINICAL PSYCHOLOGY","BRIT J CLIN PSYCHOL","0144-6657","2044-8260","PSYCHOLOGY, CLINICAL - SSCI","4,527","3.1","Q2","0.91","34.19"%,
"Psychological Injury & Law","PSYCHOL INJ LAW","1938-971X","1938-9728","PSYCHOLOGY, CLINICAL - ESCI","671","3.1","N/A","0.9","22.45"%,
"Journal of Psychosomatic Obstetrics & Gynecology","J PSYCHOSOM OBST GYN","0167-482X","1743-8942","PSYCHOLOGY, CLINICAL - SSCI","2,192","3.1","Q2","0.87","9.49"%,
"JOURNAL OF BEHAVIORAL MEDICINE","J BEHAV MED","0160-7715","1573-3521","PSYCHOLOGY, CLINICAL - SSCI","6,609","3.1","Q2","0.84","8.54"%,
"Methodology-European Journal of Research Methods for the Behavioral and Social Sciences","METHODOLOGY-EUR","1614-1881","1614-2241","PSYCHOLOGY, MATHEMATICAL - SSCI","1,361","3.1","Q1","0.62","100"%,
"School Psychology","SCHOOL PSYCHOL","2578-4218","2578-4226","PSYCHOLOGY, EDUCATIONAL - SSCI","601","3","Q2","1.12","0"%,
"EUROPEAN JOURNAL OF PSYCHOLOGY OF EDUCATION","EUR J PSYCHOL EDUC","0256-2928","1878-5174","PSYCHOLOGY, EDUCATIONAL - SSCI","2,572","3","Q2","1.03","40.76"%,
