"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"Quality Assurance and Safety of Crops & Foods","QUAL ASSUR SAF CROP","1757-8361","1757-837X","FOOD SCIENCE & TECHNOLOGY - SCIE","1,070","4","Q2","0.47","76.51"%,
"AQUACULTURE ECONOMICS & MANAGEMENT","AQUACULT ECON MANAG","1365-7305","1551-8663","FISHERIES - SCIE","1,126","3.9","Q1","1.36","16.13"%,
"FAMILY PROCESS","FAM PROCESS","0014-7370","1545-5300","FAMILY STUDIES - SSCI","4,083","3.9","Q1","1.24","11.14"%,
"JOURNAL OF FOOD SCIENCE","J FOOD SCI","0022-1147","1750-3841","FOOD SCIENCE & TECHNOLOGY - SCIE","32,835","3.9","Q2","0.76","4.42"%,
"Food Science & Nutrition","FOOD SCI NUTR","2048-7177","2048-7177","FOOD SCIENCE & TECHNOLOGY - SCIE","10,297","3.9","Q2","0.74","70.18"%,
"INTERNATIONAL JOURNAL OF FOOD SCIENCES AND NUTRITION","INT J FOOD SCI NUTR","0963-7486","1465-3478","FOOD SCIENCE & TECHNOLOGY - SCIE","6,638","3.9","Q2","0.73","9.55"%,
"JOURNAL OF MOLECULAR EVOLUTION","J MOL EVOL","0022-2844","1432-1432","EVOLUTIONARY BIOLOGY - SCIE","8,200","3.9","Q2","0.57","28.47"%,
"JOURNAL OF FAMILY VIOLENCE","J FAM VIOLENCE","0885-7482","1573-2851","FAMILY STUDIES - SSCI","4,271","3.8","Q1","1.16","15.37"%,
"Journal of Agriculture and Food Research","J AGR FOOD RES","2666-1543","2666-1543","FOOD SCIENCE & TECHNOLOGY - ESCI","1,188","3.8","N/A","0.93","87.19"%,
"HEREDITY","HEREDITY","0018-067X","1365-2540","EVOLUTIONARY BIOLOGY - SCIE","10,093","3.8","Q2","0.86","37.58"%,
"Journal of Cereal Science","J CEREAL SCI","0733-5210","1095-9963","FOOD SCIENCE & TECHNOLOGY - SCIE","12,495","3.8","Q2","0.83","12.48"%,
"International Journal of Gastronomy and Food Science","INT J GASTRON FOOD S","1878-450X","1878-4518","FOOD SCIENCE & TECHNOLOGY - SCIE","1,646","3.8","Q2","0.73","12.62"%,
"FOREST ECOLOGY AND MANAGEMENT","FOREST ECOL MANAG","0378-1127","1872-7042","FORESTRY - SCIE","43,242","3.7","Q1","1.47","27.19"%,
"Aquaculture Reports","AQUACULT REP","2352-5134","2352-5134","FISHERIES - SCIE","4,091","3.7","Q1","1.21","95.69"%,
"Evolution Medicine and Public Health","EVOL MED PUBLIC HLTH","N/A","2050-6201","EVOLUTIONARY BIOLOGY - SCIE","926","3.7","Q2","0.8","96.26"%,
"CLADISTICS","CLADISTICS","0748-3007","1096-0031","EVOLUTIONARY BIOLOGY - SCIE","3,957","3.6","Q2","1.58","11.21"%,
"JOURNAL OF RESEARCH ON ADOLESCENCE","J RES ADOLESCENCE","1050-8392","1532-7795","FAMILY STUDIES - SSCI","5,161","3.6","Q1","1.38","11.8"%,
"JOURNAL OF FOOD AND DRUG ANALYSIS","J FOOD DRUG ANAL","1021-9498","1021-9498","FOOD SCIENCE & TECHNOLOGY - SCIE","5,604","3.6","Q2","0.94","95.89"%,
"JOURNAL OF DAIRY SCIENCE","J DAIRY SCI","0022-0302","1525-3198","FOOD SCIENCE & TECHNOLOGY - SCIE","67,715","3.5","Q2","1.21","79.56"%,
"AQUACULTURE NUTRITION","AQUACULT NUTR","1353-5773","1365-2095","FISHERIES - SCIE","7,252","3.5","Q1","1.09","78.77"%,
"Beverages","BEVERAGES","2306-5710","2306-5710","FOOD SCIENCE & TECHNOLOGY - ESCI","1,448","3.5","N/A","0.55","99.12"%,
"JOURNAL OF GLBT FAMILY STUDIES","J GLBT FAM STUD","1550-428X","1550-4298","FAMILY STUDIES - ESCI","926","3.4","N/A","1.26","7.27"%,
"WOOD SCIENCE AND TECHNOLOGY","WOOD SCI TECHNOL","0043-7719","1432-5225","FORESTRY - SCIE","5,167","3.4","Q1","1.13","21.58"%,
"BMC EVOLUTIONARY BIOLOGY","BMC EVOL BIOL","1471-2148","1471-2148","EVOLUTIONARY BIOLOGY - SCIE","13,156","3.4","Q2","0.79","99.38"%,
"Journal of Food Measurement and Characterization","J FOOD MEAS CHARACT","2193-4126","2193-4134","FOOD SCIENCE & TECHNOLOGY - SCIE","6,782","3.4","Q2","0.69","2.28"%,
"Food and Environmental Virology","FOOD ENVIRON VIROL","1867-0334","1867-0342","FOOD SCIENCE & TECHNOLOGY - SCIE","1,367","3.4","Q2","0.68","19.23"%,
"TAXON","TAXON","0040-0262","1996-8175","EVOLUTIONARY BIOLOGY - SCIE","5,948","3.4","Q2","0.6","17.52"%,
"JOURNAL OF ETHNIC AND MIGRATION STUDIES","J ETHN MIGR STUD","1369-183X","1469-9451","ETHNIC STUDIES - SSCI","8,918","3.3","Q1","1.61","26.07"%,
"Cultural Diversity & Ethnic Minority Psychology","CULT DIVERS ETHN MIN","1099-9809","1939-0106","ETHNIC STUDIES - SSCI","4,601","3.3","Q1","1.39","0"%,
"CHILDREN AND YOUTH SERVICES REVIEW","CHILD YOUTH SERV REV","0190-7409","1873-7765","FAMILY STUDIES - SSCI","16,011","3.3","Q1","1.28","11.75"%,
"ICES JOURNAL OF MARINE SCIENCE","ICES J MAR SCI","1054-3139","1095-9289","FISHERIES - SCIE","13,924","3.3","Q1","1.17","31.83"%,
"BMJ Sexual & Reproductive Health","BMJ SEX REPROD HEAL","2515-1991","2515-2009","FAMILY STUDIES - SSCI","584","3.3","Q1","1.12","27.27"%,
"EVOLUTION","EVOLUTION","0014-3820","1558-5646","EVOLUTIONARY BIOLOGY - SCIE","29,350","3.3","Q2","0.94","25.2"%,
"British Food Journal","BRIT FOOD J","0007-070X","1758-4108","FOOD SCIENCE & TECHNOLOGY - SCIE","8,961","3.3","Q2","0.91","11.93"%,
"Genome Biology and Evolution","GENOME BIOL EVOL","1759-6653","1759-6653","EVOLUTIONARY BIOLOGY - SCIE","9,396","3.3","Q2","0.9","95.68"%,
"Biology Letters","BIOL LETTERS","1744-9561","1744-957X","EVOLUTIONARY BIOLOGY - SCIE","12,046","3.3","Q2","0.86","34.64"%,
"EUROPEAN FOOD RESEARCH AND TECHNOLOGY","EUR FOOD RES TECHNOL","1438-2377","1438-2385","FOOD SCIENCE & TECHNOLOGY - SCIE","12,160","3.3","Q2","0.69","25.44"%,
"EFSA Journal","EFSA J","N/A","1831-4732","FOOD SCIENCE & TECHNOLOGY - SCIE","17,786","3.3","Q2","0.68","64.2"%,
"INTERNATIONAL JOURNAL OF FOOD SCIENCE AND TECHNOLOGY","INT J FOOD SCI TECH","0950-5423","1365-2621","FOOD SCIENCE & TECHNOLOGY - SCIE","17,784","3.3","Q2","0.66","5.81"%,
"Food & Nutrition Research","FOOD NUTR RES","1654-6628","1654-661X","FOOD SCIENCE & TECHNOLOGY - SCIE","2,833","3.3","Q2","0.64","94.01"%,
"Food Chemistry: Molecular Sciences","FOOD CHEM-MOL SCI","2666-5662","2666-5662","FOOD SCIENCE & TECHNOLOGY - ESCI","277","3.3","N/A","0.63","92.91"%,
"JOURNAL OF FOOD QUALITY","J FOOD QUALITY","0146-9428","1745-4557","FOOD SCIENCE & TECHNOLOGY - SCIE","4,656","3.3","Q2","0.58","99.08"%,
"JOURNAL OF HUMAN EVOLUTION","J HUM EVOL","0047-2484","1095-8606","EVOLUTIONARY BIOLOGY - SCIE","9,575","3.2","Q2","1.56","35.45"%,
"Fire-Switzerland","FIRE-BASEL","2571-6255","2571-6255","FORESTRY - SCIE","1,202","3.2","Q1","1.03","99.47"%,
"Frontiers in Forests and Global Change","FRONT FOR GLOB CHANG","N/A","2624-893X","FORESTRY - SCIE","1,856","3.2","Q1","1.03","99.04"%,
"Croatian Journal of Forest Engineering","CROAT J FOR ENG","1845-5719","1845-5719","FORESTRY - SCIE","879","3.2","Q1","0.96","85.29"%,
"Agribusiness","AGRIBUSINESS","0742-4477","1520-6297","FOOD SCIENCE & TECHNOLOGY - SCIE","1,391","3.2","Q2","0.85","21.51"%,
"JOURNAL OF TEXTURE STUDIES","J TEXTURE STUD","0022-4901","1745-4603","FOOD SCIENCE & TECHNOLOGY - SCIE","2,912","3.2","Q2","0.62","4.9"%,
"Applied Biological Chemistry","APPL BIOL CHEM","2468-0834","2468-0842","FOOD SCIENCE & TECHNOLOGY - SCIE","1,422","3.2","Q2","0.59","99.62"%,
"Race and Social Problems","RACE SOC PROBL","1867-1748","1867-1756","ETHNIC STUDIES - SSCI","999","3.1","Q1","1.39","8.65"%,
"ETHNICITY & HEALTH","ETHNIC HEALTH","1355-7858","1465-3419","ETHNIC STUDIES - SSCI","2,506","3.1","Q1","1.26","5.37"%,
"INTERNATIONAL JOURNAL OF WILDLAND FIRE","INT J WILDLAND FIRE","1049-8001","1448-5516","FORESTRY - SCIE","6,663","3.1","Q1","1.19","41.45"%,
"Journal of Family Nursing","J FAM NURS","1074-8407","1552-549X","FAMILY STUDIES - SSCI","1,064","3.1","Q2","0.96","20.48"%,
"Analytical Methods","ANAL METHODS-UK","1759-9660","1759-9679","FOOD SCIENCE & TECHNOLOGY - SCIE","20,428","3.1","Q2","0.82","5.15"%,
"JOURNAL OF HEREDITY","J HERED","0022-1503","1465-7333","EVOLUTIONARY BIOLOGY - SCIE","6,324","3.1","Q2","0.75","35.53"%,
"INTERNATIONAL DAIRY JOURNAL","INT DAIRY J","0958-6946","1879-0143","FOOD SCIENCE & TECHNOLOGY - SCIE","10,506","3.1","Q2","0.71","14.91"%,
"JOURNAL OF FOOD SCIENCE AND TECHNOLOGY-MYSORE","J FOOD SCI TECH MYS","0022-1155","0975-8402","FOOD SCIENCE & TECHNOLOGY - SCIE","22,160","3.1","Q2","0.61","3.58"%,
"Sociology of Race and Ethnicity","SOCIOL RACE ETHNIC","2332-6492","2332-6505","ETHNIC STUDIES - SSCI","1,256","3","Q1","1.5","3.23"%,
"ANNALS OF FOREST SCIENCE","ANN FOREST SCI","1286-4560","1297-966X","FORESTRY - SCIE","5,078","3","Q1","1.08","40.17"%,
"DENDROCHRONOLOGIA","DENDROCHRONOLOGIA","1125-7865","1612-0051","FORESTRY - SCIE","2,490","3","Q1","0.95","21.34"%,
"JOURNAL OF FORESTRY RESEARCH","J FORESTRY RES","1007-662X","1993-0607","FORESTRY - SCIE","4,143","3","Q1","0.82","32.92"%,
"Food Biophysics","FOOD BIOPHYS","1557-1858","1557-1866","FOOD SCIENCE & TECHNOLOGY - SCIE","2,203","3","Q3","0.66","10.86"%,
"Food Science of Animal Resources","FOOD SCI ANIM RESOUR","2636-0772","2636-0780","FOOD SCIENCE & TECHNOLOGY - SCIE","900","3","Q3","0.64","99.18"%,
"FOOD AND AGRICULTURAL IMMUNOLOGY","FOOD AGR IMMUNOL","0954-0105","1465-3443","FOOD SCIENCE & TECHNOLOGY - SCIE","1,737","3","Q3","0.61","98.34"%,
"JOURNAL OF FOOD PROCESS ENGINEERING","J FOOD PROCESS ENG","0145-8876","1745-4530","FOOD SCIENCE & TECHNOLOGY - SCIE","5,824","3","Q3","0.51","1.69"%,
"JOURNAL OF ESSENTIAL OIL RESEARCH","J ESSENT OIL RES","1041-2905","2163-8152","FOOD SCIENCE & TECHNOLOGY - SCIE","3,952","3","Q3","0.45","0.57"%,
"DEVELOPMENTAL AND COMPARATIVE IMMUNOLOGY","DEV COMP IMMUNOL","0145-305X","1879-0089","FISHERIES - SCIE","11,246","2.9","Q1","1.25","13.3"%,
"Forests","FORESTS","N/A","1999-4907","FORESTRY - SCIE","20,642","2.9","Q1","1.05","99.62"%,
"AMERICAN NATURALIST","AM NAT","0003-0147","1537-5323","EVOLUTIONARY BIOLOGY - SCIE","27,805","2.9","Q2","0.94","19.82"%,
"JOURNAL OF WOOD SCIENCE","J WOOD SCI","1435-0211","1611-4663","FORESTRY - SCIE","3,424","2.9","Q1","0.93","99.55"%,
"AQUACULTURE INTERNATIONAL","AQUACULT INT","0967-6120","1573-143X","FISHERIES - SCIE","4,718","2.9","Q1","0.87","6.6"%,
"Marine Resource Economics","MAR RESOUR ECON","0738-1360","2334-5985","FISHERIES - SCIE","1,070","2.9","Q1","0.85","0"%,
