"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"TRANSPORTATION SCIENCE","TRANSPORT SCI","0041-1655","N/A","TRANSPORTATION SCIENCE & TECHNOLOGY - SCIE","8,143","4.6","Q2","1","0"%,
"Maritime Economics & Logistics","MARIT ECON LOGIST","1479-2931","1479-294X","TRANSPORTATION - SSCI","1,381","4.6","Q2","0.82","14.41"%,
"Toxics","TOXICS","N/A","2305-6304","TOXICOLOGY - SCIE","4,146","4.6","Q1","0.79","99.76"%,
"AQUATIC TOXICOLOGY","AQUAT TOXICOL","0166-445X","1879-1514","TOXICOLOGY - SCIE","18,361","4.5","Q1","1.43","15.49"%,
"BJU INTERNATIONAL","BJU INT","1464-4096","1464-410X","UROLOGY & NEPHROLOGY - SCIE","19,778","4.5","Q1","1.4","22"%,
"Journal of Exposure Science and Environmental Epidemiology","J EXPO SCI ENV EPID","1559-0631","1559-064X","TOXICOLOGY - SCIE","6,073","4.5","Q1","1.22","27.79"%,
"TOXICOLOGY","TOXICOLOGY","0300-483X","1879-3185","TOXICOLOGY - SCIE","15,236","4.5","Q1","1.16","14.31"%,
"Tropical Medicine and Health","TROP MED HEALTH","1348-8945","1349-4147","TROPICAL MEDICINE - ESCI","1,568","4.5","N/A","1.13","99.59"%,
"JOURNAL OF PLANNING LITERATURE","J PLAN LIT","0885-4122","1552-6593","URBAN STUDIES - SSCI","1,573","4.5","Q1","0.96","22.73"%,
"ENVIRONMENTAL TOXICOLOGY","ENVIRON TOXICOL","1520-4081","1522-7278","TOXICOLOGY - SCIE","7,286","4.5","Q1","0.95","2.06"%,
"Environmental Toxicology and Pharmacology","ENVIRON TOXICOL PHAR","1382-6689","1872-7077","TOXICOLOGY - SCIE","10,445","4.3","Q1","1.22","7.45"%,
"FOOD AND CHEMICAL TOXICOLOGY","FOOD CHEM TOXICOL","0278-6915","1873-6351","TOXICOLOGY - SCIE","40,463","4.3","Q1","1.11","11.46"%,
"BIOLOGY OF BLOOD AND MARROW TRANSPLANTATION","BIOL BLOOD MARROW TR","1083-8791","1523-6536","TRANSPLANTATION - SCIE","13,891","4.3","Q2","1.08","92.84"%,
"TRANSPORTATION","TRANSPORTATION","0049-4488","1572-9435","TRANSPORTATION - SSCI","6,527","4.3","Q2","1.07","29.81"%,
"TRANSPORTATION","TRANSPORTATION","0049-4488","1572-9435","TRANSPORTATION SCIENCE & TECHNOLOGY - SCIE","6,527","4.3","Q2","1.07","29.81"%,
"European Transport Research Review","EUR TRANSP RES REV","1867-0717","1866-8887","TRANSPORTATION - SSCI","1,759","4.3","Q2","1","100"%,
"European Transport Research Review","EUR TRANSP RES REV","1867-0717","1866-8887","TRANSPORTATION SCIENCE & TECHNOLOGY - SCIE","1,759","4.3","Q2","1","100"%,
"Expert Opinion on Drug Metabolism & Toxicology","EXPERT OPIN DRUG MET","1742-5255","1744-7607","TOXICOLOGY - SCIE","5,089","4.3","Q1","0.59","10.98"%,
"AMERICAN JOURNAL OF NEPHROLOGY","AM J NEPHROL","0250-8095","1421-9670","UROLOGY & NEPHROLOGY - SCIE","5,967","4.2","Q1","1.4","21.4"%,
"AMERICAN JOURNAL OF PHYSIOLOGY-RENAL PHYSIOLOGY","AM J PHYSIOL-RENAL","1931-857X","1522-1466","UROLOGY & NEPHROLOGY - SCIE","17,940","4.2","Q1","1.17","3.56"%,
"ASAIO JOURNAL","ASAIO J","1058-2916","1538-943X","TRANSPLANTATION - SCIE","5,655","4.2","Q2","1.03","4.15"%,
"DRUG SAFETY","DRUG SAFETY","0114-5916","1179-1942","TOXICOLOGY - SCIE","6,838","4.2","Q1","1.02","48.92"%,
"Toxins","TOXINS","N/A","2072-6651","TOXICOLOGY - SCIE","22,084","4.2","Q1","0.89","99.33"%,
"JOURNAL OF SAFETY RESEARCH","J SAFETY RES","0022-4375","1879-1247","TRANSPORTATION - SSCI","5,897","4.1","Q2","1.33","7.89"%,
"TRANSPORTATION RESEARCH PART F-TRAFFIC PSYCHOLOGY AND BEHAVIOUR","TRANSPORT RES F-TRAF","1369-8478","1873-5517","TRANSPORTATION - SSCI","10,377","4.1","Q2","1.1","18.86"%,
"CHEMICAL RESEARCH IN TOXICOLOGY","CHEM RES TOXICOL","0893-228X","1520-5010","TOXICOLOGY - SCIE","14,319","4.1","Q2","0.89","9.52"%,
"ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","ENVIRON TOXICOL CHEM","0730-7268","1552-8618","TOXICOLOGY - SCIE","21,979","4.1","Q2","0.78","21.73"%,
"STEM CELLS AND DEVELOPMENT","STEM CELLS DEV","1547-3287","1557-8534","TRANSPLANTATION - SCIE","7,940","4","Q2","0.96","6.06"%,
"ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY","ARCH ENVIRON CON TOX","0090-4341","1432-0703","TOXICOLOGY - SCIE","8,178","4","Q2","0.76","10.81"%,
"Transplantation Reviews","TRANSPLANT REV-ORLAN","0955-470X","N/A","TRANSPLANTATION - SCIE","1,272","4","Q2","0.72","15.65"%,
"International Journal of Rail Transportation","INT J RAIL TRANSP","2324-8378","2324-8386","TRANSPORTATION SCIENCE & TECHNOLOGY - SCIE","839","4","Q2","0.67","13.97"%,
"COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY","COMP BIOCHEM PHYS C","1532-0456","1878-1659","TOXICOLOGY - SCIE","8,223","3.9","Q2","1.27","7.77"%,
"Kidney Medicine","KIDNEY MED","2590-0595","2590-0595","UROLOGY & NEPHROLOGY - ESCI","936","3.9","N/A","1.04","93.38"%,
"XENOTRANSPLANTATION","XENOTRANSPLANTATION","0908-665X","1399-3089","TRANSPLANTATION - SCIE","2,308","3.9","Q2","0.78","15"%,
"International Journal of Sustainable Transportation","INT J SUSTAIN TRANSP","1556-8318","1556-8334","TRANSPORTATION - SSCI","2,866","3.9","Q3","0.7","15.46"%,
"Planning Theory & Practice","PLAN THEORY PRACT","1464-9357","1470-000X","URBAN STUDIES - SSCI","1,612","3.9","Q1","0.68","34.78"%,
"URBAN GEOGRAPHY","URBAN GEOGR","0272-3638","1938-2847","URBAN STUDIES - SSCI","4,751","3.8","Q2","1.2","23.24"%,
"TOXICOLOGY AND APPLIED PHARMACOLOGY","TOXICOL APPL PHARM","0041-008X","1096-0333","TOXICOLOGY - SCIE","20,884","3.8","Q2","1.12","13.14"%,
"PLoS Neglected Tropical Diseases","PLOS NEGLECT TROP D","1935-2735","1935-2735","TROPICAL MEDICINE - SCIE","36,272","3.8","Q1","1.08","97.95"%,
"Research in Transportation Economics","RES TRANSP ECON","0739-8859","1875-7979","TRANSPORTATION - SSCI","3,057","3.8","Q3","1.08","13.4"%,
"TOXICOLOGICAL SCIENCES","TOXICOL SCI","1096-6080","1096-0929","TOXICOLOGY - SCIE","18,287","3.8","Q2","1.05","18.88"%,
"CardioRenal Medicine","CARDIORENAL MED","1664-3828","1664-5502","UROLOGY & NEPHROLOGY - SCIE","825","3.8","Q1","1.04","48.42"%,
"DNA REPAIR","DNA REPAIR","1568-7864","1568-7856","TOXICOLOGY - SCIE","6,707","3.8","Q2","0.85","26.8"%,
"ENVIRONMENT AND URBANIZATION","ENVIRON URBAN","0956-2478","1746-0301","URBAN STUDIES - SSCI","3,080","3.7","Q2","1.01","40.23"%,
"Kidney Diseases","KIDNEY DIS-BASEL","2296-9381","2296-9357","UROLOGY & NEPHROLOGY - SCIE","924","3.7","Q1","0.82","100"%,
"International Braz J Urol","INT BRAZ J UROL","1677-5538","1677-6119","UROLOGY & NEPHROLOGY - SCIE","2,786","3.7","Q1","0.74","94.72"%,
"Journal of Rail Transport Planning & Management","J RAIL TRANSPORT PLA","2210-9706","2210-9714","TRANSPORTATION - ESCI","600","3.7","N/A","0.72","27.17"%,
"IEEE Intelligent Transportation Systems Magazine","IEEE INTEL TRANSP SY","1939-1390","1941-1197","TRANSPORTATION SCIENCE & TECHNOLOGY - SCIE","2,407","3.6","Q2","1.03","1.51"%,
"Sexual Medicine Reviews","SEX MED REV","2050-0513","2050-0521","UROLOGY & NEPHROLOGY - SCIE","1,646","3.6","Q2","0.9","10.34"%,
"Journal of Transport & Health","J TRANSP HEALTH","2214-1405","N/A","TRANSPORTATION - SSCI","3,713","3.6","Q3","0.85","22.41"%,
"Journal of Intelligent Transportation Systems","J INTELL TRANSPORT S","1547-2450","1547-2442","TRANSPORTATION - SSCI","2,034","3.6","Q3","0.8","4.59"%,
"Journal of Intelligent Transportation Systems","J INTELL TRANSPORT S","1547-2450","1547-2442","TRANSPORTATION SCIENCE & TECHNOLOGY - SCIE","2,034","3.6","Q2","0.8","4.59"%,
"JOURNAL OF BIOCHEMICAL AND MOLECULAR TOXICOLOGY","J BIOCHEM MOL TOXIC","1095-6670","1099-0461","TOXICOLOGY - SCIE","4,931","3.6","Q2","0.74","2.21"%,
"Journal of Sexual Medicine","J SEX MED","1743-6095","1743-6109","UROLOGY & NEPHROLOGY - SCIE","12,694","3.5","Q2","1.04","11.39"%,
"TOXICOLOGY LETTERS","TOXICOL LETT","0378-4274","1879-3169","TOXICOLOGY - SCIE","16,628","3.5","Q2","1","13.84"%,
"Environment and Planning B-Urban Analytics and City Science","ENVIRON PLAN B-URBAN","2399-8083","2399-8091","URBAN STUDIES - SSCI","6,024","3.5","Q2","0.91","18.52"%,
"International Journal of Housing Policy","INT J HOUS POLICY","1949-1247","1949-1255","URBAN STUDIES - SSCI","843","3.5","Q2","0.75","27.5"%,
"Maritime Policy & Management","MARIT POLICY MANAG","0308-8839","1464-5254","TRANSPORTATION - SSCI","2,935","3.5","Q3","0.7","9.19"%,
"WORLD JOURNAL OF UROLOGY","WORLD J UROL","0724-4983","1433-8726","UROLOGY & NEPHROLOGY - SCIE","9,842","3.4","Q2","1.08","20.26"%,
"REGULATORY TOXICOLOGY AND PHARMACOLOGY","REGUL TOXICOL PHARM","0273-2300","1096-0295","TOXICOLOGY - SCIE","10,157","3.4","Q2","1.04","40.43"%,
"NEUROTOXICOLOGY","NEUROTOXICOLOGY","0161-813X","1872-9711","TOXICOLOGY - SCIE","8,132","3.4","Q2","1","17.82"%,
"JOURNAL OF NEPHROLOGY","J NEPHROL","1121-8428","1724-6059","UROLOGY & NEPHROLOGY - SCIE","4,580","3.4","Q2","0.99","27.37"%,
"Pathogens and Global Health","PATHOG GLOB HEALTH","2047-7724","2047-7732","TROPICAL MEDICINE - SCIE","1,872","3.4","Q1","0.9","10.68"%,
"INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH","INT J URBAN REGIONAL","0309-1317","1468-2427","URBAN STUDIES - SSCI","6,695","3.3","Q2","1.07","20.6"%,
"AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE","AM J TROP MED HYG","0002-9637","1476-1645","TROPICAL MEDICINE - SCIE","24,592","3.3","Q1","1","33.11"%,
"REPRODUCTIVE TOXICOLOGY","REPROD TOXICOL","0890-6238","1873-1708","TOXICOLOGY - SCIE","7,798","3.3","Q2","0.95","23.41"%,
"Current Research in Toxicology","CURR RES TOXICOL","2666-027X","2666-027X","TOXICOLOGY - ESCI","215","3.3","N/A","0.92","100"%,
"MARINE ENVIRONMENTAL RESEARCH","MAR ENVIRON RES","0141-1136","1879-0291","TOXICOLOGY - SCIE","9,393","3.3","Q2","0.87","21.04"%,
"CELL TRANSPLANTATION","CELL TRANSPLANT","0963-6897","1555-3892","TRANSPLANTATION - SCIE","7,794","3.3","Q2","0.82","95.69"%,
"Transportmetrica A-Transport Science","TRANSPORTMETRICA A","2324-9935","2324-9943","TRANSPORTATION - SSCI","2,753","3.3","Q3","0.77","14.13"%,
"Transportmetrica A-Transport Science","TRANSPORTMETRICA A","2324-9935","2324-9943","TRANSPORTATION SCIENCE & TECHNOLOGY - SCIE","2,753","3.3","Q2","0.77","14.13"%,
"CLINICAL TOXICOLOGY","CLIN TOXICOL","1556-3650","1556-9519","TOXICOLOGY - SCIE","4,999","3.3","Q2","0.73","9.64"%,
"Journal of Immunotoxicology","J IMMUNOTOXICOL","1547-691X","1547-6901","TOXICOLOGY - SCIE","1,233","3.3","Q2","0.71","98.08"%,
"SEMINARS IN NEPHROLOGY","SEMIN NEPHROL","0270-9295","1558-4488","UROLOGY & NEPHROLOGY - SCIE","3,752","3.3","Q2","0.7","5.71"%,
"JOURNAL OF APPLIED TOXICOLOGY","J APPL TOXICOL","0260-437X","1099-1263","TOXICOLOGY - SCIE","6,812","3.3","Q2","0.69","7.63"%,
"IMMUNOPHARMACOLOGY AND IMMUNOTOXICOLOGY","IMMUNOPHARM IMMUNOT","0892-3973","1532-2513","TOXICOLOGY - SCIE","2,770","3.3","Q2","0.68","2.97"%,
