"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"Nature Reviews Gastroenterology & Hepatology","NAT REV GASTRO HEPAT","1759-5045","1759-5053","GASTROENTEROLOGY & HEPATOLOGY - SCIE","25,080","65.1","Q1","9.19","4.94"%,
"NATURE","NATURE","0028-0836","1476-4687","MULTIDISCIPLINARY SCIENCES - SCIE","964,818","64.8","Q1","11.43","19.06"%,
"CELL","CELL","0092-8674","1097-4172","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","338,069","64.5","Q1","9.52","75.68"%,
"CELL","CELL","0092-8674","1097-4172","CELL BIOLOGY - SCIE","338,069","64.5","Q1","9.52","75.68"%,
"Lancet Psychiatry","LANCET PSYCHIAT","2215-0374","N/A","PSYCHIATRY - SCIE","21,041","64.3","Q1","8.65","22.38"%,
"Lancet Psychiatry","LANCET PSYCHIAT","2215-0374","N/A","PSYCHIATRY - SSCI","21,041","64.3","Q1","8.65","22.38"%,
"CHEMICAL REVIEWS","CHEM REV","0009-2665","1520-6890","CHEMISTRY, MULTIDISCIPLINARY - SCIE","231,674","62.1","Q1","4.2","13.13"%,
"SCIENCE","SCIENCE","0036-8075","1095-9203","MULTIDISCIPLINARY SCIENCES - SCIE","818,281","56.9","Q1","9.64","7.14"%,
"Nature Energy","NAT ENERGY","2058-7546","2058-7546","ENERGY & FUELS - SCIE","41,749","56.7","Q1","8.53","7.88"%,
"Nature Energy","NAT ENERGY","2058-7546","2058-7546","MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE","41,749","56.7","Q1","8.53","7.88"%,
"LANCET INFECTIOUS DISEASES","LANCET INFECT DIS","1473-3099","1474-4457","INFECTIOUS DISEASES - SCIE","46,654","56.3","Q1","7.69","27.88"%,
"ADVANCES IN PHYSICS","ADV PHYS","0001-8732","1460-6976","PHYSICS, CONDENSED MATTER - SCIE","6,166","54.8","Q1","1.37","0"%,
"LANCET ONCOLOGY","LANCET ONCOL","1470-2045","1474-5488","ONCOLOGY - SCIE","77,245","51.1","Q1","9.03","14.6"%,
"ANNALS OF ONCOLOGY","ANN ONCOL","0923-7534","1569-8041","ONCOLOGY - SCIE","67,195","50.5","Q1","6.41","75.48"%,
"CANCER CELL","CANCER CELL","1535-6108","1878-3686","CELL BIOLOGY - SCIE","55,579","50.3","Q1","6.44","71.6"%,
"CANCER CELL","CANCER CELL","1535-6108","1878-3686","ONCOLOGY - SCIE","55,579","50.3","Q1","6.44","71.6"%,
"Lancet Public Health","LANCET PUBLIC HEALTH","2468-2667","2468-2667","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","10,751","50","Q1","9.09","90.38"%,
"Lancet Public Health","LANCET PUBLIC HEALTH","2468-2667","2468-2667","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","10,751","50","Q1","9.09","90.38"%,
"Nature Reviews Cardiology","NAT REV CARDIOL","1759-5002","1759-5010","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","17,301","49.6","Q1","6.6","2.98"%,
"LANCET NEUROLOGY","LANCET NEUROL","1474-4422","1474-4465","CLINICAL NEUROLOGY - SCIE","49,060","48","Q1","12.82","12.04"%,
"NATURE METHODS","NAT METHODS","1548-7091","1548-7105","BIOCHEMICAL RESEARCH METHODS - SCIE","110,879","48","Q1","9.1","17.89"%,
"NATURE BIOTECHNOLOGY","NAT BIOTECHNOL","1087-0156","1546-1696","BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE","90,681","46.9","Q1","9.59","17.71"%,
"CHEMICAL SOCIETY REVIEWS","CHEM SOC REV","0306-0012","1460-4744","CHEMISTRY, MULTIDISCIPLINARY - SCIE","177,860","46.2","Q1","3.41","23.39"%,
"JOURNAL OF CLINICAL ONCOLOGY","J CLIN ONCOL","0732-183X","1527-7755","ONCOLOGY - SCIE","180,328","45.4","Q1","5.58","26.55"%,
"Lancet Diabetes & Endocrinology","LANCET DIABETES ENDO","2213-8587","2213-8595","ENDOCRINOLOGY & METABOLISM - SCIE","19,242","44.5","Q1","7.51","11.89"%,
"CELL RESEARCH","CELL RES","1001-0602","1748-7838","CELL BIOLOGY - SCIE","29,723","44.1","Q1","3.52","62"%,
"REVIEWS OF MODERN PHYSICS","REV MOD PHYS","0034-6861","1539-0756","PHYSICS, MULTIDISCIPLINARY - SCIE","59,661","44","Q1","4.8","11.22"%,
"NATURE REVIEWS GENETICS","NAT REV GENET","1471-0056","1471-0064","GENETICS & HEREDITY - SCIE","43,862","42.7","Q1","6.24","5.84"%,
"Nature Reviews Earth & Environment","NAT REV EARTH ENV","N/A","2662-138X","ENVIRONMENTAL SCIENCES - SCIE","4,599","42.1","Q1","4","0.68"%,
"Nature Reviews Earth & Environment","NAT REV EARTH ENV","N/A","2662-138X","GEOSCIENCES, MULTIDISCIPLINARY - SCIE","4,599","42.1","Q1","4","0.68"%,
"Nature Reviews Nephrology","NAT REV NEPHROL","1759-5061","1759-507X","UROLOGY & NEPHROLOGY - SCIE","15,061","41.5","Q1","6.82","3.31"%,
"NATURE MATERIALS","NAT MATER","1476-1122","1476-4660","CHEMISTRY, PHYSICAL - SCIE","112,359","41.2","Q1","6.64","4.43"%,
"NATURE MATERIALS","NAT MATER","1476-1122","1476-4660","MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE","112,359","41.2","Q1","6.64","4.43"%,
"NATURE MATERIALS","NAT MATER","1476-1122","1476-4660","PHYSICS, APPLIED - SCIE","112,359","41.2","Q1","6.64","4.43"%,
"NATURE MATERIALS","NAT MATER","1476-1122","1476-4660","PHYSICS, CONDENSED MATTER - SCIE","112,359","41.2","Q1","6.64","4.43"%,
"Living Reviews in Relativity","LIVING REV RELATIV","2367-3613","1433-8351","PHYSICS, PARTICLES & FIELDS - SCIE","3,705","40.6","Q1","6.34","100"%,
"Nature Reviews Endocrinology","NAT REV ENDOCRINOL","1759-5029","1759-5037","ENDOCRINOLOGY & METABOLISM - SCIE","20,556","40.5","Q1","5.11","5.1"%,
"Nature Reviews Methods Primers","NAT REV METHOD PRIME","N/A","2662-8449","MULTIDISCIPLINARY SCIENCES - ESCI","1,936","39.8","N/A","6.42","9.3"%,
"Joule","JOULE","2542-4351","2542-4351","CHEMISTRY, PHYSICAL - SCIE","32,603","39.8","Q1","4.93","77.35"%,
"Joule","JOULE","2542-4351","2542-4351","ENERGY & FUELS - SCIE","32,603","39.8","Q1","4.93","77.35"%,
"Joule","JOULE","2542-4351","2542-4351","MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE","32,603","39.8","Q1","4.93","77.35"%,
"EUROPEAN HEART JOURNAL","EUR HEART J","0195-668X","1522-9645","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","87,861","39.3","Q1","6.79","37.48"%,
"Signal Transduction and Targeted Therapy","SIGNAL TRANSDUCT TAR","2095-9907","2059-3635","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","19,678","39.3","Q1","3.7","100"%,
"Signal Transduction and Targeted Therapy","SIGNAL TRANSDUCT TAR","2095-9907","2059-3635","CELL BIOLOGY - SCIE","19,678","39.3","Q1","3.7","100"%,
"ANNALS OF INTERNAL MEDICINE","ANN INTERN MED","0003-4819","1539-3704","MEDICINE, GENERAL & INTERNAL - SCIE","72,041","39.2","Q1","4.91","0"%,
"JAMA Internal Medicine","JAMA INTERN MED","2168-6106","2168-6114","MEDICINE, GENERAL & INTERNAL - SCIE","28,112","39","Q1","4.75","17.33"%,
"INTENSIVE CARE MEDICINE","INTENS CARE MED","0342-4642","1432-1238","CRITICAL CARE MEDICINE - SCIE","32,807","38.9","Q1","3.95","26.77"%,
"Nature Reviews Physics","NAT REV PHYS","N/A","2522-5820","PHYSICS, APPLIED - SCIE","5,880","38.5","Q1","2.6","1.48"%,
"Nature Reviews Physics","NAT REV PHYS","N/A","2522-5820","PHYSICS, MULTIDISCIPLINARY - SCIE","5,880","38.5","Q1","2.6","1.48"%,
"Nature Nanotechnology","NAT NANOTECHNOL","1748-3387","1748-3395","MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE","77,412","38.3","Q1","5.15","5.87"%,
"Nature Nanotechnology","NAT NANOTECHNOL","1748-3387","1748-3395","NANOSCIENCE & NANOTECHNOLOGY - SCIE","77,412","38.3","Q1","5.15","5.87"%,
"Lancet Microbe","LANCET MICROBE","N/A","2666-5247","INFECTIOUS DISEASES - SCIE","4,054","38.2","Q1","4.99","87.88"%,
"Lancet Microbe","LANCET MICROBE","N/A","2666-5247","MICROBIOLOGY - SCIE","4,054","38.2","Q1","4.99","87.88"%,
"Nature Reviews Neurology","NAT REV NEUROL","1759-4758","1759-4766","CLINICAL NEUROLOGY - SCIE","19,735","38.1","Q1","6.28","4.17"%,
"CIRCULATION","CIRCULATION","0009-7322","1524-4539","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE","187,648","37.8","Q1","7.45","23.52"%,
"CIRCULATION","CIRCULATION","0009-7322","1524-4539","PERIPHERAL VASCULAR DISEASE - SCIE","187,648","37.8","Q1","7.45","23.52"%,
"Nature Catalysis","NAT CATAL","2520-1158","2520-1158","CHEMISTRY, PHYSICAL - SCIE","20,481","37.8","Q1","4.5","5.48"%,
"PROGRESS IN MATERIALS SCIENCE","PROG MATER SCI","0079-6425","1873-2208","MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE","27,551","37.4","Q1","2.54","20.08"%,
"Molecular Cancer","MOL CANCER","N/A","1476-4598","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","36,241","37.3","Q1","5.43","100"%,
"Molecular Cancer","MOL CANCER","N/A","1476-4598","ONCOLOGY - SCIE","36,241","37.3","Q1","5.43","100"%,
"CLINICAL MICROBIOLOGY REVIEWS","CLIN MICROBIOL REV","0893-8512","1098-6618","MICROBIOLOGY - SCIE","26,300","36.8","Q1","3.51","0.91"%,
"Foundations and Trends in Computer Graphics and Vision","FOUND TRENDS COMPUT","1572-2740","1572-2759","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","405","36.5","N/A","3.22","85.71"%,
"Lancet Child & Adolescent Health","LANCET CHILD ADOLESC","2352-4642","2352-4642","PEDIATRICS - SCIE","7,827","36.4","Q1","8.44","19.21"%,
"Nature Reviews Chemistry","NAT REV CHEM","N/A","2397-3358","CHEMISTRY, MULTIDISCIPLINARY - SCIE","9,964","36.3","Q1","2.16","3.23"%,
"Annual Review of Pathology-Mechanisms of Disease","ANNU REV PATHOL-MECH","1553-4006","1553-4014","PATHOLOGY - SCIE","8,303","36.2","Q1","5.78","3.17"%,
"Lancet Gastroenterology & Hepatology","LANCET GASTROENTEROL","N/A","2468-1253","GASTROENTEROLOGY & HEPATOLOGY - SCIE","11,326","35.7","Q1","5.44","13.79"%,
"IEEE Communications Surveys and Tutorials","IEEE COMMUN SURV TUT","N/A","1553-877X","COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE","29,361","35.6","Q1","8.77","21.58"%,
"IEEE Communications Surveys and Tutorials","IEEE COMMUN SURV TUT","N/A","1553-877X","TELECOMMUNICATIONS - SCIE","29,361","35.6","Q1","8.77","21.58"%,
"Nature Photonics","NAT PHOTONICS","1749-4885","1749-4893","OPTICS - SCIE","55,088","34.9","Q1","8.69","7.47"%,
"Nature Photonics","NAT PHOTONICS","1749-4885","1749-4893","PHYSICS, APPLIED - SCIE","55,088","34.9","Q1","8.69","7.47"%,
"NATURE REVIEWS NEUROSCIENCE","NAT REV NEUROSCI","1471-003X","1471-0048","NEUROSCIENCES - SCIE","50,019","34.7","Q1","4.35","2.11"%,
"Lancet Global Health","LANCET GLOB HEALTH","2214-109X","2214-109X","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","22,632","34.3","Q1","7.54","88.27"%,
"Lancet Global Health","LANCET GLOB HEALTH","2214-109X","2214-109X","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI","22,632","34.3","Q1","7.54","88.27"%,
"Nature Electronics","NAT ELECTRON","2520-1131","2520-1131","ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE","11,819","34.3","Q1","5.24","6.13"%,
"MMWR-MORBIDITY AND MORTALITY WEEKLY REPORT","MMWR-MORBID MORTAL W","0149-2195","1545-861X","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","40,621","33.9","Q1","8.82","86.19"%,
"MMWR Recommendations and Reports","MMWR RECOMM REP","1057-5987","1545-8601","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE","3,049","33.7","Q1","10.08","94.12"%,
"Nature Reviews Rheumatology","NAT REV RHEUMATOL","1759-4790","1759-4804","RHEUMATOLOGY - SCIE","15,294","33.7","Q1","4.4","2.03"%,
"PHYSIOLOGICAL REVIEWS","PHYSIOL REV","0031-9333","1522-1210","PHYSIOLOGY - SCIE","38,846","33.6","Q1","5.59","18.64"%,
"Cell Discovery","CELL DISCOV","N/A","2056-5968","CELL BIOLOGY - SCIE","6,697","33.5","Q1","2.07","99.12"%,
"Annual Review of Astronomy and Astrophysics","ANNU REV ASTRON ASTR","0066-4146","1545-4282","ASTRONOMY & ASTROPHYSICS - SCIE","14,851","33.3","Q1","3.69","2.56"%,
"Innovation","INNOVATION-AMSTERDAM","2666-6758","2666-6758","MULTIDISCIPLINARY SCIENCES - ESCI","3,546","33.1","N/A","4.99","83.97"%,
"Foundations and Trends in Machine Learning","FOUND TRENDS MACH LE","1935-8237","1935-8245","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI","3,581","32.8","N/A","8.86","0"%,
"Energy & Environmental Science","ENERG ENVIRON SCI","1754-5692","1754-5706","CHEMISTRY, MULTIDISCIPLINARY - SCIE","107,998","32.5","Q1","4.54","20.81"%,
"Energy & Environmental Science","ENERG ENVIRON SCI","1754-5692","1754-5706","ENERGY & FUELS - SCIE","107,998","32.5","Q1","4.54","20.81"%,
"Energy & Environmental Science","ENERG ENVIRON SCI","1754-5692","1754-5706","ENGINEERING, CHEMICAL - SCIE","107,998","32.5","Q1","4.54","20.81"%,
"Energy & Environmental Science","ENERG ENVIRON SCI","1754-5692","1754-5706","ENVIRONMENTAL SCIENCES - SCIE","107,998","32.5","Q1","4.54","20.81"%,
"Immunity","IMMUNITY","1074-7613","1097-4180","IMMUNOLOGY - SCIE","77,462","32.4","Q1","5.24","78.85"%,
"Electrochemical Energy Reviews","ELECTROCHEM ENERGY R","2520-8489","2520-8136","ELECTROCHEMISTRY - SCIE","3,418","31.3","Q1","2.15","25.26"%,
"MATERIALS SCIENCE & ENGINEERING R-REPORTS","MAT SCI ENG R","0927-796X","1879-212X","MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE","9,601","31","Q1","2.09","22.78"%,
"MATERIALS SCIENCE & ENGINEERING R-REPORTS","MAT SCI ENG R","0927-796X","1879-212X","PHYSICS, APPLIED - SCIE","9,601","31","Q1","2.09","22.78"%,
"NATURE GENETICS","NAT GENET","1061-4036","1546-1718","GENETICS & HEREDITY - SCIE","111,677","30.8","Q1","9.35","20.64"%,
"Lancet Digital Health","LANCET DIGIT HEALTH","N/A","2589-7500","MEDICAL INFORMATICS - SCIE","4,803","30.8","Q1","4.94","94.71"%,
"Lancet Digital Health","LANCET DIGIT HEALTH","N/A","2589-7500","MEDICINE, GENERAL & INTERNAL - SCIE","4,803","30.8","Q1","4.94","94.71"%,
"Nature Climate Change","NAT CLIM CHANGE","1758-678X","1758-6798","ENVIRONMENTAL SCIENCES - SCIE","45,022","30.7","Q1","5.18","10.24"%,
"Nature Climate Change","NAT CLIM CHANGE","1758-678X","1758-6798","ENVIRONMENTAL STUDIES - SSCI","45,022","30.7","Q1","5.18","10.24"%,
"Nature Climate Change","NAT CLIM CHANGE","1758-678X","1758-6798","METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE","45,022","30.7","Q1","5.18","10.24"%,
"NATURE IMMUNOLOGY","NAT IMMUNOL","1529-2908","1529-2916","IMMUNOLOGY - SCIE","58,377","30.5","Q1","4.78","10.14"%,
"Cell Host & Microbe","CELL HOST MICROBE","1931-3128","1934-6069","MICROBIOLOGY - SCIE","33,775","30.3","Q1","6.08","81.65"%,
"Cell Host & Microbe","CELL HOST MICROBE","1931-3128","1934-6069","PARASITOLOGY - SCIE","33,775","30.3","Q1","6.08","81.65"%,
"Cell Host & Microbe","CELL HOST MICROBE","1931-3128","1934-6069","VIROLOGY - SCIE","33,775","30.3","Q1","6.08","81.65"%,
"Nature Human Behaviour","NAT HUM BEHAV","2397-3374","2397-3374","MULTIDISCIPLINARY SCIENCES - SCIE","14,216","29.9","Q1","6.47","9.69"%,
"Nature Human Behaviour","NAT HUM BEHAV","2397-3374","2397-3374","NEUROSCIENCES - SCIE","14,216","29.9","Q1","6.47","9.69"%,
"Nature Human Behaviour","NAT HUM BEHAV","2397-3374","2397-3374","PSYCHOLOGY, EXPERIMENTAL - SSCI","14,216","29.9","Q1","6.47","9.69"%,
"PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS","PHYS REP","0370-1573","1873-6270","PHYSICS, MULTIDISCIPLINARY - SCIE","33,731","29.9","Q1","2.65","41.98"%,
"Annual Review of Immunology","ANNU REV IMMUNOL","0732-0582","1545-3278","IMMUNOLOGY - SCIE","20,103","29.7","Q1","2.88","2.41"%,
"PROGRESS IN ENERGY AND COMBUSTION SCIENCE","PROG ENERG COMBUST","0360-1285","1873-216X","ENERGY & FUELS - SCIE","15,670","29.5","Q1","2.33","34.62"%,
"PROGRESS IN ENERGY AND COMBUSTION SCIENCE","PROG ENERG COMBUST","0360-1285","1873-216X","ENGINEERING, CHEMICAL - SCIE","15,670","29.5","Q1","2.33","34.62"%,
"PROGRESS IN ENERGY AND COMBUSTION SCIENCE","PROG ENERG COMBUST","0360-1285","1873-216X","ENGINEERING, MECHANICAL - SCIE","15,670","29.5","Q1","2.33","34.62"%,
"PROGRESS IN ENERGY AND COMBUSTION SCIENCE","PROG ENERG COMBUST","0360-1285","1873-216X","THERMODYNAMICS - SCIE","15,670","29.5","Q1","2.33","34.62"%,
"Gastroenterology","GASTROENTEROLOGY","0016-5085","1528-0012","GASTROENTEROLOGY & HEPATOLOGY - SCIE","95,926","29.4","Q1","5.38","31.17"%,
"ADVANCED MATERIALS","ADV MATER","0935-9648","1521-4095","CHEMISTRY, MULTIDISCIPLINARY - SCIE","369,915","29.4","Q1","4.07","12.55"%,
"ADVANCED MATERIALS","ADV MATER","0935-9648","1521-4095","CHEMISTRY, PHYSICAL - SCIE","369,915","29.4","Q1","4.07","12.55"%,
"ADVANCED MATERIALS","ADV MATER","0935-9648","1521-4095","MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE","369,915","29.4","Q1","4.07","12.55"%,
"ADVANCED MATERIALS","ADV MATER","0935-9648","1521-4095","NANOSCIENCE & NANOTECHNOLOGY - SCIE","369,915","29.4","Q1","4.07","12.55"%,
"ADVANCED MATERIALS","ADV MATER","0935-9648","1521-4095","PHYSICS, APPLIED - SCIE","369,915","29.4","Q1","4.07","12.55"%,
"ADVANCED MATERIALS","ADV MATER","0935-9648","1521-4095","PHYSICS, CONDENSED MATTER - SCIE","369,915","29.4","Q1","4.07","12.55"%,
"BEHAVIORAL AND BRAIN SCIENCES","BEHAV BRAIN SCI","0140-525X","1469-1825","BEHAVIORAL SCIENCES - SCIE","11,851","29.3","Q1","4.06","0"%,
"BEHAVIORAL AND BRAIN SCIENCES","BEHAV BRAIN SCI","0140-525X","1469-1825","NEUROSCIENCES - SCIE","11,851","29.3","Q1","4.06","0"%,
"BEHAVIORAL AND BRAIN SCIENCES","BEHAV BRAIN SCI","0140-525X","1469-1825","PSYCHOLOGY, BIOLOGICAL - SSCI","11,851","29.3","Q1","4.06","0"%,
"Cancer Discovery","CANCER DISCOV","2159-8274","2159-8290","ONCOLOGY - SCIE","33,141","29.1","Q1","5.89","25.18"%,
"JAMA Neurology","JAMA NEUROL","2168-6149","2168-6157","CLINICAL NEUROLOGY - SCIE","21,531","29","Q1","7.22","27.95"%,
"Cell Metabolism","CELL METAB","1550-4131","1932-7420","CELL BIOLOGY - SCIE","58,914","29","Q1","5.15","77.88"%,
"Cell Metabolism","CELL METAB","1550-4131","1932-7420","ENDOCRINOLOGY & METABOLISM - SCIE","58,914","29","Q1","5.15","77.88"%,
"Journal of Hematology & Oncology","J HEMATOL ONCOL","N/A","1756-8722","HEMATOLOGY - SCIE","20,030","28.5","Q1","3.57","99.75"%,
"Journal of Hematology & Oncology","J HEMATOL ONCOL","N/A","1756-8722","ONCOLOGY - SCIE","20,030","28.5","Q1","3.57","99.75"%,
"JAMA Oncology","JAMA ONCOL","2374-2437","2374-2445","ONCOLOGY - SCIE","28,702","28.4","Q1","5.09","19.7"%,
"SusMat","SUSMAT","2766-8479","2692-4552","CHEMISTRY, MULTIDISCIPLINARY - ESCI","1,137","28.4","N/A","3.06","79.75"%,
"SusMat","SUSMAT","2766-8479","2692-4552","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - ESCI","1,137","28.4","N/A","3.06","79.75"%,
"SusMat","SUSMAT","2766-8479","2692-4552","MATERIALS SCIENCE, MULTIDISCIPLINARY - ESCI","1,137","28.4","N/A","3.06","79.75"%,
"Nature Microbiology","NAT MICROBIOL","2058-5276","2058-5276","MICROBIOLOGY - SCIE","22,435","28.3","Q1","5.42","22.95"%,
"JOURNAL OF INFECTION","J INFECTION","0163-4453","1532-2742","INFECTIOUS DISEASES - SCIE","17,464","28.2","Q1","2.98","29.48"%,
"Nature Biomedical Engineering","NAT BIOMED ENG","2157-846X","2157-846X","ENGINEERING, BIOMEDICAL - SCIE","13,517","28.1","Q1","5.37","7.04"%,
"Advanced Energy Materials","ADV ENERGY MATER","1614-6832","1614-6840","CHEMISTRY, PHYSICAL - SCIE","122,806","27.8","Q1","3.68","14.09"%,
"Advanced Energy Materials","ADV ENERGY MATER","1614-6832","1614-6840","ENERGY & FUELS - SCIE","122,806","27.8","Q1","3.68","14.09"%,
"Advanced Energy Materials","ADV ENERGY MATER","1614-6832","1614-6840","MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE","122,806","27.8","Q1","3.68","14.09"%,
"Advanced Energy Materials","ADV ENERGY MATER","1614-6832","1614-6840","PHYSICS, APPLIED - SCIE","122,806","27.8","Q1","3.68","14.09"%,
"Advanced Energy Materials","ADV ENERGY MATER","1614-6832","1614-6840","PHYSICS, CONDENSED MATTER - SCIE","122,806","27.8","Q1","3.68","14.09"%,
"Annual Review of Fluid Mechanics","ANNU REV FLUID MECH","0066-4189","1545-4479","MECHANICS - SCIE","16,464","27.7","Q1","2.56","0"%,
"Annual Review of Fluid Mechanics","ANNU REV FLUID MECH","0066-4189","1545-4479","PHYSICS, FLUIDS & PLASMAS - SCIE","16,464","27.7","Q1","2.56","0"%,
"Nature Sustainability","NAT SUSTAIN","2398-9629","2398-9629","ENVIRONMENTAL SCIENCES - SCIE","14,346","27.6","Q1","4.22","9.02"%,
"Nature Sustainability","NAT SUSTAIN","2398-9629","2398-9629","ENVIRONMENTAL STUDIES - SSCI","14,346","27.6","Q1","4.22","9.02"%,
"Nature Sustainability","NAT SUSTAIN","2398-9629","2398-9629","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SSCI","14,346","27.6","Q1","4.22","9.02"%,
